Sexo y nivel de estudios;País;Indicador;periodo;Total
TOTAL;Luxemburgo;En porcentaje del total de empleo de cada colectivo;2022;0,7
TOTAL;Luxemburgo;En porcentaje del total de empleo de cada colectivo;2021;0,6
TOTAL;Luxemburgo;En porcentaje del total de empleo de cada colectivo;2020;0,8
TOTAL;Luxemburgo;En porcentaje del total de empleo de cada colectivo;2019;0,6
TOTAL;Luxemburgo;En porcentaje del total de empleo de cada colectivo;2018;0,8
TOTAL;Luxemburgo;En porcentaje del total de empleo de cada colectivo;2017;0,8
TOTAL;Luxemburgo;En porcentaje del total de empleo de cada colectivo;2016;1,1
TOTAL;Luxemburgo;En porcentaje del total de empleo de cada colectivo;2015;0,8
TOTAL;Luxemburgo;En porcentaje del total de empleo de cada colectivo;2014;0,5
TOTAL;Luxemburgo;En porcentaje del total de empleo de cada colectivo;2013;0,7
TOTAL;Luxemburgo;En porcentaje del total de empleo de cada colectivo;2012;0,6
TOTAL;Luxemburgo;En porcentaje del total de empleo de cada colectivo;2011;0,5
TOTAL;Hungría;Total (En miles);2023;25,8
TOTAL;Hungría;Total (En miles);2022;28,1
TOTAL;Hungría;Total (En miles);2021;27,3
TOTAL;Hungría;Total (En miles);2020;26,0
TOTAL;Hungría;Total (En miles);2019;22,6
TOTAL;Hungría;Total (En miles);2018;18,9
TOTAL;Hungría;Total (En miles);2017;15,8
TOTAL;Hungría;Total (En miles);2016;17,0
TOTAL;Hungría;Total (En miles);2015;18,7
TOTAL;Hungría;Total (En miles);2014;14,2
TOTAL;Hungría;Total (En miles);2013;12,0
TOTAL;Hungría;Total (En miles);2012;11,0
TOTAL;Hungría;Total (En miles);2011;10,7
TOTAL;Hungría;En porcentaje del total de empleo de cada colectivo;2023;0,6
TOTAL;Hungría;En porcentaje del total de empleo de cada colectivo;2022;0,6
TOTAL;Hungría;En porcentaje del total de empleo de cada colectivo;2021;0,6
TOTAL;Hungría;En porcentaje del total de empleo de cada colectivo;2020;0,6
TOTAL;Hungría;En porcentaje del total de empleo de cada colectivo;2019;0,5
TOTAL;Hungría;En porcentaje del total de empleo de cada colectivo;2018;0,4
TOTAL;Hungría;En porcentaje del total de empleo de cada colectivo;2017;0,4
TOTAL;Hungría;En porcentaje del total de empleo de cada colectivo;2016;0,4
TOTAL;Hungría;En porcentaje del total de empleo de cada colectivo;2015;0,4
TOTAL;Hungría;En porcentaje del total de empleo de cada colectivo;2014;0,4
TOTAL;Hungría;En porcentaje del total de empleo de cada colectivo;2013;0,3
TOTAL;Hungría;En porcentaje del total de empleo de cada colectivo;2012;0,3
TOTAL;Hungría;En porcentaje del total de empleo de cada colectivo;2011;0,3
TOTAL;Malta;Total (En miles);2023;1,7
TOTAL;Malta;Total (En miles);2022;1,9
TOTAL;Malta;Total (En miles);2021;0,8
TOTAL;Malta;Total (En miles);2020;1,5
TOTAL;Malta;Total (En miles);2019;1,9
TOTAL;Malta;Total (En miles);2018;1,9
TOTAL;Malta;Total (En miles);2017;1,5
TOTAL;Malta;Total (En miles);2016;0,7
TOTAL;Malta;Total (En miles);2015;1,1
TOTAL;Malta;Total (En miles);2014;1,3
TOTAL;Malta;Total (En miles);2013;1,2
TOTAL;Malta;Total (En miles);2012;0,9
TOTAL;Malta;Total (En miles);2011;0,6
TOTAL;Malta;En porcentaje del total de empleo de cada colectivo;2023;0,6
TOTAL;Malta;En porcentaje del total de empleo de cada colectivo;2022;0,7
TOTAL;Malta;En porcentaje del total de empleo de cada colectivo;2021;0,3
TOTAL;Malta;En porcentaje del total de empleo de cada colectivo;2020;0,6
TOTAL;Malta;En porcentaje del total de empleo de cada colectivo;2019;0,7
TOTAL;Malta;En porcentaje del total de empleo de cada colectivo;2018;0,8
TOTAL;Malta;En porcentaje del total de empleo de cada colectivo;2017;0,7
TOTAL;Malta;En porcentaje del total de empleo de cada colectivo;2016;0,4
TOTAL;Malta;En porcentaje del total de empleo de cada colectivo;2015;0,6
TOTAL;Malta;En porcentaje del total de empleo de cada colectivo;2014;0,7
TOTAL;Malta;En porcentaje del total de empleo de cada colectivo;2013;0,7
TOTAL;Malta;En porcentaje del total de empleo de cada colectivo;2012;0,5
TOTAL;Malta;En porcentaje del total de empleo de cada colectivo;2011;0,4
TOTAL;Países Bajos;Total (En miles);2023;96,4
TOTAL;Países Bajos;Total (En miles);2022;88,8
TOTAL;Países Bajos;Total (En miles);2021;82,2
TOTAL;Países Bajos;Total (En miles);2020;77,9
TOTAL;Países Bajos;Total (En miles);2019;82,7
TOTAL;Países Bajos;Total (En miles);2018;76,1
TOTAL;Países Bajos;Total (En miles);2017;71,0
TOTAL;Países Bajos;Total (En miles);2016;76,6
TOTAL;Países Bajos;Total (En miles);2015;73,8
TOTAL;Países Bajos;Total (En miles);2014;66,6
TOTAL;Países Bajos;Total (En miles);2013;64,8
TOTAL;Países Bajos;Total (En miles);2012;64,8
TOTAL;Países Bajos;Total (En miles);2011;64,2
TOTAL;Países Bajos;En porcentaje del total de empleo de cada colectivo;2023;1,0
TOTAL;Países Bajos;En porcentaje del total de empleo de cada colectivo;2022;0,9
TOTAL;Países Bajos;En porcentaje del total de empleo de cada colectivo;2021;0,9
TOTAL;Países Bajos;En porcentaje del total de empleo de cada colectivo;2020;1,0
TOTAL;Países Bajos;En porcentaje del total de empleo de cada colectivo;2019;1,0
TOTAL;Países Bajos;En porcentaje del total de empleo de cada colectivo;2018;1,0
TOTAL;Países Bajos;En porcentaje del total de empleo de cada colectivo;2017;0,9
TOTAL;Países Bajos;En porcentaje del total de empleo de cada colectivo;2016;1,0
TOTAL;Países Bajos;En porcentaje del total de empleo de cada colectivo;2015;1,0
TOTAL;Países Bajos;En porcentaje del total de empleo de cada colectivo;2014;0,9
TOTAL;Países Bajos;En porcentaje del total de empleo de cada colectivo;2013;0,9
TOTAL;Países Bajos;En porcentaje del total de empleo de cada colectivo;2012;0,9
TOTAL;Países Bajos;En porcentaje del total de empleo de cada colectivo;2011;0,9
TOTAL;Austria;Total (En miles);2023;32,7
TOTAL;Austria;Total (En miles);2022;28,7
TOTAL;Austria;Total (En miles);2021;26,0
TOTAL;Austria;Total (En miles);2020;30,0
TOTAL;Austria;Total (En miles);2019;30,9
TOTAL;Austria;Total (En miles);2018;24,1
TOTAL;Austria;Total (En miles);2017;26,3
TOTAL;Austria;Total (En miles);2016;27,9
TOTAL;Austria;Total (En miles);2015;35,9
TOTAL;Austria;Total (En miles);2014;27,8
TOTAL;Austria;Total (En miles);2013;25,8
TOTAL;Austria;Total (En miles);2012;24,0
TOTAL;Austria;Total (En miles);2011;25,1
TOTAL;Austria;En porcentaje del total de empleo de cada colectivo;2023;0,7
TOTAL;Austria;En porcentaje del total de empleo de cada colectivo;2022;0,7
TOTAL;Austria;En porcentaje del total de empleo de cada colectivo;2021;0,6
TOTAL;Austria;En porcentaje del total de empleo de cada colectivo;2020;0,7
TOTAL;Austria;En porcentaje del total de empleo de cada colectivo;2019;0,7
TOTAL;Austria;En porcentaje del total de empleo de cada colectivo;2018;0,6
TOTAL;Austria;En porcentaje del total de empleo de cada colectivo;2017;0,6
TOTAL;Austria;En porcentaje del total de empleo de cada colectivo;2016;0,7
TOTAL;Austria;En porcentaje del total de empleo de cada colectivo;2015;0,9
TOTAL;Austria;En porcentaje del total de empleo de cada colectivo;2014;0,7
TOTAL;Austria;En porcentaje del total de empleo de cada colectivo;2013;0,6
TOTAL;Austria;En porcentaje del total de empleo de cada colectivo;2012;0,6
TOTAL;Austria;En porcentaje del total de empleo de cada colectivo;2011;0,6
TOTAL;Polonia;Total (En miles);2023;75,4
TOTAL;Polonia;Total (En miles);2022;71,7
TOTAL;Polonia;Total (En miles);2021;64,4
TOTAL;Polonia;Total (En miles);2020;64,7
TOTAL;Polonia;Total (En miles);2019;67,8
TOTAL;Polonia;Total (En miles);2018;74,7
TOTAL;Polonia;Total (En miles);2017;69,1
TOTAL;Polonia;Total (En miles);2016;63,8
TOTAL;Polonia;Total (En miles);2015;57,7
TOTAL;Polonia;Total (En miles);2014;58,7
TOTAL;Polonia;Total (En miles);2013;52,8
TOTAL;Polonia;Total (En miles);2012;49,5
TOTAL;Polonia;Total (En miles);2011;45,1
TOTAL;Polonia;En porcentaje del total de empleo de cada colectivo;2023;0,4
TOTAL;Polonia;En porcentaje del total de empleo de cada colectivo;2022;0,4
TOTAL;Polonia;En porcentaje del total de empleo de cada colectivo;2021;0,4
TOTAL;Polonia;En porcentaje del total de empleo de cada colectivo;2020;0,4
TOTAL;Polonia;En porcentaje del total de empleo de cada colectivo;2019;0,4
TOTAL;Polonia;En porcentaje del total de empleo de cada colectivo;2018;0,5
TOTAL;Polonia;En porcentaje del total de empleo de cada colectivo;2017;0,4
TOTAL;Polonia;En porcentaje del total de empleo de cada colectivo;2016;0,4
TOTAL;Polonia;En porcentaje del total de empleo de cada colectivo;2015;0,4
TOTAL;Polonia;En porcentaje del total de empleo de cada colectivo;2014;0,4
TOTAL;Polonia;En porcentaje del total de empleo de cada colectivo;2013;0,3
TOTAL;Polonia;En porcentaje del total de empleo de cada colectivo;2012;0,3
TOTAL;Polonia;En porcentaje del total de empleo de cada colectivo;2011;0,3
TOTAL;Portugal;Total (En miles);2023;44,9
TOTAL;Portugal;Total (En miles);2022;42,2
TOTAL;Portugal;Total (En miles);2021;36,6
TOTAL;Portugal;Total (En miles);2020;38,1
TOTAL;Portugal;Total (En miles);2019;38,0
TOTAL;Portugal;Total (En miles);2018;37,7
TOTAL;Portugal;Total (En miles);2017;39,8
TOTAL;Portugal;Total (En miles);2016;39,2
TOTAL;Portugal;Total (En miles);2015;38,9
TOTAL;Portugal;Total (En miles);2014;32,1
TOTAL;Portugal;Total (En miles);2013;28,3
TOTAL;Portugal;Total (En miles);2012;21,8
TOTAL;Portugal;Total (En miles);2011;23,9
TOTAL;Portugal;En porcentaje del total de empleo de cada colectivo;2023;0,9
TOTAL;Portugal;En porcentaje del total de empleo de cada colectivo;2022;0,9
TOTAL;Portugal;En porcentaje del total de empleo de cada colectivo;2021;0,8
TOTAL;Portugal;En porcentaje del total de empleo de cada colectivo;2020;0,8
TOTAL;Portugal;En porcentaje del total de empleo de cada colectivo;2019;0,8
TOTAL;Portugal;En porcentaje del total de empleo de cada colectivo;2018;0,8
TOTAL;Portugal;En porcentaje del total de empleo de cada colectivo;2017;0,8
TOTAL;Portugal;En porcentaje del total de empleo de cada colectivo;2016;0,9
TOTAL;Portugal;En porcentaje del total de empleo de cada colectivo;2015;0,9
TOTAL;Portugal;En porcentaje del total de empleo de cada colectivo;2014;0,7
TOTAL;Portugal;En porcentaje del total de empleo de cada colectivo;2013;0,6
TOTAL;Portugal;En porcentaje del total de empleo de cada colectivo;2012;0,5
TOTAL;Portugal;En porcentaje del total de empleo de cada colectivo;2011;0,5
TOTAL;Rumanía;Total (En miles);2023;21,6
TOTAL;Rumanía;Total (En miles);2022;16,4
TOTAL;Rumanía;Total (En miles);2021;12,1
TOTAL;Rumanía;Total (En miles);2020;19,3
TOTAL;Rumanía;Total (En miles);2019;15,3
TOTAL;Rumanía;Total (En miles);2018;10,8
TOTAL;Rumanía;Total (En miles);2017;15,0
TOTAL;Rumanía;Total (En miles);2016;12,7
TOTAL;Rumanía;Total (En miles);2015;12,3
TOTAL;Rumanía;Total (En miles);2014;10,8
TOTAL;Rumanía;Total (En miles);2013;14,1
TOTAL;Rumanía;Total (En miles);2012;20,0
TOTAL;Rumanía;Total (En miles);2011;11,4
TOTAL;Rumanía;En porcentaje del total de empleo de cada colectivo;2023;0,3
TOTAL;Rumanía;En porcentaje del total de empleo de cada colectivo;2022;0,2
TOTAL;Rumanía;En porcentaje del total de empleo de cada colectivo;2021;0,2
TOTAL;Rumanía;En porcentaje del total de empleo de cada colectivo;2020;0,2
TOTAL;Rumanía;En porcentaje del total de empleo de cada colectivo;2019;0,2
TOTAL;Rumanía;En porcentaje del total de empleo de cada colectivo;2018;0,1
TOTAL;Rumanía;En porcentaje del total de empleo de cada colectivo;2017;0,2
TOTAL;Rumanía;En porcentaje del total de empleo de cada colectivo;2016;0,2
TOTAL;Rumanía;En porcentaje del total de empleo de cada colectivo;2015;0,1
TOTAL;Rumanía;En porcentaje del total de empleo de cada colectivo;2014;0,1
TOTAL;Rumanía;En porcentaje del total de empleo de cada colectivo;2013;0,2
TOTAL;Rumanía;En porcentaje del total de empleo de cada colectivo;2012;0,2
TOTAL;Rumanía;En porcentaje del total de empleo de cada colectivo;2011;0,1
TOTAL;Eslovenia;Total (En miles);2023;7,0
TOTAL;Eslovenia;Total (En miles);2022;8,5
TOTAL;Eslovenia;Total (En miles);2021;7,9
TOTAL;Eslovenia;Total (En miles);2020;4,7
TOTAL;Eslovenia;Total (En miles);2019;4,8
TOTAL;Eslovenia;Total (En miles);2018;5,4
TOTAL;Eslovenia;Total (En miles);2017;5,7
TOTAL;Eslovenia;Total (En miles);2016;5,3
TOTAL;Eslovenia;Total (En miles);2015;5,4
TOTAL;Eslovenia;Total (En miles);2014;4,0
TOTAL;Eslovenia;Total (En miles);2013;4,1
TOTAL;Eslovenia;Total (En miles);2012;3,9
TOTAL;Eslovenia;Total (En miles);2011;5,2
TOTAL;Eslovenia;En porcentaje del total de empleo de cada colectivo;2023;0,7
TOTAL;Eslovenia;En porcentaje del total de empleo de cada colectivo;2022;0,9
TOTAL;Eslovenia;En porcentaje del total de empleo de cada colectivo;2021;0,8
TOTAL;Eslovenia;En porcentaje del total de empleo de cada colectivo;2020;0,5
TOTAL;Eslovenia;En porcentaje del total de empleo de cada colectivo;2019;0,5
TOTAL;Eslovenia;En porcentaje del total de empleo de cada colectivo;2018;0,6
TOTAL;Eslovenia;En porcentaje del total de empleo de cada colectivo;2017;0,6
TOTAL;Eslovenia;En porcentaje del total de empleo de cada colectivo;2016;0,6
TOTAL;Eslovenia;En porcentaje del total de empleo de cada colectivo;2015;0,6
TOTAL;Eslovenia;En porcentaje del total de empleo de cada colectivo;2014;0,5
TOTAL;Eslovenia;En porcentaje del total de empleo de cada colectivo;2013;0,5
TOTAL;Eslovenia;En porcentaje del total de empleo de cada colectivo;2012;0,4
TOTAL;Eslovenia;En porcentaje del total de empleo de cada colectivo;2011;0,6
TOTAL;Eslovaquia;Total (En miles);2023;10,5
TOTAL;Eslovaquia;Total (En miles);2022;11,3
TOTAL;Eslovaquia;Total (En miles);2021;10,0
TOTAL;Eslovaquia;Total (En miles);2020;11,9
TOTAL;Eslovaquia;Total (En miles);2019;10,8
TOTAL;Eslovaquia;Total (En miles);2018;9,9
TOTAL;Eslovaquia;Total (En miles);2017;11,9
TOTAL;Eslovaquia;Total (En miles);2016;11,8
TOTAL;Eslovaquia;Total (En miles);2015;11,2
TOTAL;Eslovaquia;Total (En miles);2014;12,5
TOTAL;Eslovaquia;Total (En miles);2013;11,8
TOTAL;Eslovaquia;Total (En miles);2012;8,7
TOTAL;Eslovaquia;Total (En miles);2011;6,9
TOTAL;Eslovaquia;En porcentaje del total de empleo de cada colectivo;2023;0,4
TOTAL;Eslovaquia;En porcentaje del total de empleo de cada colectivo;2022;0,4
TOTAL;Eslovaquia;En porcentaje del total de empleo de cada colectivo;2021;0,4
TOTAL;Eslovaquia;En porcentaje del total de empleo de cada colectivo;2020;0,5
TOTAL;Eslovaquia;En porcentaje del total de empleo de cada colectivo;2019;0,4
TOTAL;Eslovaquia;En porcentaje del total de empleo de cada colectivo;2018;0,4
TOTAL;Eslovaquia;En porcentaje del total de empleo de cada colectivo;2017;0,5
TOTAL;Eslovaquia;En porcentaje del total de empleo de cada colectivo;2016;0,5
TOTAL;Eslovaquia;En porcentaje del total de empleo de cada colectivo;2015;0,5
TOTAL;Eslovaquia;En porcentaje del total de empleo de cada colectivo;2014;0,5
TOTAL;Eslovaquia;En porcentaje del total de empleo de cada colectivo;2013;0,5
TOTAL;Eslovaquia;En porcentaje del total de empleo de cada colectivo;2012;0,4
TOTAL;Eslovaquia;En porcentaje del total de empleo de cada colectivo;2011;0,3
TOTAL;Finlandia;Total (En miles);2023;30,1
TOTAL;Finlandia;Total (En miles);2022;32,1
TOTAL;Finlandia;Total (En miles);2021;33,1
TOTAL;Finlandia;Total (En miles);2020;34,1
TOTAL;Finlandia;Total (En miles);2019;32,3
TOTAL;Finlandia;Total (En miles);2018;32,0
TOTAL;Finlandia;Total (En miles);2017;31,2
TOTAL;Finlandia;Total (En miles);2016;30,6
TOTAL;Finlandia;Total (En miles);2015;30,7
TOTAL;Finlandia;Total (En miles);2014;30,8
TOTAL;Finlandia;Total (En miles);2013;25,8
TOTAL;Finlandia;Total (En miles);2012;23,7
TOTAL;Finlandia;Total (En miles);2011;23,5
TOTAL;Finlandia;En porcentaje del total de empleo de cada colectivo;2023;1,1
TOTAL;Finlandia;En porcentaje del total de empleo de cada colectivo;2022;1,2
TOTAL;Finlandia;En porcentaje del total de empleo de cada colectivo;2021;1,3
TOTAL;Finlandia;En porcentaje del total de empleo de cada colectivo;2020;1,4
TOTAL;Finlandia;En porcentaje del total de empleo de cada colectivo;2019;1,3
TOTAL;Finlandia;En porcentaje del total de empleo de cada colectivo;2018;1,3
TOTAL;Finlandia;En porcentaje del total de empleo de cada colectivo;2017;1,3
TOTAL;Finlandia;En porcentaje del total de empleo de cada colectivo;2016;1,3
TOTAL;Finlandia;En porcentaje del total de empleo de cada colectivo;2015;1,3
TOTAL;Finlandia;En porcentaje del total de empleo de cada colectivo;2014;1,3
TOTAL;Finlandia;En porcentaje del total de empleo de cada colectivo;2013;1,1
TOTAL;Finlandia;En porcentaje del total de empleo de cada colectivo;2012;1,0
TOTAL;Finlandia;En porcentaje del total de empleo de cada colectivo;2011;1,0
TOTAL;Suecia;Total (En miles);2023;71,2
TOTAL;Suecia;Total (En miles);2022;72,5
TOTAL;Suecia;Total (En miles);2021;71,3
TOTAL;Suecia;Total (En miles);2020;77,9
TOTAL;Suecia;Total (En miles);2019;81,3
TOTAL;Suecia;Total (En miles);2018;81,8
TOTAL;Suecia;Total (En miles);2017;79,9
TOTAL;Suecia;Total (En miles);2016;74,7
TOTAL;Suecia;Total (En miles);2015;76,7
TOTAL;Suecia;Total (En miles);2014;72,7
TOTAL;Suecia;Total (En miles);2013;70,3
TOTAL;Suecia;Total (En miles);2012;62,6
TOTAL;Suecia;Total (En miles);2011;57,9
TOTAL;Suecia;En porcentaje del total de empleo de cada colectivo;2023;1,3
TOTAL;Suecia;En porcentaje del total de empleo de cada colectivo;2022;1,4
TOTAL;Suecia;En porcentaje del total de empleo de cada colectivo;2021;1,4
TOTAL;Suecia;En porcentaje del total de empleo de cada colectivo;2020;1,6
TOTAL;Suecia;En porcentaje del total de empleo de cada colectivo;2019;1,6
TOTAL;Suecia;En porcentaje del total de empleo de cada colectivo;2018;1,6
TOTAL;Suecia;En porcentaje del total de empleo de cada colectivo;2017;1,6
TOTAL;Suecia;En porcentaje del total de empleo de cada colectivo;2016;1,5
TOTAL;Suecia;En porcentaje del total de empleo de cada colectivo;2015;1,6
TOTAL;Suecia;En porcentaje del total de empleo de cada colectivo;2014;1,5
TOTAL;Suecia;En porcentaje del total de empleo de cada colectivo;2013;1,5
TOTAL;Suecia;En porcentaje del total de empleo de cada colectivo;2012;1,4
TOTAL;Suecia;En porcentaje del total de empleo de cada colectivo;2011;1,3
Hombres;UNIÓN EUROPEA 27;Total (En miles);2023;854,8
Hombres;UNIÓN EUROPEA 27;Total (En miles);2022;826,9
Hombres;UNIÓN EUROPEA 27;Total (En miles);2021;746,8
Hombres;UNIÓN EUROPEA 27;Total (En miles);2020;741,8
Hombres;UNIÓN EUROPEA 27;Total (En miles);2019;745,3
Hombres;UNIÓN EUROPEA 27;Total (En miles);2018;720,5
Hombres;UNIÓN EUROPEA 27;Total (En miles);2017;704,4
Hombres;UNIÓN EUROPEA 27;Total (En miles);2016;700,9
Hombres;UNIÓN EUROPEA 27;Total (En miles);2015;660,7
Hombres;UNIÓN EUROPEA 27;Total (En miles);2014;636,2
Hombres;UNIÓN EUROPEA 27;Total (En miles);2013;614,7
Hombres;UNIÓN EUROPEA 27;Total (En miles);2012;603,5
Hombres;UNIÓN EUROPEA 27;Total (En miles);2011;583,0
Hombres;UNIÓN EUROPEA 27;En porcentaje del total de empleo de cada colectivo;2023;0,8
Hombres;UNIÓN EUROPEA 27;En porcentaje del total de empleo de cada colectivo;2022;0,8
Hombres;UNIÓN EUROPEA 27;En porcentaje del total de empleo de cada colectivo;2021;0,7
Hombres;UNIÓN EUROPEA 27;En porcentaje del total de empleo de cada colectivo;2020;0,7
Hombres;UNIÓN EUROPEA 27;En porcentaje del total de empleo de cada colectivo;2019;0,7
Hombres;UNIÓN EUROPEA 27;En porcentaje del total de empleo de cada colectivo;2018;0,7
Hombres;UNIÓN EUROPEA 27;En porcentaje del total de empleo de cada colectivo;2017;0,7
Hombres;UNIÓN EUROPEA 27;En porcentaje del total de empleo de cada colectivo;2016;0,7
Hombres;UNIÓN EUROPEA 27;En porcentaje del total de empleo de cada colectivo;2015;0,7
Hombres;UNIÓN EUROPEA 27;En porcentaje del total de empleo de cada colectivo;2014;0,6
Hombres;UNIÓN EUROPEA 27;En porcentaje del total de empleo de cada colectivo;2013;0,6
Hombres;UNIÓN EUROPEA 27;En porcentaje del total de empleo de cada colectivo;2012;0,6
Hombres;UNIÓN EUROPEA 27;En porcentaje del total de empleo de cada colectivo;2011;0,6
