Indicador;Sexo, edad, nivel estudios, sit. labora, estado civil, tipo de hogar;periodo;Total
En porcentaje del gasto en el total de bienes y servicios;Tipo de hogar: Un adulto con hijos;2008;0,5
En porcentaje del gasto en el total de bienes y servicios;Tipo de hogar: Un adulto con hijos;2007;0,6
En porcentaje del gasto en el total de bienes y servicios;Tipo de hogar: Un adulto con hijos;2006;0,5
En porcentaje del gasto en el total de bienes y servicios;Tipo de hogar: Otro tipo de hogares;2023;1,0
En porcentaje del gasto en el total de bienes y servicios;Tipo de hogar: Otro tipo de hogares;2022;1,1
En porcentaje del gasto en el total de bienes y servicios;Tipo de hogar: Otro tipo de hogares;2021;0,8
En porcentaje del gasto en el total de bienes y servicios;Tipo de hogar: Otro tipo de hogares;2020;0,4
En porcentaje del gasto en el total de bienes y servicios;Tipo de hogar: Otro tipo de hogares;2019;0,8
En porcentaje del gasto en el total de bienes y servicios;Tipo de hogar: Otro tipo de hogares;2018;0,7
En porcentaje del gasto en el total de bienes y servicios;Tipo de hogar: Otro tipo de hogares;2017;1,0
En porcentaje del gasto en el total de bienes y servicios;Tipo de hogar: Otro tipo de hogares;2016;0,7
En porcentaje del gasto en el total de bienes y servicios;Tipo de hogar: Otro tipo de hogares;2015;0,6
En porcentaje del gasto en el total de bienes y servicios;Tipo de hogar: Otro tipo de hogares;2014;0,6
En porcentaje del gasto en el total de bienes y servicios;Tipo de hogar: Otro tipo de hogares;2013;0,7
En porcentaje del gasto en el total de bienes y servicios;Tipo de hogar: Otro tipo de hogares;2012;0,6
En porcentaje del gasto en el total de bienes y servicios;Tipo de hogar: Otro tipo de hogares;2011;0,9
En porcentaje del gasto en el total de bienes y servicios;Tipo de hogar: Otro tipo de hogares;2010;0,8
En porcentaje del gasto en el total de bienes y servicios;Tipo de hogar: Otro tipo de hogares;2009;0,8
En porcentaje del gasto en el total de bienes y servicios;Tipo de hogar: Otro tipo de hogares;2008;0,6
En porcentaje del gasto en el total de bienes y servicios;Tipo de hogar: Otro tipo de hogares;2007;0,9
En porcentaje del gasto en el total de bienes y servicios;Tipo de hogar: Otro tipo de hogares;2006;0,8
Gasto medio por hogar (Euros);TOTAL;2023;327,6
Gasto medio por hogar (Euros);TOTAL;2022;322,2
Gasto medio por hogar (Euros);TOTAL;2021;233,0
Gasto medio por hogar (Euros);TOTAL;2020;182,2
Gasto medio por hogar (Euros);TOTAL;2019;309,7
Gasto medio por hogar (Euros);TOTAL;2018;296,7
Gasto medio por hogar (Euros);TOTAL;2017;307,2
Gasto medio por hogar (Euros);TOTAL;2016;267,0
Gasto medio por hogar (Euros);TOTAL;2015;241,8
Gasto medio por hogar (Euros);TOTAL;2014;230,1
Gasto medio por hogar (Euros);TOTAL;2013;251,0
Gasto medio por hogar (Euros);TOTAL;2012;247,0
Gasto medio por hogar (Euros);TOTAL;2011;267,0
Gasto medio por hogar (Euros);TOTAL;2010;266,0
Gasto medio por hogar (Euros);TOTAL;2009;262,0
Gasto medio por hogar (Euros);TOTAL;2008;285,1
Gasto medio por hogar (Euros);TOTAL;2007;283,3
Gasto medio por hogar (Euros);TOTAL;2006;255,5
Gasto medio por hogar (Euros);Sexo:Hombres;2023;343,9
Gasto medio por hogar (Euros);Sexo:Hombres;2022;357,5
Gasto medio por hogar (Euros);Sexo:Hombres;2021;249,8
Gasto medio por hogar (Euros);Sexo:Hombres;2020;197,5
Gasto medio por hogar (Euros);Sexo:Hombres;2019;333,1
Gasto medio por hogar (Euros);Sexo:Hombres;2018;331,5
Gasto medio por hogar (Euros);Sexo:Hombres;2017;332,2
Gasto medio por hogar (Euros);Sexo:Hombres;2016;291,3
Gasto medio por hogar (Euros);Sexo:Hombres;2015;274,8
Gasto medio por hogar (Euros);Sexo:Hombres;2014;249,4
Gasto medio por hogar (Euros);Sexo:Hombres;2013;283,7
Gasto medio por hogar (Euros);Sexo:Hombres;2012;268,3
Gasto medio por hogar (Euros);Sexo:Hombres;2011;302,4
Gasto medio por hogar (Euros);Sexo:Hombres;2010;288,0
Gasto medio por hogar (Euros);Sexo:Hombres;2009;293,6
Gasto medio por hogar (Euros);Sexo:Hombres;2008;325,2
Gasto medio por hogar (Euros);Sexo:Hombres;2007;323,6
Gasto medio por hogar (Euros);Sexo:Hombres;2006;289,4
Gasto medio por hogar (Euros);Sexo:Mujeres;2023;298,2
Gasto medio por hogar (Euros);Sexo:Mujeres;2022;259,7
Gasto medio por hogar (Euros);Sexo:Mujeres;2021;202,0
Gasto medio por hogar (Euros);Sexo:Mujeres;2020;153,1
Gasto medio por hogar (Euros);Sexo:Mujeres;2019;265,1
Gasto medio por hogar (Euros);Sexo:Mujeres;2018;228,7
Gasto medio por hogar (Euros);Sexo:Mujeres;2017;257,7
Gasto medio por hogar (Euros);Sexo:Mujeres;2016;219,9
Gasto medio por hogar (Euros);Sexo:Mujeres;2015;176,9
Gasto medio por hogar (Euros);Sexo:Mujeres;2014;191,5
Gasto medio por hogar (Euros);Sexo:Mujeres;2013;183,3
Gasto medio por hogar (Euros);Sexo:Mujeres;2012;200,5
Gasto medio por hogar (Euros);Sexo:Mujeres;2011;187,1
Gasto medio por hogar (Euros);Sexo:Mujeres;2010;213,8
Gasto medio por hogar (Euros);Sexo:Mujeres;2009;184,5
Gasto medio por hogar (Euros);Sexo:Mujeres;2008;178,7
Gasto medio por hogar (Euros);Sexo:Mujeres;2007;175,8
Gasto medio por hogar (Euros);Sexo:Mujeres;2006;157,9
Gasto medio por hogar (Euros);Grupos de edad: De 16 a 29 años;2023;394,5
Gasto medio por hogar (Euros);Grupos de edad: De 16 a 29 años;2022;358,4
Gasto medio por hogar (Euros);Grupos de edad: De 16 a 29 años;2021;253,9
Gasto medio por hogar (Euros);Grupos de edad: De 16 a 29 años;2020;273,0
Gasto medio por hogar (Euros);Grupos de edad: De 16 a 29 años;2019;326,9
Gasto medio por hogar (Euros);Grupos de edad: De 16 a 29 años;2018;314,9
Gasto medio por hogar (Euros);Grupos de edad: De 16 a 29 años;2017;334,6
Gasto medio por hogar (Euros);Grupos de edad: De 16 a 29 años;2016;232,2
Gasto medio por hogar (Euros);Grupos de edad: De 16 a 29 años;2015;237,4
Gasto medio por hogar (Euros);Grupos de edad: De 16 a 29 años;2014;250,0
Gasto medio por hogar (Euros);Grupos de edad: De 16 a 29 años;2013;311,8
Gasto medio por hogar (Euros);Grupos de edad: De 16 a 29 años;2012;220,1
Gasto medio por hogar (Euros);Grupos de edad: De 16 a 29 años;2011;290,3
Gasto medio por hogar (Euros);Grupos de edad: De 16 a 29 años;2010;243,1
Gasto medio por hogar (Euros);Grupos de edad: De 16 a 29 años;2009;268,8
Gasto medio por hogar (Euros);Grupos de edad: De 16 a 29 años;2008;246,2
Gasto medio por hogar (Euros);Grupos de edad: De 16 a 29 años;2007;236,0
Gasto medio por hogar (Euros);Grupos de edad: De 16 a 29 años;2006;253,6
Gasto medio por hogar (Euros);Grupos de edad: De 30 a 44 años;2023;421,5
Gasto medio por hogar (Euros);Grupos de edad: De 30 a 44 años;2022;424,7
Gasto medio por hogar (Euros);Grupos de edad: De 30 a 44 años;2021;316,9
Gasto medio por hogar (Euros);Grupos de edad: De 30 a 44 años;2020;250,2
Gasto medio por hogar (Euros);Grupos de edad: De 30 a 44 años;2019;417,4
Gasto medio por hogar (Euros);Grupos de edad: De 30 a 44 años;2018;419,0
Gasto medio por hogar (Euros);Grupos de edad: De 30 a 44 años;2017;424,2
Gasto medio por hogar (Euros);Grupos de edad: De 30 a 44 años;2016;378,8
Gasto medio por hogar (Euros);Grupos de edad: De 30 a 44 años;2015;313,3
Gasto medio por hogar (Euros);Grupos de edad: De 30 a 44 años;2014;319,0
Gasto medio por hogar (Euros);Grupos de edad: De 30 a 44 años;2013;313,8
Gasto medio por hogar (Euros);Grupos de edad: De 30 a 44 años;2012;320,6
Gasto medio por hogar (Euros);Grupos de edad: De 30 a 44 años;2011;359,7
Gasto medio por hogar (Euros);Grupos de edad: De 30 a 44 años;2010;355,7
Gasto medio por hogar (Euros);Grupos de edad: De 30 a 44 años;2009;343,6
Gasto medio por hogar (Euros);Grupos de edad: De 30 a 44 años;2008;379,4
Gasto medio por hogar (Euros);Grupos de edad: De 30 a 44 años;2007;400,6
Gasto medio por hogar (Euros);Grupos de edad: De 30 a 44 años;2006;350,7
Gasto medio por hogar (Euros);Grupos de edad: De 45 a 64 años;2023;396,2
Gasto medio por hogar (Euros);Grupos de edad: De 45 a 64 años;2022;386,8
Gasto medio por hogar (Euros);Grupos de edad: De 45 a 64 años;2021;280,1
Gasto medio por hogar (Euros);Grupos de edad: De 45 a 64 años;2020;225,4
Gasto medio por hogar (Euros);Grupos de edad: De 45 a 64 años;2019;363,4
Gasto medio por hogar (Euros);Grupos de edad: De 45 a 64 años;2018;350,2
Gasto medio por hogar (Euros);Grupos de edad: De 45 a 64 años;2017;375,0
Gasto medio por hogar (Euros);Grupos de edad: De 45 a 64 años;2016;323,2
Gasto medio por hogar (Euros);Grupos de edad: De 45 a 64 años;2015;305,2
Gasto medio por hogar (Euros);Grupos de edad: De 45 a 64 años;2014;270,4
Gasto medio por hogar (Euros);Grupos de edad: De 45 a 64 años;2013;314,9
Gasto medio por hogar (Euros);Grupos de edad: De 45 a 64 años;2012;289,0
Gasto medio por hogar (Euros);Grupos de edad: De 45 a 64 años;2011;309,2
Gasto medio por hogar (Euros);Grupos de edad: De 45 a 64 años;2010;326,8
Gasto medio por hogar (Euros);Grupos de edad: De 45 a 64 años;2009;319,3
Gasto medio por hogar (Euros);Grupos de edad: De 45 a 64 años;2008;361,6
Gasto medio por hogar (Euros);Grupos de edad: De 45 a 64 años;2007;333,1
Gasto medio por hogar (Euros);Grupos de edad: De 45 a 64 años;2006;302,3
Gasto medio por hogar (Euros);Grupos de edad: De 65 años en adelante;2023;146,2
Gasto medio por hogar (Euros);Grupos de edad: De 65 años en adelante;2022;138,7
Gasto medio por hogar (Euros);Grupos de edad: De 65 años en adelante;2021;87,7
Gasto medio por hogar (Euros);Grupos de edad: De 65 años en adelante;2020;50,6
Gasto medio por hogar (Euros);Grupos de edad: De 65 años en adelante;2019;137,9
Gasto medio por hogar (Euros);Grupos de edad: De 65 años en adelante;2018;115,2
Gasto medio por hogar (Euros);Grupos de edad: De 65 años en adelante;2017;110,2
Gasto medio por hogar (Euros);Grupos de edad: De 65 años en adelante;2016;90,2
Gasto medio por hogar (Euros);Grupos de edad: De 65 años en adelante;2015;87,3
Gasto medio por hogar (Euros);Grupos de edad: De 65 años en adelante;2014;82,3
Gasto medio por hogar (Euros);Grupos de edad: De 65 años en adelante;2013;87,5
Gasto medio por hogar (Euros);Grupos de edad: De 65 años en adelante;2012;111,7
Gasto medio por hogar (Euros);Grupos de edad: De 65 años en adelante;2011;98,3
Gasto medio por hogar (Euros);Grupos de edad: De 65 años en adelante;2010;82,8
Gasto medio por hogar (Euros);Grupos de edad: De 65 años en adelante;2009;82,7
Gasto medio por hogar (Euros);Grupos de edad: De 65 años en adelante;2008;73,5
Gasto medio por hogar (Euros);Grupos de edad: De 65 años en adelante;2007;82,8
Gasto medio por hogar (Euros);Grupos de edad: De 65 años en adelante;2006;78,6
Gasto medio por hogar (Euros);Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2023;195,6
Gasto medio por hogar (Euros);Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2022;175,0
Gasto medio por hogar (Euros);Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2021;109,8
Gasto medio por hogar (Euros);Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2020;76,9
Gasto medio por hogar (Euros);Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2019;156,5
Gasto medio por hogar (Euros);Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2018;158,6
Gasto medio por hogar (Euros);Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2017;162,2
Gasto medio por hogar (Euros);Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2016;153,1
Gasto medio por hogar (Euros);Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2015;144,1
Gasto medio por hogar (Euros);Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2014;136,2
Gasto medio por hogar (Euros);Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2013;147,2
Gasto medio por hogar (Euros);Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2012;160,4
Gasto medio por hogar (Euros);Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2011;158,3
Gasto medio por hogar (Euros);Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2010;151,4
Gasto medio por hogar (Euros);Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2009;149,9
Gasto medio por hogar (Euros);Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2008;163,2
Gasto medio por hogar (Euros);Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2007;179,4
Gasto medio por hogar (Euros);Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2006;159,1
Gasto medio por hogar (Euros);Nivel de estudios: Segunda etapa de ed. secundaria;2023;279,0
Gasto medio por hogar (Euros);Nivel de estudios: Segunda etapa de ed. secundaria;2022;276,7
Gasto medio por hogar (Euros);Nivel de estudios: Segunda etapa de ed. secundaria;2021;201,4
Gasto medio por hogar (Euros);Nivel de estudios: Segunda etapa de ed. secundaria;2020;174,6
Gasto medio por hogar (Euros);Nivel de estudios: Segunda etapa de ed. secundaria;2019;302,7
Gasto medio por hogar (Euros);Nivel de estudios: Segunda etapa de ed. secundaria;2018;286,2
Gasto medio por hogar (Euros);Nivel de estudios: Segunda etapa de ed. secundaria;2017;320,7
Gasto medio por hogar (Euros);Nivel de estudios: Segunda etapa de ed. secundaria;2016;305,8
Gasto medio por hogar (Euros);Nivel de estudios: Segunda etapa de ed. secundaria;2015;249,6
Gasto medio por hogar (Euros);Nivel de estudios: Segunda etapa de ed. secundaria;2014;239,9
Gasto medio por hogar (Euros);Nivel de estudios: Segunda etapa de ed. secundaria;2013;292,9
Gasto medio por hogar (Euros);Nivel de estudios: Segunda etapa de ed. secundaria;2012;278,8
Gasto medio por hogar (Euros);Nivel de estudios: Segunda etapa de ed. secundaria;2011;277,7
Gasto medio por hogar (Euros);Nivel de estudios: Segunda etapa de ed. secundaria;2010;293,4
Gasto medio por hogar (Euros);Nivel de estudios: Segunda etapa de ed. secundaria;2009;309,8
Gasto medio por hogar (Euros);Nivel de estudios: Segunda etapa de ed. secundaria;2008;307,1
Gasto medio por hogar (Euros);Nivel de estudios: Segunda etapa de ed. secundaria;2007;306,7
Gasto medio por hogar (Euros);Nivel de estudios: Segunda etapa de ed. secundaria;2006;348,4
Gasto medio por hogar (Euros);Nivel de estudios: Educación superior o equivalente;2023;485,1
Gasto medio por hogar (Euros);Nivel de estudios: Educación superior o equivalente;2022;498,3
Gasto medio por hogar (Euros);Nivel de estudios: Educación superior o equivalente;2021;381,6
Gasto medio por hogar (Euros);Nivel de estudios: Educación superior o equivalente;2020;309,8
Gasto medio por hogar (Euros);Nivel de estudios: Educación superior o equivalente;2019;511,2
Gasto medio por hogar (Euros);Nivel de estudios: Educación superior o equivalente;2018;493,6
Gasto medio por hogar (Euros);Nivel de estudios: Educación superior o equivalente;2017;516,3
Gasto medio por hogar (Euros);Nivel de estudios: Educación superior o equivalente;2016;419,9
Gasto medio por hogar (Euros);Nivel de estudios: Educación superior o equivalente;2015;391,1
