Indicador;Grupo de gasto;Comunidad autónoma;periodo;Total
Porcentaje;Equipos relacionados con los deportes y el ocio;Murcia (Región de);2020;31,1
Porcentaje;Equipos relacionados con los deportes y el ocio;Murcia (Región de);2019;22,7
Porcentaje;Equipos relacionados con los deportes y el ocio;Murcia (Región de);2018;28,4
Porcentaje;Equipos relacionados con los deportes y el ocio;Murcia (Región de);2017;17,2
Porcentaje;Equipos relacionados con los deportes y el ocio;Murcia (Región de);2016;15,9
Porcentaje;Equipos relacionados con los deportes y el ocio;Murcia (Región de);2015;25,1
Porcentaje;Equipos relacionados con los deportes y el ocio;Murcia (Región de);2014;20,3
Porcentaje;Equipos relacionados con los deportes y el ocio;Murcia (Región de);2013;25,7
Porcentaje;Equipos relacionados con los deportes y el ocio;Murcia (Región de);2012;50,9
Porcentaje;Equipos relacionados con los deportes y el ocio;Murcia (Región de);2011;33,5
Porcentaje;Equipos relacionados con los deportes y el ocio;Murcia (Región de);2010;39,9
Porcentaje;Equipos relacionados con los deportes y el ocio;Murcia (Región de);2009;49,7
Porcentaje;Equipos relacionados con los deportes y el ocio;Murcia (Región de);2008;43,0
Porcentaje;Equipos relacionados con los deportes y el ocio;Murcia (Región de);2007;33,9
Porcentaje;Equipos relacionados con los deportes y el ocio;Murcia (Región de);2006;34,1
Porcentaje;Equipos relacionados con los deportes y el ocio;Navarra (Comunidad Foral de);2023;10,9
Porcentaje;Equipos relacionados con los deportes y el ocio;Navarra (Comunidad Foral de);2022;18,4
Porcentaje;Equipos relacionados con los deportes y el ocio;Navarra (Comunidad Foral de);2021;21,4
Porcentaje;Equipos relacionados con los deportes y el ocio;Navarra (Comunidad Foral de);2020;27,9
Porcentaje;Equipos relacionados con los deportes y el ocio;Navarra (Comunidad Foral de);2019;21,1
Porcentaje;Equipos relacionados con los deportes y el ocio;Navarra (Comunidad Foral de);2018;23,7
Porcentaje;Equipos relacionados con los deportes y el ocio;Navarra (Comunidad Foral de);2017;16,6
Porcentaje;Equipos relacionados con los deportes y el ocio;Navarra (Comunidad Foral de);2016;32,9
Porcentaje;Equipos relacionados con los deportes y el ocio;Navarra (Comunidad Foral de);2015;24,8
Porcentaje;Equipos relacionados con los deportes y el ocio;Navarra (Comunidad Foral de);2014;20,4
Porcentaje;Equipos relacionados con los deportes y el ocio;Navarra (Comunidad Foral de);2013;15,9
Porcentaje;Equipos relacionados con los deportes y el ocio;Navarra (Comunidad Foral de);2012;24,2
Porcentaje;Equipos relacionados con los deportes y el ocio;Navarra (Comunidad Foral de);2011;38,3
Porcentaje;Equipos relacionados con los deportes y el ocio;Navarra (Comunidad Foral de);2010;21,6
Porcentaje;Equipos relacionados con los deportes y el ocio;Navarra (Comunidad Foral de);2009;21,7
Porcentaje;Equipos relacionados con los deportes y el ocio;Navarra (Comunidad Foral de);2008;19,4
Porcentaje;Equipos relacionados con los deportes y el ocio;Navarra (Comunidad Foral de);2007;27,2
Porcentaje;Equipos relacionados con los deportes y el ocio;Navarra (Comunidad Foral de);2006;30,2
Porcentaje;Equipos relacionados con los deportes y el ocio;País Vasco;2023;36,8
Porcentaje;Equipos relacionados con los deportes y el ocio;País Vasco;2022;41,9
Porcentaje;Equipos relacionados con los deportes y el ocio;País Vasco;2021;48,4
Porcentaje;Equipos relacionados con los deportes y el ocio;País Vasco;2020;43,6
Porcentaje;Equipos relacionados con los deportes y el ocio;País Vasco;2019;26,3
Porcentaje;Equipos relacionados con los deportes y el ocio;País Vasco;2018;19,8
Porcentaje;Equipos relacionados con los deportes y el ocio;País Vasco;2017;25,1
Porcentaje;Equipos relacionados con los deportes y el ocio;País Vasco;2016;20,4
Porcentaje;Equipos relacionados con los deportes y el ocio;País Vasco;2015;27,1
Porcentaje;Equipos relacionados con los deportes y el ocio;País Vasco;2014;21,5
Porcentaje;Equipos relacionados con los deportes y el ocio;País Vasco;2013;15,5
Porcentaje;Equipos relacionados con los deportes y el ocio;País Vasco;2012;21,0
Porcentaje;Equipos relacionados con los deportes y el ocio;País Vasco;2011;30,3
Porcentaje;Equipos relacionados con los deportes y el ocio;País Vasco;2010;29,0
Porcentaje;Equipos relacionados con los deportes y el ocio;País Vasco;2009;20,5
Porcentaje;Equipos relacionados con los deportes y el ocio;País Vasco;2008;30,2
Porcentaje;Equipos relacionados con los deportes y el ocio;País Vasco;2007;31,7
Porcentaje;Equipos relacionados con los deportes y el ocio;País Vasco;2006;32,9
Porcentaje;Equipos relacionados con los deportes y el ocio;Rioja (La);2023;15,4
Porcentaje;Equipos relacionados con los deportes y el ocio;Rioja (La);2022;17,4
Porcentaje;Equipos relacionados con los deportes y el ocio;Rioja (La);2021;27,4
Porcentaje;Equipos relacionados con los deportes y el ocio;Rioja (La);2020;38,5
Porcentaje;Equipos relacionados con los deportes y el ocio;Rioja (La);2019;24,0
Porcentaje;Equipos relacionados con los deportes y el ocio;Rioja (La);2018;34,6
Porcentaje;Equipos relacionados con los deportes y el ocio;Rioja (La);2017;27,4
Porcentaje;Equipos relacionados con los deportes y el ocio;Rioja (La);2016;25,0
Porcentaje;Equipos relacionados con los deportes y el ocio;Rioja (La);2015;38,6
Porcentaje;Equipos relacionados con los deportes y el ocio;Rioja (La);2014;21,5
Porcentaje;Equipos relacionados con los deportes y el ocio;Rioja (La);2013;26,8
Porcentaje;Equipos relacionados con los deportes y el ocio;Rioja (La);2012;28,6
Porcentaje;Equipos relacionados con los deportes y el ocio;Rioja (La);2011;29,5
Porcentaje;Equipos relacionados con los deportes y el ocio;Rioja (La);2010;27,1
Porcentaje;Equipos relacionados con los deportes y el ocio;Rioja (La);2009;38,1
Porcentaje;Equipos relacionados con los deportes y el ocio;Rioja (La);2008;30,0
Porcentaje;Equipos relacionados con los deportes y el ocio;Rioja (La);2007;23,9
Porcentaje;Equipos relacionados con los deportes y el ocio;Rioja (La);2006;24,4
Porcentaje;Equipos relacionados con los deportes y el ocio;Ceuta y Melilla;2023;..
Porcentaje;Equipos relacionados con los deportes y el ocio;Ceuta y Melilla;2022;..
Porcentaje;Equipos relacionados con los deportes y el ocio;Ceuta y Melilla;2021;..
Porcentaje;Equipos relacionados con los deportes y el ocio;Ceuta y Melilla;2020;..
Porcentaje;Equipos relacionados con los deportes y el ocio;Ceuta y Melilla;2019;..
Porcentaje;Equipos relacionados con los deportes y el ocio;Ceuta y Melilla;2018;..
Porcentaje;Equipos relacionados con los deportes y el ocio;Ceuta y Melilla;2017;..
Porcentaje;Equipos relacionados con los deportes y el ocio;Ceuta y Melilla;2016;..
Porcentaje;Equipos relacionados con los deportes y el ocio;Ceuta y Melilla;2015;..
Porcentaje;Equipos relacionados con los deportes y el ocio;Ceuta y Melilla;2014;..
Porcentaje;Equipos relacionados con los deportes y el ocio;Ceuta y Melilla;2013;..
Porcentaje;Equipos relacionados con los deportes y el ocio;Ceuta y Melilla;2012;..
Porcentaje;Equipos relacionados con los deportes y el ocio;Ceuta y Melilla;2011;..
Porcentaje;Equipos relacionados con los deportes y el ocio;Ceuta y Melilla;2010;..
Porcentaje;Equipos relacionados con los deportes y el ocio;Ceuta y Melilla;2009;..
Porcentaje;Equipos relacionados con los deportes y el ocio;Ceuta y Melilla;2008;..
Porcentaje;Equipos relacionados con los deportes y el ocio;Ceuta y Melilla;2007;..
Porcentaje;Equipos relacionados con los deportes y el ocio;Ceuta y Melilla;2006;..
Gasto medio por hogar (Euros);TOTAL;TOTAL;2023;327,6
Gasto medio por hogar (Euros);TOTAL;TOTAL;2022;322,2
Gasto medio por hogar (Euros);TOTAL;TOTAL;2021;233,0
Gasto medio por hogar (Euros);TOTAL;TOTAL;2020;182,2
Gasto medio por hogar (Euros);TOTAL;TOTAL;2019;309,7
Gasto medio por hogar (Euros);TOTAL;TOTAL;2018;296,7
Gasto medio por hogar (Euros);TOTAL;TOTAL;2017;307,2
Gasto medio por hogar (Euros);TOTAL;TOTAL;2016;267,0
Gasto medio por hogar (Euros);TOTAL;TOTAL;2015;241,8
Gasto medio por hogar (Euros);TOTAL;TOTAL;2014;230,1
Gasto medio por hogar (Euros);TOTAL;TOTAL;2013;251,0
Gasto medio por hogar (Euros);TOTAL;TOTAL;2012;247,0
Gasto medio por hogar (Euros);TOTAL;TOTAL;2011;267,0
Gasto medio por hogar (Euros);TOTAL;TOTAL;2010;266,0
Gasto medio por hogar (Euros);TOTAL;TOTAL;2009;262,0
Gasto medio por hogar (Euros);TOTAL;TOTAL;2008;285,1
Gasto medio por hogar (Euros);TOTAL;TOTAL;2007;283,3
Gasto medio por hogar (Euros);TOTAL;TOTAL;2006;255,5
Gasto medio por hogar (Euros);TOTAL;Andalucía;2023;334,7
Gasto medio por hogar (Euros);TOTAL;Andalucía;2022;371,6
Gasto medio por hogar (Euros);TOTAL;Andalucía;2021;220,7
Gasto medio por hogar (Euros);TOTAL;Andalucía;2020;151,6
Gasto medio por hogar (Euros);TOTAL;Andalucía;2019;231,4
Gasto medio por hogar (Euros);TOTAL;Andalucía;2018;282,3
Gasto medio por hogar (Euros);TOTAL;Andalucía;2017;275,5
Gasto medio por hogar (Euros);TOTAL;Andalucía;2016;285,3
Gasto medio por hogar (Euros);TOTAL;Andalucía;2015;229,0
Gasto medio por hogar (Euros);TOTAL;Andalucía;2014;217,3
Gasto medio por hogar (Euros);TOTAL;Andalucía;2013;249,4
Gasto medio por hogar (Euros);TOTAL;Andalucía;2012;231,1
Gasto medio por hogar (Euros);TOTAL;Andalucía;2011;283,0
Gasto medio por hogar (Euros);TOTAL;Andalucía;2010;301,0
Gasto medio por hogar (Euros);TOTAL;Andalucía;2009;309,2
Gasto medio por hogar (Euros);TOTAL;Andalucía;2008;422,4
Gasto medio por hogar (Euros);TOTAL;Andalucía;2007;307,7
Gasto medio por hogar (Euros);TOTAL;Andalucía;2006;309,5
Gasto medio por hogar (Euros);TOTAL;Aragón;2023;440,3
Gasto medio por hogar (Euros);TOTAL;Aragón;2022;372,5
Gasto medio por hogar (Euros);TOTAL;Aragón;2021;201,8
Gasto medio por hogar (Euros);TOTAL;Aragón;2020;292,7
Gasto medio por hogar (Euros);TOTAL;Aragón;2019;525,3
Gasto medio por hogar (Euros);TOTAL;Aragón;2018;366,2
Gasto medio por hogar (Euros);TOTAL;Aragón;2017;300,1
Gasto medio por hogar (Euros);TOTAL;Aragón;2016;324,3
Gasto medio por hogar (Euros);TOTAL;Aragón;2015;315,1
Gasto medio por hogar (Euros);TOTAL;Aragón;2014;322,5
Gasto medio por hogar (Euros);TOTAL;Aragón;2013;266,8
Gasto medio por hogar (Euros);TOTAL;Aragón;2012;202,8
Gasto medio por hogar (Euros);TOTAL;Aragón;2011;233,8
Gasto medio por hogar (Euros);TOTAL;Aragón;2010;223,7
Gasto medio por hogar (Euros);TOTAL;Aragón;2009;224,9
Gasto medio por hogar (Euros);TOTAL;Aragón;2008;251,9
Gasto medio por hogar (Euros);TOTAL;Aragón;2007;307,2
Gasto medio por hogar (Euros);TOTAL;Aragón;2006;245,9
Gasto medio por hogar (Euros);TOTAL;Asturias (Principado de);2023;220,1
Gasto medio por hogar (Euros);TOTAL;Asturias (Principado de);2022;180,8
Gasto medio por hogar (Euros);TOTAL;Asturias (Principado de);2021;106,1
Gasto medio por hogar (Euros);TOTAL;Asturias (Principado de);2020;131,6
Gasto medio por hogar (Euros);TOTAL;Asturias (Principado de);2019;181,6
Gasto medio por hogar (Euros);TOTAL;Asturias (Principado de);2018;264,5
Gasto medio por hogar (Euros);TOTAL;Asturias (Principado de);2017;293,5
Gasto medio por hogar (Euros);TOTAL;Asturias (Principado de);2016;263,8
Gasto medio por hogar (Euros);TOTAL;Asturias (Principado de);2015;227,3
Gasto medio por hogar (Euros);TOTAL;Asturias (Principado de);2014;201,3
Gasto medio por hogar (Euros);TOTAL;Asturias (Principado de);2013;213,8
Gasto medio por hogar (Euros);TOTAL;Asturias (Principado de);2012;238,6
Gasto medio por hogar (Euros);TOTAL;Asturias (Principado de);2011;211,5
Gasto medio por hogar (Euros);TOTAL;Asturias (Principado de);2010;279,1
Gasto medio por hogar (Euros);TOTAL;Asturias (Principado de);2009;298,3
Gasto medio por hogar (Euros);TOTAL;Asturias (Principado de);2008;245,3
Gasto medio por hogar (Euros);TOTAL;Asturias (Principado de);2007;195,4
Gasto medio por hogar (Euros);TOTAL;Asturias (Principado de);2006;269,4
Gasto medio por hogar (Euros);TOTAL;Balears (Illes);2023;345,4
Gasto medio por hogar (Euros);TOTAL;Balears (Illes);2022;358,0
Gasto medio por hogar (Euros);TOTAL;Balears (Illes);2021;256,0
Gasto medio por hogar (Euros);TOTAL;Balears (Illes);2020;301,8
Gasto medio por hogar (Euros);TOTAL;Balears (Illes);2019;319,5
Gasto medio por hogar (Euros);TOTAL;Balears (Illes);2018;346,8
Gasto medio por hogar (Euros);TOTAL;Balears (Illes);2017;442,9
Gasto medio por hogar (Euros);TOTAL;Balears (Illes);2016;290,8
Gasto medio por hogar (Euros);TOTAL;Balears (Illes);2015;299,7
Gasto medio por hogar (Euros);TOTAL;Balears (Illes);2014;306,8
Gasto medio por hogar (Euros);TOTAL;Balears (Illes);2013;382,6
Gasto medio por hogar (Euros);TOTAL;Balears (Illes);2012;260,1
Gasto medio por hogar (Euros);TOTAL;Balears (Illes);2011;315,9
Gasto medio por hogar (Euros);TOTAL;Balears (Illes);2010;276,6
Gasto medio por hogar (Euros);TOTAL;Balears (Illes);2009;271,0
Gasto medio por hogar (Euros);TOTAL;Balears (Illes);2008;327,7
Gasto medio por hogar (Euros);TOTAL;Balears (Illes);2007;393,3
Gasto medio por hogar (Euros);TOTAL;Balears (Illes);2006;333,1
Gasto medio por hogar (Euros);TOTAL;Canarias;2023;293,7
Gasto medio por hogar (Euros);TOTAL;Canarias;2022;215,6
Gasto medio por hogar (Euros);TOTAL;Canarias;2021;203,1
Gasto medio por hogar (Euros);TOTAL;Canarias;2020;73,0
Gasto medio por hogar (Euros);TOTAL;Canarias;2019;219,4
Gasto medio por hogar (Euros);TOTAL;Canarias;2018;199,2
Gasto medio por hogar (Euros);TOTAL;Canarias;2017;195,1
Gasto medio por hogar (Euros);TOTAL;Canarias;2016;195,1
Gasto medio por hogar (Euros);TOTAL;Canarias;2015;268,5
Gasto medio por hogar (Euros);TOTAL;Canarias;2014;209,0
Gasto medio por hogar (Euros);TOTAL;Canarias;2013;163,0
Gasto medio por hogar (Euros);TOTAL;Canarias;2012;187,5
Gasto medio por hogar (Euros);TOTAL;Canarias;2011;197,2
Gasto medio por hogar (Euros);TOTAL;Canarias;2010;220,6
Gasto medio por hogar (Euros);TOTAL;Canarias;2009;191,7
Gasto medio por hogar (Euros);TOTAL;Canarias;2008;223,1
Gasto medio por hogar (Euros);TOTAL;Canarias;2007;239,2
Gasto medio por hogar (Euros);TOTAL;Canarias;2006;202,0
Gasto medio por hogar (Euros);TOTAL;Cantabria;2023;342,4
Gasto medio por hogar (Euros);TOTAL;Cantabria;2022;278,4
Gasto medio por hogar (Euros);TOTAL;Cantabria;2021;222,6
Gasto medio por hogar (Euros);TOTAL;Cantabria;2020;119,7
Gasto medio por hogar (Euros);TOTAL;Cantabria;2019;292,8
Gasto medio por hogar (Euros);TOTAL;Cantabria;2018;276,5
Gasto medio por hogar (Euros);TOTAL;Cantabria;2017;439,5
Gasto medio por hogar (Euros);TOTAL;Cantabria;2016;188,3
Gasto medio por hogar (Euros);TOTAL;Cantabria;2015;164,3
Gasto medio por hogar (Euros);TOTAL;Cantabria;2014;184,0
Gasto medio por hogar (Euros);TOTAL;Cantabria;2013;233,5
Gasto medio por hogar (Euros);TOTAL;Cantabria;2012;182,8
Gasto medio por hogar (Euros);TOTAL;Cantabria;2011;218,5
Gasto medio por hogar (Euros);TOTAL;Cantabria;2010;189,5
Gasto medio por hogar (Euros);TOTAL;Cantabria;2009;310,0
Gasto medio por hogar (Euros);TOTAL;Cantabria;2008;260,9
Gasto medio por hogar (Euros);TOTAL;Cantabria;2007;166,6
Gasto medio por hogar (Euros);TOTAL;Cantabria;2006;186,2
Gasto medio por hogar (Euros);TOTAL;Castilla y León;2023;207,6
Gasto medio por hogar (Euros);TOTAL;Castilla y León;2022;298,8
Gasto medio por hogar (Euros);TOTAL;Castilla y León;2021;176,0
Gasto medio por hogar (Euros);TOTAL;Castilla y León;2020;147,6
Gasto medio por hogar (Euros);TOTAL;Castilla y León;2019;256,9
Gasto medio por hogar (Euros);TOTAL;Castilla y León;2018;233,7
Gasto medio por hogar (Euros);TOTAL;Castilla y León;2017;258,5
Gasto medio por hogar (Euros);TOTAL;Castilla y León;2016;260,2
Gasto medio por hogar (Euros);TOTAL;Castilla y León;2015;204,1
Gasto medio por hogar (Euros);TOTAL;Castilla y León;2014;202,0
Gasto medio por hogar (Euros);TOTAL;Castilla y León;2013;269,7
Gasto medio por hogar (Euros);TOTAL;Castilla y León;2012;170,3
Gasto medio por hogar (Euros);TOTAL;Castilla y León;2011;220,7
Gasto medio por hogar (Euros);TOTAL;Castilla y León;2010;255,8
Gasto medio por hogar (Euros);TOTAL;Castilla y León;2009;208,4
Gasto medio por hogar (Euros);TOTAL;Castilla y León;2008;225,2
Gasto medio por hogar (Euros);TOTAL;Castilla y León;2007;201,6
Gasto medio por hogar (Euros);TOTAL;Castilla y León;2006;203,1
Gasto medio por hogar (Euros);TOTAL;Castilla-La Mancha;2023;301,2
Gasto medio por hogar (Euros);TOTAL;Castilla-La Mancha;2022;219,4
Gasto medio por hogar (Euros);TOTAL;Castilla-La Mancha;2021;86,0
Gasto medio por hogar (Euros);TOTAL;Castilla-La Mancha;2020;112,5
Gasto medio por hogar (Euros);TOTAL;Castilla-La Mancha;2019;246,7
Gasto medio por hogar (Euros);TOTAL;Castilla-La Mancha;2018;181,5
Gasto medio por hogar (Euros);TOTAL;Castilla-La Mancha;2017;199,0
Gasto medio por hogar (Euros);TOTAL;Castilla-La Mancha;2016;207,1
Gasto medio por hogar (Euros);TOTAL;Castilla-La Mancha;2015;186,5
Gasto medio por hogar (Euros);TOTAL;Castilla-La Mancha;2014;223,9
