Indicador;Grupo de gasto;Tamaño de municipio;periodo;Total
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;De 20.000 a 49.999 habitantes;2012;118,3
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;De 20.000 a 49.999 habitantes;2011;90,7
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;De 20.000 a 49.999 habitantes;2010;92,1
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;De 20.000 a 49.999 habitantes;2009;95,7
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;De 20.000 a 49.999 habitantes;2008;88,2
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;De 20.000 a 49.999 habitantes;2007;98,7
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;De 20.000 a 49.999 habitantes;2006;70,4
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2023;75,2
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2022;109,3
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2021;104,8
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2020;90,1
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2019;73,1
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2018;85,0
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2017;63,0
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2016;65,5
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2015;79,7
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2014;52,2
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2013;53,5
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2012;80,2
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2011;81,7
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2010;87,4
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2009;70,9
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2008;79,6
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2007;139,2
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;De 10.000 a 19.999 habitantes;2006;53,0
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2023;94,6
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2022;80,5
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2021;76,3
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2020;72,2
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2019;79,8
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2018;80,2
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2017;69,8
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2016;61,9
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2015;69,0
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2014;56,3
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2013;57,4
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2012;49,7
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2011;92,2
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2010;74,1
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2009;74,9
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2008;81,6
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2007;60,8
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2006;74,0
Gasto medio por unidad de consumo (Euros);TOTAL;TOTAL;2023;194,4
Gasto medio por unidad de consumo (Euros);TOTAL;TOTAL;2022;192,4
Gasto medio por unidad de consumo (Euros);TOTAL;TOTAL;2021;138,7
Gasto medio por unidad de consumo (Euros);TOTAL;TOTAL;2020;108,4
Gasto medio por unidad de consumo (Euros);TOTAL;TOTAL;2019;184,4
Gasto medio por unidad de consumo (Euros);TOTAL;TOTAL;2018;176,9
Gasto medio por unidad de consumo (Euros);TOTAL;TOTAL;2017;183,1
Gasto medio por unidad de consumo (Euros);TOTAL;TOTAL;2016;159,1
Gasto medio por unidad de consumo (Euros);TOTAL;TOTAL;2015;143,7
Gasto medio por unidad de consumo (Euros);TOTAL;TOTAL;2014;136,4
Gasto medio por unidad de consumo (Euros);TOTAL;TOTAL;2013;147,8
Gasto medio por unidad de consumo (Euros);TOTAL;TOTAL;2012;144,5
Gasto medio por unidad de consumo (Euros);TOTAL;TOTAL;2011;155,0
Gasto medio por unidad de consumo (Euros);TOTAL;TOTAL;2010;153,1
Gasto medio por unidad de consumo (Euros);TOTAL;TOTAL;2009;149,6
Gasto medio por unidad de consumo (Euros);TOTAL;TOTAL;2008;161,5
Gasto medio por unidad de consumo (Euros);TOTAL;TOTAL;2007;159,4
Gasto medio por unidad de consumo (Euros);TOTAL;TOTAL;2006;142,8
Gasto medio por unidad de consumo (Euros);TOTAL;100.000 o más habitantes;2023;201,0
Gasto medio por unidad de consumo (Euros);TOTAL;100.000 o más habitantes;2022;199,0
Gasto medio por unidad de consumo (Euros);TOTAL;100.000 o más habitantes;2021;140,5
Gasto medio por unidad de consumo (Euros);TOTAL;100.000 o más habitantes;2020;119,8
Gasto medio por unidad de consumo (Euros);TOTAL;100.000 o más habitantes;2019;206,9
Gasto medio por unidad de consumo (Euros);TOTAL;100.000 o más habitantes;2018;192,0
Gasto medio por unidad de consumo (Euros);TOTAL;100.000 o más habitantes;2017;185,9
Gasto medio por unidad de consumo (Euros);TOTAL;100.000 o más habitantes;2016;168,0
Gasto medio por unidad de consumo (Euros);TOTAL;100.000 o más habitantes;2015;145,7
Gasto medio por unidad de consumo (Euros);TOTAL;100.000 o más habitantes;2014;142,9
Gasto medio por unidad de consumo (Euros);TOTAL;100.000 o más habitantes;2013;162,4
Gasto medio por unidad de consumo (Euros);TOTAL;100.000 o más habitantes;2012;148,9
Gasto medio por unidad de consumo (Euros);TOTAL;100.000 o más habitantes;2011;162,9
Gasto medio por unidad de consumo (Euros);TOTAL;100.000 o más habitantes;2010;171,8
Gasto medio por unidad de consumo (Euros);TOTAL;100.000 o más habitantes;2009;160,8
Gasto medio por unidad de consumo (Euros);TOTAL;100.000 o más habitantes;2008;159,0
Gasto medio por unidad de consumo (Euros);TOTAL;100.000 o más habitantes;2007;169,5
Gasto medio por unidad de consumo (Euros);TOTAL;100.000 o más habitantes;2006;161,7
Gasto medio por unidad de consumo (Euros);TOTAL;De 50.000 a 99.999 habitantes;2023;224,5
Gasto medio por unidad de consumo (Euros);TOTAL;De 50.000 a 99.999 habitantes;2022;211,1
Gasto medio por unidad de consumo (Euros);TOTAL;De 50.000 a 99.999 habitantes;2021;183,6
Gasto medio por unidad de consumo (Euros);TOTAL;De 50.000 a 99.999 habitantes;2020;87,2
Gasto medio por unidad de consumo (Euros);TOTAL;De 50.000 a 99.999 habitantes;2019;190,5
Gasto medio por unidad de consumo (Euros);TOTAL;De 50.000 a 99.999 habitantes;2018;176,9
Gasto medio por unidad de consumo (Euros);TOTAL;De 50.000 a 99.999 habitantes;2017;211,5
Gasto medio por unidad de consumo (Euros);TOTAL;De 50.000 a 99.999 habitantes;2016;162,6
Gasto medio por unidad de consumo (Euros);TOTAL;De 50.000 a 99.999 habitantes;2015;181,8
Gasto medio por unidad de consumo (Euros);TOTAL;De 50.000 a 99.999 habitantes;2014;172,7
Gasto medio por unidad de consumo (Euros);TOTAL;De 50.000 a 99.999 habitantes;2013;166,6
Gasto medio por unidad de consumo (Euros);TOTAL;De 50.000 a 99.999 habitantes;2012;167,6
Gasto medio por unidad de consumo (Euros);TOTAL;De 50.000 a 99.999 habitantes;2011;185,3
Gasto medio por unidad de consumo (Euros);TOTAL;De 50.000 a 99.999 habitantes;2010;175,3
Gasto medio por unidad de consumo (Euros);TOTAL;De 50.000 a 99.999 habitantes;2009;160,3
Gasto medio por unidad de consumo (Euros);TOTAL;De 50.000 a 99.999 habitantes;2008;143,2
Gasto medio por unidad de consumo (Euros);TOTAL;De 50.000 a 99.999 habitantes;2007;150,1
Gasto medio por unidad de consumo (Euros);TOTAL;De 50.000 a 99.999 habitantes;2006;142,2
Gasto medio por unidad de consumo (Euros);TOTAL;De 20.000 a 49.999 habitantes;2023;189,0
Gasto medio por unidad de consumo (Euros);TOTAL;De 20.000 a 49.999 habitantes;2022;186,5
Gasto medio por unidad de consumo (Euros);TOTAL;De 20.000 a 49.999 habitantes;2021;134,7
Gasto medio por unidad de consumo (Euros);TOTAL;De 20.000 a 49.999 habitantes;2020;108,3
Gasto medio por unidad de consumo (Euros);TOTAL;De 20.000 a 49.999 habitantes;2019;164,9
Gasto medio por unidad de consumo (Euros);TOTAL;De 20.000 a 49.999 habitantes;2018;180,0
Gasto medio por unidad de consumo (Euros);TOTAL;De 20.000 a 49.999 habitantes;2017;187,5
Gasto medio por unidad de consumo (Euros);TOTAL;De 20.000 a 49.999 habitantes;2016;133,0
Gasto medio por unidad de consumo (Euros);TOTAL;De 20.000 a 49.999 habitantes;2015;130,1
Gasto medio por unidad de consumo (Euros);TOTAL;De 20.000 a 49.999 habitantes;2014;124,4
Gasto medio por unidad de consumo (Euros);TOTAL;De 20.000 a 49.999 habitantes;2013;131,7
Gasto medio por unidad de consumo (Euros);TOTAL;De 20.000 a 49.999 habitantes;2012;153,1
Gasto medio por unidad de consumo (Euros);TOTAL;De 20.000 a 49.999 habitantes;2011;158,9
Gasto medio por unidad de consumo (Euros);TOTAL;De 20.000 a 49.999 habitantes;2010;146,1
Gasto medio por unidad de consumo (Euros);TOTAL;De 20.000 a 49.999 habitantes;2009;159,8
Gasto medio por unidad de consumo (Euros);TOTAL;De 20.000 a 49.999 habitantes;2008;154,2
Gasto medio por unidad de consumo (Euros);TOTAL;De 20.000 a 49.999 habitantes;2007;181,7
Gasto medio por unidad de consumo (Euros);TOTAL;De 20.000 a 49.999 habitantes;2006;132,1
Gasto medio por unidad de consumo (Euros);TOTAL;De 10.000 a 19.999 habitantes;2023;204,4
Gasto medio por unidad de consumo (Euros);TOTAL;De 10.000 a 19.999 habitantes;2022;196,8
Gasto medio por unidad de consumo (Euros);TOTAL;De 10.000 a 19.999 habitantes;2021;131,6
Gasto medio por unidad de consumo (Euros);TOTAL;De 10.000 a 19.999 habitantes;2020;122,6
Gasto medio por unidad de consumo (Euros);TOTAL;De 10.000 a 19.999 habitantes;2019;169,8
Gasto medio por unidad de consumo (Euros);TOTAL;De 10.000 a 19.999 habitantes;2018;162,5
Gasto medio por unidad de consumo (Euros);TOTAL;De 10.000 a 19.999 habitantes;2017;151,7
Gasto medio por unidad de consumo (Euros);TOTAL;De 10.000 a 19.999 habitantes;2016;171,6
Gasto medio por unidad de consumo (Euros);TOTAL;De 10.000 a 19.999 habitantes;2015;149,2
Gasto medio por unidad de consumo (Euros);TOTAL;De 10.000 a 19.999 habitantes;2014;120,0
Gasto medio por unidad de consumo (Euros);TOTAL;De 10.000 a 19.999 habitantes;2013;120,2
Gasto medio por unidad de consumo (Euros);TOTAL;De 10.000 a 19.999 habitantes;2012;156,6
Gasto medio por unidad de consumo (Euros);TOTAL;De 10.000 a 19.999 habitantes;2011;145,8
Gasto medio por unidad de consumo (Euros);TOTAL;De 10.000 a 19.999 habitantes;2010;136,1
Gasto medio por unidad de consumo (Euros);TOTAL;De 10.000 a 19.999 habitantes;2009;135,0
Gasto medio por unidad de consumo (Euros);TOTAL;De 10.000 a 19.999 habitantes;2008;137,9
Gasto medio por unidad de consumo (Euros);TOTAL;De 10.000 a 19.999 habitantes;2007;197,1
Gasto medio por unidad de consumo (Euros);TOTAL;De 10.000 a 19.999 habitantes;2006;166,2
Gasto medio por unidad de consumo (Euros);TOTAL;Menos de 10.000 habitantes;2023;161,4
Gasto medio por unidad de consumo (Euros);TOTAL;Menos de 10.000 habitantes;2022;169,2
Gasto medio por unidad de consumo (Euros);TOTAL;Menos de 10.000 habitantes;2021;111,9
Gasto medio por unidad de consumo (Euros);TOTAL;Menos de 10.000 habitantes;2020;91,4
Gasto medio por unidad de consumo (Euros);TOTAL;Menos de 10.000 habitantes;2019;158,5
Gasto medio por unidad de consumo (Euros);TOTAL;Menos de 10.000 habitantes;2018;152,1
Gasto medio por unidad de consumo (Euros);TOTAL;Menos de 10.000 habitantes;2017;171,2
Gasto medio por unidad de consumo (Euros);TOTAL;Menos de 10.000 habitantes;2016;153,4
Gasto medio por unidad de consumo (Euros);TOTAL;Menos de 10.000 habitantes;2015;123,5
Gasto medio por unidad de consumo (Euros);TOTAL;Menos de 10.000 habitantes;2014;116,3
Gasto medio por unidad de consumo (Euros);TOTAL;Menos de 10.000 habitantes;2013;132,1
Gasto medio por unidad de consumo (Euros);TOTAL;Menos de 10.000 habitantes;2012;107,3
Gasto medio por unidad de consumo (Euros);TOTAL;Menos de 10.000 habitantes;2011;122,3
Gasto medio por unidad de consumo (Euros);TOTAL;Menos de 10.000 habitantes;2010;117,2
Gasto medio por unidad de consumo (Euros);TOTAL;Menos de 10.000 habitantes;2009;122,2
Gasto medio por unidad de consumo (Euros);TOTAL;Menos de 10.000 habitantes;2008;193,8
Gasto medio por unidad de consumo (Euros);TOTAL;Menos de 10.000 habitantes;2007;111,2
Gasto medio por unidad de consumo (Euros);TOTAL;Menos de 10.000 habitantes;2006;103,9
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;TOTAL;2023;149,5
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;TOTAL;2022;146,9
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;TOTAL;2021;94,8
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;TOTAL;2020;69,9
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;TOTAL;2019;143,0
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;TOTAL;2018;136,0
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;TOTAL;2017;145,1
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;TOTAL;2016;124,2
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;TOTAL;2015;107,1
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;TOTAL;2014;102,1
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;TOTAL;2013;114,6
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;TOTAL;2012;102,3
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;TOTAL;2011;111,5
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;TOTAL;2010;105,5
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;TOTAL;2009;105,6
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;TOTAL;2008;119,9
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;TOTAL;2007;108,4
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;TOTAL;2006;101,5
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;100.000 o más habitantes;2023;164,0
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;100.000 o más habitantes;2022;154,5
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;100.000 o más habitantes;2021;103,4
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;100.000 o más habitantes;2020;87,7
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;100.000 o más habitantes;2019;166,1
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;100.000 o más habitantes;2018;154,0
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;100.000 o más habitantes;2017;152,6
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;100.000 o más habitantes;2016;135,4
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;100.000 o más habitantes;2015;111,8
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;100.000 o más habitantes;2014;109,2
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;100.000 o más habitantes;2013;128,7
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;100.000 o más habitantes;2012;111,4
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;100.000 o más habitantes;2011;127,8
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;100.000 o más habitantes;2010;128,3
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;100.000 o más habitantes;2009;117,7
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;100.000 o más habitantes;2008;122,3
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;100.000 o más habitantes;2007;123,4
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;100.000 o más habitantes;2006;118,5
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2023;180,4
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2022;179,7
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2021;135,7
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2020;52,3
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2019;151,0
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2018;145,7
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2017;160,3
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2016;120,7
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2015;143,9
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2014;134,8
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2013;131,5
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2012;123,6
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2011;141,2
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2010;110,7
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2009;119,2
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2008;103,2
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2007;78,0
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2006;92,6
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2023;136,8
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2022;141,4
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2021;89,9
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2020;64,6
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2019;129,8
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2018;139,0
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2017;151,8
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2016;102,2
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2015;98,3
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2014;88,0
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2013;99,6
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2012;85,6
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2011;106,8
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2010;93,9
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2009;106,1
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2008;104,9
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2007;127,0
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2006;92,8
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2023;161,1
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2022;133,3
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2021;70,2
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2020;69,9
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2019;127,5
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2018;112,5
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2017;115,3
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2016;133,9
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2015;103,6
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2014;90,2
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2013;89,6
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2012;111,1
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2011;100,3
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2010;87,9
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2009;95,4
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2008;94,4
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2007;121,7
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2006;137,6
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Menos de 10.000 habitantes;2023;105,1
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Menos de 10.000 habitantes;2022;121,2
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Menos de 10.000 habitantes;2021;67,1
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Menos de 10.000 habitantes;2020;49,1
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Menos de 10.000 habitantes;2019;110,5
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Menos de 10.000 habitantes;2018;104,0
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Menos de 10.000 habitantes;2017;129,8
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Menos de 10.000 habitantes;2016;116,9
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Menos de 10.000 habitantes;2015;82,5
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Menos de 10.000 habitantes;2014;83,0
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Menos de 10.000 habitantes;2013;98,8
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Menos de 10.000 habitantes;2012;78,6
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Menos de 10.000 habitantes;2011;69,4
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Menos de 10.000 habitantes;2010;75,1
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Menos de 10.000 habitantes;2009;79,4
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Menos de 10.000 habitantes;2008;148,0
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Menos de 10.000 habitantes;2007;77,4
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Menos de 10.000 habitantes;2006;62,9
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;TOTAL;2023;44,9
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;TOTAL;2022;45,5
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;TOTAL;2021;43,9
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;TOTAL;2020;38,5
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;TOTAL;2019;41,3
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;TOTAL;2018;40,9
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;TOTAL;2017;38,0
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;TOTAL;2016;34,9
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;TOTAL;2015;36,6
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;TOTAL;2014;34,3
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;TOTAL;2013;33,2
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;TOTAL;2012;42,2
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;TOTAL;2011;43,5
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;TOTAL;2010;47,6
Gasto medio por unidad de consumo (Euros);Equipos relacionados con los deportes y el ocio;TOTAL;2009;44,0
