Indicador;Comunidad autónoma;periodo;Total
Porcentaje;Extremadura;2020;0,8
Porcentaje;Extremadura;2019;0,8
Porcentaje;Extremadura;2018;1,1
Porcentaje;Extremadura;2017;0,7
Porcentaje;Extremadura;2016;0,8
Porcentaje;Extremadura;2015;0,8
Porcentaje;Extremadura;2014;0,7
Porcentaje;Extremadura;2013;0,7
Porcentaje;Extremadura;2012;0,8
Porcentaje;Extremadura;2011;0,8
Porcentaje;Extremadura;2010;0,7
Porcentaje;Extremadura;2009;0,5
Porcentaje;Extremadura;2008;0,6
Porcentaje;Extremadura;2007;0,5
Porcentaje;Extremadura;2006;0,6
Porcentaje;Galicia;2023;0,9
Porcentaje;Galicia;2022;1,1
Porcentaje;Galicia;2021;0,8
Porcentaje;Galicia;2020;0,6
Porcentaje;Galicia;2019;0,7
Porcentaje;Galicia;2018;0,8
Porcentaje;Galicia;2017;0,9
Porcentaje;Galicia;2016;0,8
Porcentaje;Galicia;2015;0,8
Porcentaje;Galicia;2014;0,7
Porcentaje;Galicia;2013;0,6
Porcentaje;Galicia;2012;0,8
Porcentaje;Galicia;2011;0,6
Porcentaje;Galicia;2010;0,7
Porcentaje;Galicia;2009;0,8
Porcentaje;Galicia;2008;0,6
Porcentaje;Galicia;2007;0,9
Porcentaje;Galicia;2006;0,9
Porcentaje;Madrid (Comunidad de);2023;0,9
Porcentaje;Madrid (Comunidad de);2022;0,9
Porcentaje;Madrid (Comunidad de);2021;0,8
Porcentaje;Madrid (Comunidad de);2020;0,6
Porcentaje;Madrid (Comunidad de);2019;1,0
Porcentaje;Madrid (Comunidad de);2018;0,8
Porcentaje;Madrid (Comunidad de);2017;0,9
Porcentaje;Madrid (Comunidad de);2016;0,9
Porcentaje;Madrid (Comunidad de);2015;0,7
Porcentaje;Madrid (Comunidad de);2014;0,8
Porcentaje;Madrid (Comunidad de);2013;0,8
Porcentaje;Madrid (Comunidad de);2012;0,8
Porcentaje;Madrid (Comunidad de);2011;1,0
Porcentaje;Madrid (Comunidad de);2010;1,0
Porcentaje;Madrid (Comunidad de);2009;0,8
Porcentaje;Madrid (Comunidad de);2008;0,9
Porcentaje;Madrid (Comunidad de);2007;0,8
Porcentaje;Madrid (Comunidad de);2006;0,8
Porcentaje;Murcia (Región de);2023;1,0
Porcentaje;Murcia (Región de);2022;1,0
Porcentaje;Murcia (Región de);2021;0,7
Porcentaje;Murcia (Región de);2020;0,7
Porcentaje;Murcia (Región de);2019;1,1
Porcentaje;Murcia (Región de);2018;1,3
Porcentaje;Murcia (Región de);2017;1,3
Porcentaje;Murcia (Región de);2016;0,9
Porcentaje;Murcia (Región de);2015;1,0
Porcentaje;Murcia (Región de);2014;0,9
Porcentaje;Murcia (Región de);2013;0,8
Porcentaje;Murcia (Región de);2012;0,9
Porcentaje;Murcia (Región de);2011;0,9
Porcentaje;Murcia (Región de);2010;0,8
Porcentaje;Murcia (Región de);2009;0,7
Porcentaje;Murcia (Región de);2008;0,7
Porcentaje;Murcia (Región de);2007;0,9
Porcentaje;Murcia (Región de);2006;0,8
Porcentaje;Navarra (Comunidad Foral de);2023;1,9
Porcentaje;Navarra (Comunidad Foral de);2022;1,5
Porcentaje;Navarra (Comunidad Foral de);2021;1,6
Porcentaje;Navarra (Comunidad Foral de);2020;1,0
Porcentaje;Navarra (Comunidad Foral de);2019;1,3
Porcentaje;Navarra (Comunidad Foral de);2018;1,4
Porcentaje;Navarra (Comunidad Foral de);2017;1,5
Porcentaje;Navarra (Comunidad Foral de);2016;1,1
Porcentaje;Navarra (Comunidad Foral de);2015;1,4
Porcentaje;Navarra (Comunidad Foral de);2014;1,2
Porcentaje;Navarra (Comunidad Foral de);2013;1,4
Porcentaje;Navarra (Comunidad Foral de);2012;1,4
Porcentaje;Navarra (Comunidad Foral de);2011;1,2
Porcentaje;Navarra (Comunidad Foral de);2010;1,2
Porcentaje;Navarra (Comunidad Foral de);2009;1,1
Porcentaje;Navarra (Comunidad Foral de);2008;1,1
Porcentaje;Navarra (Comunidad Foral de);2007;1,3
Porcentaje;Navarra (Comunidad Foral de);2006;1,2
Porcentaje;País Vasco;2023;1,0
Porcentaje;País Vasco;2022;1,0
Porcentaje;País Vasco;2021;0,9
Porcentaje;País Vasco;2020;0,8
Porcentaje;País Vasco;2019;0,9
Porcentaje;País Vasco;2018;1,2
Porcentaje;País Vasco;2017;1,1
Porcentaje;País Vasco;2016;1,0
Porcentaje;País Vasco;2015;1,0
Porcentaje;País Vasco;2014;1,0
Porcentaje;País Vasco;2013;1,1
Porcentaje;País Vasco;2012;1,0
Porcentaje;País Vasco;2011;1,0
Porcentaje;País Vasco;2010;1,0
Porcentaje;País Vasco;2009;1,0
Porcentaje;País Vasco;2008;0,8
Porcentaje;País Vasco;2007;1,0
Porcentaje;País Vasco;2006;0,9
Porcentaje;Rioja (La);2023;1,8
Porcentaje;Rioja (La);2022;1,4
Porcentaje;Rioja (La);2021;1,0
Porcentaje;Rioja (La);2020;0,9
Porcentaje;Rioja (La);2019;1,1
Porcentaje;Rioja (La);2018;1,2
Porcentaje;Rioja (La);2017;1,0
Porcentaje;Rioja (La);2016;1,0
Porcentaje;Rioja (La);2015;1,1
Porcentaje;Rioja (La);2014;0,9
Porcentaje;Rioja (La);2013;0,8
Porcentaje;Rioja (La);2012;0,7
Porcentaje;Rioja (La);2011;0,7
Porcentaje;Rioja (La);2010;0,8
Porcentaje;Rioja (La);2009;0,7
Porcentaje;Rioja (La);2008;0,5
Porcentaje;Rioja (La);2007;0,9
Porcentaje;Rioja (La);2006;0,6
Porcentaje;Ceuta y Melilla;2023;..
Porcentaje;Ceuta y Melilla;2022;..
Porcentaje;Ceuta y Melilla;2021;..
Porcentaje;Ceuta y Melilla;2020;..
Porcentaje;Ceuta y Melilla;2019;..
Porcentaje;Ceuta y Melilla;2018;..
Porcentaje;Ceuta y Melilla;2017;..
Porcentaje;Ceuta y Melilla;2016;..
Porcentaje;Ceuta y Melilla;2015;..
Porcentaje;Ceuta y Melilla;2014;..
Porcentaje;Ceuta y Melilla;2013;..
Porcentaje;Ceuta y Melilla;2012;..
Porcentaje;Ceuta y Melilla;2011;..
Porcentaje;Ceuta y Melilla;2010;..
Porcentaje;Ceuta y Melilla;2009;..
Porcentaje;Ceuta y Melilla;2008;..
Porcentaje;Ceuta y Melilla;2007;..
Porcentaje;Ceuta y Melilla;2006;..
Gasto medio por hogar (Euros);TOTAL;2023;327,6
Gasto medio por hogar (Euros);TOTAL;2022;322,2
Gasto medio por hogar (Euros);TOTAL;2021;233,0
Gasto medio por hogar (Euros);TOTAL;2020;182,2
Gasto medio por hogar (Euros);TOTAL;2019;309,7
Gasto medio por hogar (Euros);TOTAL;2018;296,7
Gasto medio por hogar (Euros);TOTAL;2017;307,2
Gasto medio por hogar (Euros);TOTAL;2016;267,0
Gasto medio por hogar (Euros);TOTAL;2015;241,8
Gasto medio por hogar (Euros);TOTAL;2014;230,1
Gasto medio por hogar (Euros);TOTAL;2013;251,0
Gasto medio por hogar (Euros);TOTAL;2012;247,0
Gasto medio por hogar (Euros);TOTAL;2011;267,0
Gasto medio por hogar (Euros);TOTAL;2010;266,0
Gasto medio por hogar (Euros);TOTAL;2009;262,0
Gasto medio por hogar (Euros);TOTAL;2008;285,1
Gasto medio por hogar (Euros);TOTAL;2007;283,3
Gasto medio por hogar (Euros);TOTAL;2006;255,5
Gasto medio por hogar (Euros);Andalucía;2023;334,7
Gasto medio por hogar (Euros);Andalucía;2022;371,6
Gasto medio por hogar (Euros);Andalucía;2021;220,7
Gasto medio por hogar (Euros);Andalucía;2020;151,6
Gasto medio por hogar (Euros);Andalucía;2019;231,4
Gasto medio por hogar (Euros);Andalucía;2018;282,3
Gasto medio por hogar (Euros);Andalucía;2017;275,5
Gasto medio por hogar (Euros);Andalucía;2016;285,3
Gasto medio por hogar (Euros);Andalucía;2015;229,0
Gasto medio por hogar (Euros);Andalucía;2014;217,3
Gasto medio por hogar (Euros);Andalucía;2013;249,4
Gasto medio por hogar (Euros);Andalucía;2012;231,1
Gasto medio por hogar (Euros);Andalucía;2011;283,0
Gasto medio por hogar (Euros);Andalucía;2010;301,0
Gasto medio por hogar (Euros);Andalucía;2009;309,2
Gasto medio por hogar (Euros);Andalucía;2008;422,4
Gasto medio por hogar (Euros);Andalucía;2007;307,7
Gasto medio por hogar (Euros);Andalucía;2006;309,5
Gasto medio por hogar (Euros);Aragón;2023;440,3
Gasto medio por hogar (Euros);Aragón;2022;372,5
Gasto medio por hogar (Euros);Aragón;2021;201,8
Gasto medio por hogar (Euros);Aragón;2020;292,7
Gasto medio por hogar (Euros);Aragón;2019;525,3
Gasto medio por hogar (Euros);Aragón;2018;366,2
Gasto medio por hogar (Euros);Aragón;2017;300,1
Gasto medio por hogar (Euros);Aragón;2016;324,3
Gasto medio por hogar (Euros);Aragón;2015;315,1
Gasto medio por hogar (Euros);Aragón;2014;322,5
Gasto medio por hogar (Euros);Aragón;2013;266,8
Gasto medio por hogar (Euros);Aragón;2012;202,8
Gasto medio por hogar (Euros);Aragón;2011;233,8
Gasto medio por hogar (Euros);Aragón;2010;223,7
Gasto medio por hogar (Euros);Aragón;2009;224,9
Gasto medio por hogar (Euros);Aragón;2008;251,9
Gasto medio por hogar (Euros);Aragón;2007;307,2
Gasto medio por hogar (Euros);Aragón;2006;245,9
Gasto medio por hogar (Euros);Asturias (Principado de);2023;220,1
Gasto medio por hogar (Euros);Asturias (Principado de);2022;180,8
Gasto medio por hogar (Euros);Asturias (Principado de);2021;106,1
Gasto medio por hogar (Euros);Asturias (Principado de);2020;131,6
Gasto medio por hogar (Euros);Asturias (Principado de);2019;181,6
Gasto medio por hogar (Euros);Asturias (Principado de);2018;264,5
Gasto medio por hogar (Euros);Asturias (Principado de);2017;293,5
Gasto medio por hogar (Euros);Asturias (Principado de);2016;263,8
Gasto medio por hogar (Euros);Asturias (Principado de);2015;227,3
Gasto medio por hogar (Euros);Asturias (Principado de);2014;201,3
Gasto medio por hogar (Euros);Asturias (Principado de);2013;213,8
Gasto medio por hogar (Euros);Asturias (Principado de);2012;238,6
Gasto medio por hogar (Euros);Asturias (Principado de);2011;211,5
Gasto medio por hogar (Euros);Asturias (Principado de);2010;279,1
Gasto medio por hogar (Euros);Asturias (Principado de);2009;298,3
Gasto medio por hogar (Euros);Asturias (Principado de);2008;245,3
Gasto medio por hogar (Euros);Asturias (Principado de);2007;195,4
Gasto medio por hogar (Euros);Asturias (Principado de);2006;269,4
Gasto medio por hogar (Euros);Balears (Illes);2023;345,4
Gasto medio por hogar (Euros);Balears (Illes);2022;358,0
Gasto medio por hogar (Euros);Balears (Illes);2021;256,0
Gasto medio por hogar (Euros);Balears (Illes);2020;301,8
Gasto medio por hogar (Euros);Balears (Illes);2019;319,5
Gasto medio por hogar (Euros);Balears (Illes);2018;346,8
Gasto medio por hogar (Euros);Balears (Illes);2017;442,9
Gasto medio por hogar (Euros);Balears (Illes);2016;290,8
Gasto medio por hogar (Euros);Balears (Illes);2015;299,7
Gasto medio por hogar (Euros);Balears (Illes);2014;306,8
Gasto medio por hogar (Euros);Balears (Illes);2013;382,6
Gasto medio por hogar (Euros);Balears (Illes);2012;260,1
Gasto medio por hogar (Euros);Balears (Illes);2011;315,9
Gasto medio por hogar (Euros);Balears (Illes);2010;276,6
Gasto medio por hogar (Euros);Balears (Illes);2009;271,0
Gasto medio por hogar (Euros);Balears (Illes);2008;327,7
Gasto medio por hogar (Euros);Balears (Illes);2007;393,3
Gasto medio por hogar (Euros);Balears (Illes);2006;333,1
Gasto medio por hogar (Euros);Canarias;2023;293,7
Gasto medio por hogar (Euros);Canarias;2022;215,6
Gasto medio por hogar (Euros);Canarias;2021;203,1
Gasto medio por hogar (Euros);Canarias;2020;73,0
Gasto medio por hogar (Euros);Canarias;2019;219,4
Gasto medio por hogar (Euros);Canarias;2018;199,2
Gasto medio por hogar (Euros);Canarias;2017;195,1
Gasto medio por hogar (Euros);Canarias;2016;195,1
Gasto medio por hogar (Euros);Canarias;2015;268,5
Gasto medio por hogar (Euros);Canarias;2014;209,0
Gasto medio por hogar (Euros);Canarias;2013;163,0
Gasto medio por hogar (Euros);Canarias;2012;187,5
Gasto medio por hogar (Euros);Canarias;2011;197,2
Gasto medio por hogar (Euros);Canarias;2010;220,6
Gasto medio por hogar (Euros);Canarias;2009;191,7
Gasto medio por hogar (Euros);Canarias;2008;223,1
Gasto medio por hogar (Euros);Canarias;2007;239,2
Gasto medio por hogar (Euros);Canarias;2006;202,0
Gasto medio por hogar (Euros);Cantabria;2023;342,4
Gasto medio por hogar (Euros);Cantabria;2022;278,4
Gasto medio por hogar (Euros);Cantabria;2021;222,6
Gasto medio por hogar (Euros);Cantabria;2020;119,7
Gasto medio por hogar (Euros);Cantabria;2019;292,8
Gasto medio por hogar (Euros);Cantabria;2018;276,5
Gasto medio por hogar (Euros);Cantabria;2017;439,5
Gasto medio por hogar (Euros);Cantabria;2016;188,3
Gasto medio por hogar (Euros);Cantabria;2015;164,3
Gasto medio por hogar (Euros);Cantabria;2014;184,0
Gasto medio por hogar (Euros);Cantabria;2013;233,5
Gasto medio por hogar (Euros);Cantabria;2012;182,8
Gasto medio por hogar (Euros);Cantabria;2011;218,5
Gasto medio por hogar (Euros);Cantabria;2010;189,5
Gasto medio por hogar (Euros);Cantabria;2009;310,0
Gasto medio por hogar (Euros);Cantabria;2008;260,9
Gasto medio por hogar (Euros);Cantabria;2007;166,6
Gasto medio por hogar (Euros);Cantabria;2006;186,2
Gasto medio por hogar (Euros);Castilla y León;2023;207,6
Gasto medio por hogar (Euros);Castilla y León;2022;298,8
Gasto medio por hogar (Euros);Castilla y León;2021;176,0
Gasto medio por hogar (Euros);Castilla y León;2020;147,6
Gasto medio por hogar (Euros);Castilla y León;2019;256,9
Gasto medio por hogar (Euros);Castilla y León;2018;233,7
Gasto medio por hogar (Euros);Castilla y León;2017;258,5
Gasto medio por hogar (Euros);Castilla y León;2016;260,2
Gasto medio por hogar (Euros);Castilla y León;2015;204,1
Gasto medio por hogar (Euros);Castilla y León;2014;202,0
Gasto medio por hogar (Euros);Castilla y León;2013;269,7
Gasto medio por hogar (Euros);Castilla y León;2012;170,3
Gasto medio por hogar (Euros);Castilla y León;2011;220,7
Gasto medio por hogar (Euros);Castilla y León;2010;255,8
Gasto medio por hogar (Euros);Castilla y León;2009;208,4
Gasto medio por hogar (Euros);Castilla y León;2008;225,2
Gasto medio por hogar (Euros);Castilla y León;2007;201,6
Gasto medio por hogar (Euros);Castilla y León;2006;203,1
Gasto medio por hogar (Euros);Castilla-La Mancha;2023;301,2
Gasto medio por hogar (Euros);Castilla-La Mancha;2022;219,4
Gasto medio por hogar (Euros);Castilla-La Mancha;2021;86,0
Gasto medio por hogar (Euros);Castilla-La Mancha;2020;112,5
Gasto medio por hogar (Euros);Castilla-La Mancha;2019;246,7
Gasto medio por hogar (Euros);Castilla-La Mancha;2018;181,5
Gasto medio por hogar (Euros);Castilla-La Mancha;2017;199,0
Gasto medio por hogar (Euros);Castilla-La Mancha;2016;207,1
Gasto medio por hogar (Euros);Castilla-La Mancha;2015;186,5
Gasto medio por hogar (Euros);Castilla-La Mancha;2014;223,9
Gasto medio por hogar (Euros);Castilla-La Mancha;2013;196,8
Gasto medio por hogar (Euros);Castilla-La Mancha;2012;175,3
Gasto medio por hogar (Euros);Castilla-La Mancha;2011;188,5
Gasto medio por hogar (Euros);Castilla-La Mancha;2010;163,0
Gasto medio por hogar (Euros);Castilla-La Mancha;2009;155,0
Gasto medio por hogar (Euros);Castilla-La Mancha;2008;171,7
Gasto medio por hogar (Euros);Castilla-La Mancha;2007;169,3
Gasto medio por hogar (Euros);Castilla-La Mancha;2006;140,8
Gasto medio por hogar (Euros);Cataluña;2023;313,1
Gasto medio por hogar (Euros);Cataluña;2022;304,4
Gasto medio por hogar (Euros);Cataluña;2021;258,0
Gasto medio por hogar (Euros);Cataluña;2020;184,2
Gasto medio por hogar (Euros);Cataluña;2019;397,5
Gasto medio por hogar (Euros);Cataluña;2018;356,9
Gasto medio por hogar (Euros);Cataluña;2017;364,7
Gasto medio por hogar (Euros);Cataluña;2016;288,9
Gasto medio por hogar (Euros);Cataluña;2015;244,6
Gasto medio por hogar (Euros);Cataluña;2014;248,5
Gasto medio por hogar (Euros);Cataluña;2013;244,3
Gasto medio por hogar (Euros);Cataluña;2012;234,4
Gasto medio por hogar (Euros);Cataluña;2011;285,7
Gasto medio por hogar (Euros);Cataluña;2010;262,3
Gasto medio por hogar (Euros);Cataluña;2009;275,0
Gasto medio por hogar (Euros);Cataluña;2008;259,6
Gasto medio por hogar (Euros);Cataluña;2007;289,7
Gasto medio por hogar (Euros);Cataluña;2006;213,3
Gasto medio por hogar (Euros);Comunitat Valenciana;2023;359,8
Gasto medio por hogar (Euros);Comunitat Valenciana;2022;340,4
Gasto medio por hogar (Euros);Comunitat Valenciana;2021;254,1
Gasto medio por hogar (Euros);Comunitat Valenciana;2020;219,4
Gasto medio por hogar (Euros);Comunitat Valenciana;2019;362,7
Gasto medio por hogar (Euros);Comunitat Valenciana;2018;301,3
Gasto medio por hogar (Euros);Comunitat Valenciana;2017;333,4
Gasto medio por hogar (Euros);Comunitat Valenciana;2016;210,7
Gasto medio por hogar (Euros);Comunitat Valenciana;2015;232,2
Gasto medio por hogar (Euros);Comunitat Valenciana;2014;192,2
Gasto medio por hogar (Euros);Comunitat Valenciana;2013;286,1
Gasto medio por hogar (Euros);Comunitat Valenciana;2012;314,4
Gasto medio por hogar (Euros);Comunitat Valenciana;2011;226,0
Gasto medio por hogar (Euros);Comunitat Valenciana;2010;221,3
Gasto medio por hogar (Euros);Comunitat Valenciana;2009;238,3
Gasto medio por hogar (Euros);Comunitat Valenciana;2008;258,4
Gasto medio por hogar (Euros);Comunitat Valenciana;2007;320,8
Gasto medio por hogar (Euros);Comunitat Valenciana;2006;287,4
Gasto medio por hogar (Euros);Extremadura;2023;185,4
Gasto medio por hogar (Euros);Extremadura;2022;219,2
Gasto medio por hogar (Euros);Extremadura;2021;189,1
Gasto medio por hogar (Euros);Extremadura;2020;175,8
Gasto medio por hogar (Euros);Extremadura;2019;185,2
Gasto medio por hogar (Euros);Extremadura;2018;253,0
Gasto medio por hogar (Euros);Extremadura;2017;160,3
Gasto medio por hogar (Euros);Extremadura;2016;192,1
Gasto medio por hogar (Euros);Extremadura;2015;172,6
Gasto medio por hogar (Euros);Extremadura;2014;151,8
Gasto medio por hogar (Euros);Extremadura;2013;155,6
Gasto medio por hogar (Euros);Extremadura;2012;177,5
Gasto medio por hogar (Euros);Extremadura;2011;188,9
Gasto medio por hogar (Euros);Extremadura;2010;169,3
Gasto medio por hogar (Euros);Extremadura;2009;114,0
Gasto medio por hogar (Euros);Extremadura;2008;140,8
Gasto medio por hogar (Euros);Extremadura;2007;135,0
Gasto medio por hogar (Euros);Extremadura;2006;136,9
Gasto medio por hogar (Euros);Galicia;2023;297,4
Gasto medio por hogar (Euros);Galicia;2022;350,0
Gasto medio por hogar (Euros);Galicia;2021;237,7
Gasto medio por hogar (Euros);Galicia;2020;156,7
Gasto medio por hogar (Euros);Galicia;2019;197,3
Gasto medio por hogar (Euros);Galicia;2018;204,5
Gasto medio por hogar (Euros);Galicia;2017;251,8
Gasto medio por hogar (Euros);Galicia;2016;220,5
Gasto medio por hogar (Euros);Galicia;2015;214,7
Gasto medio por hogar (Euros);Galicia;2014;169,3
Gasto medio por hogar (Euros);Galicia;2013;158,3
Gasto medio por hogar (Euros);Galicia;2012;210,3
Gasto medio por hogar (Euros);Galicia;2011;167,2
Gasto medio por hogar (Euros);Galicia;2010;186,6
Gasto medio por hogar (Euros);Galicia;2009;237,6
Gasto medio por hogar (Euros);Galicia;2008;188,0
Gasto medio por hogar (Euros);Galicia;2007;244,7
Gasto medio por hogar (Euros);Galicia;2006;266,1
Gasto medio por hogar (Euros);Madrid (Comunidad de);2023;326,4
Gasto medio por hogar (Euros);Madrid (Comunidad de);2022;327,4
Gasto medio por hogar (Euros);Madrid (Comunidad de);2021;271,9
Gasto medio por hogar (Euros);Madrid (Comunidad de);2020;196,9
Gasto medio por hogar (Euros);Madrid (Comunidad de);2019;363,5
Gasto medio por hogar (Euros);Madrid (Comunidad de);2018;288,5
Gasto medio por hogar (Euros);Madrid (Comunidad de);2017;310,8
Gasto medio por hogar (Euros);Madrid (Comunidad de);2016;302,4
Gasto medio por hogar (Euros);Madrid (Comunidad de);2015;232,5
Gasto medio por hogar (Euros);Madrid (Comunidad de);2014;238,6
Gasto medio por hogar (Euros);Madrid (Comunidad de);2013;264,0
Gasto medio por hogar (Euros);Madrid (Comunidad de);2012;294,8
Gasto medio por hogar (Euros);Madrid (Comunidad de);2011;356,5
Gasto medio por hogar (Euros);Madrid (Comunidad de);2010;350,9
Gasto medio por hogar (Euros);Madrid (Comunidad de);2009;291,1
Gasto medio por hogar (Euros);Madrid (Comunidad de);2008;334,3
Gasto medio por hogar (Euros);Madrid (Comunidad de);2007;313,1
Gasto medio por hogar (Euros);Madrid (Comunidad de);2006;281,7
Gasto medio por hogar (Euros);Murcia (Región de);2023;323,5
Gasto medio por hogar (Euros);Murcia (Región de);2022;312,2
Gasto medio por hogar (Euros);Murcia (Región de);2021;183,5
Gasto medio por hogar (Euros);Murcia (Región de);2020;183,2
Gasto medio por hogar (Euros);Murcia (Región de);2019;320,2
Gasto medio por hogar (Euros);Murcia (Región de);2018;377,7
Gasto medio por hogar (Euros);Murcia (Región de);2017;385,9
Gasto medio por hogar (Euros);Murcia (Región de);2016;258,1
Gasto medio por hogar (Euros);Murcia (Región de);2015;254,1
Gasto medio por hogar (Euros);Murcia (Región de);2014;232,1
Gasto medio por hogar (Euros);Murcia (Región de);2013;217,4
Gasto medio por hogar (Euros);Murcia (Región de);2012;235,7
Gasto medio por hogar (Euros);Murcia (Región de);2011;249,3
Gasto medio por hogar (Euros);Murcia (Región de);2010;219,3
Gasto medio por hogar (Euros);Murcia (Región de);2009;201,4
Gasto medio por hogar (Euros);Murcia (Región de);2008;219,0
Gasto medio por hogar (Euros);Murcia (Región de);2007;279,7
Gasto medio por hogar (Euros);Murcia (Región de);2006;248,7
Gasto medio por hogar (Euros);Navarra (Comunidad Foral de);2023;656,5
Gasto medio por hogar (Euros);Navarra (Comunidad Foral de);2022;537,2
Gasto medio por hogar (Euros);Navarra (Comunidad Foral de);2021;515,9
Gasto medio por hogar (Euros);Navarra (Comunidad Foral de);2020;331,7
Gasto medio por hogar (Euros);Navarra (Comunidad Foral de);2019;453,6
Gasto medio por hogar (Euros);Navarra (Comunidad Foral de);2018;467,9
Gasto medio por hogar (Euros);Navarra (Comunidad Foral de);2017;481,2
Gasto medio por hogar (Euros);Navarra (Comunidad Foral de);2016;360,0
Gasto medio por hogar (Euros);Navarra (Comunidad Foral de);2015;426,9
Gasto medio por hogar (Euros);Navarra (Comunidad Foral de);2014;391,4
Gasto medio por hogar (Euros);Navarra (Comunidad Foral de);2013;434,6
Gasto medio por hogar (Euros);Navarra (Comunidad Foral de);2012;451,2
Gasto medio por hogar (Euros);Navarra (Comunidad Foral de);2011;398,5
Gasto medio por hogar (Euros);Navarra (Comunidad Foral de);2010;400,2
Gasto medio por hogar (Euros);Navarra (Comunidad Foral de);2009;374,6
Gasto medio por hogar (Euros);Navarra (Comunidad Foral de);2008;394,9
Gasto medio por hogar (Euros);Navarra (Comunidad Foral de);2007;460,0
Gasto medio por hogar (Euros);Navarra (Comunidad Foral de);2006;399,6
Gasto medio por hogar (Euros);País Vasco;2023;413,8
Gasto medio por hogar (Euros);País Vasco;2022;352,6
Gasto medio por hogar (Euros);País Vasco;2021;286,1
Gasto medio por hogar (Euros);País Vasco;2020;260,8
Gasto medio por hogar (Euros);País Vasco;2019;299,0
Gasto medio por hogar (Euros);País Vasco;2018;403,8
Gasto medio por hogar (Euros);País Vasco;2017;364,7
Gasto medio por hogar (Euros);País Vasco;2016;334,8
Gasto medio por hogar (Euros);País Vasco;2015;345,5
Gasto medio por hogar (Euros);País Vasco;2014;325,3
Gasto medio por hogar (Euros);País Vasco;2013;353,9
Gasto medio por hogar (Euros);País Vasco;2012;344,1
Gasto medio por hogar (Euros);País Vasco;2011;325,1
Gasto medio por hogar (Euros);País Vasco;2010;340,2
Gasto medio por hogar (Euros);País Vasco;2009;348,0
Gasto medio por hogar (Euros);País Vasco;2008;293,8
Gasto medio por hogar (Euros);País Vasco;2007;338,5
Gasto medio por hogar (Euros);País Vasco;2006;281,7
Gasto medio por hogar (Euros);Rioja (La);2023;573,8
Gasto medio por hogar (Euros);Rioja (La);2022;414,6
Gasto medio por hogar (Euros);Rioja (La);2021;266,0
Gasto medio por hogar (Euros);Rioja (La);2020;237,0
Gasto medio por hogar (Euros);Rioja (La);2019;331,0
Gasto medio por hogar (Euros);Rioja (La);2018;343,0
Gasto medio por hogar (Euros);Rioja (La);2017;276,1
Gasto medio por hogar (Euros);Rioja (La);2016;268,3
Gasto medio por hogar (Euros);Rioja (La);2015;292,8
Gasto medio por hogar (Euros);Rioja (La);2014;240,0
Gasto medio por hogar (Euros);Rioja (La);2013;200,9
Gasto medio por hogar (Euros);Rioja (La);2012;194,6
Gasto medio por hogar (Euros);Rioja (La);2011;203,3
Gasto medio por hogar (Euros);Rioja (La);2010;233,4
Gasto medio por hogar (Euros);Rioja (La);2009;205,0
Gasto medio por hogar (Euros);Rioja (La);2008;153,9
Gasto medio por hogar (Euros);Rioja (La);2007;246,2
Gasto medio por hogar (Euros);Rioja (La);2006;155,6
Gasto medio por hogar (Euros);Ceuta y Melilla;2023;..
Gasto medio por hogar (Euros);Ceuta y Melilla;2022;..
Gasto medio por hogar (Euros);Ceuta y Melilla;2021;..
Gasto medio por hogar (Euros);Ceuta y Melilla;2020;..
Gasto medio por hogar (Euros);Ceuta y Melilla;2019;..
Gasto medio por hogar (Euros);Ceuta y Melilla;2018;..
Gasto medio por hogar (Euros);Ceuta y Melilla;2017;..
Gasto medio por hogar (Euros);Ceuta y Melilla;2016;..
Gasto medio por hogar (Euros);Ceuta y Melilla;2015;..
Gasto medio por hogar (Euros);Ceuta y Melilla;2014;..
Gasto medio por hogar (Euros);Ceuta y Melilla;2013;..
Gasto medio por hogar (Euros);Ceuta y Melilla;2012;..
Gasto medio por hogar (Euros);Ceuta y Melilla;2011;..
Gasto medio por hogar (Euros);Ceuta y Melilla;2010;..
Gasto medio por hogar (Euros);Ceuta y Melilla;2009;..
Gasto medio por hogar (Euros);Ceuta y Melilla;2008;..
Gasto medio por hogar (Euros);Ceuta y Melilla;2007;..
Gasto medio por hogar (Euros);Ceuta y Melilla;2006;..
Gasto medio por unidad de consumo (Euros);TOTAL;2023;194,4
Gasto medio por unidad de consumo (Euros);TOTAL;2022;192,4
Gasto medio por unidad de consumo (Euros);TOTAL;2021;138,7
Gasto medio por unidad de consumo (Euros);TOTAL;2020;108,4
Gasto medio por unidad de consumo (Euros);TOTAL;2019;184,4
Gasto medio por unidad de consumo (Euros);TOTAL;2018;176,9
Gasto medio por unidad de consumo (Euros);TOTAL;2017;183,1
Gasto medio por unidad de consumo (Euros);TOTAL;2016;159,1
Gasto medio por unidad de consumo (Euros);TOTAL;2015;143,7
Gasto medio por unidad de consumo (Euros);TOTAL;2014;136,4
Gasto medio por unidad de consumo (Euros);TOTAL;2013;147,8
Gasto medio por unidad de consumo (Euros);TOTAL;2012;144,5
Gasto medio por unidad de consumo (Euros);TOTAL;2011;155,0
Gasto medio por unidad de consumo (Euros);TOTAL;2010;153,1
Gasto medio por unidad de consumo (Euros);TOTAL;2009;149,6
Gasto medio por unidad de consumo (Euros);TOTAL;2008;161,5
Gasto medio por unidad de consumo (Euros);TOTAL;2007;159,4
