Indicador;Comunidad autónoma;periodo;Total
C.I  Gastos de personal;Canarias;2015;6.361
C.I  Gastos de personal;Canarias;2014;6.826
C.I  Gastos de personal;Canarias;2013;6.378
C.I  Gastos de personal;Canarias;2012;6.275
C.I  Gastos de personal;Canarias;2011;6.650
C.I  Gastos de personal;Canarias;2010;7.158
C.I  Gastos de personal;Castilla y León;2023;3.009
C.I  Gastos de personal;Castilla y León;2022;2.905
C.I  Gastos de personal;Castilla y León;2021;2.776
C.I  Gastos de personal;Castilla y León;2020;2.846
C.I  Gastos de personal;Castilla y León;2019;2.924
C.I  Gastos de personal;Castilla y León;2018;2.943
C.I  Gastos de personal;Castilla y León;2017;2.988
C.I  Gastos de personal;Castilla y León;2016;3.048
C.I  Gastos de personal;Castilla y León;2015;3.051
C.I  Gastos de personal;Castilla y León;2014;5.608
C.I  Gastos de personal;Castilla y León;2013;5.584
C.I  Gastos de personal;Castilla y León;2012;5.028
C.I  Gastos de personal;Castilla y León;2011;5.590
C.I  Gastos de personal;Castilla y León;2010;5.816
C.I  Gastos de personal;Castilla-La Mancha;2023;2.394
C.I  Gastos de personal;Castilla-La Mancha;2022;2.049
C.I  Gastos de personal;Castilla-La Mancha;2021;2.243
C.I  Gastos de personal;Castilla-La Mancha;2020;2.275
C.I  Gastos de personal;Castilla-La Mancha;2019;2.416
C.I  Gastos de personal;Castilla-La Mancha;2018;2.362
C.I  Gastos de personal;Castilla-La Mancha;2017;2.237
C.I  Gastos de personal;Castilla-La Mancha;2016;1.889
C.I  Gastos de personal;Castilla-La Mancha;2015;1.689
C.I  Gastos de personal;Castilla-La Mancha;2014;1.584
C.I  Gastos de personal;Castilla-La Mancha;2013;1.684
C.I  Gastos de personal;Castilla-La Mancha;2012;1.746
C.I  Gastos de personal;Castilla-La Mancha;2011;1.966
C.I  Gastos de personal;Castilla-La Mancha;2010;2.620
C.I  Gastos de personal;Cataluña;2023;2.979
C.I  Gastos de personal;Cataluña;2022;2.883
C.I  Gastos de personal;Cataluña;2021;2.774
C.I  Gastos de personal;Cataluña;2020;2.815
C.I  Gastos de personal;Cataluña;2019;2.637
C.I  Gastos de personal;Cataluña;2018;2.168
C.I  Gastos de personal;Cataluña;2017;2.053
C.I  Gastos de personal;Cataluña;2016;1.952
C.I  Gastos de personal;Cataluña;2015;1.976
C.I  Gastos de personal;Cataluña;2014;1.922
C.I  Gastos de personal;Cataluña;2013;1.920
C.I  Gastos de personal;Cataluña;2012;1.840
C.I  Gastos de personal;Cataluña;2011;1.984
C.I  Gastos de personal;Cataluña;2010;2.016
C.I  Gastos de personal;Comunitat Valenciana;2023;477
C.I  Gastos de personal;Comunitat Valenciana;2022;446
C.I  Gastos de personal;Comunitat Valenciana;2021;436
C.I  Gastos de personal;Comunitat Valenciana;2020;416
C.I  Gastos de personal;Comunitat Valenciana;2019;420
C.I  Gastos de personal;Comunitat Valenciana;2018;385
C.I  Gastos de personal;Comunitat Valenciana;2017;374
C.I  Gastos de personal;Comunitat Valenciana;2016;312
C.I  Gastos de personal;Comunitat Valenciana;2015;253
C.I  Gastos de personal;Comunitat Valenciana;2014;260
C.I  Gastos de personal;Comunitat Valenciana;2013;290
C.I  Gastos de personal;Comunitat Valenciana;2012;431
C.I  Gastos de personal;Comunitat Valenciana;2011;470
C.I  Gastos de personal;Comunitat Valenciana;2010;488
C.I  Gastos de personal;Extremadura;2023;458
C.I  Gastos de personal;Extremadura;2022;509
C.I  Gastos de personal;Extremadura;2021;518
C.I  Gastos de personal;Extremadura;2020;554
C.I  Gastos de personal;Extremadura;2019;590
C.I  Gastos de personal;Extremadura;2018;595
C.I  Gastos de personal;Extremadura;2017;657
C.I  Gastos de personal;Extremadura;2016;618
C.I  Gastos de personal;Extremadura;2015;696
C.I  Gastos de personal;Extremadura;2014;601
C.I  Gastos de personal;Extremadura;2013;590
C.I  Gastos de personal;Extremadura;2012;530
C.I  Gastos de personal;Extremadura;2011;575
C.I  Gastos de personal;Extremadura;2010;587
C.I  Gastos de personal;Galicia;2023;1.793
C.I  Gastos de personal;Galicia;2022;1.751
C.I  Gastos de personal;Galicia;2021;1.628
C.I  Gastos de personal;Galicia;2020;1.683
C.I  Gastos de personal;Galicia;2019;1.743
C.I  Gastos de personal;Galicia;2018;1.642
C.I  Gastos de personal;Galicia;2017;1.460
C.I  Gastos de personal;Galicia;2016;1.447
C.I  Gastos de personal;Galicia;2015;1.144
C.I  Gastos de personal;Galicia;2014;1.125
C.I  Gastos de personal;Galicia;2013;1.009
C.I  Gastos de personal;Galicia;2012;1.074
C.I  Gastos de personal;Galicia;2011;1.289
C.I  Gastos de personal;Galicia;2010;1.430
C.I  Gastos de personal;País Vasco;2023;3.196
C.I  Gastos de personal;País Vasco;2022;3.080
C.I  Gastos de personal;País Vasco;2021;2.804
C.I  Gastos de personal;País Vasco;2020;2.715
C.I  Gastos de personal;País Vasco;2019;2.199
C.I  Gastos de personal;País Vasco;2018;2.002
C.I  Gastos de personal;País Vasco;2017;2.134
C.I  Gastos de personal;País Vasco;2016;1.841
C.I  Gastos de personal;País Vasco;2015;2.568
C.I  Gastos de personal;País Vasco;2014;3.415
C.I  Gastos de personal;País Vasco;2013;3.397
C.I  Gastos de personal;País Vasco;2012;3.403
C.I  Gastos de personal;País Vasco;2011;3.534
C.I  Gastos de personal;País Vasco;2010;4.184
C.II Gastos corrientes en bienes y servicios;TOTAL;2023;61.686
C.II Gastos corrientes en bienes y servicios;TOTAL;2022;52.654
C.II Gastos corrientes en bienes y servicios;TOTAL;2021;37.315
C.II Gastos corrientes en bienes y servicios;TOTAL;2020;32.251
C.II Gastos corrientes en bienes y servicios;TOTAL;2019;45.875
C.II Gastos corrientes en bienes y servicios;TOTAL;2018;45.256
C.II Gastos corrientes en bienes y servicios;TOTAL;2017;43.300
C.II Gastos corrientes en bienes y servicios;TOTAL;2016;40.322
C.II Gastos corrientes en bienes y servicios;TOTAL;2015;38.432
C.II Gastos corrientes en bienes y servicios;TOTAL;2014;46.024
C.II Gastos corrientes en bienes y servicios;TOTAL;2013;38.525
C.II Gastos corrientes en bienes y servicios;TOTAL;2012;40.210
C.II Gastos corrientes en bienes y servicios;TOTAL;2011;42.894
C.II Gastos corrientes en bienes y servicios;TOTAL;2010;49.872
C.II Gastos corrientes en bienes y servicios;Andalucía;2023;13.021
C.II Gastos corrientes en bienes y servicios;Andalucía;2022;11.864
C.II Gastos corrientes en bienes y servicios;Andalucía;2021;6.251
C.II Gastos corrientes en bienes y servicios;Andalucía;2020;4.771
C.II Gastos corrientes en bienes y servicios;Andalucía;2019;6.686
C.II Gastos corrientes en bienes y servicios;Andalucía;2018;6.119
C.II Gastos corrientes en bienes y servicios;Andalucía;2017;6.181
C.II Gastos corrientes en bienes y servicios;Andalucía;2016;5.357
C.II Gastos corrientes en bienes y servicios;Andalucía;2015;5.688
C.II Gastos corrientes en bienes y servicios;Andalucía;2014;6.351
C.II Gastos corrientes en bienes y servicios;Andalucía;2013;3.801
C.II Gastos corrientes en bienes y servicios;Andalucía;2012;3.598
C.II Gastos corrientes en bienes y servicios;Andalucía;2011;4.941
C.II Gastos corrientes en bienes y servicios;Andalucía;2010;6.158
C.II Gastos corrientes en bienes y servicios;Aragón;2023;182
C.II Gastos corrientes en bienes y servicios;Aragón;2022;129
C.II Gastos corrientes en bienes y servicios;Aragón;2021;71
C.II Gastos corrientes en bienes y servicios;Aragón;2020;40
C.II Gastos corrientes en bienes y servicios;Aragón;2019;82
C.II Gastos corrientes en bienes y servicios;Aragón;2018;763
C.II Gastos corrientes en bienes y servicios;Aragón;2017;646
C.II Gastos corrientes en bienes y servicios;Aragón;2016;691
C.II Gastos corrientes en bienes y servicios;Aragón;2015;70
C.II Gastos corrientes en bienes y servicios;Aragón;2014;128
C.II Gastos corrientes en bienes y servicios;Aragón;2013;102
C.II Gastos corrientes en bienes y servicios;Aragón;2012;177
C.II Gastos corrientes en bienes y servicios;Aragón;2011;7
C.II Gastos corrientes en bienes y servicios;Aragón;2010;26
C.II Gastos corrientes en bienes y servicios;Balears, Illes;2023;7.111
C.II Gastos corrientes en bienes y servicios;Balears, Illes;2022;5.357
C.II Gastos corrientes en bienes y servicios;Balears, Illes;2021;4.597
C.II Gastos corrientes en bienes y servicios;Balears, Illes;2020;3.972
C.II Gastos corrientes en bienes y servicios;Balears, Illes;2019;3.785
C.II Gastos corrientes en bienes y servicios;Balears, Illes;2018;3.431
C.II Gastos corrientes en bienes y servicios;Balears, Illes;2017;3.475
C.II Gastos corrientes en bienes y servicios;Balears, Illes;2016;3.009
C.II Gastos corrientes en bienes y servicios;Balears, Illes;2015;3.419
C.II Gastos corrientes en bienes y servicios;Balears, Illes;2014;4.653
C.II Gastos corrientes en bienes y servicios;Balears, Illes;2013;3.741
C.II Gastos corrientes en bienes y servicios;Balears, Illes;2012;3.884
C.II Gastos corrientes en bienes y servicios;Balears, Illes;2011;4.319
C.II Gastos corrientes en bienes y servicios;Balears, Illes;2010;5.194
C.II Gastos corrientes en bienes y servicios;Canarias;2023;16.486
C.II Gastos corrientes en bienes y servicios;Canarias;2022;13.370
C.II Gastos corrientes en bienes y servicios;Canarias;2021;12.489
C.II Gastos corrientes en bienes y servicios;Canarias;2020;11.061
C.II Gastos corrientes en bienes y servicios;Canarias;2019;14.445
C.II Gastos corrientes en bienes y servicios;Canarias;2018;14.795
C.II Gastos corrientes en bienes y servicios;Canarias;2017;13.218
C.II Gastos corrientes en bienes y servicios;Canarias;2016;13.323
C.II Gastos corrientes en bienes y servicios;Canarias;2015;12.109
C.II Gastos corrientes en bienes y servicios;Canarias;2014;15.460
C.II Gastos corrientes en bienes y servicios;Canarias;2013;11.625
C.II Gastos corrientes en bienes y servicios;Canarias;2012;12.022
C.II Gastos corrientes en bienes y servicios;Canarias;2011;11.753
C.II Gastos corrientes en bienes y servicios;Canarias;2010;12.000
C.II Gastos corrientes en bienes y servicios;Castilla y León;2023;7.172
C.II Gastos corrientes en bienes y servicios;Castilla y León;2022;6.502
C.II Gastos corrientes en bienes y servicios;Castilla y León;2021;3.763
C.II Gastos corrientes en bienes y servicios;Castilla y León;2020;3.112
C.II Gastos corrientes en bienes y servicios;Castilla y León;2019;6.875
C.II Gastos corrientes en bienes y servicios;Castilla y León;2018;6.587
C.II Gastos corrientes en bienes y servicios;Castilla y León;2017;6.649
C.II Gastos corrientes en bienes y servicios;Castilla y León;2016;6.329
C.II Gastos corrientes en bienes y servicios;Castilla y León;2015;6.452
C.II Gastos corrientes en bienes y servicios;Castilla y León;2014;8.102
C.II Gastos corrientes en bienes y servicios;Castilla y León;2013;8.014
C.II Gastos corrientes en bienes y servicios;Castilla y León;2012;7.383
C.II Gastos corrientes en bienes y servicios;Castilla y León;2011;8.661
C.II Gastos corrientes en bienes y servicios;Castilla y León;2010;9.677
C.II Gastos corrientes en bienes y servicios;Castilla-La Mancha;2023;3.451
C.II Gastos corrientes en bienes y servicios;Castilla-La Mancha;2022;2.606
C.II Gastos corrientes en bienes y servicios;Castilla-La Mancha;2021;1.083
C.II Gastos corrientes en bienes y servicios;Castilla-La Mancha;2020;1.353
C.II Gastos corrientes en bienes y servicios;Castilla-La Mancha;2019;2.961
C.II Gastos corrientes en bienes y servicios;Castilla-La Mancha;2018;3.096
C.II Gastos corrientes en bienes y servicios;Castilla-La Mancha;2017;2.848
C.II Gastos corrientes en bienes y servicios;Castilla-La Mancha;2016;2.853
C.II Gastos corrientes en bienes y servicios;Castilla-La Mancha;2015;2.784
C.II Gastos corrientes en bienes y servicios;Castilla-La Mancha;2014;2.489
C.II Gastos corrientes en bienes y servicios;Castilla-La Mancha;2013;2.275
C.II Gastos corrientes en bienes y servicios;Castilla-La Mancha;2012;2.701
C.II Gastos corrientes en bienes y servicios;Castilla-La Mancha;2011;2.727
C.II Gastos corrientes en bienes y servicios;Castilla-La Mancha;2010;3.200
C.II Gastos corrientes en bienes y servicios;Cataluña;2023;1.382
C.II Gastos corrientes en bienes y servicios;Cataluña;2022;1.240
C.II Gastos corrientes en bienes y servicios;Cataluña;2021;1.364
C.II Gastos corrientes en bienes y servicios;Cataluña;2020;540
C.II Gastos corrientes en bienes y servicios;Cataluña;2019;1.773
C.II Gastos corrientes en bienes y servicios;Cataluña;2018;1.578
C.II Gastos corrientes en bienes y servicios;Cataluña;2017;579
C.II Gastos corrientes en bienes y servicios;Cataluña;2016;800
C.II Gastos corrientes en bienes y servicios;Cataluña;2015;363
C.II Gastos corrientes en bienes y servicios;Cataluña;2014;358
C.II Gastos corrientes en bienes y servicios;Cataluña;2013;339
C.II Gastos corrientes en bienes y servicios;Cataluña;2012;418
C.II Gastos corrientes en bienes y servicios;Cataluña;2011;509
C.II Gastos corrientes en bienes y servicios;Cataluña;2010;1.429
C.II Gastos corrientes en bienes y servicios;Comunitat Valenciana;2023;2.372
C.II Gastos corrientes en bienes y servicios;Comunitat Valenciana;2022;2.166
C.II Gastos corrientes en bienes y servicios;Comunitat Valenciana;2021;1.801
C.II Gastos corrientes en bienes y servicios;Comunitat Valenciana;2020;1.831
C.II Gastos corrientes en bienes y servicios;Comunitat Valenciana;2019;2.471
C.II Gastos corrientes en bienes y servicios;Comunitat Valenciana;2018;1.548
C.II Gastos corrientes en bienes y servicios;Comunitat Valenciana;2017;785
C.II Gastos corrientes en bienes y servicios;Comunitat Valenciana;2016;960
C.II Gastos corrientes en bienes y servicios;Comunitat Valenciana;2015;420
C.II Gastos corrientes en bienes y servicios;Comunitat Valenciana;2014;420
C.II Gastos corrientes en bienes y servicios;Comunitat Valenciana;2013;623
C.II Gastos corrientes en bienes y servicios;Comunitat Valenciana;2012;626
C.II Gastos corrientes en bienes y servicios;Comunitat Valenciana;2011;748
C.II Gastos corrientes en bienes y servicios;Comunitat Valenciana;2010;788
C.II Gastos corrientes en bienes y servicios;Extremadura;2023;767
C.II Gastos corrientes en bienes y servicios;Extremadura;2022;924
C.II Gastos corrientes en bienes y servicios;Extremadura;2021;470
C.II Gastos corrientes en bienes y servicios;Extremadura;2020;369
C.II Gastos corrientes en bienes y servicios;Extremadura;2019;589
C.II Gastos corrientes en bienes y servicios;Extremadura;2018;685
C.II Gastos corrientes en bienes y servicios;Extremadura;2017;432
C.II Gastos corrientes en bienes y servicios;Extremadura;2016;263
C.II Gastos corrientes en bienes y servicios;Extremadura;2015;205
C.II Gastos corrientes en bienes y servicios;Extremadura;2014;166
C.II Gastos corrientes en bienes y servicios;Extremadura;2013;175
C.II Gastos corrientes en bienes y servicios;Extremadura;2012;187
C.II Gastos corrientes en bienes y servicios;Extremadura;2011;217
C.II Gastos corrientes en bienes y servicios;Extremadura;2010;241
C.II Gastos corrientes en bienes y servicios;Galicia;2023;3.646
C.II Gastos corrientes en bienes y servicios;Galicia;2022;3.016
C.II Gastos corrientes en bienes y servicios;Galicia;2021;1.673
C.II Gastos corrientes en bienes y servicios;Galicia;2020;2.045
C.II Gastos corrientes en bienes y servicios;Galicia;2019;2.360
C.II Gastos corrientes en bienes y servicios;Galicia;2018;2.367
C.II Gastos corrientes en bienes y servicios;Galicia;2017;3.962
C.II Gastos corrientes en bienes y servicios;Galicia;2016;2.757
C.II Gastos corrientes en bienes y servicios;Galicia;2015;2.275
C.II Gastos corrientes en bienes y servicios;Galicia;2014;2.224
C.II Gastos corrientes en bienes y servicios;Galicia;2013;2.305
C.II Gastos corrientes en bienes y servicios;Galicia;2012;2.545
C.II Gastos corrientes en bienes y servicios;Galicia;2011;2.571
C.II Gastos corrientes en bienes y servicios;Galicia;2010;2.831
C.II Gastos corrientes en bienes y servicios;País Vasco;2023;6.095
C.II Gastos corrientes en bienes y servicios;País Vasco;2022;5.478
C.II Gastos corrientes en bienes y servicios;País Vasco;2021;3.753
C.II Gastos corrientes en bienes y servicios;País Vasco;2020;3.156
C.II Gastos corrientes en bienes y servicios;País Vasco;2019;3.848
C.II Gastos corrientes en bienes y servicios;País Vasco;2018;4.287
C.II Gastos corrientes en bienes y servicios;País Vasco;2017;4.526
C.II Gastos corrientes en bienes y servicios;País Vasco;2016;3.980
C.II Gastos corrientes en bienes y servicios;País Vasco;2015;4.647
C.II Gastos corrientes en bienes y servicios;País Vasco;2014;5.673
C.II Gastos corrientes en bienes y servicios;País Vasco;2013;5.526
C.II Gastos corrientes en bienes y servicios;País Vasco;2012;6.670
C.II Gastos corrientes en bienes y servicios;País Vasco;2011;6.440
C.II Gastos corrientes en bienes y servicios;País Vasco;2010;8.328
C.III Gastos financieros;TOTAL;2023;8
C.III Gastos financieros;TOTAL;2022;0
C.III Gastos financieros;TOTAL;2021;2
C.III Gastos financieros;TOTAL;2020;21
C.III Gastos financieros;TOTAL;2019;0
C.III Gastos financieros;TOTAL;2018;1
C.III Gastos financieros;TOTAL;2017;644
C.III Gastos financieros;TOTAL;2016;1
C.III Gastos financieros;TOTAL;2015;1.314
C.III Gastos financieros;TOTAL;2014;0
C.III Gastos financieros;TOTAL;2013;27
C.III Gastos financieros;TOTAL;2012;0
C.III Gastos financieros;TOTAL;2011;2
C.III Gastos financieros;TOTAL;2010;3
C.III Gastos financieros;Andalucía;2023;0
C.III Gastos financieros;Andalucía;2022;0
C.III Gastos financieros;Andalucía;2021;0
C.III Gastos financieros;Andalucía;2020;0
C.III Gastos financieros;Andalucía;2019;0
C.III Gastos financieros;Andalucía;2018;0
C.III Gastos financieros;Andalucía;2017;0
C.III Gastos financieros;Andalucía;2016;0
C.III Gastos financieros;Andalucía;2015;0
C.III Gastos financieros;Andalucía;2014;0
C.III Gastos financieros;Andalucía;2013;0
C.III Gastos financieros;Andalucía;2012;0
C.III Gastos financieros;Andalucía;2011;0
C.III Gastos financieros;Andalucía;2010;0
C.III Gastos financieros;Aragón;2023;0
C.III Gastos financieros;Aragón;2022;0
C.III Gastos financieros;Aragón;2021;0
C.III Gastos financieros;Aragón;2020;0
C.III Gastos financieros;Aragón;2019;0
C.III Gastos financieros;Aragón;2018;0
C.III Gastos financieros;Aragón;2017;0
