Indicador;Comunidad autónoma;periodo;Total
C.III Gastos financieros;Aragón;2016;0
C.III Gastos financieros;Aragón;2015;0
C.III Gastos financieros;Aragón;2014;0
C.III Gastos financieros;Aragón;2013;0
C.III Gastos financieros;Aragón;2012;0
C.III Gastos financieros;Aragón;2011;0
C.III Gastos financieros;Aragón;2010;0
C.III Gastos financieros;Balears, Illes;2023;0
C.III Gastos financieros;Balears, Illes;2022;0
C.III Gastos financieros;Balears, Illes;2021;0
C.III Gastos financieros;Balears, Illes;2020;0
C.III Gastos financieros;Balears, Illes;2019;0
C.III Gastos financieros;Balears, Illes;2018;1
C.III Gastos financieros;Balears, Illes;2017;55
C.III Gastos financieros;Balears, Illes;2016;1
C.III Gastos financieros;Balears, Illes;2015;0
C.III Gastos financieros;Balears, Illes;2014;0
C.III Gastos financieros;Balears, Illes;2013;10
C.III Gastos financieros;Balears, Illes;2012;0
C.III Gastos financieros;Balears, Illes;2011;0
C.III Gastos financieros;Balears, Illes;2010;0
C.III Gastos financieros;Canarias;2023;8
C.III Gastos financieros;Canarias;2022;0
C.III Gastos financieros;Canarias;2021;2
C.III Gastos financieros;Canarias;2020;20
C.III Gastos financieros;Canarias;2019;0
C.III Gastos financieros;Canarias;2018;0
C.III Gastos financieros;Canarias;2017;3
C.III Gastos financieros;Canarias;2016;0
C.III Gastos financieros;Canarias;2015;1.314
C.III Gastos financieros;Canarias;2014;0
C.III Gastos financieros;Canarias;2013;4
C.III Gastos financieros;Canarias;2012;0
C.III Gastos financieros;Canarias;2011;0
C.III Gastos financieros;Canarias;2010;0
C.III Gastos financieros;Castilla y León;2023;0
C.III Gastos financieros;Castilla y León;2022;0
C.III Gastos financieros;Castilla y León;2021;0
C.III Gastos financieros;Castilla y León;2020;0
C.III Gastos financieros;Castilla y León;2019;0
C.III Gastos financieros;Castilla y León;2018;0
C.III Gastos financieros;Castilla y León;2017;0
C.III Gastos financieros;Castilla y León;2016;0
C.III Gastos financieros;Castilla y León;2015;0
C.III Gastos financieros;Castilla y León;2014;0
C.III Gastos financieros;Castilla y León;2013;0
C.III Gastos financieros;Castilla y León;2012;0
C.III Gastos financieros;Castilla y León;2011;0
C.III Gastos financieros;Castilla y León;2010;0
C.III Gastos financieros;Castilla-La Mancha;2023;0
C.III Gastos financieros;Castilla-La Mancha;2022;0
C.III Gastos financieros;Castilla-La Mancha;2021;0
C.III Gastos financieros;Castilla-La Mancha;2020;0
C.III Gastos financieros;Castilla-La Mancha;2019;0
C.III Gastos financieros;Castilla-La Mancha;2018;0
C.III Gastos financieros;Castilla-La Mancha;2017;0
C.III Gastos financieros;Castilla-La Mancha;2016;0
C.III Gastos financieros;Castilla-La Mancha;2015;0
C.III Gastos financieros;Castilla-La Mancha;2014;0
C.III Gastos financieros;Castilla-La Mancha;2013;0
C.III Gastos financieros;Castilla-La Mancha;2012;0
C.III Gastos financieros;Castilla-La Mancha;2011;2
C.III Gastos financieros;Castilla-La Mancha;2010;3
C.III Gastos financieros;Cataluña;2023;0
C.III Gastos financieros;Cataluña;2022;0
C.III Gastos financieros;Cataluña;2021;0
C.III Gastos financieros;Cataluña;2020;0
C.III Gastos financieros;Cataluña;2019;0
C.III Gastos financieros;Cataluña;2018;0
C.III Gastos financieros;Cataluña;2017;585
C.III Gastos financieros;Cataluña;2016;0
C.III Gastos financieros;Cataluña;2015;0
C.III Gastos financieros;Cataluña;2014;0
C.III Gastos financieros;Cataluña;2013;0
C.III Gastos financieros;Cataluña;2012;0
C.III Gastos financieros;Cataluña;2011;0
C.III Gastos financieros;Cataluña;2010;0
C.III Gastos financieros;Comunitat Valenciana;2023;0
C.III Gastos financieros;Comunitat Valenciana;2022;0
C.III Gastos financieros;Comunitat Valenciana;2021;0
C.III Gastos financieros;Comunitat Valenciana;2020;0
C.III Gastos financieros;Comunitat Valenciana;2019;0
C.III Gastos financieros;Comunitat Valenciana;2018;0
C.III Gastos financieros;Comunitat Valenciana;2017;0
C.III Gastos financieros;Comunitat Valenciana;2016;0
C.III Gastos financieros;Comunitat Valenciana;2015;0
C.III Gastos financieros;Comunitat Valenciana;2014;0
C.III Gastos financieros;Comunitat Valenciana;2013;14
C.III Gastos financieros;Comunitat Valenciana;2012;0
C.III Gastos financieros;Comunitat Valenciana;2011;0
C.III Gastos financieros;Comunitat Valenciana;2010;0
C.III Gastos financieros;Extremadura;2023;0
C.III Gastos financieros;Extremadura;2022;0
C.III Gastos financieros;Extremadura;2021;0
C.III Gastos financieros;Extremadura;2020;0
C.III Gastos financieros;Extremadura;2019;0
C.III Gastos financieros;Extremadura;2018;0
C.III Gastos financieros;Extremadura;2017;0
C.III Gastos financieros;Extremadura;2016;0
C.III Gastos financieros;Extremadura;2015;0
C.III Gastos financieros;Extremadura;2014;0
C.III Gastos financieros;Extremadura;2013;0
C.III Gastos financieros;Extremadura;2012;0
C.III Gastos financieros;Extremadura;2011;0
C.III Gastos financieros;Extremadura;2010;0
C.III Gastos financieros;Galicia;2023;0
C.III Gastos financieros;Galicia;2022;0
C.III Gastos financieros;Galicia;2021;0
C.III Gastos financieros;Galicia;2020;0
C.III Gastos financieros;Galicia;2019;0
C.III Gastos financieros;Galicia;2018;0
C.III Gastos financieros;Galicia;2017;0
C.III Gastos financieros;Galicia;2016;0
C.III Gastos financieros;Galicia;2015;0
C.III Gastos financieros;Galicia;2014;0
C.III Gastos financieros;Galicia;2013;0
C.III Gastos financieros;Galicia;2012;0
C.III Gastos financieros;Galicia;2011;0
C.III Gastos financieros;Galicia;2010;0
C.III Gastos financieros;País Vasco;2023;0
C.III Gastos financieros;País Vasco;2022;0
C.III Gastos financieros;País Vasco;2021;0
C.III Gastos financieros;País Vasco;2020;0
C.III Gastos financieros;País Vasco;2019;0
C.III Gastos financieros;País Vasco;2018;0
C.III Gastos financieros;País Vasco;2017;0
C.III Gastos financieros;País Vasco;2016;0
C.III Gastos financieros;País Vasco;2015;0
C.III Gastos financieros;País Vasco;2014;0
C.III Gastos financieros;País Vasco;2013;0
C.III Gastos financieros;País Vasco;2012;0
C.III Gastos financieros;País Vasco;2011;0
C.III Gastos financieros;País Vasco;2010;0
C.IV Transferencias corrientes;TOTAL;2023;134.118
C.IV Transferencias corrientes;TOTAL;2022;120.345
C.IV Transferencias corrientes;TOTAL;2021;109.396
C.IV Transferencias corrientes;TOTAL;2020;90.474
C.IV Transferencias corrientes;TOTAL;2019;94.478
C.IV Transferencias corrientes;TOTAL;2018;89.953
C.IV Transferencias corrientes;TOTAL;2017;82.982
C.IV Transferencias corrientes;TOTAL;2016;74.301
C.IV Transferencias corrientes;TOTAL;2015;71.158
C.IV Transferencias corrientes;TOTAL;2014;66.343
C.IV Transferencias corrientes;TOTAL;2013;71.816
C.IV Transferencias corrientes;TOTAL;2012;66.861
C.IV Transferencias corrientes;TOTAL;2011;77.048
C.IV Transferencias corrientes;TOTAL;2010;84.304
C.IV Transferencias corrientes;Andalucía;2023;11.613
C.IV Transferencias corrientes;Andalucía;2022;11.062
C.IV Transferencias corrientes;Andalucía;2021;9.440
C.IV Transferencias corrientes;Andalucía;2020;9.114
C.IV Transferencias corrientes;Andalucía;2019;9.770
C.IV Transferencias corrientes;Andalucía;2018;8.440
C.IV Transferencias corrientes;Andalucía;2017;9.239
C.IV Transferencias corrientes;Andalucía;2016;7.108
C.IV Transferencias corrientes;Andalucía;2015;6.395
C.IV Transferencias corrientes;Andalucía;2014;7.374
C.IV Transferencias corrientes;Andalucía;2013;7.596
C.IV Transferencias corrientes;Andalucía;2012;7.385
C.IV Transferencias corrientes;Andalucía;2011;9.038
C.IV Transferencias corrientes;Andalucía;2010;10.348
C.IV Transferencias corrientes;Aragón;2023;2.182
C.IV Transferencias corrientes;Aragón;2022;1.438
C.IV Transferencias corrientes;Aragón;2021;2.091
C.IV Transferencias corrientes;Aragón;2020;503
C.IV Transferencias corrientes;Aragón;2019;1.289
C.IV Transferencias corrientes;Aragón;2018;1.134
C.IV Transferencias corrientes;Aragón;2017;1.469
C.IV Transferencias corrientes;Aragón;2016;580
C.IV Transferencias corrientes;Aragón;2015;1.021
C.IV Transferencias corrientes;Aragón;2014;1.163
C.IV Transferencias corrientes;Aragón;2013;1.074
C.IV Transferencias corrientes;Aragón;2012;1.044
C.IV Transferencias corrientes;Aragón;2011;1.058
C.IV Transferencias corrientes;Aragón;2010;1.460
C.IV Transferencias corrientes;Balears, Illes;2023;6.293
C.IV Transferencias corrientes;Balears, Illes;2022;4.795
C.IV Transferencias corrientes;Balears, Illes;2021;3.779
C.IV Transferencias corrientes;Balears, Illes;2020;3.568
C.IV Transferencias corrientes;Balears, Illes;2019;4.221
C.IV Transferencias corrientes;Balears, Illes;2018;3.211
C.IV Transferencias corrientes;Balears, Illes;2017;3.540
C.IV Transferencias corrientes;Balears, Illes;2016;2.735
C.IV Transferencias corrientes;Balears, Illes;2015;2.992
C.IV Transferencias corrientes;Balears, Illes;2014;1.862
C.IV Transferencias corrientes;Balears, Illes;2013;1.631
C.IV Transferencias corrientes;Balears, Illes;2012;1.702
C.IV Transferencias corrientes;Balears, Illes;2011;2.373
C.IV Transferencias corrientes;Balears, Illes;2010;3.119
C.IV Transferencias corrientes;Canarias;2023;37.693
C.IV Transferencias corrientes;Canarias;2022;34.720
C.IV Transferencias corrientes;Canarias;2021;30.483
C.IV Transferencias corrientes;Canarias;2020;24.182
C.IV Transferencias corrientes;Canarias;2019;19.727
C.IV Transferencias corrientes;Canarias;2018;19.512
C.IV Transferencias corrientes;Canarias;2017;17.387
C.IV Transferencias corrientes;Canarias;2016;14.732
C.IV Transferencias corrientes;Canarias;2015;11.974
C.IV Transferencias corrientes;Canarias;2014;10.725
C.IV Transferencias corrientes;Canarias;2013;10.373
C.IV Transferencias corrientes;Canarias;2012;11.071
C.IV Transferencias corrientes;Canarias;2011;12.955
C.IV Transferencias corrientes;Canarias;2010;12.698
C.IV Transferencias corrientes;Castilla y León;2023;7.724
C.IV Transferencias corrientes;Castilla y León;2022;5.580
C.IV Transferencias corrientes;Castilla y León;2021;5.332
C.IV Transferencias corrientes;Castilla y León;2020;4.120
C.IV Transferencias corrientes;Castilla y León;2019;5.198
C.IV Transferencias corrientes;Castilla y León;2018;4.288
C.IV Transferencias corrientes;Castilla y León;2017;4.735
C.IV Transferencias corrientes;Castilla y León;2016;4.446
C.IV Transferencias corrientes;Castilla y León;2015;3.819
C.IV Transferencias corrientes;Castilla y León;2014;3.878
C.IV Transferencias corrientes;Castilla y León;2013;4.087
C.IV Transferencias corrientes;Castilla y León;2012;4.692
C.IV Transferencias corrientes;Castilla y León;2011;4.734
C.IV Transferencias corrientes;Castilla y León;2010;5.643
C.IV Transferencias corrientes;Castilla-La Mancha;2023;5.453
C.IV Transferencias corrientes;Castilla-La Mancha;2022;3.548
C.IV Transferencias corrientes;Castilla-La Mancha;2021;3.469
C.IV Transferencias corrientes;Castilla-La Mancha;2020;3.449
C.IV Transferencias corrientes;Castilla-La Mancha;2019;3.985
C.IV Transferencias corrientes;Castilla-La Mancha;2018;3.486
C.IV Transferencias corrientes;Castilla-La Mancha;2017;3.550
C.IV Transferencias corrientes;Castilla-La Mancha;2016;3.342
C.IV Transferencias corrientes;Castilla-La Mancha;2015;3.517
C.IV Transferencias corrientes;Castilla-La Mancha;2014;3.504
C.IV Transferencias corrientes;Castilla-La Mancha;2013;6.241
C.IV Transferencias corrientes;Castilla-La Mancha;2012;3.724
C.IV Transferencias corrientes;Castilla-La Mancha;2011;4.525
C.IV Transferencias corrientes;Castilla-La Mancha;2010;6.579
C.IV Transferencias corrientes;Cataluña;2023;12.657
C.IV Transferencias corrientes;Cataluña;2022;11.756
C.IV Transferencias corrientes;Cataluña;2021;12.327
C.IV Transferencias corrientes;Cataluña;2020;7.917
C.IV Transferencias corrientes;Cataluña;2019;10.292
C.IV Transferencias corrientes;Cataluña;2018;13.065
C.IV Transferencias corrientes;Cataluña;2017;9.674
C.IV Transferencias corrientes;Cataluña;2016;6.558
C.IV Transferencias corrientes;Cataluña;2015;7.653
C.IV Transferencias corrientes;Cataluña;2014;5.981
C.IV Transferencias corrientes;Cataluña;2013;8.324
C.IV Transferencias corrientes;Cataluña;2012;5.520
C.IV Transferencias corrientes;Cataluña;2011;7.159
C.IV Transferencias corrientes;Cataluña;2010;9.081
C.IV Transferencias corrientes;Comunitat Valenciana;2023;15.636
C.IV Transferencias corrientes;Comunitat Valenciana;2022;15.112
C.IV Transferencias corrientes;Comunitat Valenciana;2021;11.856
C.IV Transferencias corrientes;Comunitat Valenciana;2020;8.863
C.IV Transferencias corrientes;Comunitat Valenciana;2019;8.472
C.IV Transferencias corrientes;Comunitat Valenciana;2018;7.580
C.IV Transferencias corrientes;Comunitat Valenciana;2017;5.105
C.IV Transferencias corrientes;Comunitat Valenciana;2016;6.915
C.IV Transferencias corrientes;Comunitat Valenciana;2015;4.475
C.IV Transferencias corrientes;Comunitat Valenciana;2014;3.985
C.IV Transferencias corrientes;Comunitat Valenciana;2013;4.583
C.IV Transferencias corrientes;Comunitat Valenciana;2012;3.443
C.IV Transferencias corrientes;Comunitat Valenciana;2011;4.486
C.IV Transferencias corrientes;Comunitat Valenciana;2010;4.311
C.IV Transferencias corrientes;Extremadura;2023;3.899
C.IV Transferencias corrientes;Extremadura;2022;4.215
C.IV Transferencias corrientes;Extremadura;2021;3.264
C.IV Transferencias corrientes;Extremadura;2020;2.092
C.IV Transferencias corrientes;Extremadura;2019;3.078
C.IV Transferencias corrientes;Extremadura;2018;2.811
C.IV Transferencias corrientes;Extremadura;2017;2.564
C.IV Transferencias corrientes;Extremadura;2016;2.596
C.IV Transferencias corrientes;Extremadura;2015;2.824
C.IV Transferencias corrientes;Extremadura;2014;1.722
C.IV Transferencias corrientes;Extremadura;2013;2.128
C.IV Transferencias corrientes;Extremadura;2012;2.091
C.IV Transferencias corrientes;Extremadura;2011;2.130
C.IV Transferencias corrientes;Extremadura;2010;2.210
C.IV Transferencias corrientes;Galicia;2023;10.732
C.IV Transferencias corrientes;Galicia;2022;9.574
C.IV Transferencias corrientes;Galicia;2021;9.607
C.IV Transferencias corrientes;Galicia;2020;10.500
C.IV Transferencias corrientes;Galicia;2019;10.885
C.IV Transferencias corrientes;Galicia;2018;9.618
C.IV Transferencias corrientes;Galicia;2017;9.376
C.IV Transferencias corrientes;Galicia;2016;9.299
C.IV Transferencias corrientes;Galicia;2015;9.510
C.IV Transferencias corrientes;Galicia;2014;8.741
C.IV Transferencias corrientes;Galicia;2013;8.330
C.IV Transferencias corrientes;Galicia;2012;8.318
C.IV Transferencias corrientes;Galicia;2011;12.062
C.IV Transferencias corrientes;Galicia;2010;11.726
C.IV Transferencias corrientes;País Vasco;2023;20.235
C.IV Transferencias corrientes;País Vasco;2022;18.545
C.IV Transferencias corrientes;País Vasco;2021;17.748
C.IV Transferencias corrientes;País Vasco;2020;16.168
C.IV Transferencias corrientes;País Vasco;2019;17.561
C.IV Transferencias corrientes;País Vasco;2018;16.808
C.IV Transferencias corrientes;País Vasco;2017;16.342
C.IV Transferencias corrientes;País Vasco;2016;15.989
C.IV Transferencias corrientes;País Vasco;2015;16.979
C.IV Transferencias corrientes;País Vasco;2014;17.408
C.IV Transferencias corrientes;País Vasco;2013;17.447
C.IV Transferencias corrientes;País Vasco;2012;17.873
C.IV Transferencias corrientes;País Vasco;2011;16.529
C.IV Transferencias corrientes;País Vasco;2010;17.129
C.VI Inversiones reales;TOTAL;2023;21.649
C.VI Inversiones reales;TOTAL;2022;16.906
C.VI Inversiones reales;TOTAL;2021;25.704
C.VI Inversiones reales;TOTAL;2020;27.467
C.VI Inversiones reales;TOTAL;2019;16.904
C.VI Inversiones reales;TOTAL;2018;14.815
C.VI Inversiones reales;TOTAL;2017;16.795
C.VI Inversiones reales;TOTAL;2016;8.642
C.VI Inversiones reales;TOTAL;2015;33.151
C.VI Inversiones reales;TOTAL;2014;37.021
C.VI Inversiones reales;TOTAL;2013;36.686
C.VI Inversiones reales;TOTAL;2012;43.628
C.VI Inversiones reales;TOTAL;2011;52.019
C.VI Inversiones reales;TOTAL;2010;56.318
C.VI Inversiones reales;Andalucía;2023;5.893
C.VI Inversiones reales;Andalucía;2022;5.148
C.VI Inversiones reales;Andalucía;2021;12.466
C.VI Inversiones reales;Andalucía;2020;18.814
C.VI Inversiones reales;Andalucía;2019;8.952
C.VI Inversiones reales;Andalucía;2018;3.834
C.VI Inversiones reales;Andalucía;2017;2.408
C.VI Inversiones reales;Andalucía;2016;952
C.VI Inversiones reales;Andalucía;2015;3.725
C.VI Inversiones reales;Andalucía;2014;3.406
C.VI Inversiones reales;Andalucía;2013;1.960
C.VI Inversiones reales;Andalucía;2012;2.377
C.VI Inversiones reales;Andalucía;2011;6.390
C.VI Inversiones reales;Andalucía;2010;13.398
C.VI Inversiones reales;Aragón;2023;3
C.VI Inversiones reales;Aragón;2022;0
C.VI Inversiones reales;Aragón;2021;0
C.VI Inversiones reales;Aragón;2020;0
C.VI Inversiones reales;Aragón;2019;10
C.VI Inversiones reales;Aragón;2018;67
C.VI Inversiones reales;Aragón;2017;0
C.VI Inversiones reales;Aragón;2016;2
C.VI Inversiones reales;Aragón;2015;1.218
C.VI Inversiones reales;Aragón;2014;160
C.VI Inversiones reales;Aragón;2013;23
C.VI Inversiones reales;Aragón;2012;7
C.VI Inversiones reales;Aragón;2011;3
C.VI Inversiones reales;Aragón;2010;319
C.VI Inversiones reales;Balears, Illes;2023;1.368
C.VI Inversiones reales;Balears, Illes;2022;1.974
C.VI Inversiones reales;Balears, Illes;2021;1.383
C.VI Inversiones reales;Balears, Illes;2020;3.633
C.VI Inversiones reales;Balears, Illes;2019;912
C.VI Inversiones reales;Balears, Illes;2018;801
C.VI Inversiones reales;Balears, Illes;2017;570
C.VI Inversiones reales;Balears, Illes;2016;360
C.VI Inversiones reales;Balears, Illes;2015;798
C.VI Inversiones reales;Balears, Illes;2014;305
C.VI Inversiones reales;Balears, Illes;2013;223
C.VI Inversiones reales;Balears, Illes;2012;82
C.VI Inversiones reales;Balears, Illes;2011;151
C.VI Inversiones reales;Balears, Illes;2010;438
C.VI Inversiones reales;Canarias;2023;10.325
C.VI Inversiones reales;Canarias;2022;7.037
C.VI Inversiones reales;Canarias;2021;10.401
C.VI Inversiones reales;Canarias;2020;3.408
C.VI Inversiones reales;Canarias;2019;4.793
C.VI Inversiones reales;Canarias;2018;5.163
C.VI Inversiones reales;Canarias;2017;8.772
C.VI Inversiones reales;Canarias;2016;3.878
C.VI Inversiones reales;Canarias;2015;21.720
C.VI Inversiones reales;Canarias;2014;25.446
C.VI Inversiones reales;Canarias;2013;31.319
C.VI Inversiones reales;Canarias;2012;23.514
C.VI Inversiones reales;Canarias;2011;13.755
C.VI Inversiones reales;Canarias;2010;14.920
C.VI Inversiones reales;Castilla y León;2023;5
C.VI Inversiones reales;Castilla y León;2022;261
C.VI Inversiones reales;Castilla y León;2021;115
C.VI Inversiones reales;Castilla y León;2020;126
C.VI Inversiones reales;Castilla y León;2019;177
C.VI Inversiones reales;Castilla y León;2018;213
C.VI Inversiones reales;Castilla y León;2017;229
C.VI Inversiones reales;Castilla y León;2016;151
C.VI Inversiones reales;Castilla y León;2015;120
C.VI Inversiones reales;Castilla y León;2014;1.026
C.VI Inversiones reales;Castilla y León;2013;456
C.VI Inversiones reales;Castilla y León;2012;9.525
C.VI Inversiones reales;Castilla y León;2011;3.539
C.VI Inversiones reales;Castilla y León;2010;2.710
C.VI Inversiones reales;Castilla-La Mancha;2023;105
C.VI Inversiones reales;Castilla-La Mancha;2022;57
C.VI Inversiones reales;Castilla-La Mancha;2021;185
C.VI Inversiones reales;Castilla-La Mancha;2020;118
C.VI Inversiones reales;Castilla-La Mancha;2019;90
C.VI Inversiones reales;Castilla-La Mancha;2018;141
C.VI Inversiones reales;Castilla-La Mancha;2017;67
C.VI Inversiones reales;Castilla-La Mancha;2016;27
C.VI Inversiones reales;Castilla-La Mancha;2015;57
C.VI Inversiones reales;Castilla-La Mancha;2014;90
C.VI Inversiones reales;Castilla-La Mancha;2013;29
C.VI Inversiones reales;Castilla-La Mancha;2012;58
C.VI Inversiones reales;Castilla-La Mancha;2011;22
C.VI Inversiones reales;Castilla-La Mancha;2010;223
C.VI Inversiones reales;Cataluña;2023;35
C.VI Inversiones reales;Cataluña;2022;23
C.VI Inversiones reales;Cataluña;2021;30
C.VI Inversiones reales;Cataluña;2020;30
C.VI Inversiones reales;Cataluña;2019;77
C.VI Inversiones reales;Cataluña;2018;95
C.VI Inversiones reales;Cataluña;2017;49
C.VI Inversiones reales;Cataluña;2016;40
C.VI Inversiones reales;Cataluña;2015;50
C.VI Inversiones reales;Cataluña;2014;47
C.VI Inversiones reales;Cataluña;2013;26
C.VI Inversiones reales;Cataluña;2012;23
C.VI Inversiones reales;Cataluña;2011;104
C.VI Inversiones reales;Cataluña;2010;111
C.VI Inversiones reales;Comunitat Valenciana;2023;1.344
C.VI Inversiones reales;Comunitat Valenciana;2022;89
C.VI Inversiones reales;Comunitat Valenciana;2021;58
C.VI Inversiones reales;Comunitat Valenciana;2020;112
C.VI Inversiones reales;Comunitat Valenciana;2019;291
C.VI Inversiones reales;Comunitat Valenciana;2018;3
C.VI Inversiones reales;Comunitat Valenciana;2017;291
C.VI Inversiones reales;Comunitat Valenciana;2016;1
C.VI Inversiones reales;Comunitat Valenciana;2015;0
C.VI Inversiones reales;Comunitat Valenciana;2014;1.180
C.VI Inversiones reales;Comunitat Valenciana;2013;168
C.VI Inversiones reales;Comunitat Valenciana;2012;1.301
C.VI Inversiones reales;Comunitat Valenciana;2011;14.148
C.VI Inversiones reales;Comunitat Valenciana;2010;14.801
C.VI Inversiones reales;Extremadura;2023;1.470
C.VI Inversiones reales;Extremadura;2022;206
C.VI Inversiones reales;Extremadura;2021;333
C.VI Inversiones reales;Extremadura;2020;647
C.VI Inversiones reales;Extremadura;2019;1.283
C.VI Inversiones reales;Extremadura;2018;2.461
C.VI Inversiones reales;Extremadura;2017;1.218
C.VI Inversiones reales;Extremadura;2016;280
C.VI Inversiones reales;Extremadura;2015;49
C.VI Inversiones reales;Extremadura;2014;33
C.VI Inversiones reales;Extremadura;2013;0
C.VI Inversiones reales;Extremadura;2012;1
C.VI Inversiones reales;Extremadura;2011;3
C.VI Inversiones reales;Extremadura;2010;5
C.VI Inversiones reales;Galicia;2023;586
C.VI Inversiones reales;Galicia;2022;453
C.VI Inversiones reales;Galicia;2021;78
C.VI Inversiones reales;Galicia;2020;109
C.VI Inversiones reales;Galicia;2019;230
C.VI Inversiones reales;Galicia;2018;433
C.VI Inversiones reales;Galicia;2017;1.703
C.VI Inversiones reales;Galicia;2016;1.484
C.VI Inversiones reales;Galicia;2015;4.961
C.VI Inversiones reales;Galicia;2014;3.544
C.VI Inversiones reales;Galicia;2013;2.164
C.VI Inversiones reales;Galicia;2012;6.518
C.VI Inversiones reales;Galicia;2011;13.220
C.VI Inversiones reales;Galicia;2010;8.677
C.VI Inversiones reales;País Vasco;2023;513
C.VI Inversiones reales;País Vasco;2022;1.659
C.VI Inversiones reales;País Vasco;2021;656
C.VI Inversiones reales;País Vasco;2020;470
C.VI Inversiones reales;País Vasco;2019;88
C.VI Inversiones reales;País Vasco;2018;1.603
C.VI Inversiones reales;País Vasco;2017;1.488
C.VI Inversiones reales;País Vasco;2016;1.466
C.VI Inversiones reales;País Vasco;2015;452
C.VI Inversiones reales;País Vasco;2014;1.784
C.VI Inversiones reales;País Vasco;2013;318
C.VI Inversiones reales;País Vasco;2012;222
C.VI Inversiones reales;País Vasco;2011;685
C.VI Inversiones reales;País Vasco;2010;717
C.VII Transferencias de capital;TOTAL;2023;93.142
C.VII Transferencias de capital;TOTAL;2022;69.879
C.VII Transferencias de capital;TOTAL;2021;75.141
C.VII Transferencias de capital;TOTAL;2020;61.554
C.VII Transferencias de capital;TOTAL;2019;76.486
C.VII Transferencias de capital;TOTAL;2018;80.817
C.VII Transferencias de capital;TOTAL;2017;47.576
C.VII Transferencias de capital;TOTAL;2016;39.136
C.VII Transferencias de capital;TOTAL;2015;40.986
C.VII Transferencias de capital;TOTAL;2014;36.538
C.VII Transferencias de capital;TOTAL;2013;28.837
C.VII Transferencias de capital;TOTAL;2012;30.685
C.VII Transferencias de capital;TOTAL;2011;64.897
C.VII Transferencias de capital;TOTAL;2010;82.092
C.VII Transferencias de capital;Andalucía;2023;24.001
C.VII Transferencias de capital;Andalucía;2022;24.149
C.VII Transferencias de capital;Andalucía;2021;24.470
C.VII Transferencias de capital;Andalucía;2020;8.029
C.VII Transferencias de capital;Andalucía;2019;14.571
C.VII Transferencias de capital;Andalucía;2018;10.105
C.VII Transferencias de capital;Andalucía;2017;5.095
C.VII Transferencias de capital;Andalucía;2016;4.011
C.VII Transferencias de capital;Andalucía;2015;3.198
C.VII Transferencias de capital;Andalucía;2014;4.862
C.VII Transferencias de capital;Andalucía;2013;7.700
C.VII Transferencias de capital;Andalucía;2012;4.064
C.VII Transferencias de capital;Andalucía;2011;11.621
C.VII Transferencias de capital;Andalucía;2010;18.018
C.VII Transferencias de capital;Aragón;2023;7.728
C.VII Transferencias de capital;Aragón;2022;10.317
C.VII Transferencias de capital;Aragón;2021;10.151
C.VII Transferencias de capital;Aragón;2020;7.646
C.VII Transferencias de capital;Aragón;2019;7.121
C.VII Transferencias de capital;Aragón;2018;7.546
C.VII Transferencias de capital;Aragón;2017;6.023
C.VII Transferencias de capital;Aragón;2016;4.022
C.VII Transferencias de capital;Aragón;2015;3.555
C.VII Transferencias de capital;Aragón;2014;731
C.VII Transferencias de capital;Aragón;2013;288
C.VII Transferencias de capital;Aragón;2012;658
C.VII Transferencias de capital;Aragón;2011;2.539
C.VII Transferencias de capital;Aragón;2010;4.775
C.VII Transferencias de capital;Balears, Illes;2023;10.364
C.VII Transferencias de capital;Balears, Illes;2022;1.279
C.VII Transferencias de capital;Balears, Illes;2021;4.920
C.VII Transferencias de capital;Balears, Illes;2020;1.990
C.VII Transferencias de capital;Balears, Illes;2019;2.970
C.VII Transferencias de capital;Balears, Illes;2018;5.328
C.VII Transferencias de capital;Balears, Illes;2017;5.040
C.VII Transferencias de capital;Balears, Illes;2016;331
C.VII Transferencias de capital;Balears, Illes;2015;416
C.VII Transferencias de capital;Balears, Illes;2014;349
C.VII Transferencias de capital;Balears, Illes;2013;345
C.VII Transferencias de capital;Balears, Illes;2012;358
C.VII Transferencias de capital;Balears, Illes;2011;1.379
C.VII Transferencias de capital;Balears, Illes;2010;1.972
C.VII Transferencias de capital;Canarias;2023;23.033
C.VII Transferencias de capital;Canarias;2022;12.245
C.VII Transferencias de capital;Canarias;2021;5.929
C.VII Transferencias de capital;Canarias;2020;8.388
C.VII Transferencias de capital;Canarias;2019;6.540
C.VII Transferencias de capital;Canarias;2018;9.582
C.VII Transferencias de capital;Canarias;2017;5.646
C.VII Transferencias de capital;Canarias;2016;3.678
C.VII Transferencias de capital;Canarias;2015;9.615
C.VII Transferencias de capital;Canarias;2014;2.942
C.VII Transferencias de capital;Canarias;2013;1.417
C.VII Transferencias de capital;Canarias;2012;2.285
C.VII Transferencias de capital;Canarias;2011;3.177
C.VII Transferencias de capital;Canarias;2010;5.031
C.VII Transferencias de capital;Castilla y León;2023;9.573
C.VII Transferencias de capital;Castilla y León;2022;5.463
C.VII Transferencias de capital;Castilla y León;2021;2.883
C.VII Transferencias de capital;Castilla y León;2020;2.845
C.VII Transferencias de capital;Castilla y León;2019;3.422
C.VII Transferencias de capital;Castilla y León;2018;2.826
C.VII Transferencias de capital;Castilla y León;2017;2.552
C.VII Transferencias de capital;Castilla y León;2016;3.016
C.VII Transferencias de capital;Castilla y León;2015;1.663
C.VII Transferencias de capital;Castilla y León;2014;2.178
