Tipo de entidad;Comunidad autónoma;periodo;Total
AYUNTAMIENTOS;Murcia, Región de;2016;50.141
AYUNTAMIENTOS;Murcia, Región de;2015;51.271
AYUNTAMIENTOS;Murcia, Región de;2014;49.392
AYUNTAMIENTOS;Murcia, Región de;2013;46.850
AYUNTAMIENTOS;Murcia, Región de;2012;53.438
AYUNTAMIENTOS;Murcia, Región de;2011;70.880
AYUNTAMIENTOS;Murcia, Región de;2010;89.522
AYUNTAMIENTOS;Navarra, Comunidad Foral de;2023;76.886
AYUNTAMIENTOS;Navarra, Comunidad Foral de;2022;63.396
AYUNTAMIENTOS;Navarra, Comunidad Foral de;2021;58.985
AYUNTAMIENTOS;Navarra, Comunidad Foral de;2020;59.199
AYUNTAMIENTOS;Navarra, Comunidad Foral de;2019;57.269
AYUNTAMIENTOS;Navarra, Comunidad Foral de;2018;44.463
AYUNTAMIENTOS;Navarra, Comunidad Foral de;2017;39.166
AYUNTAMIENTOS;Navarra, Comunidad Foral de;2016;38.597
AYUNTAMIENTOS;Navarra, Comunidad Foral de;2015;34.459
AYUNTAMIENTOS;Navarra, Comunidad Foral de;2014;..
AYUNTAMIENTOS;Navarra, Comunidad Foral de;2013;..
AYUNTAMIENTOS;Navarra, Comunidad Foral de;2012;35.134
AYUNTAMIENTOS;Navarra, Comunidad Foral de;2011;51.504
AYUNTAMIENTOS;Navarra, Comunidad Foral de;2010;65.490
AYUNTAMIENTOS;País Vasco;2023;224.280
AYUNTAMIENTOS;País Vasco;2022;197.419
AYUNTAMIENTOS;País Vasco;2021;171.179
AYUNTAMIENTOS;País Vasco;2020;157.898
AYUNTAMIENTOS;País Vasco;2019;169.665
AYUNTAMIENTOS;País Vasco;2018;158.667
AYUNTAMIENTOS;País Vasco;2017;150.796
AYUNTAMIENTOS;País Vasco;2016;154.211
AYUNTAMIENTOS;País Vasco;2015;158.600
AYUNTAMIENTOS;País Vasco;2014;..
AYUNTAMIENTOS;País Vasco;2013;..
AYUNTAMIENTOS;País Vasco;2012;139.651
AYUNTAMIENTOS;País Vasco;2011;162.669
AYUNTAMIENTOS;País Vasco;2010;197.589
AYUNTAMIENTOS;Rioja, La;2023;22.578
AYUNTAMIENTOS;Rioja, La;2022;23.850
AYUNTAMIENTOS;Rioja, La;2021;18.498
AYUNTAMIENTOS;Rioja, La;2020;20.667
AYUNTAMIENTOS;Rioja, La;2019;19.173
AYUNTAMIENTOS;Rioja, La;2018;18.367
AYUNTAMIENTOS;Rioja, La;2017;16.784
AYUNTAMIENTOS;Rioja, La;2016;15.624
AYUNTAMIENTOS;Rioja, La;2015;17.864
AYUNTAMIENTOS;Rioja, La;2014;19.732
AYUNTAMIENTOS;Rioja, La;2013;16.572
AYUNTAMIENTOS;Rioja, La;2012;18.122
AYUNTAMIENTOS;Rioja, La;2011;22.676
AYUNTAMIENTOS;Rioja, La;2010;27.928
DIPUTACIONES, CONSEJOS Y CABILDOS;TOTAL;2023;347.153
DIPUTACIONES, CONSEJOS Y CABILDOS;TOTAL;2022;294.386
DIPUTACIONES, CONSEJOS Y CABILDOS;TOTAL;2021;280.270
DIPUTACIONES, CONSEJOS Y CABILDOS;TOTAL;2020;244.152
DIPUTACIONES, CONSEJOS Y CABILDOS;TOTAL;2019;265.349
DIPUTACIONES, CONSEJOS Y CABILDOS;TOTAL;2018;262.569
DIPUTACIONES, CONSEJOS Y CABILDOS;TOTAL;2017;222.770
DIPUTACIONES, CONSEJOS Y CABILDOS;TOTAL;2016;193.894
DIPUTACIONES, CONSEJOS Y CABILDOS;TOTAL;2015;215.972
DIPUTACIONES, CONSEJOS Y CABILDOS;TOTAL;2014;220.743
DIPUTACIONES, CONSEJOS Y CABILDOS;TOTAL;2013;208.593
DIPUTACIONES, CONSEJOS Y CABILDOS;TOTAL;2012;210.820
DIPUTACIONES, CONSEJOS Y CABILDOS;TOTAL;2011;273.104
DIPUTACIONES, CONSEJOS Y CABILDOS;TOTAL;2010;313.864
DIPUTACIONES, CONSEJOS Y CABILDOS;SUBTOTAL (Sin País Vasco y Navarra);2023;309.420
DIPUTACIONES, CONSEJOS Y CABILDOS;SUBTOTAL (Sin País Vasco y Navarra);2022;263.162
DIPUTACIONES, CONSEJOS Y CABILDOS;SUBTOTAL (Sin País Vasco y Navarra);2021;243.291
DIPUTACIONES, CONSEJOS Y CABILDOS;SUBTOTAL (Sin País Vasco y Navarra);2020;218.853
DIPUTACIONES, CONSEJOS Y CABILDOS;SUBTOTAL (Sin País Vasco y Navarra);2019;235.376
DIPUTACIONES, CONSEJOS Y CABILDOS;SUBTOTAL (Sin País Vasco y Navarra);2018;230.752
DIPUTACIONES, CONSEJOS Y CABILDOS;SUBTOTAL (Sin País Vasco y Navarra);2017;194.118
DIPUTACIONES, CONSEJOS Y CABILDOS;SUBTOTAL (Sin País Vasco y Navarra);2016;166.316
DIPUTACIONES, CONSEJOS Y CABILDOS;SUBTOTAL (Sin País Vasco y Navarra);2015;188.573
DIPUTACIONES, CONSEJOS Y CABILDOS;SUBTOTAL (Sin País Vasco y Navarra);2014;189.980
DIPUTACIONES, CONSEJOS Y CABILDOS;SUBTOTAL (Sin País Vasco y Navarra);2013;179.735
DIPUTACIONES, CONSEJOS Y CABILDOS;SUBTOTAL (Sin País Vasco y Navarra);2012;..
DIPUTACIONES, CONSEJOS Y CABILDOS;SUBTOTAL (Sin País Vasco y Navarra);2011;..
DIPUTACIONES, CONSEJOS Y CABILDOS;SUBTOTAL (Sin País Vasco y Navarra);2010;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Andalucía;2023;64.801
DIPUTACIONES, CONSEJOS Y CABILDOS;Andalucía;2022;61.741
DIPUTACIONES, CONSEJOS Y CABILDOS;Andalucía;2021;61.035
DIPUTACIONES, CONSEJOS Y CABILDOS;Andalucía;2020;48.742
DIPUTACIONES, CONSEJOS Y CABILDOS;Andalucía;2019;47.656
DIPUTACIONES, CONSEJOS Y CABILDOS;Andalucía;2018;35.556
DIPUTACIONES, CONSEJOS Y CABILDOS;Andalucía;2017;30.231
DIPUTACIONES, CONSEJOS Y CABILDOS;Andalucía;2016;24.816
DIPUTACIONES, CONSEJOS Y CABILDOS;Andalucía;2015;26.313
DIPUTACIONES, CONSEJOS Y CABILDOS;Andalucía;2014;29.192
DIPUTACIONES, CONSEJOS Y CABILDOS;Andalucía;2013;26.881
DIPUTACIONES, CONSEJOS Y CABILDOS;Andalucía;2012;22.768
DIPUTACIONES, CONSEJOS Y CABILDOS;Andalucía;2011;41.820
DIPUTACIONES, CONSEJOS Y CABILDOS;Andalucía;2010;59.998
DIPUTACIONES, CONSEJOS Y CABILDOS;Aragón;2023;10.096
DIPUTACIONES, CONSEJOS Y CABILDOS;Aragón;2022;11.883
DIPUTACIONES, CONSEJOS Y CABILDOS;Aragón;2021;12.313
DIPUTACIONES, CONSEJOS Y CABILDOS;Aragón;2020;8.189
DIPUTACIONES, CONSEJOS Y CABILDOS;Aragón;2019;8.502
DIPUTACIONES, CONSEJOS Y CABILDOS;Aragón;2018;11.110
DIPUTACIONES, CONSEJOS Y CABILDOS;Aragón;2017;9.838
DIPUTACIONES, CONSEJOS Y CABILDOS;Aragón;2016;7.376
DIPUTACIONES, CONSEJOS Y CABILDOS;Aragón;2015;7.263
DIPUTACIONES, CONSEJOS Y CABILDOS;Aragón;2014;3.583
DIPUTACIONES, CONSEJOS Y CABILDOS;Aragón;2013;2.887
DIPUTACIONES, CONSEJOS Y CABILDOS;Aragón;2012;1.886
DIPUTACIONES, CONSEJOS Y CABILDOS;Aragón;2011;3.607
DIPUTACIONES, CONSEJOS Y CABILDOS;Aragón;2010;6.580
DIPUTACIONES, CONSEJOS Y CABILDOS;Asturias, Principado de;2023;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Asturias, Principado de;2022;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Asturias, Principado de;2021;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Asturias, Principado de;2020;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Asturias, Principado de;2019;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Asturias, Principado de;2018;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Asturias, Principado de;2017;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Asturias, Principado de;2016;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Asturias, Principado de;2015;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Asturias, Principado de;2014;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Asturias, Principado de;2013;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Asturias, Principado de;2012;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Asturias, Principado de;2011;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Asturias, Principado de;2010;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Balears, Illes;2023;29.753
DIPUTACIONES, CONSEJOS Y CABILDOS;Balears, Illes;2022;17.854
DIPUTACIONES, CONSEJOS Y CABILDOS;Balears, Illes;2021;18.972
DIPUTACIONES, CONSEJOS Y CABILDOS;Balears, Illes;2020;17.531
DIPUTACIONES, CONSEJOS Y CABILDOS;Balears, Illes;2019;16.203
DIPUTACIONES, CONSEJOS Y CABILDOS;Balears, Illes;2018;17.008
DIPUTACIONES, CONSEJOS Y CABILDOS;Balears, Illes;2017;16.936
DIPUTACIONES, CONSEJOS Y CABILDOS;Balears, Illes;2016;10.568
DIPUTACIONES, CONSEJOS Y CABILDOS;Balears, Illes;2015;11.651
DIPUTACIONES, CONSEJOS Y CABILDOS;Balears, Illes;2014;11.032
DIPUTACIONES, CONSEJOS Y CABILDOS;Balears, Illes;2013;9.654
DIPUTACIONES, CONSEJOS Y CABILDOS;Balears, Illes;2012;9.778
DIPUTACIONES, CONSEJOS Y CABILDOS;Balears, Illes;2011;12.533
DIPUTACIONES, CONSEJOS Y CABILDOS;Balears, Illes;2010;15.011
DIPUTACIONES, CONSEJOS Y CABILDOS;Canarias;2023;94.900
DIPUTACIONES, CONSEJOS Y CABILDOS;Canarias;2022;74.383
DIPUTACIONES, CONSEJOS Y CABILDOS;Canarias;2021;66.135
DIPUTACIONES, CONSEJOS Y CABILDOS;Canarias;2020;53.760
DIPUTACIONES, CONSEJOS Y CABILDOS;Canarias;2019;52.191
DIPUTACIONES, CONSEJOS Y CABILDOS;Canarias;2018;55.790
DIPUTACIONES, CONSEJOS Y CABILDOS;Canarias;2017;51.333
DIPUTACIONES, CONSEJOS Y CABILDOS;Canarias;2016;42.395
DIPUTACIONES, CONSEJOS Y CABILDOS;Canarias;2015;63.555
DIPUTACIONES, CONSEJOS Y CABILDOS;Canarias;2014;62.009
DIPUTACIONES, CONSEJOS Y CABILDOS;Canarias;2013;61.140
DIPUTACIONES, CONSEJOS Y CABILDOS;Canarias;2012;55.178
DIPUTACIONES, CONSEJOS Y CABILDOS;Canarias;2011;48.326
DIPUTACIONES, CONSEJOS Y CABILDOS;Canarias;2010;51.897
DIPUTACIONES, CONSEJOS Y CABILDOS;Cantabria;2023;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Cantabria;2022;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Cantabria;2021;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Cantabria;2020;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Cantabria;2019;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Cantabria;2018;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Cantabria;2017;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Cantabria;2016;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Cantabria;2015;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Cantabria;2014;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Cantabria;2013;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Cantabria;2012;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Cantabria;2011;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Cantabria;2010;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Castilla y León;2023;27.484
DIPUTACIONES, CONSEJOS Y CABILDOS;Castilla y León;2022;20.711
DIPUTACIONES, CONSEJOS Y CABILDOS;Castilla y León;2021;14.869
DIPUTACIONES, CONSEJOS Y CABILDOS;Castilla y León;2020;13.049
DIPUTACIONES, CONSEJOS Y CABILDOS;Castilla y León;2019;18.596
DIPUTACIONES, CONSEJOS Y CABILDOS;Castilla y León;2018;16.858
DIPUTACIONES, CONSEJOS Y CABILDOS;Castilla y León;2017;17.152
DIPUTACIONES, CONSEJOS Y CABILDOS;Castilla y León;2016;16.991
DIPUTACIONES, CONSEJOS Y CABILDOS;Castilla y León;2015;15.104
DIPUTACIONES, CONSEJOS Y CABILDOS;Castilla y León;2014;20.795
DIPUTACIONES, CONSEJOS Y CABILDOS;Castilla y León;2013;20.529
DIPUTACIONES, CONSEJOS Y CABILDOS;Castilla y León;2012;28.960
DIPUTACIONES, CONSEJOS Y CABILDOS;Castilla y León;2011;25.713
DIPUTACIONES, CONSEJOS Y CABILDOS;Castilla y León;2010;26.719
DIPUTACIONES, CONSEJOS Y CABILDOS;Castilla-La Mancha;2023;11.562
DIPUTACIONES, CONSEJOS Y CABILDOS;Castilla-La Mancha;2022;8.477
DIPUTACIONES, CONSEJOS Y CABILDOS;Castilla-La Mancha;2021;10.128
DIPUTACIONES, CONSEJOS Y CABILDOS;Castilla-La Mancha;2020;9.664
DIPUTACIONES, CONSEJOS Y CABILDOS;Castilla-La Mancha;2019;10.329
DIPUTACIONES, CONSEJOS Y CABILDOS;Castilla-La Mancha;2018;9.754
DIPUTACIONES, CONSEJOS Y CABILDOS;Castilla-La Mancha;2017;9.358
DIPUTACIONES, CONSEJOS Y CABILDOS;Castilla-La Mancha;2016;8.821
DIPUTACIONES, CONSEJOS Y CABILDOS;Castilla-La Mancha;2015;8.175
DIPUTACIONES, CONSEJOS Y CABILDOS;Castilla-La Mancha;2014;8.409
DIPUTACIONES, CONSEJOS Y CABILDOS;Castilla-La Mancha;2013;10.230
DIPUTACIONES, CONSEJOS Y CABILDOS;Castilla-La Mancha;2012;8.722
DIPUTACIONES, CONSEJOS Y CABILDOS;Castilla-La Mancha;2011;13.255
DIPUTACIONES, CONSEJOS Y CABILDOS;Castilla-La Mancha;2010;17.789
DIPUTACIONES, CONSEJOS Y CABILDOS;Cataluña;2023;19.903
DIPUTACIONES, CONSEJOS Y CABILDOS;Cataluña;2022;18.879
DIPUTACIONES, CONSEJOS Y CABILDOS;Cataluña;2021;20.272
DIPUTACIONES, CONSEJOS Y CABILDOS;Cataluña;2020;30.390
DIPUTACIONES, CONSEJOS Y CABILDOS;Cataluña;2019;39.013
DIPUTACIONES, CONSEJOS Y CABILDOS;Cataluña;2018;35.555
DIPUTACIONES, CONSEJOS Y CABILDOS;Cataluña;2017;21.844
DIPUTACIONES, CONSEJOS Y CABILDOS;Cataluña;2016;15.720
DIPUTACIONES, CONSEJOS Y CABILDOS;Cataluña;2015;20.909
DIPUTACIONES, CONSEJOS Y CABILDOS;Cataluña;2014;20.402
DIPUTACIONES, CONSEJOS Y CABILDOS;Cataluña;2013;18.813
DIPUTACIONES, CONSEJOS Y CABILDOS;Cataluña;2012;13.173
DIPUTACIONES, CONSEJOS Y CABILDOS;Cataluña;2011;24.089
DIPUTACIONES, CONSEJOS Y CABILDOS;Cataluña;2010;24.254
DIPUTACIONES, CONSEJOS Y CABILDOS;Comunitat Valenciana;2023;24.701
DIPUTACIONES, CONSEJOS Y CABILDOS;Comunitat Valenciana;2022;25.322
DIPUTACIONES, CONSEJOS Y CABILDOS;Comunitat Valenciana;2021;18.078
DIPUTACIONES, CONSEJOS Y CABILDOS;Comunitat Valenciana;2020;15.561
DIPUTACIONES, CONSEJOS Y CABILDOS;Comunitat Valenciana;2019;17.222
DIPUTACIONES, CONSEJOS Y CABILDOS;Comunitat Valenciana;2018;17.433
DIPUTACIONES, CONSEJOS Y CABILDOS;Comunitat Valenciana;2017;10.149
DIPUTACIONES, CONSEJOS Y CABILDOS;Comunitat Valenciana;2016;13.592
DIPUTACIONES, CONSEJOS Y CABILDOS;Comunitat Valenciana;2015;8.594
DIPUTACIONES, CONSEJOS Y CABILDOS;Comunitat Valenciana;2014;7.749
DIPUTACIONES, CONSEJOS Y CABILDOS;Comunitat Valenciana;2013;8.562
DIPUTACIONES, CONSEJOS Y CABILDOS;Comunitat Valenciana;2012;10.588
DIPUTACIONES, CONSEJOS Y CABILDOS;Comunitat Valenciana;2011;29.310
DIPUTACIONES, CONSEJOS Y CABILDOS;Comunitat Valenciana;2010;33.227
DIPUTACIONES, CONSEJOS Y CABILDOS;Extremadura;2023;6.755
DIPUTACIONES, CONSEJOS Y CABILDOS;Extremadura;2022;7.835
DIPUTACIONES, CONSEJOS Y CABILDOS;Extremadura;2021;5.927
DIPUTACIONES, CONSEJOS Y CABILDOS;Extremadura;2020;4.237
DIPUTACIONES, CONSEJOS Y CABILDOS;Extremadura;2019;8.326
DIPUTACIONES, CONSEJOS Y CABILDOS;Extremadura;2018;12.555
DIPUTACIONES, CONSEJOS Y CABILDOS;Extremadura;2017;7.559
DIPUTACIONES, CONSEJOS Y CABILDOS;Extremadura;2016;5.754
DIPUTACIONES, CONSEJOS Y CABILDOS;Extremadura;2015;4.096
DIPUTACIONES, CONSEJOS Y CABILDOS;Extremadura;2014;7.037
DIPUTACIONES, CONSEJOS Y CABILDOS;Extremadura;2013;3.508
DIPUTACIONES, CONSEJOS Y CABILDOS;Extremadura;2012;3.274
DIPUTACIONES, CONSEJOS Y CABILDOS;Extremadura;2011;3.919
DIPUTACIONES, CONSEJOS Y CABILDOS;Extremadura;2010;5.105
DIPUTACIONES, CONSEJOS Y CABILDOS;Galicia;2023;19.466
DIPUTACIONES, CONSEJOS Y CABILDOS;Galicia;2022;16.077
DIPUTACIONES, CONSEJOS Y CABILDOS;Galicia;2021;15.562
DIPUTACIONES, CONSEJOS Y CABILDOS;Galicia;2020;17.732
DIPUTACIONES, CONSEJOS Y CABILDOS;Galicia;2019;17.337
DIPUTACIONES, CONSEJOS Y CABILDOS;Galicia;2018;19.136
DIPUTACIONES, CONSEJOS Y CABILDOS;Galicia;2017;19.719
DIPUTACIONES, CONSEJOS Y CABILDOS;Galicia;2016;20.284
DIPUTACIONES, CONSEJOS Y CABILDOS;Galicia;2015;22.912
DIPUTACIONES, CONSEJOS Y CABILDOS;Galicia;2014;19.772
DIPUTACIONES, CONSEJOS Y CABILDOS;Galicia;2013;17.530
DIPUTACIONES, CONSEJOS Y CABILDOS;Galicia;2012;23.805
DIPUTACIONES, CONSEJOS Y CABILDOS;Galicia;2011;37.295
DIPUTACIONES, CONSEJOS Y CABILDOS;Galicia;2010;33.066
DIPUTACIONES, CONSEJOS Y CABILDOS;Madrid, Comunidad de;2023;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Madrid, Comunidad de;2022;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Madrid, Comunidad de;2021;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Madrid, Comunidad de;2020;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Madrid, Comunidad de;2019;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Madrid, Comunidad de;2018;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Madrid, Comunidad de;2017;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Madrid, Comunidad de;2016;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Madrid, Comunidad de;2015;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Madrid, Comunidad de;2014;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Madrid, Comunidad de;2013;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Madrid, Comunidad de;2012;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Madrid, Comunidad de;2011;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Madrid, Comunidad de;2010;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Murcia, Región de;2023;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Murcia, Región de;2022;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Murcia, Región de;2021;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Murcia, Región de;2020;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Murcia, Región de;2019;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Murcia, Región de;2018;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Murcia, Región de;2017;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Murcia, Región de;2016;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Murcia, Región de;2015;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Murcia, Región de;2014;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Murcia, Región de;2013;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Murcia, Región de;2012;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Murcia, Región de;2011;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Murcia, Región de;2010;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Navarra, Comunidad Foral de;2023;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Navarra, Comunidad Foral de;2022;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Navarra, Comunidad Foral de;2021;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Navarra, Comunidad Foral de;2020;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Navarra, Comunidad Foral de;2019;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Navarra, Comunidad Foral de;2018;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Navarra, Comunidad Foral de;2017;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Navarra, Comunidad Foral de;2016;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Navarra, Comunidad Foral de;2015;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Navarra, Comunidad Foral de;2014;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Navarra, Comunidad Foral de;2013;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Navarra, Comunidad Foral de;2012;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Navarra, Comunidad Foral de;2011;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Navarra, Comunidad Foral de;2010;..
DIPUTACIONES, CONSEJOS Y CABILDOS;País Vasco;2023;37.733
DIPUTACIONES, CONSEJOS Y CABILDOS;País Vasco;2022;31.224
DIPUTACIONES, CONSEJOS Y CABILDOS;País Vasco;2021;36.979
DIPUTACIONES, CONSEJOS Y CABILDOS;País Vasco;2020;25.299
DIPUTACIONES, CONSEJOS Y CABILDOS;País Vasco;2019;29.972
DIPUTACIONES, CONSEJOS Y CABILDOS;País Vasco;2018;31.817
DIPUTACIONES, CONSEJOS Y CABILDOS;País Vasco;2017;28.652
DIPUTACIONES, CONSEJOS Y CABILDOS;País Vasco;2016;27.577
DIPUTACIONES, CONSEJOS Y CABILDOS;País Vasco;2015;27.399
DIPUTACIONES, CONSEJOS Y CABILDOS;País Vasco;2014;30.763
DIPUTACIONES, CONSEJOS Y CABILDOS;País Vasco;2013;28.859
DIPUTACIONES, CONSEJOS Y CABILDOS;País Vasco;2012;32.689
DIPUTACIONES, CONSEJOS Y CABILDOS;País Vasco;2011;33.236
DIPUTACIONES, CONSEJOS Y CABILDOS;País Vasco;2010;40.218
DIPUTACIONES, CONSEJOS Y CABILDOS;Rioja, La;2023;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Rioja, La;2022;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Rioja, La;2021;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Rioja, La;2020;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Rioja, La;2019;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Rioja, La;2018;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Rioja, La;2017;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Rioja, La;2016;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Rioja, La;2015;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Rioja, La;2014;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Rioja, La;2013;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Rioja, La;2012;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Rioja, La;2011;..
DIPUTACIONES, CONSEJOS Y CABILDOS;Rioja, La;2010;..
