Tipo de entidad;Indicador;Comunidad autónoma;periodo;Total
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Castilla-La Mancha;2014;64.481
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Castilla-La Mancha;2013;60.603
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Castilla-La Mancha;2012;64.944
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Castilla-La Mancha;2011;80.145
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Castilla-La Mancha;2010;103.137
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Cataluña;2023;398.258
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Cataluña;2022;346.679
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Cataluña;2021;300.972
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Cataluña;2020;285.505
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Cataluña;2019;330.026
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Cataluña;2018;325.891
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Cataluña;2017;277.427
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Cataluña;2016;267.255
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Cataluña;2015;268.941
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Cataluña;2014;250.429
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Cataluña;2013;248.101
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Cataluña;2012;257.600
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Cataluña;2011;296.306
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Cataluña;2010;362.875
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Comunitat Valenciana;2023;273.581
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Comunitat Valenciana;2022;236.005
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Comunitat Valenciana;2021;193.579
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Comunitat Valenciana;2020;174.083
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Comunitat Valenciana;2019;190.966
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Comunitat Valenciana;2018;163.802
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Comunitat Valenciana;2017;159.192
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Comunitat Valenciana;2016;156.519
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Comunitat Valenciana;2015;162.507
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Comunitat Valenciana;2014;144.901
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Comunitat Valenciana;2013;137.064
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Comunitat Valenciana;2012;152.137
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Comunitat Valenciana;2011;209.855
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Comunitat Valenciana;2010;254.462
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Extremadura;2023;30.840
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Extremadura;2022;27.916
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Extremadura;2021;22.963
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Extremadura;2020;21.262
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Extremadura;2019;26.195
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Extremadura;2018;24.703
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Extremadura;2017;20.942
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Extremadura;2016;20.377
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Extremadura;2015;20.442
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Extremadura;2014;22.272
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Extremadura;2013;18.208
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Extremadura;2012;18.954
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Extremadura;2011;22.588
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Extremadura;2010;32.707
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Galicia;2023;128.884
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Galicia;2022;111.743
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Galicia;2021;93.498
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Galicia;2020;92.063
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Galicia;2019;106.150
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Galicia;2018;96.349
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Galicia;2017;83.262
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Galicia;2016;79.756
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Galicia;2015;82.412
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Galicia;2014;74.978
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Galicia;2013;81.429
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Galicia;2012;78.069
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Galicia;2011;95.782
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Galicia;2010;115.690
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Madrid, Comunidad de;2023;451.876
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Madrid, Comunidad de;2022;451.721
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Madrid, Comunidad de;2021;386.200
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Madrid, Comunidad de;2020;326.007
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Madrid, Comunidad de;2019;345.550
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Madrid, Comunidad de;2018;321.741
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Madrid, Comunidad de;2017;312.662
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Madrid, Comunidad de;2016;295.333
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Madrid, Comunidad de;2015;280.470
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Madrid, Comunidad de;2014;277.473
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Madrid, Comunidad de;2013;279.499
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Madrid, Comunidad de;2012;300.513
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Madrid, Comunidad de;2011;339.794
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Madrid, Comunidad de;2010;402.542
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Murcia, Región de;2023;77.065
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Murcia, Región de;2022;66.830
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Murcia, Región de;2021;58.670
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Murcia, Región de;2020;55.886
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Murcia, Región de;2019;64.182
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Murcia, Región de;2018;53.001
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Murcia, Región de;2017;51.416
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Murcia, Región de;2016;49.958
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Murcia, Región de;2015;51.059
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Murcia, Región de;2014;49.052
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Murcia, Región de;2013;46.552
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Murcia, Región de;2012;53.106
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Murcia, Región de;2011;70.456
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Murcia, Región de;2010;89.090
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Navarra, Comunidad Foral de;2023;42.910
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Navarra, Comunidad Foral de;2022;33.515
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Navarra, Comunidad Foral de;2021;32.563
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Navarra, Comunidad Foral de;2020;32.885
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Navarra, Comunidad Foral de;2019;27.527
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Navarra, Comunidad Foral de;2018;26.996
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Navarra, Comunidad Foral de;2017;22.703
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Navarra, Comunidad Foral de;2016;23.198
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Navarra, Comunidad Foral de;2015;22.325
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Navarra, Comunidad Foral de;2014;..
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Navarra, Comunidad Foral de;2013;..
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Navarra, Comunidad Foral de;2012;23.042
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Navarra, Comunidad Foral de;2011;33.876
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Navarra, Comunidad Foral de;2010;40.904
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);País Vasco;2023;199.275
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);País Vasco;2022;176.329
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);País Vasco;2021;155.220
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);País Vasco;2020;144.301
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);País Vasco;2019;151.230
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);País Vasco;2018;140.193
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);País Vasco;2017;134.025
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);País Vasco;2016;144.060
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);País Vasco;2015;148.160
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);País Vasco;2014;..
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);País Vasco;2013;..
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);País Vasco;2012;130.458
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);País Vasco;2011;151.727
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);País Vasco;2010;181.115
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Rioja, La;2023;13.925
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Rioja, La;2022;15.808
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Rioja, La;2021;12.850
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Rioja, La;2020;12.942
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Rioja, La;2019;12.577
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Rioja, La;2018;12.147
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Rioja, La;2017;11.102
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Rioja, La;2016;11.490
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Rioja, La;2015;12.243
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Rioja, La;2014;13.921
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Rioja, La;2013;11.206
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Rioja, La;2012;11.118
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Rioja, La;2011;14.713
Ayuntamientos de más de 5.000 habitantes;Valores absolutos (Miles de euros);Rioja, La;2010;16.697
Ayuntamientos de más de 5.000 habitantes;Porcentaje;TOTAL;2023;100,0
Ayuntamientos de más de 5.000 habitantes;Porcentaje;TOTAL;2022;100,0
Ayuntamientos de más de 5.000 habitantes;Porcentaje;TOTAL;2021;100,0
Ayuntamientos de más de 5.000 habitantes;Porcentaje;TOTAL;2020;100,0
Ayuntamientos de más de 5.000 habitantes;Porcentaje;TOTAL;2019;100,0
Ayuntamientos de más de 5.000 habitantes;Porcentaje;TOTAL;2018;100,0
Ayuntamientos de más de 5.000 habitantes;Porcentaje;TOTAL;2017;100,0
Ayuntamientos de más de 5.000 habitantes;Porcentaje;TOTAL;2016;100,0
Ayuntamientos de más de 5.000 habitantes;Porcentaje;TOTAL;2015;100,0
Ayuntamientos de más de 5.000 habitantes;Porcentaje;TOTAL;2014;..
Ayuntamientos de más de 5.000 habitantes;Porcentaje;TOTAL;2013;..
Ayuntamientos de más de 5.000 habitantes;Porcentaje;TOTAL;2012;100,0
Ayuntamientos de más de 5.000 habitantes;Porcentaje;TOTAL;2011;100,0
Ayuntamientos de más de 5.000 habitantes;Porcentaje;TOTAL;2010;100,0
Ayuntamientos de más de 5.000 habitantes;Porcentaje;SUBTOTAL (Sin País Vasco y Navarra);2023;..
Ayuntamientos de más de 5.000 habitantes;Porcentaje;SUBTOTAL (Sin País Vasco y Navarra);2022;..
Ayuntamientos de más de 5.000 habitantes;Porcentaje;SUBTOTAL (Sin País Vasco y Navarra);2021;..
Ayuntamientos de más de 5.000 habitantes;Porcentaje;SUBTOTAL (Sin País Vasco y Navarra);2020;..
Ayuntamientos de más de 5.000 habitantes;Porcentaje;SUBTOTAL (Sin País Vasco y Navarra);2019;..
Ayuntamientos de más de 5.000 habitantes;Porcentaje;SUBTOTAL (Sin País Vasco y Navarra);2018;..
Ayuntamientos de más de 5.000 habitantes;Porcentaje;SUBTOTAL (Sin País Vasco y Navarra);2017;..
Ayuntamientos de más de 5.000 habitantes;Porcentaje;SUBTOTAL (Sin País Vasco y Navarra);2016;..
Ayuntamientos de más de 5.000 habitantes;Porcentaje;SUBTOTAL (Sin País Vasco y Navarra);2015;..
Ayuntamientos de más de 5.000 habitantes;Porcentaje;SUBTOTAL (Sin País Vasco y Navarra);2014;..
Ayuntamientos de más de 5.000 habitantes;Porcentaje;SUBTOTAL (Sin País Vasco y Navarra);2013;..
Ayuntamientos de más de 5.000 habitantes;Porcentaje;SUBTOTAL (Sin País Vasco y Navarra);2012;..
Ayuntamientos de más de 5.000 habitantes;Porcentaje;SUBTOTAL (Sin País Vasco y Navarra);2011;..
Ayuntamientos de más de 5.000 habitantes;Porcentaje;SUBTOTAL (Sin País Vasco y Navarra);2010;..
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Andalucía;2023;14,9
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Andalucía;2022;14,9
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Andalucía;2021;15,0
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Andalucía;2020;14,1
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Andalucía;2019;15,2
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Andalucía;2018;15,2
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Andalucía;2017;14,7
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Andalucía;2016;15,1
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Andalucía;2015;15,2
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Andalucía;2014;..
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Andalucía;2013;..
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Andalucía;2012;15,9
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Andalucía;2011;17,4
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Andalucía;2010;16,4
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Aragón;2023;2,7
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Aragón;2022;2,7
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Aragón;2021;2,8
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Aragón;2020;2,7
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Aragón;2019;2,6
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Aragón;2018;3,0
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Aragón;2017;2,8
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Aragón;2016;3,0
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Aragón;2015;2,7
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Aragón;2014;..
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Aragón;2013;..
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Aragón;2012;2,4
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Aragón;2011;2,0
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Aragón;2010;2,3
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Asturias, Principado de;2023;2,6
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Asturias, Principado de;2022;2,4
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Asturias, Principado de;2021;2,3
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Asturias, Principado de;2020;2,6
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Asturias, Principado de;2019;2,5
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Asturias, Principado de;2018;2,4
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Asturias, Principado de;2017;2,6
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Asturias, Principado de;2016;2,7
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Asturias, Principado de;2015;2,8
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Asturias, Principado de;2014;..
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Asturias, Principado de;2013;..
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Asturias, Principado de;2012;2,6
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Asturias, Principado de;2011;2,8
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Asturias, Principado de;2010;3,0
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Balears, Illes;2023;3,0
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Balears, Illes;2022;3,1
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Balears, Illes;2021;3,0
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Balears, Illes;2020;3,5
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Balears, Illes;2019;2,9
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Balears, Illes;2018;3,0
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Balears, Illes;2017;3,3
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Balears, Illes;2016;3,1
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Balears, Illes;2015;2,8
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Balears, Illes;2014;..
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Balears, Illes;2013;..
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Balears, Illes;2012;3,4
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Balears, Illes;2011;2,9
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Balears, Illes;2010;3,0
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Canarias;2023;4,4
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Canarias;2022;4,2
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Canarias;2021;4,3
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Canarias;2020;4,3
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Canarias;2019;4,1
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Canarias;2018;3,9
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Canarias;2017;3,9
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Canarias;2016;3,6
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Canarias;2015;3,4
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Canarias;2014;..
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Canarias;2013;..
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Canarias;2012;3,7
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Canarias;2011;3,8
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Canarias;2010;3,5
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Cantabria;2023;1,7
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Cantabria;2022;1,5
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Cantabria;2021;1,6
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Cantabria;2020;1,5
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Cantabria;2019;1,5
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Cantabria;2018;1,5
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Cantabria;2017;1,6
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Cantabria;2016;1,6
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Cantabria;2015;1,4
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Cantabria;2014;..
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Cantabria;2013;..
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Cantabria;2012;1,5
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Cantabria;2011;1,5
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Cantabria;2010;1,3
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Castilla y León;2023;4,5
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Castilla y León;2022;4,9
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Castilla y León;2021;4,3
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Castilla y León;2020;4,5
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Castilla y León;2019;4,7
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Castilla y León;2018;4,6
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Castilla y León;2017;4,8
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Castilla y León;2016;5,1
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Castilla y León;2015;5,5
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Castilla y León;2014;..
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Castilla y León;2013;..
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Castilla y León;2012;4,4
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Castilla y León;2011;4,4
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Castilla y León;2010;4,7
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Castilla-La Mancha;2023;4,1
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Castilla-La Mancha;2022;3,7
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Castilla-La Mancha;2021;3,5
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Castilla-La Mancha;2020;3,7
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Castilla-La Mancha;2019;3,8
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Castilla-La Mancha;2018;4,0
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Castilla-La Mancha;2017;4,0
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Castilla-La Mancha;2016;3,8
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Castilla-La Mancha;2015;3,9
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Castilla-La Mancha;2014;..
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Castilla-La Mancha;2013;..
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Castilla-La Mancha;2012;3,9
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Castilla-La Mancha;2011;4,0
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Castilla-La Mancha;2010;4,2
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Cataluña;2023;15,3
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Cataluña;2022;14,8
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Cataluña;2021;15,2
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Cataluña;2020;15,7
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Cataluña;2019;16,5
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Cataluña;2018;17,5
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Cataluña;2017;16,1
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Cataluña;2016;15,8
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Cataluña;2015;16,0
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Cataluña;2014;..
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Cataluña;2013;..
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Cataluña;2012;15,6
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Cataluña;2011;14,7
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Cataluña;2010;14,9
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Comunitat Valenciana;2023;10,5
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Comunitat Valenciana;2022;10,1
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Comunitat Valenciana;2021;9,8
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Comunitat Valenciana;2020;9,6
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Comunitat Valenciana;2019;9,6
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Comunitat Valenciana;2018;8,8
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Comunitat Valenciana;2017;9,3
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Comunitat Valenciana;2016;9,3
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Comunitat Valenciana;2015;9,6
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Comunitat Valenciana;2014;..
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Comunitat Valenciana;2013;..
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Comunitat Valenciana;2012;9,2
