Indicador;Comunidad autónoma;periodo;Total
C.III Gastos financieros;Murcia, Región de;2013;0
C.III Gastos financieros;Murcia, Región de;2012;0
C.III Gastos financieros;Murcia, Región de;2011;0
C.III Gastos financieros;Murcia, Región de;2010;8
C.III Gastos financieros;Navarra, Comunidad Foral de;2023;0
C.III Gastos financieros;Navarra, Comunidad Foral de;2022;0
C.III Gastos financieros;Navarra, Comunidad Foral de;2021;0
C.III Gastos financieros;Navarra, Comunidad Foral de;2020;0
C.III Gastos financieros;Navarra, Comunidad Foral de;2019;0
C.III Gastos financieros;Navarra, Comunidad Foral de;2018;20
C.III Gastos financieros;Navarra, Comunidad Foral de;2017;47
C.III Gastos financieros;Navarra, Comunidad Foral de;2016;87
C.III Gastos financieros;Navarra, Comunidad Foral de;2015;151
C.III Gastos financieros;Navarra, Comunidad Foral de;2014;..
C.III Gastos financieros;Navarra, Comunidad Foral de;2013;..
C.III Gastos financieros;Navarra, Comunidad Foral de;2012;267
C.III Gastos financieros;Navarra, Comunidad Foral de;2011;241
C.III Gastos financieros;Navarra, Comunidad Foral de;2010;30
C.III Gastos financieros;País Vasco;2023;52
C.III Gastos financieros;País Vasco;2022;49
C.III Gastos financieros;País Vasco;2021;32
C.III Gastos financieros;País Vasco;2020;36
C.III Gastos financieros;País Vasco;2019;31
C.III Gastos financieros;País Vasco;2018;205
C.III Gastos financieros;País Vasco;2017;25
C.III Gastos financieros;País Vasco;2016;46
C.III Gastos financieros;País Vasco;2015;47
C.III Gastos financieros;País Vasco;2014;..
C.III Gastos financieros;País Vasco;2013;..
C.III Gastos financieros;País Vasco;2012;41
C.III Gastos financieros;País Vasco;2011;31
C.III Gastos financieros;País Vasco;2010;34
C.III Gastos financieros;Rioja, La;2023;0
C.III Gastos financieros;Rioja, La;2022;0
C.III Gastos financieros;Rioja, La;2021;0
C.III Gastos financieros;Rioja, La;2020;0
C.III Gastos financieros;Rioja, La;2019;0
C.III Gastos financieros;Rioja, La;2018;0
C.III Gastos financieros;Rioja, La;2017;0
C.III Gastos financieros;Rioja, La;2016;0
C.III Gastos financieros;Rioja, La;2015;0
C.III Gastos financieros;Rioja, La;2014;0
C.III Gastos financieros;Rioja, La;2013;30
C.III Gastos financieros;Rioja, La;2012;36
C.III Gastos financieros;Rioja, La;2011;0
C.III Gastos financieros;Rioja, La;2010;0
C.IV Transferencias corrientes;TOTAL;2023;450.558
C.IV Transferencias corrientes;TOTAL;2022;426.359
C.IV Transferencias corrientes;TOTAL;2021;379.725
C.IV Transferencias corrientes;TOTAL;2020;335.116
C.IV Transferencias corrientes;TOTAL;2019;342.601
C.IV Transferencias corrientes;TOTAL;2018;337.414
C.IV Transferencias corrientes;TOTAL;2017;309.550
C.IV Transferencias corrientes;TOTAL;2016;309.368
C.IV Transferencias corrientes;TOTAL;2015;324.870
C.IV Transferencias corrientes;TOTAL;2014;..
C.IV Transferencias corrientes;TOTAL;2013;..
C.IV Transferencias corrientes;TOTAL;2012;298.014
C.IV Transferencias corrientes;TOTAL;2011;326.198
C.IV Transferencias corrientes;TOTAL;2010;341.734
C.IV Transferencias corrientes;SUBTOTAL (Sin País Vasco y Navarra);2023;..
C.IV Transferencias corrientes;SUBTOTAL (Sin País Vasco y Navarra);2022;..
C.IV Transferencias corrientes;SUBTOTAL (Sin País Vasco y Navarra);2021;..
C.IV Transferencias corrientes;SUBTOTAL (Sin País Vasco y Navarra);2020;..
C.IV Transferencias corrientes;SUBTOTAL (Sin País Vasco y Navarra);2019;..
C.IV Transferencias corrientes;SUBTOTAL (Sin País Vasco y Navarra);2018;..
C.IV Transferencias corrientes;SUBTOTAL (Sin País Vasco y Navarra);2017;..
C.IV Transferencias corrientes;SUBTOTAL (Sin País Vasco y Navarra);2016;..
C.IV Transferencias corrientes;SUBTOTAL (Sin País Vasco y Navarra);2015;..
C.IV Transferencias corrientes;SUBTOTAL (Sin País Vasco y Navarra);2014;233.424
C.IV Transferencias corrientes;SUBTOTAL (Sin País Vasco y Navarra);2013;246.509
C.IV Transferencias corrientes;SUBTOTAL (Sin País Vasco y Navarra);2012;..
C.IV Transferencias corrientes;SUBTOTAL (Sin País Vasco y Navarra);2011;..
C.IV Transferencias corrientes;SUBTOTAL (Sin País Vasco y Navarra);2010;..
C.IV Transferencias corrientes;Andalucía;2023;39.915
C.IV Transferencias corrientes;Andalucía;2022;40.851
C.IV Transferencias corrientes;Andalucía;2021;33.456
C.IV Transferencias corrientes;Andalucía;2020;31.137
C.IV Transferencias corrientes;Andalucía;2019;30.601
C.IV Transferencias corrientes;Andalucía;2018;28.047
C.IV Transferencias corrientes;Andalucía;2017;28.153
C.IV Transferencias corrientes;Andalucía;2016;28.438
C.IV Transferencias corrientes;Andalucía;2015;28.770
C.IV Transferencias corrientes;Andalucía;2014;27.075
C.IV Transferencias corrientes;Andalucía;2013;23.761
C.IV Transferencias corrientes;Andalucía;2012;24.864
C.IV Transferencias corrientes;Andalucía;2011;27.440
C.IV Transferencias corrientes;Andalucía;2010;39.906
C.IV Transferencias corrientes;Aragón;2023;12.687
C.IV Transferencias corrientes;Aragón;2022;11.311
C.IV Transferencias corrientes;Aragón;2021;11.233
C.IV Transferencias corrientes;Aragón;2020;8.358
C.IV Transferencias corrientes;Aragón;2019;8.066
C.IV Transferencias corrientes;Aragón;2018;8.327
C.IV Transferencias corrientes;Aragón;2017;7.466
C.IV Transferencias corrientes;Aragón;2016;6.686
C.IV Transferencias corrientes;Aragón;2015;7.242
C.IV Transferencias corrientes;Aragón;2014;7.564
C.IV Transferencias corrientes;Aragón;2013;7.802
C.IV Transferencias corrientes;Aragón;2012;8.283
C.IV Transferencias corrientes;Aragón;2011;8.750
C.IV Transferencias corrientes;Aragón;2010;9.554
C.IV Transferencias corrientes;Asturias, Principado de;2023;8.404
C.IV Transferencias corrientes;Asturias, Principado de;2022;8.297
C.IV Transferencias corrientes;Asturias, Principado de;2021;6.189
C.IV Transferencias corrientes;Asturias, Principado de;2020;5.297
C.IV Transferencias corrientes;Asturias, Principado de;2019;6.961
C.IV Transferencias corrientes;Asturias, Principado de;2018;6.516
C.IV Transferencias corrientes;Asturias, Principado de;2017;7.049
C.IV Transferencias corrientes;Asturias, Principado de;2016;6.532
C.IV Transferencias corrientes;Asturias, Principado de;2015;6.482
C.IV Transferencias corrientes;Asturias, Principado de;2014;6.753
C.IV Transferencias corrientes;Asturias, Principado de;2013;6.609
C.IV Transferencias corrientes;Asturias, Principado de;2012;7.376
C.IV Transferencias corrientes;Asturias, Principado de;2011;8.724
C.IV Transferencias corrientes;Asturias, Principado de;2010;9.051
C.IV Transferencias corrientes;Balears, Illes;2023;11.559
C.IV Transferencias corrientes;Balears, Illes;2022;9.508
C.IV Transferencias corrientes;Balears, Illes;2021;8.894
C.IV Transferencias corrientes;Balears, Illes;2020;8.342
C.IV Transferencias corrientes;Balears, Illes;2019;8.494
C.IV Transferencias corrientes;Balears, Illes;2018;7.398
C.IV Transferencias corrientes;Balears, Illes;2017;7.586
C.IV Transferencias corrientes;Balears, Illes;2016;7.032
C.IV Transferencias corrientes;Balears, Illes;2015;7.030
C.IV Transferencias corrientes;Balears, Illes;2014;5.675
C.IV Transferencias corrientes;Balears, Illes;2013;5.145
C.IV Transferencias corrientes;Balears, Illes;2012;5.939
C.IV Transferencias corrientes;Balears, Illes;2011;7.518
C.IV Transferencias corrientes;Balears, Illes;2010;8.448
C.IV Transferencias corrientes;Canarias;2023;56.066
C.IV Transferencias corrientes;Canarias;2022;53.162
C.IV Transferencias corrientes;Canarias;2021;46.934
C.IV Transferencias corrientes;Canarias;2020;35.983
C.IV Transferencias corrientes;Canarias;2019;33.067
C.IV Transferencias corrientes;Canarias;2018;33.101
C.IV Transferencias corrientes;Canarias;2017;28.692
C.IV Transferencias corrientes;Canarias;2016;26.836
C.IV Transferencias corrientes;Canarias;2015;23.233
C.IV Transferencias corrientes;Canarias;2014;21.185
C.IV Transferencias corrientes;Canarias;2013;19.499
C.IV Transferencias corrientes;Canarias;2012;20.570
C.IV Transferencias corrientes;Canarias;2011;23.418
C.IV Transferencias corrientes;Canarias;2010;24.263
C.IV Transferencias corrientes;Cantabria;2023;8.551
C.IV Transferencias corrientes;Cantabria;2022;7.728
C.IV Transferencias corrientes;Cantabria;2021;6.425
C.IV Transferencias corrientes;Cantabria;2020;4.924
C.IV Transferencias corrientes;Cantabria;2019;6.079
C.IV Transferencias corrientes;Cantabria;2018;5.476
C.IV Transferencias corrientes;Cantabria;2017;4.896
C.IV Transferencias corrientes;Cantabria;2016;5.190
C.IV Transferencias corrientes;Cantabria;2015;4.015
C.IV Transferencias corrientes;Cantabria;2014;4.551
C.IV Transferencias corrientes;Cantabria;2013;4.480
C.IV Transferencias corrientes;Cantabria;2012;4.427
C.IV Transferencias corrientes;Cantabria;2011;4.936
C.IV Transferencias corrientes;Cantabria;2010;5.047
C.IV Transferencias corrientes;Castilla y León;2023;17.587
C.IV Transferencias corrientes;Castilla y León;2022;15.544
C.IV Transferencias corrientes;Castilla y León;2021;14.412
C.IV Transferencias corrientes;Castilla y León;2020;13.494
C.IV Transferencias corrientes;Castilla y León;2019;15.836
C.IV Transferencias corrientes;Castilla y León;2018;13.844
C.IV Transferencias corrientes;Castilla y León;2017;15.275
C.IV Transferencias corrientes;Castilla y León;2016;13.989
C.IV Transferencias corrientes;Castilla y León;2015;14.165
C.IV Transferencias corrientes;Castilla y León;2014;10.665
C.IV Transferencias corrientes;Castilla y León;2013;11.641
C.IV Transferencias corrientes;Castilla y León;2012;13.081
C.IV Transferencias corrientes;Castilla y León;2011;17.536
C.IV Transferencias corrientes;Castilla y León;2010;17.885
C.IV Transferencias corrientes;Castilla-La Mancha;2023;16.301
C.IV Transferencias corrientes;Castilla-La Mancha;2022;12.928
C.IV Transferencias corrientes;Castilla-La Mancha;2021;11.395
C.IV Transferencias corrientes;Castilla-La Mancha;2020;10.178
C.IV Transferencias corrientes;Castilla-La Mancha;2019;11.218
C.IV Transferencias corrientes;Castilla-La Mancha;2018;10.649
C.IV Transferencias corrientes;Castilla-La Mancha;2017;10.825
C.IV Transferencias corrientes;Castilla-La Mancha;2016;10.903
C.IV Transferencias corrientes;Castilla-La Mancha;2015;10.346
C.IV Transferencias corrientes;Castilla-La Mancha;2014;10.153
C.IV Transferencias corrientes;Castilla-La Mancha;2013;12.147
C.IV Transferencias corrientes;Castilla-La Mancha;2012;11.288
C.IV Transferencias corrientes;Castilla-La Mancha;2011;15.846
C.IV Transferencias corrientes;Castilla-La Mancha;2010;19.278
C.IV Transferencias corrientes;Cataluña;2023;77.947
C.IV Transferencias corrientes;Cataluña;2022;78.425
C.IV Transferencias corrientes;Cataluña;2021;73.898
C.IV Transferencias corrientes;Cataluña;2020;61.344
C.IV Transferencias corrientes;Cataluña;2019;63.926
C.IV Transferencias corrientes;Cataluña;2018;73.373
C.IV Transferencias corrientes;Cataluña;2017;60.410
C.IV Transferencias corrientes;Cataluña;2016;55.822
C.IV Transferencias corrientes;Cataluña;2015;54.112
C.IV Transferencias corrientes;Cataluña;2014;53.653
C.IV Transferencias corrientes;Cataluña;2013;66.267
C.IV Transferencias corrientes;Cataluña;2012;61.904
C.IV Transferencias corrientes;Cataluña;2011;60.079
C.IV Transferencias corrientes;Cataluña;2010;58.236
C.IV Transferencias corrientes;Comunitat Valenciana;2023;49.034
C.IV Transferencias corrientes;Comunitat Valenciana;2022;45.768
C.IV Transferencias corrientes;Comunitat Valenciana;2021;39.359
C.IV Transferencias corrientes;Comunitat Valenciana;2020;33.831
C.IV Transferencias corrientes;Comunitat Valenciana;2019;34.858
C.IV Transferencias corrientes;Comunitat Valenciana;2018;34.647
C.IV Transferencias corrientes;Comunitat Valenciana;2017;30.192
C.IV Transferencias corrientes;Comunitat Valenciana;2016;29.974
C.IV Transferencias corrientes;Comunitat Valenciana;2015;25.376
C.IV Transferencias corrientes;Comunitat Valenciana;2014;22.695
C.IV Transferencias corrientes;Comunitat Valenciana;2013;22.195
C.IV Transferencias corrientes;Comunitat Valenciana;2012;20.641
C.IV Transferencias corrientes;Comunitat Valenciana;2011;26.462
C.IV Transferencias corrientes;Comunitat Valenciana;2010;28.618
C.IV Transferencias corrientes;Extremadura;2023;8.465
C.IV Transferencias corrientes;Extremadura;2022;8.314
C.IV Transferencias corrientes;Extremadura;2021;6.843
C.IV Transferencias corrientes;Extremadura;2020;5.375
C.IV Transferencias corrientes;Extremadura;2019;6.397
C.IV Transferencias corrientes;Extremadura;2018;5.952
C.IV Transferencias corrientes;Extremadura;2017;5.582
C.IV Transferencias corrientes;Extremadura;2016;5.489
C.IV Transferencias corrientes;Extremadura;2015;5.661
C.IV Transferencias corrientes;Extremadura;2014;4.350
C.IV Transferencias corrientes;Extremadura;2013;4.750
C.IV Transferencias corrientes;Extremadura;2012;6.502
C.IV Transferencias corrientes;Extremadura;2011;6.584
C.IV Transferencias corrientes;Extremadura;2010;6.247
C.IV Transferencias corrientes;Galicia;2023;28.564
C.IV Transferencias corrientes;Galicia;2022;27.420
C.IV Transferencias corrientes;Galicia;2021;23.681
C.IV Transferencias corrientes;Galicia;2020;23.869
C.IV Transferencias corrientes;Galicia;2019;26.981
C.IV Transferencias corrientes;Galicia;2018;24.147
C.IV Transferencias corrientes;Galicia;2017;22.139
C.IV Transferencias corrientes;Galicia;2016;20.471
C.IV Transferencias corrientes;Galicia;2015;21.071
C.IV Transferencias corrientes;Galicia;2014;19.288
C.IV Transferencias corrientes;Galicia;2013;19.017
C.IV Transferencias corrientes;Galicia;2012;20.413
C.IV Transferencias corrientes;Galicia;2011;25.015
C.IV Transferencias corrientes;Galicia;2010;22.852
C.IV Transferencias corrientes;Madrid, Comunidad de;2023;35.782
C.IV Transferencias corrientes;Madrid, Comunidad de;2022;35.411
C.IV Transferencias corrientes;Madrid, Comunidad de;2021;30.102
C.IV Transferencias corrientes;Madrid, Comunidad de;2020;28.687
C.IV Transferencias corrientes;Madrid, Comunidad de;2019;25.895
C.IV Transferencias corrientes;Madrid, Comunidad de;2018;25.746
C.IV Transferencias corrientes;Madrid, Comunidad de;2017;21.843
C.IV Transferencias corrientes;Madrid, Comunidad de;2016;22.473
C.IV Transferencias corrientes;Madrid, Comunidad de;2015;46.415
C.IV Transferencias corrientes;Madrid, Comunidad de;2014;24.484
C.IV Transferencias corrientes;Madrid, Comunidad de;2013;28.785
C.IV Transferencias corrientes;Madrid, Comunidad de;2012;28.029
C.IV Transferencias corrientes;Madrid, Comunidad de;2011;25.251
C.IV Transferencias corrientes;Madrid, Comunidad de;2010;28.774
C.IV Transferencias corrientes;Murcia, Región de;2023;8.081
C.IV Transferencias corrientes;Murcia, Región de;2022;8.505
C.IV Transferencias corrientes;Murcia, Región de;2021;10.040
C.IV Transferencias corrientes;Murcia, Región de;2020;8.810
C.IV Transferencias corrientes;Murcia, Región de;2019;9.175
C.IV Transferencias corrientes;Murcia, Región de;2018;9.377
C.IV Transferencias corrientes;Murcia, Región de;2017;7.904
C.IV Transferencias corrientes;Murcia, Región de;2016;8.924
C.IV Transferencias corrientes;Murcia, Región de;2015;9.575
C.IV Transferencias corrientes;Murcia, Región de;2014;9.916
C.IV Transferencias corrientes;Murcia, Región de;2013;9.441
C.IV Transferencias corrientes;Murcia, Región de;2012;9.927
C.IV Transferencias corrientes;Murcia, Región de;2011;10.749
C.IV Transferencias corrientes;Murcia, Región de;2010;11.470
C.IV Transferencias corrientes;Navarra, Comunidad Foral de;2023;9.484
C.IV Transferencias corrientes;Navarra, Comunidad Foral de;2022;9.061
C.IV Transferencias corrientes;Navarra, Comunidad Foral de;2021;6.304
C.IV Transferencias corrientes;Navarra, Comunidad Foral de;2020;5.934
C.IV Transferencias corrientes;Navarra, Comunidad Foral de;2019;5.326
C.IV Transferencias corrientes;Navarra, Comunidad Foral de;2018;5.640
C.IV Transferencias corrientes;Navarra, Comunidad Foral de;2017;5.954
C.IV Transferencias corrientes;Navarra, Comunidad Foral de;2016;5.854
C.IV Transferencias corrientes;Navarra, Comunidad Foral de;2015;5.195
C.IV Transferencias corrientes;Navarra, Comunidad Foral de;2014;..
C.IV Transferencias corrientes;Navarra, Comunidad Foral de;2013;..
C.IV Transferencias corrientes;Navarra, Comunidad Foral de;2012;5.269
C.IV Transferencias corrientes;Navarra, Comunidad Foral de;2011;6.070
C.IV Transferencias corrientes;Navarra, Comunidad Foral de;2010;5.866
C.IV Transferencias corrientes;País Vasco;2023;54.629
C.IV Transferencias corrientes;País Vasco;2022;46.893
C.IV Transferencias corrientes;País Vasco;2021;43.891
C.IV Transferencias corrientes;País Vasco;2020;42.364
C.IV Transferencias corrientes;País Vasco;2019;43.650
C.IV Transferencias corrientes;País Vasco;2018;39.479
C.IV Transferencias corrientes;País Vasco;2017;39.946
C.IV Transferencias corrientes;País Vasco;2016;49.279
C.IV Transferencias corrientes;País Vasco;2015;50.682
C.IV Transferencias corrientes;País Vasco;2014;..
C.IV Transferencias corrientes;País Vasco;2013;..
C.IV Transferencias corrientes;País Vasco;2012;44.626
C.IV Transferencias corrientes;País Vasco;2011;46.779
C.IV Transferencias corrientes;País Vasco;2010;40.417
C.IV Transferencias corrientes;Rioja, La;2023;7.503
C.IV Transferencias corrientes;Rioja, La;2022;7.233
C.IV Transferencias corrientes;Rioja, La;2021;6.671
C.IV Transferencias corrientes;Rioja, La;2020;7.188
C.IV Transferencias corrientes;Rioja, La;2019;6.071
C.IV Transferencias corrientes;Rioja, La;2018;5.694
C.IV Transferencias corrientes;Rioja, La;2017;5.639
C.IV Transferencias corrientes;Rioja, La;2016;5.473
C.IV Transferencias corrientes;Rioja, La;2015;5.500
C.IV Transferencias corrientes;Rioja, La;2014;5.417
C.IV Transferencias corrientes;Rioja, La;2013;4.970
C.IV Transferencias corrientes;Rioja, La;2012;4.874
C.IV Transferencias corrientes;Rioja, La;2011;5.041
C.IV Transferencias corrientes;Rioja, La;2010;5.821
C.VI Inversiones reales;TOTAL;2023;808.208
C.VI Inversiones reales;TOTAL;2022;685.698
C.VI Inversiones reales;TOTAL;2021;526.154
C.VI Inversiones reales;TOTAL;2020;447.716
C.VI Inversiones reales;TOTAL;2019;533.333
C.VI Inversiones reales;TOTAL;2018;394.846
C.VI Inversiones reales;TOTAL;2017;310.375
C.VI Inversiones reales;TOTAL;2016;262.651
C.VI Inversiones reales;TOTAL;2015;330.287
C.VI Inversiones reales;TOTAL;2014;..
C.VI Inversiones reales;TOTAL;2013;..
C.VI Inversiones reales;TOTAL;2012;354.512
C.VI Inversiones reales;TOTAL;2011;675.829
C.VI Inversiones reales;TOTAL;2010;1.172.536
C.VI Inversiones reales;SUBTOTAL (Sin País Vasco y Navarra);2023;..
C.VI Inversiones reales;SUBTOTAL (Sin País Vasco y Navarra);2022;..
C.VI Inversiones reales;SUBTOTAL (Sin País Vasco y Navarra);2021;..
C.VI Inversiones reales;SUBTOTAL (Sin País Vasco y Navarra);2020;..
C.VI Inversiones reales;SUBTOTAL (Sin País Vasco y Navarra);2019;..
C.VI Inversiones reales;SUBTOTAL (Sin País Vasco y Navarra);2018;..
C.VI Inversiones reales;SUBTOTAL (Sin País Vasco y Navarra);2017;..
C.VI Inversiones reales;SUBTOTAL (Sin País Vasco y Navarra);2016;..
C.VI Inversiones reales;SUBTOTAL (Sin País Vasco y Navarra);2015;..
C.VI Inversiones reales;SUBTOTAL (Sin País Vasco y Navarra);2014;284.639
C.VI Inversiones reales;SUBTOTAL (Sin País Vasco y Navarra);2013;230.499
C.VI Inversiones reales;SUBTOTAL (Sin País Vasco y Navarra);2012;..
C.VI Inversiones reales;SUBTOTAL (Sin País Vasco y Navarra);2011;..
C.VI Inversiones reales;SUBTOTAL (Sin País Vasco y Navarra);2010;..
C.VI Inversiones reales;Andalucía;2023;117.128
C.VI Inversiones reales;Andalucía;2022;98.099
C.VI Inversiones reales;Andalucía;2021;82.973
C.VI Inversiones reales;Andalucía;2020;65.174
C.VI Inversiones reales;Andalucía;2019;83.985
C.VI Inversiones reales;Andalucía;2018;58.200
C.VI Inversiones reales;Andalucía;2017;35.900
C.VI Inversiones reales;Andalucía;2016;43.611
C.VI Inversiones reales;Andalucía;2015;45.839
C.VI Inversiones reales;Andalucía;2014;46.868
C.VI Inversiones reales;Andalucía;2013;38.884
C.VI Inversiones reales;Andalucía;2012;66.681
C.VI Inversiones reales;Andalucía;2011;148.759
C.VI Inversiones reales;Andalucía;2010;199.102
C.VI Inversiones reales;Aragón;2023;31.290
C.VI Inversiones reales;Aragón;2022;34.048
C.VI Inversiones reales;Aragón;2021;25.124
C.VI Inversiones reales;Aragón;2020;20.388
C.VI Inversiones reales;Aragón;2019;18.354
C.VI Inversiones reales;Aragón;2018;19.185
C.VI Inversiones reales;Aragón;2017;12.187
C.VI Inversiones reales;Aragón;2016;9.952
C.VI Inversiones reales;Aragón;2015;12.817
C.VI Inversiones reales;Aragón;2014;11.664
C.VI Inversiones reales;Aragón;2013;14.808
C.VI Inversiones reales;Aragón;2012;18.678
C.VI Inversiones reales;Aragón;2011;27.284
C.VI Inversiones reales;Aragón;2010;50.690
C.VI Inversiones reales;Asturias, Principado de;2023;13.971
C.VI Inversiones reales;Asturias, Principado de;2022;7.607
C.VI Inversiones reales;Asturias, Principado de;2021;4.136
C.VI Inversiones reales;Asturias, Principado de;2020;7.492
C.VI Inversiones reales;Asturias, Principado de;2019;6.425
C.VI Inversiones reales;Asturias, Principado de;2018;2.976
C.VI Inversiones reales;Asturias, Principado de;2017;3.327
C.VI Inversiones reales;Asturias, Principado de;2016;3.998
C.VI Inversiones reales;Asturias, Principado de;2015;7.785
C.VI Inversiones reales;Asturias, Principado de;2014;5.355
C.VI Inversiones reales;Asturias, Principado de;2013;3.113
C.VI Inversiones reales;Asturias, Principado de;2012;4.727
C.VI Inversiones reales;Asturias, Principado de;2011;17.145
C.VI Inversiones reales;Asturias, Principado de;2010;37.048
C.VI Inversiones reales;Balears, Illes;2023;19.466
C.VI Inversiones reales;Balears, Illes;2022;23.933
C.VI Inversiones reales;Balears, Illes;2021;16.408
C.VI Inversiones reales;Balears, Illes;2020;25.311
C.VI Inversiones reales;Balears, Illes;2019;16.416
C.VI Inversiones reales;Balears, Illes;2018;16.312
C.VI Inversiones reales;Balears, Illes;2017;17.743
C.VI Inversiones reales;Balears, Illes;2016;8.910
C.VI Inversiones reales;Balears, Illes;2015;9.119
C.VI Inversiones reales;Balears, Illes;2014;9.617
C.VI Inversiones reales;Balears, Illes;2013;10.582
C.VI Inversiones reales;Balears, Illes;2012;17.033
C.VI Inversiones reales;Balears, Illes;2011;17.147
C.VI Inversiones reales;Balears, Illes;2010;31.796
C.VI Inversiones reales;Canarias;2023;50.914
C.VI Inversiones reales;Canarias;2022;34.765
C.VI Inversiones reales;Canarias;2021;34.856
C.VI Inversiones reales;Canarias;2020;22.441
C.VI Inversiones reales;Canarias;2019;25.557
C.VI Inversiones reales;Canarias;2018;18.473
C.VI Inversiones reales;Canarias;2017;20.322
C.VI Inversiones reales;Canarias;2016;11.072
C.VI Inversiones reales;Canarias;2015;30.465
C.VI Inversiones reales;Canarias;2014;31.511
C.VI Inversiones reales;Canarias;2013;34.367
C.VI Inversiones reales;Canarias;2012;27.957
C.VI Inversiones reales;Canarias;2011;37.359
C.VI Inversiones reales;Canarias;2010;45.798
C.VI Inversiones reales;Cantabria;2023;17.481
C.VI Inversiones reales;Cantabria;2022;9.537
C.VI Inversiones reales;Cantabria;2021;8.652
C.VI Inversiones reales;Cantabria;2020;7.695
C.VI Inversiones reales;Cantabria;2019;6.139
C.VI Inversiones reales;Cantabria;2018;4.341
C.VI Inversiones reales;Cantabria;2017;5.086
C.VI Inversiones reales;Cantabria;2016;4.916
C.VI Inversiones reales;Cantabria;2015;5.309
C.VI Inversiones reales;Cantabria;2014;6.860
C.VI Inversiones reales;Cantabria;2013;2.802
C.VI Inversiones reales;Cantabria;2012;3.395
C.VI Inversiones reales;Cantabria;2011;6.865
C.VI Inversiones reales;Cantabria;2010;12.007
C.VI Inversiones reales;Castilla y León;2023;53.383
C.VI Inversiones reales;Castilla y León;2022;56.984
C.VI Inversiones reales;Castilla y León;2021;38.078
C.VI Inversiones reales;Castilla y León;2020;24.042
C.VI Inversiones reales;Castilla y León;2019;30.771
C.VI Inversiones reales;Castilla y León;2018;25.297
C.VI Inversiones reales;Castilla y León;2017;20.040
C.VI Inversiones reales;Castilla y León;2016;20.750
C.VI Inversiones reales;Castilla y León;2015;27.611
C.VI Inversiones reales;Castilla y León;2014;20.853
C.VI Inversiones reales;Castilla y León;2013;11.284
C.VI Inversiones reales;Castilla y León;2012;24.024
C.VI Inversiones reales;Castilla y León;2011;37.657
C.VI Inversiones reales;Castilla y León;2010;72.697
C.VI Inversiones reales;Castilla-La Mancha;2023;42.881
C.VI Inversiones reales;Castilla-La Mancha;2022;34.297
C.VI Inversiones reales;Castilla-La Mancha;2021;24.574
C.VI Inversiones reales;Castilla-La Mancha;2020;16.177
C.VI Inversiones reales;Castilla-La Mancha;2019;21.414
C.VI Inversiones reales;Castilla-La Mancha;2018;19.966
C.VI Inversiones reales;Castilla-La Mancha;2017;12.207
C.VI Inversiones reales;Castilla-La Mancha;2016;10.674
C.VI Inversiones reales;Castilla-La Mancha;2015;12.891
C.VI Inversiones reales;Castilla-La Mancha;2014;9.329
C.VI Inversiones reales;Castilla-La Mancha;2013;8.086
C.VI Inversiones reales;Castilla-La Mancha;2012;13.766
C.VI Inversiones reales;Castilla-La Mancha;2011;24.664
C.VI Inversiones reales;Castilla-La Mancha;2010;55.560
C.VI Inversiones reales;Cataluña;2023;120.321
C.VI Inversiones reales;Cataluña;2022;92.590
C.VI Inversiones reales;Cataluña;2021;70.239
C.VI Inversiones reales;Cataluña;2020;69.060
C.VI Inversiones reales;Cataluña;2019;101.573
C.VI Inversiones reales;Cataluña;2018;85.747
C.VI Inversiones reales;Cataluña;2017;63.000
C.VI Inversiones reales;Cataluña;2016;51.901
C.VI Inversiones reales;Cataluña;2015;63.796
C.VI Inversiones reales;Cataluña;2014;57.589
C.VI Inversiones reales;Cataluña;2013;39.185
C.VI Inversiones reales;Cataluña;2012;58.981
C.VI Inversiones reales;Cataluña;2011;102.160
C.VI Inversiones reales;Cataluña;2010;195.543
C.VI Inversiones reales;Comunitat Valenciana;2023;106.238
C.VI Inversiones reales;Comunitat Valenciana;2022;76.795
C.VI Inversiones reales;Comunitat Valenciana;2021;50.377
C.VI Inversiones reales;Comunitat Valenciana;2020;45.280
C.VI Inversiones reales;Comunitat Valenciana;2019;59.066
C.VI Inversiones reales;Comunitat Valenciana;2018;27.595
C.VI Inversiones reales;Comunitat Valenciana;2017;27.679
C.VI Inversiones reales;Comunitat Valenciana;2016;22.053
C.VI Inversiones reales;Comunitat Valenciana;2015;36.692
C.VI Inversiones reales;Comunitat Valenciana;2014;26.494
C.VI Inversiones reales;Comunitat Valenciana;2013;18.128
C.VI Inversiones reales;Comunitat Valenciana;2012;32.099
C.VI Inversiones reales;Comunitat Valenciana;2011;91.832
C.VI Inversiones reales;Comunitat Valenciana;2010;153.171
C.VI Inversiones reales;Extremadura;2023;23.482
C.VI Inversiones reales;Extremadura;2022;15.851
C.VI Inversiones reales;Extremadura;2021;14.246
C.VI Inversiones reales;Extremadura;2020;12.097
C.VI Inversiones reales;Extremadura;2019;17.065
C.VI Inversiones reales;Extremadura;2018;16.582
C.VI Inversiones reales;Extremadura;2017;8.510
C.VI Inversiones reales;Extremadura;2016;5.980
C.VI Inversiones reales;Extremadura;2015;8.505
C.VI Inversiones reales;Extremadura;2014;11.188
C.VI Inversiones reales;Extremadura;2013;4.060
C.VI Inversiones reales;Extremadura;2012;6.935
C.VI Inversiones reales;Extremadura;2011;9.743
