Indicador;Comunidad autónoma;periodo;Total
C.III Gastos financieros;Murcia, Región de;2018;0
C.III Gastos financieros;Murcia, Región de;2017;0
C.III Gastos financieros;Murcia, Región de;2016;0
C.III Gastos financieros;Murcia, Región de;2015;0
C.III Gastos financieros;Murcia, Región de;2014;0
C.III Gastos financieros;Murcia, Región de;2013;0
C.III Gastos financieros;Murcia, Región de;2012;0
C.III Gastos financieros;Murcia, Región de;2011;0
C.III Gastos financieros;Murcia, Región de;2010;8
C.III Gastos financieros;Navarra, Comunidad Foral de;2023;0
C.III Gastos financieros;Navarra, Comunidad Foral de;2022;0
C.III Gastos financieros;Navarra, Comunidad Foral de;2021;0
C.III Gastos financieros;Navarra, Comunidad Foral de;2020;0
C.III Gastos financieros;Navarra, Comunidad Foral de;2019;0
C.III Gastos financieros;Navarra, Comunidad Foral de;2018;20
C.III Gastos financieros;Navarra, Comunidad Foral de;2017;47
C.III Gastos financieros;Navarra, Comunidad Foral de;2016;87
C.III Gastos financieros;Navarra, Comunidad Foral de;2015;151
C.III Gastos financieros;Navarra, Comunidad Foral de;2014;..
C.III Gastos financieros;Navarra, Comunidad Foral de;2013;..
C.III Gastos financieros;Navarra, Comunidad Foral de;2012;267
C.III Gastos financieros;Navarra, Comunidad Foral de;2011;241
C.III Gastos financieros;Navarra, Comunidad Foral de;2010;30
C.III Gastos financieros;País Vasco;2023;52
C.III Gastos financieros;País Vasco;2022;49
C.III Gastos financieros;País Vasco;2021;32
C.III Gastos financieros;País Vasco;2020;36
C.III Gastos financieros;País Vasco;2019;31
C.III Gastos financieros;País Vasco;2018;205
C.III Gastos financieros;País Vasco;2017;25
C.III Gastos financieros;País Vasco;2016;28
C.III Gastos financieros;País Vasco;2015;37
C.III Gastos financieros;País Vasco;2014;..
C.III Gastos financieros;País Vasco;2013;..
C.III Gastos financieros;País Vasco;2012;41
C.III Gastos financieros;País Vasco;2011;31
C.III Gastos financieros;País Vasco;2010;34
C.III Gastos financieros;Rioja, La;2023;0
C.III Gastos financieros;Rioja, La;2022;0
C.III Gastos financieros;Rioja, La;2021;0
C.III Gastos financieros;Rioja, La;2020;0
C.III Gastos financieros;Rioja, La;2019;0
C.III Gastos financieros;Rioja, La;2018;0
C.III Gastos financieros;Rioja, La;2017;0
C.III Gastos financieros;Rioja, La;2016;0
C.III Gastos financieros;Rioja, La;2015;0
C.III Gastos financieros;Rioja, La;2014;0
C.III Gastos financieros;Rioja, La;2013;30
C.III Gastos financieros;Rioja, La;2012;36
C.III Gastos financieros;Rioja, La;2011;0
C.III Gastos financieros;Rioja, La;2010;0
C.IV Transferencias corrientes;TOTAL;2023;342.340
C.IV Transferencias corrientes;TOTAL;2022;327.984
C.IV Transferencias corrientes;TOTAL;2021;291.135
C.IV Transferencias corrientes;TOTAL;2020;261.135
C.IV Transferencias corrientes;TOTAL;2019;266.985
C.IV Transferencias corrientes;TOTAL;2018;269.653
C.IV Transferencias corrientes;TOTAL;2017;247.772
C.IV Transferencias corrientes;TOTAL;2016;245.348
C.IV Transferencias corrientes;TOTAL;2015;233.272
C.IV Transferencias corrientes;TOTAL;2014;..
C.IV Transferencias corrientes;TOTAL;2013;..
C.IV Transferencias corrientes;TOTAL;2012;246.079
C.IV Transferencias corrientes;TOTAL;2011;268.551
C.IV Transferencias corrientes;TOTAL;2010;277.447
C.IV Transferencias corrientes;SUBTOTAL (Sin País Vasco y Navarra);2023;..
C.IV Transferencias corrientes;SUBTOTAL (Sin País Vasco y Navarra);2022;..
C.IV Transferencias corrientes;SUBTOTAL (Sin País Vasco y Navarra);2021;..
C.IV Transferencias corrientes;SUBTOTAL (Sin País Vasco y Navarra);2020;..
C.IV Transferencias corrientes;SUBTOTAL (Sin País Vasco y Navarra);2019;..
C.IV Transferencias corrientes;SUBTOTAL (Sin País Vasco y Navarra);2018;..
C.IV Transferencias corrientes;SUBTOTAL (Sin País Vasco y Navarra);2017;..
C.IV Transferencias corrientes;SUBTOTAL (Sin País Vasco y Navarra);2016;..
C.IV Transferencias corrientes;SUBTOTAL (Sin País Vasco y Navarra);2015;..
C.IV Transferencias corrientes;SUBTOTAL (Sin País Vasco y Navarra);2014;199.958
C.IV Transferencias corrientes;SUBTOTAL (Sin País Vasco y Navarra);2013;212.873
C.IV Transferencias corrientes;SUBTOTAL (Sin País Vasco y Navarra);2012;..
C.IV Transferencias corrientes;SUBTOTAL (Sin País Vasco y Navarra);2011;..
C.IV Transferencias corrientes;SUBTOTAL (Sin País Vasco y Navarra);2010;..
C.IV Transferencias corrientes;Andalucía;2023;35.364
C.IV Transferencias corrientes;Andalucía;2022;35.545
C.IV Transferencias corrientes;Andalucía;2021;28.983
C.IV Transferencias corrientes;Andalucía;2020;27.148
C.IV Transferencias corrientes;Andalucía;2019;27.268
C.IV Transferencias corrientes;Andalucía;2018;25.330
C.IV Transferencias corrientes;Andalucía;2017;25.353
C.IV Transferencias corrientes;Andalucía;2016;26.266
C.IV Transferencias corrientes;Andalucía;2015;26.582
C.IV Transferencias corrientes;Andalucía;2014;25.505
C.IV Transferencias corrientes;Andalucía;2013;22.354
C.IV Transferencias corrientes;Andalucía;2012;23.302
C.IV Transferencias corrientes;Andalucía;2011;26.349
C.IV Transferencias corrientes;Andalucía;2010;37.211
C.IV Transferencias corrientes;Aragón;2023;10.358
C.IV Transferencias corrientes;Aragón;2022;9.599
C.IV Transferencias corrientes;Aragón;2021;8.894
C.IV Transferencias corrientes;Aragón;2020;7.557
C.IV Transferencias corrientes;Aragón;2019;6.636
C.IV Transferencias corrientes;Aragón;2018;7.336
C.IV Transferencias corrientes;Aragón;2017;6.550
C.IV Transferencias corrientes;Aragón;2016;6.325
C.IV Transferencias corrientes;Aragón;2015;6.217
C.IV Transferencias corrientes;Aragón;2014;6.400
C.IV Transferencias corrientes;Aragón;2013;7.119
C.IV Transferencias corrientes;Aragón;2012;7.259
C.IV Transferencias corrientes;Aragón;2011;7.367
C.IV Transferencias corrientes;Aragón;2010;7.692
C.IV Transferencias corrientes;Asturias, Principado de;2023;8.400
C.IV Transferencias corrientes;Asturias, Principado de;2022;8.293
C.IV Transferencias corrientes;Asturias, Principado de;2021;6.184
C.IV Transferencias corrientes;Asturias, Principado de;2020;5.305
C.IV Transferencias corrientes;Asturias, Principado de;2019;6.987
C.IV Transferencias corrientes;Asturias, Principado de;2018;6.528
C.IV Transferencias corrientes;Asturias, Principado de;2017;7.068
C.IV Transferencias corrientes;Asturias, Principado de;2016;6.538
C.IV Transferencias corrientes;Asturias, Principado de;2015;6.508
C.IV Transferencias corrientes;Asturias, Principado de;2014;6.755
C.IV Transferencias corrientes;Asturias, Principado de;2013;6.614
C.IV Transferencias corrientes;Asturias, Principado de;2012;7.387
C.IV Transferencias corrientes;Asturias, Principado de;2011;8.739
C.IV Transferencias corrientes;Asturias, Principado de;2010;9.054
C.IV Transferencias corrientes;Balears, Illes;2023;5.272
C.IV Transferencias corrientes;Balears, Illes;2022;4.700
C.IV Transferencias corrientes;Balears, Illes;2021;5.101
C.IV Transferencias corrientes;Balears, Illes;2020;4.793
C.IV Transferencias corrientes;Balears, Illes;2019;4.401
C.IV Transferencias corrientes;Balears, Illes;2018;4.281
C.IV Transferencias corrientes;Balears, Illes;2017;4.077
C.IV Transferencias corrientes;Balears, Illes;2016;4.402
C.IV Transferencias corrientes;Balears, Illes;2015;4.059
C.IV Transferencias corrientes;Balears, Illes;2014;3.840
C.IV Transferencias corrientes;Balears, Illes;2013;3.531
C.IV Transferencias corrientes;Balears, Illes;2012;4.266
C.IV Transferencias corrientes;Balears, Illes;2011;5.388
C.IV Transferencias corrientes;Balears, Illes;2010;5.383
C.IV Transferencias corrientes;Canarias;2023;19.500
C.IV Transferencias corrientes;Canarias;2022;19.367
C.IV Transferencias corrientes;Canarias;2021;17.475
C.IV Transferencias corrientes;Canarias;2020;12.580
C.IV Transferencias corrientes;Canarias;2019;14.191
C.IV Transferencias corrientes;Canarias;2018;14.247
C.IV Transferencias corrientes;Canarias;2017;12.001
C.IV Transferencias corrientes;Canarias;2016;12.483
C.IV Transferencias corrientes;Canarias;2015;11.734
C.IV Transferencias corrientes;Canarias;2014;10.787
C.IV Transferencias corrientes;Canarias;2013;9.562
C.IV Transferencias corrientes;Canarias;2012;9.879
C.IV Transferencias corrientes;Canarias;2011;10.947
C.IV Transferencias corrientes;Canarias;2010;12.087
C.IV Transferencias corrientes;Cantabria;2023;8.547
C.IV Transferencias corrientes;Cantabria;2022;7.716
C.IV Transferencias corrientes;Cantabria;2021;6.415
C.IV Transferencias corrientes;Cantabria;2020;4.909
C.IV Transferencias corrientes;Cantabria;2019;6.064
C.IV Transferencias corrientes;Cantabria;2018;5.448
C.IV Transferencias corrientes;Cantabria;2017;4.853
C.IV Transferencias corrientes;Cantabria;2016;5.151
C.IV Transferencias corrientes;Cantabria;2015;3.999
C.IV Transferencias corrientes;Cantabria;2014;4.541
C.IV Transferencias corrientes;Cantabria;2013;4.625
C.IV Transferencias corrientes;Cantabria;2012;4.437
C.IV Transferencias corrientes;Cantabria;2011;4.947
C.IV Transferencias corrientes;Cantabria;2010;5.058
C.IV Transferencias corrientes;Castilla y León;2023;12.770
C.IV Transferencias corrientes;Castilla y León;2022;11.727
C.IV Transferencias corrientes;Castilla y León;2021;10.927
C.IV Transferencias corrientes;Castilla y León;2020;10.971
C.IV Transferencias corrientes;Castilla y León;2019;12.403
C.IV Transferencias corrientes;Castilla y León;2018;11.340
C.IV Transferencias corrientes;Castilla y León;2017;12.182
C.IV Transferencias corrientes;Castilla y León;2016;11.214
C.IV Transferencias corrientes;Castilla y León;2015;11.630
C.IV Transferencias corrientes;Castilla y León;2014;8.173
C.IV Transferencias corrientes;Castilla y León;2013;9.014
C.IV Transferencias corrientes;Castilla y León;2012;9.683
C.IV Transferencias corrientes;Castilla y León;2011;14.037
C.IV Transferencias corrientes;Castilla y León;2010;13.762
C.IV Transferencias corrientes;Castilla-La Mancha;2023;12.086
C.IV Transferencias corrientes;Castilla-La Mancha;2022;10.306
C.IV Transferencias corrientes;Castilla-La Mancha;2021;8.594
C.IV Transferencias corrientes;Castilla-La Mancha;2020;7.492
C.IV Transferencias corrientes;Castilla-La Mancha;2019;8.309
C.IV Transferencias corrientes;Castilla-La Mancha;2018;8.018
C.IV Transferencias corrientes;Castilla-La Mancha;2017;8.128
C.IV Transferencias corrientes;Castilla-La Mancha;2016;8.435
C.IV Transferencias corrientes;Castilla-La Mancha;2015;7.938
C.IV Transferencias corrientes;Castilla-La Mancha;2014;7.919
C.IV Transferencias corrientes;Castilla-La Mancha;2013;7.769
C.IV Transferencias corrientes;Castilla-La Mancha;2012;8.524
C.IV Transferencias corrientes;Castilla-La Mancha;2011;12.124
C.IV Transferencias corrientes;Castilla-La Mancha;2010;13.630
C.IV Transferencias corrientes;Cataluña;2023;72.325
C.IV Transferencias corrientes;Cataluña;2022;72.770
C.IV Transferencias corrientes;Cataluña;2021;68.867
C.IV Transferencias corrientes;Cataluña;2020;57.740
C.IV Transferencias corrientes;Cataluña;2019;57.846
C.IV Transferencias corrientes;Cataluña;2018;66.358
C.IV Transferencias corrientes;Cataluña;2017;55.068
C.IV Transferencias corrientes;Cataluña;2016;52.953
C.IV Transferencias corrientes;Cataluña;2015;50.529
C.IV Transferencias corrientes;Cataluña;2014;51.321
C.IV Transferencias corrientes;Cataluña;2013;64.474
C.IV Transferencias corrientes;Cataluña;2012;59.677
C.IV Transferencias corrientes;Cataluña;2011;56.312
C.IV Transferencias corrientes;Cataluña;2010;54.220
C.IV Transferencias corrientes;Comunitat Valenciana;2023;35.879
C.IV Transferencias corrientes;Comunitat Valenciana;2022;33.687
C.IV Transferencias corrientes;Comunitat Valenciana;2021;29.074
C.IV Transferencias corrientes;Comunitat Valenciana;2020;25.451
C.IV Transferencias corrientes;Comunitat Valenciana;2019;27.087
C.IV Transferencias corrientes;Comunitat Valenciana;2018;27.760
C.IV Transferencias corrientes;Comunitat Valenciana;2017;25.844
C.IV Transferencias corrientes;Comunitat Valenciana;2016;24.708
C.IV Transferencias corrientes;Comunitat Valenciana;2015;22.759
C.IV Transferencias corrientes;Comunitat Valenciana;2014;20.119
C.IV Transferencias corrientes;Comunitat Valenciana;2013;19.883
C.IV Transferencias corrientes;Comunitat Valenciana;2012;18.489
C.IV Transferencias corrientes;Comunitat Valenciana;2011;23.083
C.IV Transferencias corrientes;Comunitat Valenciana;2010;25.456
C.IV Transferencias corrientes;Extremadura;2023;5.015
C.IV Transferencias corrientes;Extremadura;2022;4.526
C.IV Transferencias corrientes;Extremadura;2021;3.994
C.IV Transferencias corrientes;Extremadura;2020;3.795
C.IV Transferencias corrientes;Extremadura;2019;3.926
C.IV Transferencias corrientes;Extremadura;2018;3.718
C.IV Transferencias corrientes;Extremadura;2017;3.534
C.IV Transferencias corrientes;Extremadura;2016;3.369
C.IV Transferencias corrientes;Extremadura;2015;3.084
C.IV Transferencias corrientes;Extremadura;2014;2.833
C.IV Transferencias corrientes;Extremadura;2013;2.846
C.IV Transferencias corrientes;Extremadura;2012;4.423
C.IV Transferencias corrientes;Extremadura;2011;4.560
C.IV Transferencias corrientes;Extremadura;2010;4.203
C.IV Transferencias corrientes;Galicia;2023;19.338
C.IV Transferencias corrientes;Galicia;2022;19.088
C.IV Transferencias corrientes;Galicia;2021;15.487
C.IV Transferencias corrientes;Galicia;2020;14.913
C.IV Transferencias corrientes;Galicia;2019;17.190
C.IV Transferencias corrientes;Galicia;2018;16.087
C.IV Transferencias corrientes;Galicia;2017;15.325
C.IV Transferencias corrientes;Galicia;2016;13.577
C.IV Transferencias corrientes;Galicia;2015;13.457
C.IV Transferencias corrientes;Galicia;2014;11.931
C.IV Transferencias corrientes;Galicia;2013;11.864
C.IV Transferencias corrientes;Galicia;2012;12.874
C.IV Transferencias corrientes;Galicia;2011;14.872
C.IV Transferencias corrientes;Galicia;2010;12.740
C.IV Transferencias corrientes;Madrid, Comunidad de;2023;35.850
C.IV Transferencias corrientes;Madrid, Comunidad de;2022;35.436
C.IV Transferencias corrientes;Madrid, Comunidad de;2021;30.129
C.IV Transferencias corrientes;Madrid, Comunidad de;2020;28.726
C.IV Transferencias corrientes;Madrid, Comunidad de;2019;25.933
C.IV Transferencias corrientes;Madrid, Comunidad de;2018;25.764
C.IV Transferencias corrientes;Madrid, Comunidad de;2017;21.885
C.IV Transferencias corrientes;Madrid, Comunidad de;2016;22.484
C.IV Transferencias corrientes;Madrid, Comunidad de;2015;17.516
C.IV Transferencias corrientes;Madrid, Comunidad de;2014;24.503
C.IV Transferencias corrientes;Madrid, Comunidad de;2013;28.807
C.IV Transferencias corrientes;Madrid, Comunidad de;2012;28.029
C.IV Transferencias corrientes;Madrid, Comunidad de;2011;25.251
C.IV Transferencias corrientes;Madrid, Comunidad de;2010;28.774
C.IV Transferencias corrientes;Murcia, Región de;2023;8.081
C.IV Transferencias corrientes;Murcia, Región de;2022;8.505
C.IV Transferencias corrientes;Murcia, Región de;2021;10.040
C.IV Transferencias corrientes;Murcia, Región de;2020;8.810
C.IV Transferencias corrientes;Murcia, Región de;2019;9.175
C.IV Transferencias corrientes;Murcia, Región de;2018;9.377
C.IV Transferencias corrientes;Murcia, Región de;2017;7.904
C.IV Transferencias corrientes;Murcia, Región de;2016;8.924
C.IV Transferencias corrientes;Murcia, Región de;2015;9.575
C.IV Transferencias corrientes;Murcia, Región de;2014;9.916
C.IV Transferencias corrientes;Murcia, Región de;2013;9.441
C.IV Transferencias corrientes;Murcia, Región de;2012;9.927
C.IV Transferencias corrientes;Murcia, Región de;2011;10.749
C.IV Transferencias corrientes;Murcia, Región de;2010;11.470
C.IV Transferencias corrientes;Navarra, Comunidad Foral de;2023;9.895
C.IV Transferencias corrientes;Navarra, Comunidad Foral de;2022;9.324
C.IV Transferencias corrientes;Navarra, Comunidad Foral de;2021;6.845
C.IV Transferencias corrientes;Navarra, Comunidad Foral de;2020;6.316
C.IV Transferencias corrientes;Navarra, Comunidad Foral de;2019;6.061
C.IV Transferencias corrientes;Navarra, Comunidad Foral de;2018;6.255
C.IV Transferencias corrientes;Navarra, Comunidad Foral de;2017;6.451
C.IV Transferencias corrientes;Navarra, Comunidad Foral de;2016;6.324
C.IV Transferencias corrientes;Navarra, Comunidad Foral de;2015;5.416
C.IV Transferencias corrientes;Navarra, Comunidad Foral de;2014;..
C.IV Transferencias corrientes;Navarra, Comunidad Foral de;2013;..
C.IV Transferencias corrientes;Navarra, Comunidad Foral de;2012;5.371
C.IV Transferencias corrientes;Navarra, Comunidad Foral de;2011;6.169
C.IV Transferencias corrientes;Navarra, Comunidad Foral de;2010;5.947
C.IV Transferencias corrientes;País Vasco;2023;36.158
C.IV Transferencias corrientes;País Vasco;2022;30.162
C.IV Transferencias corrientes;País Vasco;2021;27.454
C.IV Transferencias corrientes;País Vasco;2020;27.431
C.IV Transferencias corrientes;País Vasco;2019;27.436
C.IV Transferencias corrientes;País Vasco;2018;26.112
C.IV Transferencias corrientes;País Vasco;2017;25.910
C.IV Transferencias corrientes;País Vasco;2016;26.722
C.IV Transferencias corrientes;País Vasco;2015;26.767
C.IV Transferencias corrientes;País Vasco;2014;..
C.IV Transferencias corrientes;País Vasco;2013;..
C.IV Transferencias corrientes;País Vasco;2012;27.679
C.IV Transferencias corrientes;País Vasco;2011;32.613
C.IV Transferencias corrientes;País Vasco;2010;24.937
C.IV Transferencias corrientes;Rioja, La;2023;7.503
C.IV Transferencias corrientes;Rioja, La;2022;7.233
C.IV Transferencias corrientes;Rioja, La;2021;6.671
C.IV Transferencias corrientes;Rioja, La;2020;7.196
C.IV Transferencias corrientes;Rioja, La;2019;6.071
C.IV Transferencias corrientes;Rioja, La;2018;5.694
C.IV Transferencias corrientes;Rioja, La;2017;5.639
C.IV Transferencias corrientes;Rioja, La;2016;5.473
C.IV Transferencias corrientes;Rioja, La;2015;5.500
C.IV Transferencias corrientes;Rioja, La;2014;5.417
C.IV Transferencias corrientes;Rioja, La;2013;4.970
C.IV Transferencias corrientes;Rioja, La;2012;4.875
C.IV Transferencias corrientes;Rioja, La;2011;5.041
C.IV Transferencias corrientes;Rioja, La;2010;5.821
C.VI Inversiones reales;TOTAL;2023;782.847
C.VI Inversiones reales;TOTAL;2022;664.997
C.VI Inversiones reales;TOTAL;2021;498.436
C.VI Inversiones reales;TOTAL;2020;418.347
C.VI Inversiones reales;TOTAL;2019;513.338
C.VI Inversiones reales;TOTAL;2018;377.047
C.VI Inversiones reales;TOTAL;2017;292.419
C.VI Inversiones reales;TOTAL;2016;249.702
C.VI Inversiones reales;TOTAL;2015;309.149
C.VI Inversiones reales;TOTAL;2014;..
C.VI Inversiones reales;TOTAL;2013;..
C.VI Inversiones reales;TOTAL;2012;310.830
C.VI Inversiones reales;TOTAL;2011;623.728
C.VI Inversiones reales;TOTAL;2010;1.115.973
C.VI Inversiones reales;SUBTOTAL (Sin País Vasco y Navarra);2023;..
C.VI Inversiones reales;SUBTOTAL (Sin País Vasco y Navarra);2022;..
C.VI Inversiones reales;SUBTOTAL (Sin País Vasco y Navarra);2021;..
C.VI Inversiones reales;SUBTOTAL (Sin País Vasco y Navarra);2020;..
C.VI Inversiones reales;SUBTOTAL (Sin País Vasco y Navarra);2019;..
C.VI Inversiones reales;SUBTOTAL (Sin País Vasco y Navarra);2018;..
C.VI Inversiones reales;SUBTOTAL (Sin País Vasco y Navarra);2017;..
C.VI Inversiones reales;SUBTOTAL (Sin País Vasco y Navarra);2016;..
C.VI Inversiones reales;SUBTOTAL (Sin País Vasco y Navarra);2015;..
C.VI Inversiones reales;SUBTOTAL (Sin País Vasco y Navarra);2014;247.640
C.VI Inversiones reales;SUBTOTAL (Sin País Vasco y Navarra);2013;192.950
C.VI Inversiones reales;SUBTOTAL (Sin País Vasco y Navarra);2012;..
C.VI Inversiones reales;SUBTOTAL (Sin País Vasco y Navarra);2011;..
C.VI Inversiones reales;SUBTOTAL (Sin País Vasco y Navarra);2010;..
C.VI Inversiones reales;Andalucía;2023;110.797
C.VI Inversiones reales;Andalucía;2022;92.094
C.VI Inversiones reales;Andalucía;2021;70.151
C.VI Inversiones reales;Andalucía;2020;46.184
C.VI Inversiones reales;Andalucía;2019;74.294
C.VI Inversiones reales;Andalucía;2018;53.793
C.VI Inversiones reales;Andalucía;2017;33.311
C.VI Inversiones reales;Andalucía;2016;42.515
C.VI Inversiones reales;Andalucía;2015;41.936
C.VI Inversiones reales;Andalucía;2014;42.876
C.VI Inversiones reales;Andalucía;2013;36.780
C.VI Inversiones reales;Andalucía;2012;64.304
C.VI Inversiones reales;Andalucía;2011;142.369
C.VI Inversiones reales;Andalucía;2010;185.704
C.VI Inversiones reales;Aragón;2023;30.996
C.VI Inversiones reales;Aragón;2022;33.858
C.VI Inversiones reales;Aragón;2021;24.985
C.VI Inversiones reales;Aragón;2020;20.175
C.VI Inversiones reales;Aragón;2019;18.230
C.VI Inversiones reales;Aragón;2018;19.025
C.VI Inversiones reales;Aragón;2017;12.127
C.VI Inversiones reales;Aragón;2016;9.897
C.VI Inversiones reales;Aragón;2015;11.538
C.VI Inversiones reales;Aragón;2014;11.221
C.VI Inversiones reales;Aragón;2013;14.713
C.VI Inversiones reales;Aragón;2012;18.618
C.VI Inversiones reales;Aragón;2011;27.261
C.VI Inversiones reales;Aragón;2010;50.324
C.VI Inversiones reales;Asturias, Principado de;2023;13.971
C.VI Inversiones reales;Asturias, Principado de;2022;7.607
C.VI Inversiones reales;Asturias, Principado de;2021;4.134
C.VI Inversiones reales;Asturias, Principado de;2020;7.472
C.VI Inversiones reales;Asturias, Principado de;2019;6.389
C.VI Inversiones reales;Asturias, Principado de;2018;2.949
C.VI Inversiones reales;Asturias, Principado de;2017;3.327
C.VI Inversiones reales;Asturias, Principado de;2016;3.998
C.VI Inversiones reales;Asturias, Principado de;2015;7.782
C.VI Inversiones reales;Asturias, Principado de;2014;5.351
C.VI Inversiones reales;Asturias, Principado de;2013;3.113
C.VI Inversiones reales;Asturias, Principado de;2012;4.727
C.VI Inversiones reales;Asturias, Principado de;2011;17.145
C.VI Inversiones reales;Asturias, Principado de;2010;37.048
C.VI Inversiones reales;Balears, Illes;2023;18.098
C.VI Inversiones reales;Balears, Illes;2022;21.959
C.VI Inversiones reales;Balears, Illes;2021;15.025
C.VI Inversiones reales;Balears, Illes;2020;21.621
C.VI Inversiones reales;Balears, Illes;2019;15.504
C.VI Inversiones reales;Balears, Illes;2018;15.349
C.VI Inversiones reales;Balears, Illes;2017;17.174
C.VI Inversiones reales;Balears, Illes;2016;8.551
C.VI Inversiones reales;Balears, Illes;2015;8.321
C.VI Inversiones reales;Balears, Illes;2014;9.313
C.VI Inversiones reales;Balears, Illes;2013;10.359
C.VI Inversiones reales;Balears, Illes;2012;16.950
C.VI Inversiones reales;Balears, Illes;2011;16.996
C.VI Inversiones reales;Balears, Illes;2010;31.358
C.VI Inversiones reales;Canarias;2023;40.589
C.VI Inversiones reales;Canarias;2022;27.728
C.VI Inversiones reales;Canarias;2021;24.455
C.VI Inversiones reales;Canarias;2020;19.033
C.VI Inversiones reales;Canarias;2019;20.764
C.VI Inversiones reales;Canarias;2018;13.310
C.VI Inversiones reales;Canarias;2017;11.550
C.VI Inversiones reales;Canarias;2016;7.194
C.VI Inversiones reales;Canarias;2015;8.745
C.VI Inversiones reales;Canarias;2014;6.065
C.VI Inversiones reales;Canarias;2013;3.048
C.VI Inversiones reales;Canarias;2012;4.443
C.VI Inversiones reales;Canarias;2011;23.605
C.VI Inversiones reales;Canarias;2010;30.879
C.VI Inversiones reales;Cantabria;2023;17.481
C.VI Inversiones reales;Cantabria;2022;9.537
C.VI Inversiones reales;Cantabria;2021;8.642
C.VI Inversiones reales;Cantabria;2020;7.692
C.VI Inversiones reales;Cantabria;2019;6.136
C.VI Inversiones reales;Cantabria;2018;4.341
C.VI Inversiones reales;Cantabria;2017;5.086
C.VI Inversiones reales;Cantabria;2016;4.748
C.VI Inversiones reales;Cantabria;2015;5.307
C.VI Inversiones reales;Cantabria;2014;6.814
C.VI Inversiones reales;Cantabria;2013;2.784
C.VI Inversiones reales;Cantabria;2012;3.395
C.VI Inversiones reales;Cantabria;2011;6.865
C.VI Inversiones reales;Cantabria;2010;12.007
C.VI Inversiones reales;Castilla y León;2023;52.956
C.VI Inversiones reales;Castilla y León;2022;56.051
C.VI Inversiones reales;Castilla y León;2021;37.553
C.VI Inversiones reales;Castilla y León;2020;23.668
C.VI Inversiones reales;Castilla y León;2019;30.469
C.VI Inversiones reales;Castilla y León;2018;24.570
C.VI Inversiones reales;Castilla y León;2017;19.229
C.VI Inversiones reales;Castilla y León;2016;20.308
C.VI Inversiones reales;Castilla y León;2015;27.351
C.VI Inversiones reales;Castilla y León;2014;19.446
C.VI Inversiones reales;Castilla y León;2013;10.726
C.VI Inversiones reales;Castilla y León;2012;14.499
C.VI Inversiones reales;Castilla y León;2011;34.118
C.VI Inversiones reales;Castilla y León;2010;69.986
C.VI Inversiones reales;Castilla-La Mancha;2023;42.298
C.VI Inversiones reales;Castilla-La Mancha;2022;34.157
C.VI Inversiones reales;Castilla-La Mancha;2021;24.200
C.VI Inversiones reales;Castilla-La Mancha;2020;16.009
C.VI Inversiones reales;Castilla-La Mancha;2019;21.223
C.VI Inversiones reales;Castilla-La Mancha;2018;19.793
C.VI Inversiones reales;Castilla-La Mancha;2017;12.139
C.VI Inversiones reales;Castilla-La Mancha;2016;10.602
C.VI Inversiones reales;Castilla-La Mancha;2015;12.791
C.VI Inversiones reales;Castilla-La Mancha;2014;9.185
C.VI Inversiones reales;Castilla-La Mancha;2013;8.009
C.VI Inversiones reales;Castilla-La Mancha;2012;13.708
C.VI Inversiones reales;Castilla-La Mancha;2011;24.642
C.VI Inversiones reales;Castilla-La Mancha;2010;55.338
C.VI Inversiones reales;Cataluña;2023;119.361
C.VI Inversiones reales;Cataluña;2022;91.506
C.VI Inversiones reales;Cataluña;2021;69.629
C.VI Inversiones reales;Cataluña;2020;68.692
C.VI Inversiones reales;Cataluña;2019;100.603
C.VI Inversiones reales;Cataluña;2018;85.049
C.VI Inversiones reales;Cataluña;2017;62.845
C.VI Inversiones reales;Cataluña;2016;51.649
C.VI Inversiones reales;Cataluña;2015;63.661
C.VI Inversiones reales;Cataluña;2014;57.482
C.VI Inversiones reales;Cataluña;2013;39.131
C.VI Inversiones reales;Cataluña;2012;58.958
C.VI Inversiones reales;Cataluña;2011;102.045
C.VI Inversiones reales;Cataluña;2010;195.233
C.VI Inversiones reales;Comunitat Valenciana;2023;104.051
C.VI Inversiones reales;Comunitat Valenciana;2022;76.183
C.VI Inversiones reales;Comunitat Valenciana;2021;50.191
C.VI Inversiones reales;Comunitat Valenciana;2020;45.080
C.VI Inversiones reales;Comunitat Valenciana;2019;58.469
C.VI Inversiones reales;Comunitat Valenciana;2018;27.519
C.VI Inversiones reales;Comunitat Valenciana;2017;27.300
C.VI Inversiones reales;Comunitat Valenciana;2016;22.009
C.VI Inversiones reales;Comunitat Valenciana;2015;36.382
C.VI Inversiones reales;Comunitat Valenciana;2014;25.229
C.VI Inversiones reales;Comunitat Valenciana;2013;17.355
C.VI Inversiones reales;Comunitat Valenciana;2012;30.798
C.VI Inversiones reales;Comunitat Valenciana;2011;77.684
C.VI Inversiones reales;Comunitat Valenciana;2010;138.371
C.VI Inversiones reales;Extremadura;2023;21.725
C.VI Inversiones reales;Extremadura;2022;15.285
C.VI Inversiones reales;Extremadura;2021;13.720
C.VI Inversiones reales;Extremadura;2020;10.801
C.VI Inversiones reales;Extremadura;2019;15.175
C.VI Inversiones reales;Extremadura;2018;13.576
C.VI Inversiones reales;Extremadura;2017;7.174
C.VI Inversiones reales;Extremadura;2016;5.644
