Indicador;Comunidad autónoma;periodo;Total
C.II Gastos corrientes en bienes y servicios;SUBTOTAL (Sin País Vasco y Navarra);2017;..
C.II Gastos corrientes en bienes y servicios;SUBTOTAL (Sin País Vasco y Navarra);2016;..
C.II Gastos corrientes en bienes y servicios;SUBTOTAL (Sin País Vasco y Navarra);2015;..
C.II Gastos corrientes en bienes y servicios;SUBTOTAL (Sin País Vasco y Navarra);2014;613.452
C.II Gastos corrientes en bienes y servicios;SUBTOTAL (Sin País Vasco y Navarra);2013;608.804
C.II Gastos corrientes en bienes y servicios;SUBTOTAL (Sin País Vasco y Navarra);2012;..
C.II Gastos corrientes en bienes y servicios;SUBTOTAL (Sin País Vasco y Navarra);2011;..
C.II Gastos corrientes en bienes y servicios;SUBTOTAL (Sin País Vasco y Navarra);2010;..
C.II Gastos corrientes en bienes y servicios;Andalucía;2023;157.503
C.II Gastos corrientes en bienes y servicios;Andalucía;2022;140.439
C.II Gastos corrientes en bienes y servicios;Andalucía;2021;112.163
C.II Gastos corrientes en bienes y servicios;Andalucía;2020;91.286
C.II Gastos corrientes en bienes y servicios;Andalucía;2019;119.743
C.II Gastos corrientes en bienes y servicios;Andalucía;2018;111.280
C.II Gastos corrientes en bienes y servicios;Andalucía;2017;102.099
C.II Gastos corrientes en bienes y servicios;Andalucía;2016;96.925
C.II Gastos corrientes en bienes y servicios;Andalucía;2015;99.455
C.II Gastos corrientes en bienes y servicios;Andalucía;2014;98.691
C.II Gastos corrientes en bienes y servicios;Andalucía;2013;93.858
C.II Gastos corrientes en bienes y servicios;Andalucía;2012;99.686
C.II Gastos corrientes en bienes y servicios;Andalucía;2011;104.078
C.II Gastos corrientes en bienes y servicios;Andalucía;2010;107.501
C.II Gastos corrientes en bienes y servicios;Aragón;2023;40.967
C.II Gastos corrientes en bienes y servicios;Aragón;2022;37.319
C.II Gastos corrientes en bienes y servicios;Aragón;2021;32.089
C.II Gastos corrientes en bienes y servicios;Aragón;2020;27.934
C.II Gastos corrientes en bienes y servicios;Aragón;2019;30.791
C.II Gastos corrientes en bienes y servicios;Aragón;2018;30.732
C.II Gastos corrientes en bienes y servicios;Aragón;2017;29.195
C.II Gastos corrientes en bienes y servicios;Aragón;2016;31.194
C.II Gastos corrientes en bienes y servicios;Aragón;2015;28.226
C.II Gastos corrientes en bienes y servicios;Aragón;2014;26.739
C.II Gastos corrientes en bienes y servicios;Aragón;2013;28.696
C.II Gastos corrientes en bienes y servicios;Aragón;2012;29.282
C.II Gastos corrientes en bienes y servicios;Aragón;2011;27.849
C.II Gastos corrientes en bienes y servicios;Aragón;2010;27.397
C.II Gastos corrientes en bienes y servicios;Asturias, Principado de;2023;31.690
C.II Gastos corrientes en bienes y servicios;Asturias, Principado de;2022;28.583
C.II Gastos corrientes en bienes y servicios;Asturias, Principado de;2021;23.474
C.II Gastos corrientes en bienes y servicios;Asturias, Principado de;2020;21.947
C.II Gastos corrientes en bienes y servicios;Asturias, Principado de;2019;24.377
C.II Gastos corrientes en bienes y servicios;Asturias, Principado de;2018;23.862
C.II Gastos corrientes en bienes y servicios;Asturias, Principado de;2017;23.283
C.II Gastos corrientes en bienes y servicios;Asturias, Principado de;2016;24.090
C.II Gastos corrientes en bienes y servicios;Asturias, Principado de;2015;23.375
C.II Gastos corrientes en bienes y servicios;Asturias, Principado de;2014;22.582
C.II Gastos corrientes en bienes y servicios;Asturias, Principado de;2013;22.077
C.II Gastos corrientes en bienes y servicios;Asturias, Principado de;2012;22.392
C.II Gastos corrientes en bienes y servicios;Asturias, Principado de;2011;21.657
C.II Gastos corrientes en bienes y servicios;Asturias, Principado de;2010;19.483
C.II Gastos corrientes en bienes y servicios;Balears, Illes;2023;38.398
C.II Gastos corrientes en bienes y servicios;Balears, Illes;2022;32.601
C.II Gastos corrientes en bienes y servicios;Balears, Illes;2021;26.124
C.II Gastos corrientes en bienes y servicios;Balears, Illes;2020;23.777
C.II Gastos corrientes en bienes y servicios;Balears, Illes;2019;28.179
C.II Gastos corrientes en bienes y servicios;Balears, Illes;2018;26.696
C.II Gastos corrientes en bienes y servicios;Balears, Illes;2017;25.796
C.II Gastos corrientes en bienes y servicios;Balears, Illes;2016;26.335
C.II Gastos corrientes en bienes y servicios;Balears, Illes;2015;22.907
C.II Gastos corrientes en bienes y servicios;Balears, Illes;2014;23.915
C.II Gastos corrientes en bienes y servicios;Balears, Illes;2013;23.039
C.II Gastos corrientes en bienes y servicios;Balears, Illes;2012;23.269
C.II Gastos corrientes en bienes y servicios;Balears, Illes;2011;24.035
C.II Gastos corrientes en bienes y servicios;Balears, Illes;2010;24.184
C.II Gastos corrientes en bienes y servicios;Canarias;2023;41.985
C.II Gastos corrientes en bienes y servicios;Canarias;2022;36.502
C.II Gastos corrientes en bienes y servicios;Canarias;2021;28.533
C.II Gastos corrientes en bienes y servicios;Canarias;2020;26.982
C.II Gastos corrientes en bienes y servicios;Canarias;2019;29.721
C.II Gastos corrientes en bienes y servicios;Canarias;2018;30.780
C.II Gastos corrientes en bienes y servicios;Canarias;2017;28.416
C.II Gastos corrientes en bienes y servicios;Canarias;2016;25.143
C.II Gastos corrientes en bienes y servicios;Canarias;2015;21.897
C.II Gastos corrientes en bienes y servicios;Canarias;2014;21.516
C.II Gastos corrientes en bienes y servicios;Canarias;2013;21.277
C.II Gastos corrientes en bienes y servicios;Canarias;2012;21.496
C.II Gastos corrientes en bienes y servicios;Canarias;2011;23.124
C.II Gastos corrientes en bienes y servicios;Canarias;2010;23.225
C.II Gastos corrientes en bienes y servicios;Cantabria;2023;20.750
C.II Gastos corrientes en bienes y servicios;Cantabria;2022;18.540
C.II Gastos corrientes en bienes y servicios;Cantabria;2021;14.701
C.II Gastos corrientes en bienes y servicios;Cantabria;2020;12.232
C.II Gastos corrientes en bienes y servicios;Cantabria;2019;16.781
C.II Gastos corrientes en bienes y servicios;Cantabria;2018;15.796
C.II Gastos corrientes en bienes y servicios;Cantabria;2017;15.575
C.II Gastos corrientes en bienes y servicios;Cantabria;2016;14.472
C.II Gastos corrientes en bienes y servicios;Cantabria;2015;13.065
C.II Gastos corrientes en bienes y servicios;Cantabria;2014;14.553
C.II Gastos corrientes en bienes y servicios;Cantabria;2013;14.199
C.II Gastos corrientes en bienes y servicios;Cantabria;2012;14.082
C.II Gastos corrientes en bienes y servicios;Cantabria;2011;15.160
C.II Gastos corrientes en bienes y servicios;Cantabria;2010;15.055
C.II Gastos corrientes en bienes y servicios;Castilla y León;2023;59.406
C.II Gastos corrientes en bienes y servicios;Castilla y León;2022;53.897
C.II Gastos corrientes en bienes y servicios;Castilla y León;2021;41.192
C.II Gastos corrientes en bienes y servicios;Castilla y León;2020;37.293
C.II Gastos corrientes en bienes y servicios;Castilla y León;2019;44.601
C.II Gastos corrientes en bienes y servicios;Castilla y León;2018;42.125
C.II Gastos corrientes en bienes y servicios;Castilla y León;2017;39.502
C.II Gastos corrientes en bienes y servicios;Castilla y León;2016;37.570
C.II Gastos corrientes en bienes y servicios;Castilla y León;2015;37.832
C.II Gastos corrientes en bienes y servicios;Castilla y León;2014;34.337
C.II Gastos corrientes en bienes y servicios;Castilla y León;2013;34.510
C.II Gastos corrientes en bienes y servicios;Castilla y León;2012;35.825
C.II Gastos corrientes en bienes y servicios;Castilla y León;2011;35.715
C.II Gastos corrientes en bienes y servicios;Castilla y León;2010;36.960
C.II Gastos corrientes en bienes y servicios;Castilla-La Mancha;2023;51.875
C.II Gastos corrientes en bienes y servicios;Castilla-La Mancha;2022;43.267
C.II Gastos corrientes en bienes y servicios;Castilla-La Mancha;2021;31.355
C.II Gastos corrientes en bienes y servicios;Castilla-La Mancha;2020;27.516
C.II Gastos corrientes en bienes y servicios;Castilla-La Mancha;2019;36.374
C.II Gastos corrientes en bienes y servicios;Castilla-La Mancha;2018;34.070
C.II Gastos corrientes en bienes y servicios;Castilla-La Mancha;2017;33.666
C.II Gastos corrientes en bienes y servicios;Castilla-La Mancha;2016;31.902
C.II Gastos corrientes en bienes y servicios;Castilla-La Mancha;2015;31.424
C.II Gastos corrientes en bienes y servicios;Castilla-La Mancha;2014;33.432
C.II Gastos corrientes en bienes y servicios;Castilla-La Mancha;2013;38.433
C.II Gastos corrientes en bienes y servicios;Castilla-La Mancha;2012;41.474
C.II Gastos corrientes en bienes y servicios;Castilla-La Mancha;2011;45.617
C.II Gastos corrientes en bienes y servicios;Castilla-La Mancha;2010;43.552
C.II Gastos corrientes en bienes y servicios;Cataluña;2023;190.176
C.II Gastos corrientes en bienes y servicios;Cataluña;2022;165.592
C.II Gastos corrientes en bienes y servicios;Cataluña;2021;138.602
C.II Gastos corrientes en bienes y servicios;Cataluña;2020;131.317
C.II Gastos corrientes en bienes y servicios;Cataluña;2019;145.567
C.II Gastos corrientes en bienes y servicios;Cataluña;2018;138.366
C.II Gastos corrientes en bienes y servicios;Cataluña;2017;132.816
C.II Gastos corrientes en bienes y servicios;Cataluña;2016;125.465
C.II Gastos corrientes en bienes y servicios;Cataluña;2015;122.923
C.II Gastos corrientes en bienes y servicios;Cataluña;2014;114.370
C.II Gastos corrientes en bienes y servicios;Cataluña;2013;109.938
C.II Gastos corrientes en bienes y servicios;Cataluña;2012;104.672
C.II Gastos corrientes en bienes y servicios;Cataluña;2011;106.107
C.II Gastos corrientes en bienes y servicios;Cataluña;2010;105.467
C.II Gastos corrientes en bienes y servicios;Comunitat Valenciana;2023;109.544
C.II Gastos corrientes en bienes y servicios;Comunitat Valenciana;2022;96.038
C.II Gastos corrientes en bienes y servicios;Comunitat Valenciana;2021;79.013
C.II Gastos corrientes en bienes y servicios;Comunitat Valenciana;2020;70.117
C.II Gastos corrientes en bienes y servicios;Comunitat Valenciana;2019;78.030
C.II Gastos corrientes en bienes y servicios;Comunitat Valenciana;2018;73.944
C.II Gastos corrientes en bienes y servicios;Comunitat Valenciana;2017;70.808
C.II Gastos corrientes en bienes y servicios;Comunitat Valenciana;2016;69.396
C.II Gastos corrientes en bienes y servicios;Comunitat Valenciana;2015;67.320
C.II Gastos corrientes en bienes y servicios;Comunitat Valenciana;2014;60.405
C.II Gastos corrientes en bienes y servicios;Comunitat Valenciana;2013;60.420
C.II Gastos corrientes en bienes y servicios;Comunitat Valenciana;2012;69.450
C.II Gastos corrientes en bienes y servicios;Comunitat Valenciana;2011;72.206
C.II Gastos corrientes en bienes y servicios;Comunitat Valenciana;2010;73.559
C.II Gastos corrientes en bienes y servicios;Extremadura;2023;14.271
C.II Gastos corrientes en bienes y servicios;Extremadura;2022;13.654
C.II Gastos corrientes en bienes y servicios;Extremadura;2021;9.656
C.II Gastos corrientes en bienes y servicios;Extremadura;2020;8.046
C.II Gastos corrientes en bienes y servicios;Extremadura;2019;11.362
C.II Gastos corrientes en bienes y servicios;Extremadura;2018;11.263
C.II Gastos corrientes en bienes y servicios;Extremadura;2017;10.565
C.II Gastos corrientes en bienes y servicios;Extremadura;2016;9.745
C.II Gastos corrientes en bienes y servicios;Extremadura;2015;9.202
C.II Gastos corrientes en bienes y servicios;Extremadura;2014;7.975
C.II Gastos corrientes en bienes y servicios;Extremadura;2013;7.519
C.II Gastos corrientes en bienes y servicios;Extremadura;2012;9.930
C.II Gastos corrientes en bienes y servicios;Extremadura;2011;8.172
C.II Gastos corrientes en bienes y servicios;Extremadura;2010;7.695
C.II Gastos corrientes en bienes y servicios;Galicia;2023;66.968
C.II Gastos corrientes en bienes y servicios;Galicia;2022;56.792
C.II Gastos corrientes en bienes y servicios;Galicia;2021;42.826
C.II Gastos corrientes en bienes y servicios;Galicia;2020;42.832
C.II Gastos corrientes en bienes y servicios;Galicia;2019;50.226
C.II Gastos corrientes en bienes y servicios;Galicia;2018;45.208
C.II Gastos corrientes en bienes y servicios;Galicia;2017;45.529
C.II Gastos corrientes en bienes y servicios;Galicia;2016;42.639
C.II Gastos corrientes en bienes y servicios;Galicia;2015;41.486
C.II Gastos corrientes en bienes y servicios;Galicia;2014;40.330
C.II Gastos corrientes en bienes y servicios;Galicia;2013;39.268
C.II Gastos corrientes en bienes y servicios;Galicia;2012;40.094
C.II Gastos corrientes en bienes y servicios;Galicia;2011;39.223
C.II Gastos corrientes en bienes y servicios;Galicia;2010;39.235
C.II Gastos corrientes en bienes y servicios;Madrid, Comunidad de;2023;137.120
C.II Gastos corrientes en bienes y servicios;Madrid, Comunidad de;2022;126.848
C.II Gastos corrientes en bienes y servicios;Madrid, Comunidad de;2021;108.135
C.II Gastos corrientes en bienes y servicios;Madrid, Comunidad de;2020;87.262
C.II Gastos corrientes en bienes y servicios;Madrid, Comunidad de;2019;111.817
C.II Gastos corrientes en bienes y servicios;Madrid, Comunidad de;2018;105.862
C.II Gastos corrientes en bienes y servicios;Madrid, Comunidad de;2017;98.748
C.II Gastos corrientes en bienes y servicios;Madrid, Comunidad de;2016;92.583
C.II Gastos corrientes en bienes y servicios;Madrid, Comunidad de;2015;91.213
C.II Gastos corrientes en bienes y servicios;Madrid, Comunidad de;2014;88.223
C.II Gastos corrientes en bienes y servicios;Madrid, Comunidad de;2013;89.493
C.II Gastos corrientes en bienes y servicios;Madrid, Comunidad de;2012;101.075
C.II Gastos corrientes en bienes y servicios;Madrid, Comunidad de;2011;111.387
C.II Gastos corrientes en bienes y servicios;Madrid, Comunidad de;2010;124.208
C.II Gastos corrientes en bienes y servicios;Murcia, Región de;2023;32.674
C.II Gastos corrientes en bienes y servicios;Murcia, Región de;2022;28.939
C.II Gastos corrientes en bienes y servicios;Murcia, Región de;2021;23.312
C.II Gastos corrientes en bienes y servicios;Murcia, Región de;2020;20.726
C.II Gastos corrientes en bienes y servicios;Murcia, Región de;2019;25.342
C.II Gastos corrientes en bienes y servicios;Murcia, Región de;2018;22.824
C.II Gastos corrientes en bienes y servicios;Murcia, Región de;2017;21.998
C.II Gastos corrientes en bienes y servicios;Murcia, Región de;2016;20.193
C.II Gastos corrientes en bienes y servicios;Murcia, Región de;2015;21.205
C.II Gastos corrientes en bienes y servicios;Murcia, Región de;2014;18.892
C.II Gastos corrientes en bienes y servicios;Murcia, Región de;2013;18.917
C.II Gastos corrientes en bienes y servicios;Murcia, Región de;2012;20.020
C.II Gastos corrientes en bienes y servicios;Murcia, Región de;2011;25.059
C.II Gastos corrientes en bienes y servicios;Murcia, Región de;2010;23.047
C.II Gastos corrientes en bienes y servicios;Navarra, Comunidad Foral de;2023;30.849
C.II Gastos corrientes en bienes y servicios;Navarra, Comunidad Foral de;2022;24.497
C.II Gastos corrientes en bienes y servicios;Navarra, Comunidad Foral de;2021;21.873
C.II Gastos corrientes en bienes y servicios;Navarra, Comunidad Foral de;2020;20.224
C.II Gastos corrientes en bienes y servicios;Navarra, Comunidad Foral de;2019;20.233
C.II Gastos corrientes en bienes y servicios;Navarra, Comunidad Foral de;2018;20.605
C.II Gastos corrientes en bienes y servicios;Navarra, Comunidad Foral de;2017;18.462
C.II Gastos corrientes en bienes y servicios;Navarra, Comunidad Foral de;2016;19.641
C.II Gastos corrientes en bienes y servicios;Navarra, Comunidad Foral de;2015;18.253
C.II Gastos corrientes en bienes y servicios;Navarra, Comunidad Foral de;2014;..
C.II Gastos corrientes en bienes y servicios;Navarra, Comunidad Foral de;2013;..
C.II Gastos corrientes en bienes y servicios;Navarra, Comunidad Foral de;2012;21.601
C.II Gastos corrientes en bienes y servicios;Navarra, Comunidad Foral de;2011;22.652
C.II Gastos corrientes en bienes y servicios;Navarra, Comunidad Foral de;2010;21.883
C.II Gastos corrientes en bienes y servicios;País Vasco;2023;103.404
C.II Gastos corrientes en bienes y servicios;País Vasco;2022;92.592
C.II Gastos corrientes en bienes y servicios;País Vasco;2021;78.533
C.II Gastos corrientes en bienes y servicios;País Vasco;2020;69.445
C.II Gastos corrientes en bienes y servicios;País Vasco;2019;80.059
C.II Gastos corrientes en bienes y servicios;País Vasco;2018;76.493
C.II Gastos corrientes en bienes y servicios;País Vasco;2017;76.313
C.II Gastos corrientes en bienes y servicios;País Vasco;2016;79.305
C.II Gastos corrientes en bienes y servicios;País Vasco;2015;76.803
C.II Gastos corrientes en bienes y servicios;País Vasco;2014;..
C.II Gastos corrientes en bienes y servicios;País Vasco;2013;..
C.II Gastos corrientes en bienes y servicios;País Vasco;2012;64.733
C.II Gastos corrientes en bienes y servicios;País Vasco;2011;64.187
C.II Gastos corrientes en bienes y servicios;País Vasco;2010;68.250
C.II Gastos corrientes en bienes y servicios;Rioja, La;2023;9.070
C.II Gastos corrientes en bienes y servicios;Rioja, La;2022;8.710
C.II Gastos corrientes en bienes y servicios;Rioja, La;2021;6.711
C.II Gastos corrientes en bienes y servicios;Rioja, La;2020;5.984
C.II Gastos corrientes en bienes y servicios;Rioja, La;2019;6.567
C.II Gastos corrientes en bienes y servicios;Rioja, La;2018;7.012
C.II Gastos corrientes en bienes y servicios;Rioja, La;2017;6.431
C.II Gastos corrientes en bienes y servicios;Rioja, La;2016;6.644
C.II Gastos corrientes en bienes y servicios;Rioja, La;2015;7.481
C.II Gastos corrientes en bienes y servicios;Rioja, La;2014;7.492
C.II Gastos corrientes en bienes y servicios;Rioja, La;2013;7.160
C.II Gastos corrientes en bienes y servicios;Rioja, La;2012;8.505
C.II Gastos corrientes en bienes y servicios;Rioja, La;2011;8.305
C.II Gastos corrientes en bienes y servicios;Rioja, La;2010;8.474
C.III Gastos financieros;TOTAL;2023;722
C.III Gastos financieros;TOTAL;2022;616
C.III Gastos financieros;TOTAL;2021;862
C.III Gastos financieros;TOTAL;2020;277
C.III Gastos financieros;TOTAL;2019;518
C.III Gastos financieros;TOTAL;2018;4.716
C.III Gastos financieros;TOTAL;2017;788
C.III Gastos financieros;TOTAL;2016;562
C.III Gastos financieros;TOTAL;2015;1.014
C.III Gastos financieros;TOTAL;2014;..
C.III Gastos financieros;TOTAL;2013;..
C.III Gastos financieros;TOTAL;2012;1.765
C.III Gastos financieros;TOTAL;2011;1.511
C.III Gastos financieros;TOTAL;2010;1.154
C.III Gastos financieros;SUBTOTAL (Sin País Vasco y Navarra);2023;..
C.III Gastos financieros;SUBTOTAL (Sin País Vasco y Navarra);2022;..
C.III Gastos financieros;SUBTOTAL (Sin País Vasco y Navarra);2021;..
C.III Gastos financieros;SUBTOTAL (Sin País Vasco y Navarra);2020;..
C.III Gastos financieros;SUBTOTAL (Sin País Vasco y Navarra);2019;..
C.III Gastos financieros;SUBTOTAL (Sin País Vasco y Navarra);2018;..
C.III Gastos financieros;SUBTOTAL (Sin País Vasco y Navarra);2017;..
C.III Gastos financieros;SUBTOTAL (Sin País Vasco y Navarra);2016;..
C.III Gastos financieros;SUBTOTAL (Sin País Vasco y Navarra);2015;..
C.III Gastos financieros;SUBTOTAL (Sin País Vasco y Navarra);2014;982
C.III Gastos financieros;SUBTOTAL (Sin País Vasco y Navarra);2013;1.304
C.III Gastos financieros;SUBTOTAL (Sin País Vasco y Navarra);2012;..
C.III Gastos financieros;SUBTOTAL (Sin País Vasco y Navarra);2011;..
C.III Gastos financieros;SUBTOTAL (Sin País Vasco y Navarra);2010;..
C.III Gastos financieros;Andalucía;2023;114
C.III Gastos financieros;Andalucía;2022;374
C.III Gastos financieros;Andalucía;2021;191
C.III Gastos financieros;Andalucía;2020;93
C.III Gastos financieros;Andalucía;2019;77
C.III Gastos financieros;Andalucía;2018;3.755
C.III Gastos financieros;Andalucía;2017;388
C.III Gastos financieros;Andalucía;2016;244
C.III Gastos financieros;Andalucía;2015;448
C.III Gastos financieros;Andalucía;2014;415
C.III Gastos financieros;Andalucía;2013;366
C.III Gastos financieros;Andalucía;2012;646
C.III Gastos financieros;Andalucía;2011;851
C.III Gastos financieros;Andalucía;2010;824
C.III Gastos financieros;Aragón;2023;1
C.III Gastos financieros;Aragón;2022;0
C.III Gastos financieros;Aragón;2021;2
C.III Gastos financieros;Aragón;2020;0
C.III Gastos financieros;Aragón;2019;0
C.III Gastos financieros;Aragón;2018;2
C.III Gastos financieros;Aragón;2017;3
C.III Gastos financieros;Aragón;2016;21
C.III Gastos financieros;Aragón;2015;8
C.III Gastos financieros;Aragón;2014;9
C.III Gastos financieros;Aragón;2013;17
C.III Gastos financieros;Aragón;2012;21
C.III Gastos financieros;Aragón;2011;32
C.III Gastos financieros;Aragón;2010;5
C.III Gastos financieros;Asturias, Principado de;2023;15
C.III Gastos financieros;Asturias, Principado de;2022;10
C.III Gastos financieros;Asturias, Principado de;2021;4
C.III Gastos financieros;Asturias, Principado de;2020;2
C.III Gastos financieros;Asturias, Principado de;2019;3
C.III Gastos financieros;Asturias, Principado de;2018;3
C.III Gastos financieros;Asturias, Principado de;2017;2
C.III Gastos financieros;Asturias, Principado de;2016;3
C.III Gastos financieros;Asturias, Principado de;2015;4
C.III Gastos financieros;Asturias, Principado de;2014;5
C.III Gastos financieros;Asturias, Principado de;2013;7
C.III Gastos financieros;Asturias, Principado de;2012;4
C.III Gastos financieros;Asturias, Principado de;2011;4
C.III Gastos financieros;Asturias, Principado de;2010;5
C.III Gastos financieros;Balears, Illes;2023;4
C.III Gastos financieros;Balears, Illes;2022;23
C.III Gastos financieros;Balears, Illes;2021;6
C.III Gastos financieros;Balears, Illes;2020;4
C.III Gastos financieros;Balears, Illes;2019;7
C.III Gastos financieros;Balears, Illes;2018;126
C.III Gastos financieros;Balears, Illes;2017;6
C.III Gastos financieros;Balears, Illes;2016;6
C.III Gastos financieros;Balears, Illes;2015;134
C.III Gastos financieros;Balears, Illes;2014;65
C.III Gastos financieros;Balears, Illes;2013;118
C.III Gastos financieros;Balears, Illes;2012;147
C.III Gastos financieros;Balears, Illes;2011;73
C.III Gastos financieros;Balears, Illes;2010;0
C.III Gastos financieros;Canarias;2023;47
C.III Gastos financieros;Canarias;2022;1
C.III Gastos financieros;Canarias;2021;0
C.III Gastos financieros;Canarias;2020;55
C.III Gastos financieros;Canarias;2019;47
C.III Gastos financieros;Canarias;2018;38
C.III Gastos financieros;Canarias;2017;16
C.III Gastos financieros;Canarias;2016;14
C.III Gastos financieros;Canarias;2015;39
C.III Gastos financieros;Canarias;2014;46
C.III Gastos financieros;Canarias;2013;49
C.III Gastos financieros;Canarias;2012;28
C.III Gastos financieros;Canarias;2011;56
C.III Gastos financieros;Canarias;2010;3
C.III Gastos financieros;Cantabria;2023;0
C.III Gastos financieros;Cantabria;2022;0
C.III Gastos financieros;Cantabria;2021;0
C.III Gastos financieros;Cantabria;2020;0
C.III Gastos financieros;Cantabria;2019;0
C.III Gastos financieros;Cantabria;2018;0
C.III Gastos financieros;Cantabria;2017;0
C.III Gastos financieros;Cantabria;2016;0
C.III Gastos financieros;Cantabria;2015;0
C.III Gastos financieros;Cantabria;2014;0
C.III Gastos financieros;Cantabria;2013;0
C.III Gastos financieros;Cantabria;2012;0
C.III Gastos financieros;Cantabria;2011;0
C.III Gastos financieros;Cantabria;2010;0
C.III Gastos financieros;Castilla y León;2023;13
C.III Gastos financieros;Castilla y León;2022;11
C.III Gastos financieros;Castilla y León;2021;8
C.III Gastos financieros;Castilla y León;2020;7
C.III Gastos financieros;Castilla y León;2019;8
C.III Gastos financieros;Castilla y León;2018;4
C.III Gastos financieros;Castilla y León;2017;4
C.III Gastos financieros;Castilla y León;2016;24
C.III Gastos financieros;Castilla y León;2015;7
C.III Gastos financieros;Castilla y León;2014;5
C.III Gastos financieros;Castilla y León;2013;393
C.III Gastos financieros;Castilla y León;2012;126
C.III Gastos financieros;Castilla y León;2011;44
C.III Gastos financieros;Castilla y León;2010;77
C.III Gastos financieros;Castilla-La Mancha;2023;17
C.III Gastos financieros;Castilla-La Mancha;2022;17
C.III Gastos financieros;Castilla-La Mancha;2021;16
C.III Gastos financieros;Castilla-La Mancha;2020;11
C.III Gastos financieros;Castilla-La Mancha;2019;45
C.III Gastos financieros;Castilla-La Mancha;2018;16
C.III Gastos financieros;Castilla-La Mancha;2017;17
C.III Gastos financieros;Castilla-La Mancha;2016;14
C.III Gastos financieros;Castilla-La Mancha;2015;21
C.III Gastos financieros;Castilla-La Mancha;2014;68
C.III Gastos financieros;Castilla-La Mancha;2013;17
C.III Gastos financieros;Castilla-La Mancha;2012;21
C.III Gastos financieros;Castilla-La Mancha;2011;18
C.III Gastos financieros;Castilla-La Mancha;2010;19
C.III Gastos financieros;Cataluña;2023;42
C.III Gastos financieros;Cataluña;2022;47
C.III Gastos financieros;Cataluña;2021;24
C.III Gastos financieros;Cataluña;2020;28
C.III Gastos financieros;Cataluña;2019;90
C.III Gastos financieros;Cataluña;2018;159
C.III Gastos financieros;Cataluña;2017;89
C.III Gastos financieros;Cataluña;2016;46
C.III Gastos financieros;Cataluña;2015;93
C.III Gastos financieros;Cataluña;2014;90
C.III Gastos financieros;Cataluña;2013;67
C.III Gastos financieros;Cataluña;2012;66
C.III Gastos financieros;Cataluña;2011;49
C.III Gastos financieros;Cataluña;2010;35
C.III Gastos financieros;Comunitat Valenciana;2023;249
C.III Gastos financieros;Comunitat Valenciana;2022;56
C.III Gastos financieros;Comunitat Valenciana;2021;13
C.III Gastos financieros;Comunitat Valenciana;2020;8
C.III Gastos financieros;Comunitat Valenciana;2019;10
C.III Gastos financieros;Comunitat Valenciana;2018;140
C.III Gastos financieros;Comunitat Valenciana;2017;67
C.III Gastos financieros;Comunitat Valenciana;2016;14
C.III Gastos financieros;Comunitat Valenciana;2015;8
C.III Gastos financieros;Comunitat Valenciana;2014;27
C.III Gastos financieros;Comunitat Valenciana;2013;8
C.III Gastos financieros;Comunitat Valenciana;2012;207
C.III Gastos financieros;Comunitat Valenciana;2011;28
C.III Gastos financieros;Comunitat Valenciana;2010;22
C.III Gastos financieros;Extremadura;2023;1
C.III Gastos financieros;Extremadura;2022;5
C.III Gastos financieros;Extremadura;2021;1
C.III Gastos financieros;Extremadura;2020;3
C.III Gastos financieros;Extremadura;2019;4
C.III Gastos financieros;Extremadura;2018;2
C.III Gastos financieros;Extremadura;2017;2
C.III Gastos financieros;Extremadura;2016;2
C.III Gastos financieros;Extremadura;2015;1
C.III Gastos financieros;Extremadura;2014;1
C.III Gastos financieros;Extremadura;2013;1
C.III Gastos financieros;Extremadura;2012;9
C.III Gastos financieros;Extremadura;2011;5
C.III Gastos financieros;Extremadura;2010;0
C.III Gastos financieros;Galicia;2023;144
C.III Gastos financieros;Galicia;2022;4
C.III Gastos financieros;Galicia;2021;2
C.III Gastos financieros;Galicia;2020;2
C.III Gastos financieros;Galicia;2019;77
C.III Gastos financieros;Galicia;2018;6
C.III Gastos financieros;Galicia;2017;47
C.III Gastos financieros;Galicia;2016;18
C.III Gastos financieros;Galicia;2015;22
C.III Gastos financieros;Galicia;2014;67
C.III Gastos financieros;Galicia;2013;70
C.III Gastos financieros;Galicia;2012;52
C.III Gastos financieros;Galicia;2011;12
C.III Gastos financieros;Galicia;2010;7
C.III Gastos financieros;Madrid, Comunidad de;2023;20
C.III Gastos financieros;Madrid, Comunidad de;2022;18
C.III Gastos financieros;Madrid, Comunidad de;2021;562
C.III Gastos financieros;Madrid, Comunidad de;2020;29
C.III Gastos financieros;Madrid, Comunidad de;2019;119
C.III Gastos financieros;Madrid, Comunidad de;2018;240
C.III Gastos financieros;Madrid, Comunidad de;2017;74
C.III Gastos financieros;Madrid, Comunidad de;2016;41
C.III Gastos financieros;Madrid, Comunidad de;2015;41
C.III Gastos financieros;Madrid, Comunidad de;2014;183
C.III Gastos financieros;Madrid, Comunidad de;2013;161
C.III Gastos financieros;Madrid, Comunidad de;2012;94
C.III Gastos financieros;Madrid, Comunidad de;2011;67
C.III Gastos financieros;Madrid, Comunidad de;2010;85
C.III Gastos financieros;Murcia, Región de;2023;1
C.III Gastos financieros;Murcia, Región de;2022;0
C.III Gastos financieros;Murcia, Región de;2021;0
C.III Gastos financieros;Murcia, Región de;2020;0
C.III Gastos financieros;Murcia, Región de;2019;0
