Tipo de indicador;Actividad económica;Sexo;Periodo;Total
Régimen General;931 Actividades deportivas;Mujeres;2019. Mes 09;48.457
Régimen General;931 Actividades deportivas;Mujeres;2019. Mes 08;46.487
Régimen General;931 Actividades deportivas;Mujeres;2019. Mes 07;49.196
Régimen General;931 Actividades deportivas;Mujeres;2019. Mes 06;54.271
Régimen General;931 Actividades deportivas;Mujeres;2019. Mes 05;53.910
Régimen General;931 Actividades deportivas;Mujeres;2019. Mes 04;56.713
Régimen General;931 Actividades deportivas;Mujeres;2019. Mes 03;57.509
Régimen General;931 Actividades deportivas;Mujeres;2019. Mes 02;57.116
Régimen General;931 Actividades deportivas;Mujeres;2019. Mes 01;56.122
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2025. Mes 12;259
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2025. Mes 11;259
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2025. Mes 10;256
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2025. Mes 09;251
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2025. Mes 08;251
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2025. Mes 07;255
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2025. Mes 06;255
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2025. Mes 05;258
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2025. Mes 04;264
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2025. Mes 03;264
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2025. Mes 02;265
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2025. Mes 01;266
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2024. Mes 12;266
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2024. Mes 11;266
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2024. Mes 10;266
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2024. Mes 09;264
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2024. Mes 08;266
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2024. Mes 07;266
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2024. Mes 06;270
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2024. Mes 05;267
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2024. Mes 04;267
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2024. Mes 03;265
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2024. Mes 02;261
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2024. Mes 01;257
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2023. Mes 12;257
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2023. Mes 11;262
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2023. Mes 10;266
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2023. Mes 09;264
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2023. Mes 08;266
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2023. Mes 07;269
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2023. Mes 06;271
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2023. Mes 05;267
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2023. Mes 04;268
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2023. Mes 03;268
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2023. Mes 02;270
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2023. Mes 01;268
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2022. Mes 12;271
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2022. Mes 11;265
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2022. Mes 10;265
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2022. Mes 09;267
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2022. Mes 08;265
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2022. Mes 07;265
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2022. Mes 06;265
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2022. Mes 05;264
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2022. Mes 04;263
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2022. Mes 03;262
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2022. Mes 02;263
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2022. Mes 01;261
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2021. Mes 12;262
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2021. Mes 11;264
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2021. Mes 10;260
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2021. Mes 09;265
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2021. Mes 08;263
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2021. Mes 07;258
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2021. Mes 06;254
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2021. Mes 05;252
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2021. Mes 04;248
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2021. Mes 03;244
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2021. Mes 02;243
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2021. Mes 01;239
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2020. Mes 12;242
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2020. Mes 11;240
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2020. Mes 10;239
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2020. Mes 09;241
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2020. Mes 08;234
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2020. Mes 07;233
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2020. Mes 06;227
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2020. Mes 05;221
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2020. Mes 04;220
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2020. Mes 03;223
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2020. Mes 02;222
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2020. Mes 01;223
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2019. Mes 12;224
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2019. Mes 11;224
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2019. Mes 10;225
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2019. Mes 09;223
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2019. Mes 08;223
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2019. Mes 07;223
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2019. Mes 06;227
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2019. Mes 05;228
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2019. Mes 04;228
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2019. Mes 03;217
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2019. Mes 02;216
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Total;2019. Mes 01;216
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2025. Mes 12;215
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2025. Mes 11;214
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2025. Mes 10;211
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2025. Mes 09;206
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2025. Mes 08;206
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2025. Mes 07;210
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2025. Mes 06;209
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2025. Mes 05;209
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2025. Mes 04;214
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2025. Mes 03;211
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2025. Mes 02;213
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2025. Mes 01;214
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2024. Mes 12;214
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2024. Mes 11;216
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2024. Mes 10;217
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2024. Mes 09;215
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2024. Mes 08;218
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2024. Mes 07;218
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2024. Mes 06;221
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2024. Mes 05;218
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2024. Mes 04;218
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2024. Mes 03;216
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2024. Mes 02;214
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2024. Mes 01;210
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2023. Mes 12;210
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2023. Mes 11;215
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2023. Mes 10;218
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2023. Mes 09;215
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2023. Mes 08;216
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2023. Mes 07;219
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2023. Mes 06;222
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2023. Mes 05;218
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2023. Mes 04;221
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2023. Mes 03;221
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2023. Mes 02;223
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2023. Mes 01;221
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2022. Mes 12;225
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2022. Mes 11;218
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2022. Mes 10;219
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2022. Mes 09;220
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2022. Mes 08;220
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2022. Mes 07;219
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2022. Mes 06;221
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2022. Mes 05;218
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2022. Mes 04;215
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2022. Mes 03;214
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2022. Mes 02;214
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2022. Mes 01;211
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2021. Mes 12;213
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2021. Mes 11;215
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2021. Mes 10;212
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2021. Mes 09;217
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2021. Mes 08;216
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2021. Mes 07;213
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2021. Mes 06;210
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2021. Mes 05;207
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2021. Mes 04;201
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2021. Mes 03;196
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2021. Mes 02;196
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2021. Mes 01;194
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2020. Mes 12;194
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2020. Mes 11;193
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2020. Mes 10;192
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2020. Mes 09;193
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2020. Mes 08;189
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2020. Mes 07;189
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2020. Mes 06;187
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2020. Mes 05;182
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2020. Mes 04;183
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2020. Mes 03;186
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2020. Mes 02;185
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2020. Mes 01;184
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2019. Mes 12;185
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2019. Mes 11;187
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2019. Mes 10;187
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2019. Mes 09;186
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2019. Mes 08;185
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2019. Mes 07;184
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2019. Mes 06;188
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2019. Mes 05;190
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2019. Mes 04;190
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2019. Mes 03;181
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2019. Mes 02;181
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Hombres;2019. Mes 01;181
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2025. Mes 12;44
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2025. Mes 11;45
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2025. Mes 10;45
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2025. Mes 09;45
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2025. Mes 08;45
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2025. Mes 07;45
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2025. Mes 06;46
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2025. Mes 05;49
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2025. Mes 04;50
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2025. Mes 03;53
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2025. Mes 02;52
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2025. Mes 01;52
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2024. Mes 12;52
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2024. Mes 11;50
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2024. Mes 10;49
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2024. Mes 09;49
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2024. Mes 08;48
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2024. Mes 07;48
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2024. Mes 06;49
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2024. Mes 05;49
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2024. Mes 04;49
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2024. Mes 03;49
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2024. Mes 02;47
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2024. Mes 01;47
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2023. Mes 12;47
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2023. Mes 11;47
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2023. Mes 10;48
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2023. Mes 09;49
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2023. Mes 08;50
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2023. Mes 07;50
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2023. Mes 06;49
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2023. Mes 05;49
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2023. Mes 04;47
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2023. Mes 03;47
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2023. Mes 02;47
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2023. Mes 01;47
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2022. Mes 12;46
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2022. Mes 11;47
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2022. Mes 10;46
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2022. Mes 09;47
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2022. Mes 08;45
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2022. Mes 07;46
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2022. Mes 06;44
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2022. Mes 05;46
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2022. Mes 04;48
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2022. Mes 03;48
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2022. Mes 02;49
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2022. Mes 01;50
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2021. Mes 12;49
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2021. Mes 11;49
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2021. Mes 10;48
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2021. Mes 09;48
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2021. Mes 08;47
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2021. Mes 07;45
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2021. Mes 06;44
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2021. Mes 05;45
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2021. Mes 04;47
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2021. Mes 03;48
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2021. Mes 02;47
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2021. Mes 01;45
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2020. Mes 12;48
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2020. Mes 11;47
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2020. Mes 10;47
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2020. Mes 09;48
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2020. Mes 08;45
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2020. Mes 07;44
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2020. Mes 06;40
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2020. Mes 05;39
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2020. Mes 04;37
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2020. Mes 03;37
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2020. Mes 02;37
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2020. Mes 01;39
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2019. Mes 12;39
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2019. Mes 11;37
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2019. Mes 10;38
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2019. Mes 09;37
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2019. Mes 08;38
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2019. Mes 07;39
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2019. Mes 06;39
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2019. Mes 05;38
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2019. Mes 04;38
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2019. Mes 03;36
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2019. Mes 02;35
Régimen Especial de Trabajadores Autónomos;323 Fabricación de artículos de deporte;Mujeres;2019. Mes 01;35
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2025. Mes 12;23.880
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2025. Mes 11;23.828
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2025. Mes 10;23.745
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2025. Mes 09;23.418
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2025. Mes 08;23.068
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2025. Mes 07;23.250
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2025. Mes 06;23.353
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2025. Mes 05;23.291
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2025. Mes 04;23.148
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2025. Mes 03;23.027
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2025. Mes 02;22.914
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2025. Mes 01;22.735
Régimen Especial de Trabajadores Autónomos;931 Actividades deportivas;Total;2024. Mes 12;22.658
