Tipo de indicador;Actividad económica;Sexo;Periodo;Total
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Total;2020. Mes 03;35.178
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Total;2020. Mes 02;37.515
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Total;2020. Mes 01;38.391
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Total;2019. Mes 12;43.220
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Total;2019. Mes 11;41.551
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Total;2019. Mes 10;38.863
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Total;2019. Mes 09;38.064
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Total;2019. Mes 08;39.861
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Total;2019. Mes 07;40.101
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Total;2019. Mes 06;39.161
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Total;2019. Mes 05;36.874
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Total;2019. Mes 04;36.501
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Total;2019. Mes 03;36.574
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Total;2019. Mes 02;36.687
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Total;2019. Mes 01;37.314
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2025. Mes 12;21.109
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2025. Mes 11;20.059
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2025. Mes 10;19.044
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2025. Mes 09;19.008
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2025. Mes 08;19.912
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2025. Mes 07;20.547
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2025. Mes 06;20.204
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2025. Mes 05;18.850
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2025. Mes 04;18.526
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2025. Mes 03;18.411
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2025. Mes 02;18.372
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2025. Mes 01;18.557
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2024. Mes 12;20.176
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2024. Mes 11;19.623
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2024. Mes 10;18.797
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2024. Mes 09;18.621
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2024- Mes 08;19.650
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2024- Mes 07;19.970
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2024. Mes 06;19.702
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2024. Mes 05;18.615
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2024. Mes 04;18.039
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2024. Mes 03;18.236
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2024. Mes 02;18.192
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2024. Mes 01;18.613
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2023. Mes 12;20.331
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2023. Mes 11;19.817
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2023. Mes 10;19.026
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2023. Mes 09;18.732
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2023. Mes 08;19.605
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2023. Mes 07;19.913
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2023. Mes 06;19.491
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2023. Mes 05;18.853
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2023. Mes 04;18.571
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2023. Mes 03;18.430
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2023. Mes 02;18.297
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2023. Mes 01;18.592
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2022. Mes 12;19.738
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2022. Mes 11;19.252
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2022. Mes 10;18.971
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2022. Mes 09;18.692
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2022. Mes 08;19.363
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2022. Mes 07;19.792
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2022. Mes 06;19.230
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2022. Mes 05;18.290
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2022. Mes 04;18.115
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2022. Mes 03;18.591
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2022. Mes 02;18.380
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2022. Mes 01;18.751
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2021. Mes 12;20.359
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2021. Mes 11;19.873
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2021. Mes 10;19.030
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2021. Mes 09;18.605
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2021. Mes 08;19.004
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2021. Mes 07;19.318
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2021. Mes 06;18.833
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2021. Mes 05;17.686
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2021. Mes 04;17.046
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2021. Mes 03;16.630
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2021. Mes 02;16.214
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2021. Mes 01;16.813
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2020. Mes 12;18.431
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2020. Mes 11;17.725
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2020. Mes 10;17.653
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2020. Mes 09;17.198
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2020. Mes 08;17.486
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2020. Mes 07;17.755
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2020. Mes 06;17.147
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2020. Mes 05;16.229
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2020. Mes 04;16.120
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2020. Mes 03;16.302
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2020. Mes 02;17.415
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2020. Mes 01;17.790
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2019. Mes 12;19.580
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2019. Mes 11;19.018
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2019. Mes 10;18.127
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2019. Mes 09;17.772
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2019. Mes 08;18.497
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2019. Mes 07;18.621
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2019. Mes 06;18.268
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2019. Mes 05;17.255
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2019. Mes 04;17.061
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2019. Mes 03;17.164
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2019. Mes 02;17.201
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Hombres;2019. Mes 01;17.542
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2025. Mes 12;23.456
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2025. Mes 11;22.117
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2025. Mes 10;20.853
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2025. Mes 09;20.786
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2025. Mes 08;21.959
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2025. Mes 07;22.628
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2025. Mes 06;22.251
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2025. Mes 05;20.557
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2025. Mes 04;20.193
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2025. Mes 03;20.046
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2025. Mes 02;20.231
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2025. Mes 01;20.333
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2024. Mes 12;22.932
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2024. Mes 11;22.070
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2024. Mes 10;20.838
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2024. Mes 09;20.521
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2024- Mes 08;21.794
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2024- Mes 07;22.141
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2024. Mes 06;21.777
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2024. Mes 05;20.221
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2024. Mes 04;19.842
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2024. Mes 03;19.990
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2024. Mes 02;19.863
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2024. Mes 01;20.478
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2023. Mes 12;22.842
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2023. Mes 11;21.990
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2023. Mes 10;20.884
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2023. Mes 09;20.749
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2023. Mes 08;21.564
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2023. Mes 07;22.011
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2023. Mes 06;21.382
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2023. Mes 05;20.560
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2023. Mes 04;20.299
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2023. Mes 03;20.067
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2023. Mes 02;19.973
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2023. Mes 01;20.310
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2022. Mes 12;22.332
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2022. Mes 11;21.513
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2022. Mes 10;20.766
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2022. Mes 09;20.376
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2022. Mes 08;21.110
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2022. Mes 07;21.915
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2022. Mes 06;21.219
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2022. Mes 05;19.944
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2022. Mes 04;19.846
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2022. Mes 03;20.183
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2022. Mes 02;20.111
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2022. Mes 01;20.752
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2021. Mes 12;23.290
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2021. Mes 11;22.447
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2021. Mes 10;21.145
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2021. Mes 09;20.618
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2021. Mes 08;21.165
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2021. Mes 07;21.657
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2021. Mes 06;20.939
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2021. Mes 05;19.455
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2021. Mes 04;18.805
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2021. Mes 03;18.319
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2021. Mes 02;18.009
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2021. Mes 01;18.751
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2020. Mes 12;21.527
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2020. Mes 11;20.271
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2020. Mes 10;20.103
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2020. Mes 09;19.644
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2020. Mes 08;20.139
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2020. Mes 07;20.486
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2020. Mes 06;19.717
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2020. Mes 05;18.691
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2020. Mes 04;18.649
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2020. Mes 03;18.876
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2020. Mes 02;20.100
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2020. Mes 01;20.601
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2019. Mes 12;23.640
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2019. Mes 11;22.533
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2019. Mes 10;20.736
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2019. Mes 09;20.292
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2019. Mes 08;21.364
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2019. Mes 07;21.480
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2019. Mes 06;20.893
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2019. Mes 05;19.619
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2019. Mes 04;19.440
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2019. Mes 03;19.410
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2019. Mes 02;19.486
TOTAL;47.64 Comercio al por menor de artículos deportivos en establecimientos especializados;Mujeres;2019. Mes 01;19.772
TOTAL;77.21 Alquiler de artículos de ocio y deportivos;Total;2025. Mes 12;3.162
TOTAL;77.21 Alquiler de artículos de ocio y deportivos;Total;2025. Mes 11;2.985
TOTAL;77.21 Alquiler de artículos de ocio y deportivos;Total;2025. Mes 10;3.159
TOTAL;77.21 Alquiler de artículos de ocio y deportivos;Total;2025. Mes 09;3.556
TOTAL;77.21 Alquiler de artículos de ocio y deportivos;Total;2025. Mes 08;4.279
TOTAL;77.21 Alquiler de artículos de ocio y deportivos;Total;2025. Mes 07;4.279
TOTAL;77.21 Alquiler de artículos de ocio y deportivos;Total;2025. Mes 06;3.921
TOTAL;77.21 Alquiler de artículos de ocio y deportivos;Total;2025. Mes 05;3.572
TOTAL;77.21 Alquiler de artículos de ocio y deportivos;Total;2025. Mes 04;3.317
