Tipo de indicador;Actividad económica;Sexo;Periodo;Total
TOTAL;93.11 Gestión de instalaciones deportivas;Total;2019. Mes 11;56.129
TOTAL;93.11 Gestión de instalaciones deportivas;Total;2019. Mes 10;54.539
TOTAL;93.11 Gestión de instalaciones deportivas;Total;2019. Mes 09;51.134
TOTAL;93.11 Gestión de instalaciones deportivas;Total;2019. Mes 08;54.281
TOTAL;93.11 Gestión de instalaciones deportivas;Total;2019. Mes 07;55.797
TOTAL;93.11 Gestión de instalaciones deportivas;Total;2019. Mes 06;58.142
TOTAL;93.11 Gestión de instalaciones deportivas;Total;2019. Mes 05;53.514
TOTAL;93.11 Gestión de instalaciones deportivas;Total;2019. Mes 04;54.478
TOTAL;93.11 Gestión de instalaciones deportivas;Total;2019. Mes 03;55.138
TOTAL;93.11 Gestión de instalaciones deportivas;Total;2019. Mes 02;54.834
TOTAL;93.11 Gestión de instalaciones deportivas;Total;2019. Mes 01;54.051
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2025. Mes 12;42.119
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2025. Mes 11;41.618
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2025. Mes 10;41.003
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2025. Mes 09;39.196
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2025. Mes 08;42.019
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2025. Mes 07;42.471
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2025. Mes 06;42.930
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2025. Mes 05;40.194
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2025. Mes 04;39.880
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2025. Mes 03;40.048
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2025. Mes 02;39.585
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2025. Mes 01;39.068
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2024. Mes 12;39.414
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2024. Mes 11;39.026
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2024. Mes 10;38.388
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2024. Mes 09;36.842
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2024- Mes 08;39.417
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2024- Mes 07;40.011
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2024. Mes 06;40.962
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2024. Mes 05;37.482
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2024. Mes 04;37.652
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2024. Mes 03;38.196
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2024. Mes 02;37.753
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2024. Mes 01;37.396
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2023. Mes 12;37.380
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2023. Mes 11;37.054
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2023. Mes 10;36.802
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2023. Mes 09;35.336
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2023. Mes 08;36.594
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2023. Mes 07;37.873
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2023. Mes 06;37.717
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2023. Mes 05;35.708
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2023. Mes 04;36.122
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2023. Mes 03;36.318
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2023. Mes 02;36.171
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2023. Mes 01;35.960
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2022. Mes 12;35.549
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2022. Mes 11;35.108
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2022. Mes 10;34.363
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2022. Mes 09;32.615
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2022. Mes 08;34.301
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2022. Mes 07;35.886
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2022. Mes 06;35.236
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2022. Mes 05;33.405
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2022. Mes 04;33.609
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2022. Mes 03;33.664
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2022. Mes 02;33.635
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2022. Mes 01;33.294
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2021. Mes 12;33.295
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2021. Mes 11;32.857
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2021. Mes 10;32.371
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2021. Mes 09;30.223
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2021. Mes 08;31.762
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2021. Mes 07;33.587
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2021. Mes 06;33.029
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2021. Mes 05;30.364
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2021. Mes 04;30.138
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2021. Mes 03;30.244
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2021. Mes 02;29.926
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2021. Mes 01;29.705
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2020. Mes 12;30.271
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2020. Mes 11;30.136
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2020. Mes 10;30.319
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2020. Mes 09;28.985
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2020. Mes 08;30.956
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2020. Mes 07;31.872
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2020. Mes 06;31.478
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2020. Mes 05;30.964
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2020. Mes 04;30.988
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2020. Mes 03;31.325
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2020. Mes 02;33.498
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2020. Mes 01;32.996
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2019. Mes 12;32.993
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2019. Mes 11;32.966
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2019. Mes 10;32.032
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2019. Mes 09;30.297
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2019. Mes 08;32.449
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2019. Mes 07;33.129
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2019. Mes 06;34.371
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2019. Mes 05;31.311
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2019. Mes 04;31.819
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2019. Mes 03;32.210
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2019. Mes 02;32.034
TOTAL;93.11 Gestión de instalaciones deportivas;Hombres;2019. Mes 01;31.638
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2025. Mes 12;28.551
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2025. Mes 11;28.097
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2025. Mes 10;27.645
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2025. Mes 09;25.704
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2025. Mes 08;26.899
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2025. Mes 07;28.016
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2025. Mes 06;28.738
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2025. Mes 05;27.064
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2025. Mes 04;27.040
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2025. Mes 03;27.059
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2025. Mes 02;26.785
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2025. Mes 01;26.398
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2024. Mes 12;26.694
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2024. Mes 11;26.276
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2024. Mes 10;25.901
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2024. Mes 09;24.318
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2024- Mes 08;25.247
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2024- Mes 07;26.191
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2024. Mes 06;27.066
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2024. Mes 05;25.048
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2024. Mes 04;25.257
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2024. Mes 03;25.666
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2024. Mes 02;25.338
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2024. Mes 01;25.090
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2023. Mes 12;25.313
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2023. Mes 11;25.007
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2023. Mes 10;24.871
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2023. Mes 09;23.311
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2023. Mes 08;23.749
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2023. Mes 07;25.052
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2023. Mes 06;25.463
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2023. Mes 05;24.233
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2023. Mes 04;24.497
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2023. Mes 03;24.419
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2023. Mes 02;24.402
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2023. Mes 01;24.195
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2022. Mes 12;24.178
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2022. Mes 11;23.797
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2022. Mes 10;23.395
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2022. Mes 09;21.551
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2022. Mes 08;22.272
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2022. Mes 07;23.884
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2022. Mes 06;23.792
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2022. Mes 05;22.444
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2022. Mes 04;22.749
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2022. Mes 03;22.614
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2022. Mes 02;22.612
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2022. Mes 01;22.428
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2021. Mes 12;22.566
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2021. Mes 11;22.201
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2021. Mes 10;22.013
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2021. Mes 09;20.093
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2021. Mes 08;20.918
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2021. Mes 07;22.436
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2021. Mes 06;22.302
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2021. Mes 05;20.462
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2021. Mes 04;20.421
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2021. Mes 03;20.484
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2021. Mes 02;20.299
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2021. Mes 01;20.296
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2020. Mes 12;20.824
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2020. Mes 11;20.842
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2020. Mes 10;21.040
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2020. Mes 09;20.002
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2020. Mes 08;20.932
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2020. Mes 07;21.593
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2020. Mes 06;21.545
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2020. Mes 05;21.666
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2020. Mes 04;21.799
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2020. Mes 03;21.996
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2020. Mes 02;23.540
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2020. Mes 01;23.158
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2019. Mes 12;23.366
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2019. Mes 11;23.163
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2019. Mes 10;22.507
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2019. Mes 09;20.837
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2019. Mes 08;21.832
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2019. Mes 07;22.668
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2019. Mes 06;23.771
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2019. Mes 05;22.203
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2019. Mes 04;22.659
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2019. Mes 03;22.928
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2019. Mes 02;22.800
TOTAL;93.11 Gestión de instalaciones deportivas;Mujeres;2019. Mes 01;22.413
TOTAL;93.12 Actividades de los clubes deportivos;Total;2025. Mes 12;66.897
TOTAL;93.12 Actividades de los clubes deportivos;Total;2025. Mes 11;65.657
TOTAL;93.12 Actividades de los clubes deportivos;Total;2025. Mes 10;63.968
TOTAL;93.12 Actividades de los clubes deportivos;Total;2025. Mes 09;56.293
TOTAL;93.12 Actividades de los clubes deportivos;Total;2025. Mes 08;45.897
TOTAL;93.12 Actividades de los clubes deportivos;Total;2025. Mes 07;44.361
TOTAL;93.12 Actividades de los clubes deportivos;Total;2025. Mes 06;46.605
TOTAL;93.12 Actividades de los clubes deportivos;Total;2025. Mes 05;58.249
TOTAL;93.12 Actividades de los clubes deportivos;Total;2025. Mes 04;62.005
TOTAL;93.12 Actividades de los clubes deportivos;Total;2025. Mes 03;63.305
TOTAL;93.12 Actividades de los clubes deportivos;Total;2025. Mes 02;63.193
TOTAL;93.12 Actividades de los clubes deportivos;Total;2025. Mes 01;62.625
TOTAL;93.12 Actividades de los clubes deportivos;Total;2024. Mes 12;62.057
TOTAL;93.12 Actividades de los clubes deportivos;Total;2024. Mes 11;60.681
TOTAL;93.12 Actividades de los clubes deportivos;Total;2024. Mes 10;59.245
TOTAL;93.12 Actividades de los clubes deportivos;Total;2024. Mes 09;51.901
TOTAL;93.12 Actividades de los clubes deportivos;Total;2024- Mes 08;43.178
TOTAL;93.12 Actividades de los clubes deportivos;Total;2024- Mes 07;40.900
TOTAL;93.12 Actividades de los clubes deportivos;Total;2024. Mes 06;45.693
TOTAL;93.12 Actividades de los clubes deportivos;Total;2024. Mes 05;50.996
TOTAL;93.12 Actividades de los clubes deportivos;Total;2024. Mes 04;57.812
TOTAL;93.12 Actividades de los clubes deportivos;Total;2024. Mes 03;59.400
TOTAL;93.12 Actividades de los clubes deportivos;Total;2024. Mes 02;59.035
TOTAL;93.12 Actividades de los clubes deportivos;Total;2024. Mes 01;58.514
TOTAL;93.12 Actividades de los clubes deportivos;Total;2023. Mes 12;58.075
TOTAL;93.12 Actividades de los clubes deportivos;Total;2023. Mes 11;56.880
TOTAL;93.12 Actividades de los clubes deportivos;Total;2023. Mes 10;55.857
TOTAL;93.12 Actividades de los clubes deportivos;Total;2023. Mes 09;49.699
TOTAL;93.12 Actividades de los clubes deportivos;Total;2023. Mes 08;40.614
TOTAL;93.12 Actividades de los clubes deportivos;Total;2023. Mes 07;38.477
TOTAL;93.12 Actividades de los clubes deportivos;Total;2023. Mes 06;39.810
TOTAL;93.12 Actividades de los clubes deportivos;Total;2023. Mes 05;49.560
TOTAL;93.12 Actividades de los clubes deportivos;Total;2023. Mes 04;55.321
TOTAL;93.12 Actividades de los clubes deportivos;Total;2023. Mes 03;56.655
TOTAL;93.12 Actividades de los clubes deportivos;Total;2023. Mes 02;57.117
TOTAL;93.12 Actividades de los clubes deportivos;Total;2023. Mes 01;56.540
TOTAL;93.12 Actividades de los clubes deportivos;Total;2022. Mes 12;55.984
TOTAL;93.12 Actividades de los clubes deportivos;Total;2022. Mes 11;54.763
TOTAL;93.12 Actividades de los clubes deportivos;Total;2022. Mes 10;53.618
TOTAL;93.12 Actividades de los clubes deportivos;Total;2022. Mes 09;46.835
TOTAL;93.12 Actividades de los clubes deportivos;Total;2022. Mes 08;38.301
TOTAL;93.12 Actividades de los clubes deportivos;Total;2022. Mes 07;38.057
TOTAL;93.12 Actividades de los clubes deportivos;Total;2022. Mes 06;38.909
TOTAL;93.12 Actividades de los clubes deportivos;Total;2022. Mes 05;47.553
TOTAL;93.12 Actividades de los clubes deportivos;Total;2022. Mes 04;53.346
TOTAL;93.12 Actividades de los clubes deportivos;Total;2022. Mes 03;54.218
TOTAL;93.12 Actividades de los clubes deportivos;Total;2022. Mes 02;54.274
TOTAL;93.12 Actividades de los clubes deportivos;Total;2022. Mes 01;53.433
TOTAL;93.12 Actividades de los clubes deportivos;Total;2021. Mes 12;53.003
TOTAL;93.12 Actividades de los clubes deportivos;Total;2021. Mes 11;51.884
TOTAL;93.12 Actividades de los clubes deportivos;Total;2021. Mes 10;50.347
TOTAL;93.12 Actividades de los clubes deportivos;Total;2021. Mes 09;43.356
TOTAL;93.12 Actividades de los clubes deportivos;Total;2021. Mes 08;36.407
TOTAL;93.12 Actividades de los clubes deportivos;Total;2021. Mes 07;36.075
TOTAL;93.12 Actividades de los clubes deportivos;Total;2021. Mes 06;37.515
TOTAL;93.12 Actividades de los clubes deportivos;Total;2021. Mes 05;43.369
TOTAL;93.12 Actividades de los clubes deportivos;Total;2021. Mes 04;45.823
TOTAL;93.12 Actividades de los clubes deportivos;Total;2021. Mes 03;45.936
TOTAL;93.12 Actividades de los clubes deportivos;Total;2021. Mes 02;45.073
TOTAL;93.12 Actividades de los clubes deportivos;Total;2021. Mes 01;44.642
TOTAL;93.12 Actividades de los clubes deportivos;Total;2020. Mes 12;45.007
TOTAL;93.12 Actividades de los clubes deportivos;Total;2020. Mes 11;44.162
TOTAL;93.12 Actividades de los clubes deportivos;Total;2020. Mes 10;43.858
TOTAL;93.12 Actividades de los clubes deportivos;Total;2020. Mes 09;38.307
TOTAL;93.12 Actividades de los clubes deportivos;Total;2020. Mes 08;32.322
TOTAL;93.12 Actividades de los clubes deportivos;Total;2020. Mes 07;32.407
TOTAL;93.12 Actividades de los clubes deportivos;Total;2020. Mes 06;35.901
TOTAL;93.12 Actividades de los clubes deportivos;Total;2020. Mes 05;41.196
TOTAL;93.12 Actividades de los clubes deportivos;Total;2020. Mes 04;42.884
TOTAL;93.12 Actividades de los clubes deportivos;Total;2020. Mes 03;44.385
TOTAL;93.12 Actividades de los clubes deportivos;Total;2020. Mes 02;51.014
TOTAL;93.12 Actividades de los clubes deportivos;Total;2020. Mes 01;50.177
TOTAL;93.12 Actividades de los clubes deportivos;Total;2019. Mes 12;49.638
TOTAL;93.12 Actividades de los clubes deportivos;Total;2019. Mes 11;48.640
TOTAL;93.12 Actividades de los clubes deportivos;Total;2019. Mes 10;46.906
TOTAL;93.12 Actividades de los clubes deportivos;Total;2019. Mes 09;39.619
TOTAL;93.12 Actividades de los clubes deportivos;Total;2019. Mes 08;33.083
TOTAL;93.12 Actividades de los clubes deportivos;Total;2019. Mes 07;32.522
TOTAL;93.12 Actividades de los clubes deportivos;Total;2019. Mes 06;37.682
TOTAL;93.12 Actividades de los clubes deportivos;Total;2019. Mes 05;41.476
TOTAL;93.12 Actividades de los clubes deportivos;Total;2019. Mes 04;46.295
TOTAL;93.12 Actividades de los clubes deportivos;Total;2019. Mes 03;47.497
TOTAL;93.12 Actividades de los clubes deportivos;Total;2019. Mes 02;47.393
TOTAL;93.12 Actividades de los clubes deportivos;Total;2019. Mes 01;46.588
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2025. Mes 12;44.238
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2025. Mes 11;43.485
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2025. Mes 10;42.416
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2025. Mes 09;38.270
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2025. Mes 08;31.459
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2025. Mes 07;29.013
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2025. Mes 06;29.807
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2025. Mes 05;38.523
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2025. Mes 04;41.553
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2025. Mes 03;42.293
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2025. Mes 02;42.173
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2025. Mes 01;41.809
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2024. Mes 12;41.383
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2024. Mes 11;40.573
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2024. Mes 10;39.658
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2024. Mes 09;35.580
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2024- Mes 08;29.714
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2024- Mes 07;27.035
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2024. Mes 06;29.973
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2024. Mes 05;33.869
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2024. Mes 04;39.212
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2024. Mes 03;40.185
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2024. Mes 02;39.985
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2024. Mes 01;39.636
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2023. Mes 12;39.222
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2023. Mes 11;38.480
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2023. Mes 10;37.872
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2023. Mes 09;34.387
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2023. Mes 08;28.198
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2023. Mes 07;25.703
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2023. Mes 06;25.884
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2023. Mes 05;33.132
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2023. Mes 04;37.589
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2023. Mes 03;38.540
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2023. Mes 02;38.814
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2023. Mes 01;38.499
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2022. Mes 12;38.082
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2022. Mes 11;37.337
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2022. Mes 10;36.582
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2022. Mes 09;32.575
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2022. Mes 08;26.705
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2022. Mes 07;25.396
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2022. Mes 06;25.566
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2022. Mes 05;32.082
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2022. Mes 04;36.751
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2022. Mes 03;37.307
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2022. Mes 02;37.300
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2022. Mes 01;36.745
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2021. Mes 12;36.358
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2021. Mes 11;35.664
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2021. Mes 10;34.647
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2021. Mes 09;30.353
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2021. Mes 08;25.404
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2021. Mes 07;24.210
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2021. Mes 06;24.816
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2021. Mes 05;29.873
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2021. Mes 04;31.911
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2021. Mes 03;31.959
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2021. Mes 02;31.280
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2021. Mes 01;30.937
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2020. Mes 12;31.126
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2020. Mes 11;30.538
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2020. Mes 10;30.209
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2020. Mes 09;26.401
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2020. Mes 08;21.693
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2020. Mes 07;21.499
TOTAL;93.12 Actividades de los clubes deportivos;Hombres;2020. Mes 06;24.100
