Federación;Deportistas;Sexo;periodo;Total
Remo;Valores absolutos;Hombres;2016;70
Remo;Valores absolutos;Hombres;2015;65
Remo;Valores absolutos;Hombres;2014;47
Remo;Valores absolutos;Hombres;2013;66
Remo;Valores absolutos;Hombres;2012;65
Remo;Valores absolutos;Hombres;2011;64
Remo;Valores absolutos;Hombres;2010;50
Remo;Valores absolutos;Hombres;2009;53
Remo;Valores absolutos;Hombres;2008;48
Remo;Valores absolutos;Hombres;2007;24
Remo;Valores absolutos;Hombres;2006;9
Remo;Valores absolutos;Hombres;2005;8
Remo;Valores absolutos;Mujeres;2024;55
Remo;Valores absolutos;Mujeres;2023;39
Remo;Valores absolutos;Mujeres;2022;38
Remo;Valores absolutos;Mujeres;2021;33
Remo;Valores absolutos;Mujeres;2020;27
Remo;Valores absolutos;Mujeres;2019;18
Remo;Valores absolutos;Mujeres;2018;15
Remo;Valores absolutos;Mujeres;2017;18
Remo;Valores absolutos;Mujeres;2016;15
Remo;Valores absolutos;Mujeres;2015;13
Remo;Valores absolutos;Mujeres;2014;13
Remo;Valores absolutos;Mujeres;2013;22
Remo;Valores absolutos;Mujeres;2012;21
Remo;Valores absolutos;Mujeres;2011;18
Remo;Valores absolutos;Mujeres;2010;16
Remo;Valores absolutos;Mujeres;2009;12
Remo;Valores absolutos;Mujeres;2008;15
Remo;Valores absolutos;Mujeres;2007;13
Remo;Valores absolutos;Mujeres;2006;1
Remo;Valores absolutos;Mujeres;2005;4
Remo;Porcentaje;TOTAL;2024;100,0
Remo;Porcentaje;TOTAL;2023;100,0
Remo;Porcentaje;TOTAL;2022;100,0
Remo;Porcentaje;TOTAL;2021;100,0
Remo;Porcentaje;TOTAL;2020;100,0
Remo;Porcentaje;TOTAL;2019;100,0
Remo;Porcentaje;TOTAL;2018;100,0
Remo;Porcentaje;TOTAL;2017;100,0
Remo;Porcentaje;TOTAL;2016;100,0
Remo;Porcentaje;TOTAL;2015;100,0
Remo;Porcentaje;TOTAL;2014;100,0
Remo;Porcentaje;TOTAL;2013;100,0
Remo;Porcentaje;TOTAL;2012;100,0
Remo;Porcentaje;TOTAL;2011;100,0
Remo;Porcentaje;TOTAL;2010;100,0
Remo;Porcentaje;TOTAL;2009;100,0
Remo;Porcentaje;TOTAL;2008;100,0
Remo;Porcentaje;TOTAL;2007;100,0
Remo;Porcentaje;TOTAL;2006;100,0
Remo;Porcentaje;TOTAL;2005;100,0
Remo;Porcentaje;Hombres;2024;48,6
Remo;Porcentaje;Hombres;2023;58,5
Remo;Porcentaje;Hombres;2022;62,0
Remo;Porcentaje;Hombres;2021;65,6
Remo;Porcentaje;Hombres;2020;73,8
Remo;Porcentaje;Hombres;2019;79,8
Remo;Porcentaje;Hombres;2018;81,0
Remo;Porcentaje;Hombres;2017;77,8
Remo;Porcentaje;Hombres;2016;82,4
Remo;Porcentaje;Hombres;2015;83,3
Remo;Porcentaje;Hombres;2014;78,3
Remo;Porcentaje;Hombres;2013;75,0
Remo;Porcentaje;Hombres;2012;75,6
Remo;Porcentaje;Hombres;2011;78,0
Remo;Porcentaje;Hombres;2010;75,8
Remo;Porcentaje;Hombres;2009;81,5
Remo;Porcentaje;Hombres;2008;76,2
Remo;Porcentaje;Hombres;2007;64,9
Remo;Porcentaje;Hombres;2006;90,0
Remo;Porcentaje;Hombres;2005;66,7
Remo;Porcentaje;Mujeres;2024;51,4
Remo;Porcentaje;Mujeres;2023;41,5
Remo;Porcentaje;Mujeres;2022;38,0
Remo;Porcentaje;Mujeres;2021;34,4
Remo;Porcentaje;Mujeres;2020;26,2
Remo;Porcentaje;Mujeres;2019;20,2
Remo;Porcentaje;Mujeres;2018;19,0
Remo;Porcentaje;Mujeres;2017;22,2
Remo;Porcentaje;Mujeres;2016;17,6
Remo;Porcentaje;Mujeres;2015;16,7
Remo;Porcentaje;Mujeres;2014;21,7
Remo;Porcentaje;Mujeres;2013;25,0
Remo;Porcentaje;Mujeres;2012;24,4
Remo;Porcentaje;Mujeres;2011;22,0
Remo;Porcentaje;Mujeres;2010;24,2
Remo;Porcentaje;Mujeres;2009;18,5
Remo;Porcentaje;Mujeres;2008;23,8
Remo;Porcentaje;Mujeres;2007;35,1
Remo;Porcentaje;Mujeres;2006;10,0
Remo;Porcentaje;Mujeres;2005;33,3
Rugby;Valores absolutos;TOTAL;2024;285
Rugby;Valores absolutos;TOTAL;2023;288
Rugby;Valores absolutos;TOTAL;2022;290
Rugby;Valores absolutos;TOTAL;2021;295
Rugby;Valores absolutos;TOTAL;2020;243
Rugby;Valores absolutos;TOTAL;2019;243
Rugby;Valores absolutos;TOTAL;2018;200
Rugby;Valores absolutos;TOTAL;2017;155
Rugby;Valores absolutos;TOTAL;2016;141
Rugby;Valores absolutos;TOTAL;2015;97
Rugby;Valores absolutos;TOTAL;2014;77
Rugby;Valores absolutos;TOTAL;2013;132
Rugby;Valores absolutos;TOTAL;2012;121
Rugby;Valores absolutos;TOTAL;2011;108
Rugby;Valores absolutos;TOTAL;2010;102
Rugby;Valores absolutos;TOTAL;2009;103
Rugby;Valores absolutos;TOTAL;2008;103
Rugby;Valores absolutos;TOTAL;2007;49
Rugby;Valores absolutos;TOTAL;2006;0
Rugby;Valores absolutos;TOTAL;2005;27
Rugby;Valores absolutos;Hombres;2024;190
Rugby;Valores absolutos;Hombres;2023;196
Rugby;Valores absolutos;Hombres;2022;208
Rugby;Valores absolutos;Hombres;2021;218
Rugby;Valores absolutos;Hombres;2020;180
Rugby;Valores absolutos;Hombres;2019;180
Rugby;Valores absolutos;Hombres;2018;141
Rugby;Valores absolutos;Hombres;2017;105
Rugby;Valores absolutos;Hombres;2016;78
Rugby;Valores absolutos;Hombres;2015;55
Rugby;Valores absolutos;Hombres;2014;41
Rugby;Valores absolutos;Hombres;2013;84
Rugby;Valores absolutos;Hombres;2012;73
Rugby;Valores absolutos;Hombres;2011;61
Rugby;Valores absolutos;Hombres;2010;58
Rugby;Valores absolutos;Hombres;2009;68
Rugby;Valores absolutos;Hombres;2008;67
Rugby;Valores absolutos;Hombres;2007;18
Rugby;Valores absolutos;Hombres;2006;0
Rugby;Valores absolutos;Hombres;2005;17
Rugby;Valores absolutos;Mujeres;2024;95
Rugby;Valores absolutos;Mujeres;2023;92
Rugby;Valores absolutos;Mujeres;2022;82
Rugby;Valores absolutos;Mujeres;2021;77
Rugby;Valores absolutos;Mujeres;2020;63
Rugby;Valores absolutos;Mujeres;2019;63
Rugby;Valores absolutos;Mujeres;2018;59
Rugby;Valores absolutos;Mujeres;2017;50
Rugby;Valores absolutos;Mujeres;2016;63
Rugby;Valores absolutos;Mujeres;2015;42
Rugby;Valores absolutos;Mujeres;2014;36
Rugby;Valores absolutos;Mujeres;2013;48
Rugby;Valores absolutos;Mujeres;2012;48
Rugby;Valores absolutos;Mujeres;2011;47
Rugby;Valores absolutos;Mujeres;2010;44
Rugby;Valores absolutos;Mujeres;2009;35
Rugby;Valores absolutos;Mujeres;2008;36
Rugby;Valores absolutos;Mujeres;2007;31
Rugby;Valores absolutos;Mujeres;2006;0
Rugby;Valores absolutos;Mujeres;2005;10
Rugby;Porcentaje;TOTAL;2024;100,0
Rugby;Porcentaje;TOTAL;2023;100,0
Rugby;Porcentaje;TOTAL;2022;100,0
Rugby;Porcentaje;TOTAL;2021;100,0
Rugby;Porcentaje;TOTAL;2020;100,0
Rugby;Porcentaje;TOTAL;2019;100,0
Rugby;Porcentaje;TOTAL;2018;100,0
Rugby;Porcentaje;TOTAL;2017;100,0
Rugby;Porcentaje;TOTAL;2016;100,0
Rugby;Porcentaje;TOTAL;2015;100,0
Rugby;Porcentaje;TOTAL;2014;100,0
Rugby;Porcentaje;TOTAL;2013;100,0
Rugby;Porcentaje;TOTAL;2012;100,0
Rugby;Porcentaje;TOTAL;2011;100,0
Rugby;Porcentaje;TOTAL;2010;100,0
Rugby;Porcentaje;TOTAL;2009;100,0
Rugby;Porcentaje;TOTAL;2008;100,0
Rugby;Porcentaje;TOTAL;2007;100,0
Rugby;Porcentaje;TOTAL;2006;..
Rugby;Porcentaje;TOTAL;2005;100,0
Rugby;Porcentaje;Hombres;2024;66,7
Rugby;Porcentaje;Hombres;2023;68,1
Rugby;Porcentaje;Hombres;2022;71,7
Rugby;Porcentaje;Hombres;2021;73,9
Rugby;Porcentaje;Hombres;2020;74,1
Rugby;Porcentaje;Hombres;2019;74,1
Rugby;Porcentaje;Hombres;2018;70,5
Rugby;Porcentaje;Hombres;2017;67,7
Rugby;Porcentaje;Hombres;2016;55,3
Rugby;Porcentaje;Hombres;2015;56,7
Rugby;Porcentaje;Hombres;2014;53,2
Rugby;Porcentaje;Hombres;2013;63,6
Rugby;Porcentaje;Hombres;2012;60,3
Rugby;Porcentaje;Hombres;2011;56,5
Rugby;Porcentaje;Hombres;2010;56,9
Rugby;Porcentaje;Hombres;2009;66,0
Rugby;Porcentaje;Hombres;2008;65,0
Rugby;Porcentaje;Hombres;2007;36,7
Rugby;Porcentaje;Hombres;2006;..
Rugby;Porcentaje;Hombres;2005;63,0
Rugby;Porcentaje;Mujeres;2024;33,3
Rugby;Porcentaje;Mujeres;2023;31,9
Rugby;Porcentaje;Mujeres;2022;28,3
Rugby;Porcentaje;Mujeres;2021;26,1
Rugby;Porcentaje;Mujeres;2020;25,9
Rugby;Porcentaje;Mujeres;2019;25,9
Rugby;Porcentaje;Mujeres;2018;29,5
Rugby;Porcentaje;Mujeres;2017;32,3
Rugby;Porcentaje;Mujeres;2016;44,7
Rugby;Porcentaje;Mujeres;2015;43,3
Rugby;Porcentaje;Mujeres;2014;46,8
Rugby;Porcentaje;Mujeres;2013;36,4
Rugby;Porcentaje;Mujeres;2012;39,7
Rugby;Porcentaje;Mujeres;2011;43,5
Rugby;Porcentaje;Mujeres;2010;43,1
Rugby;Porcentaje;Mujeres;2009;34,0
Rugby;Porcentaje;Mujeres;2008;35,0
Rugby;Porcentaje;Mujeres;2007;63,3
Rugby;Porcentaje;Mujeres;2006;..
Rugby;Porcentaje;Mujeres;2005;37,0
Salvamento y Socorrismo;Valores absolutos;TOTAL;2024;67
Salvamento y Socorrismo;Valores absolutos;TOTAL;2023;59
Salvamento y Socorrismo;Valores absolutos;TOTAL;2022;72
Salvamento y Socorrismo;Valores absolutos;TOTAL;2021;69
Salvamento y Socorrismo;Valores absolutos;TOTAL;2020;68
Salvamento y Socorrismo;Valores absolutos;TOTAL;2019;68
Salvamento y Socorrismo;Valores absolutos;TOTAL;2018;66
Salvamento y Socorrismo;Valores absolutos;TOTAL;2017;59
Salvamento y Socorrismo;Valores absolutos;TOTAL;2016;60
Salvamento y Socorrismo;Valores absolutos;TOTAL;2015;55
Salvamento y Socorrismo;Valores absolutos;TOTAL;2014;50
Salvamento y Socorrismo;Valores absolutos;TOTAL;2013;62
Salvamento y Socorrismo;Valores absolutos;TOTAL;2012;51
Salvamento y Socorrismo;Valores absolutos;TOTAL;2011;47
Salvamento y Socorrismo;Valores absolutos;TOTAL;2010;37
Salvamento y Socorrismo;Valores absolutos;TOTAL;2009;40
Salvamento y Socorrismo;Valores absolutos;TOTAL;2008;43
Salvamento y Socorrismo;Valores absolutos;TOTAL;2007;45
Salvamento y Socorrismo;Valores absolutos;TOTAL;2006;18
Salvamento y Socorrismo;Valores absolutos;TOTAL;2005;11
Salvamento y Socorrismo;Valores absolutos;Hombres;2024;34
Salvamento y Socorrismo;Valores absolutos;Hombres;2023;31
Salvamento y Socorrismo;Valores absolutos;Hombres;2022;38
Salvamento y Socorrismo;Valores absolutos;Hombres;2021;36
Salvamento y Socorrismo;Valores absolutos;Hombres;2020;38
Salvamento y Socorrismo;Valores absolutos;Hombres;2019;38
Salvamento y Socorrismo;Valores absolutos;Hombres;2018;36
Salvamento y Socorrismo;Valores absolutos;Hombres;2017;33
Salvamento y Socorrismo;Valores absolutos;Hombres;2016;34
Salvamento y Socorrismo;Valores absolutos;Hombres;2015;29
Salvamento y Socorrismo;Valores absolutos;Hombres;2014;26
Salvamento y Socorrismo;Valores absolutos;Hombres;2013;33
Salvamento y Socorrismo;Valores absolutos;Hombres;2012;28
Salvamento y Socorrismo;Valores absolutos;Hombres;2011;26
Salvamento y Socorrismo;Valores absolutos;Hombres;2010;20
Salvamento y Socorrismo;Valores absolutos;Hombres;2009;21
Salvamento y Socorrismo;Valores absolutos;Hombres;2008;23
Salvamento y Socorrismo;Valores absolutos;Hombres;2007;23
Salvamento y Socorrismo;Valores absolutos;Hombres;2006;9
Salvamento y Socorrismo;Valores absolutos;Hombres;2005;4
Salvamento y Socorrismo;Valores absolutos;Mujeres;2024;33
Salvamento y Socorrismo;Valores absolutos;Mujeres;2023;28
Salvamento y Socorrismo;Valores absolutos;Mujeres;2022;34
Salvamento y Socorrismo;Valores absolutos;Mujeres;2021;33
Salvamento y Socorrismo;Valores absolutos;Mujeres;2020;30
Salvamento y Socorrismo;Valores absolutos;Mujeres;2019;30
Salvamento y Socorrismo;Valores absolutos;Mujeres;2018;30
Salvamento y Socorrismo;Valores absolutos;Mujeres;2017;26
Salvamento y Socorrismo;Valores absolutos;Mujeres;2016;26
Salvamento y Socorrismo;Valores absolutos;Mujeres;2015;26
Salvamento y Socorrismo;Valores absolutos;Mujeres;2014;24
Salvamento y Socorrismo;Valores absolutos;Mujeres;2013;29
Salvamento y Socorrismo;Valores absolutos;Mujeres;2012;23
Salvamento y Socorrismo;Valores absolutos;Mujeres;2011;21
Salvamento y Socorrismo;Valores absolutos;Mujeres;2010;17
Salvamento y Socorrismo;Valores absolutos;Mujeres;2009;19
Salvamento y Socorrismo;Valores absolutos;Mujeres;2008;20
Salvamento y Socorrismo;Valores absolutos;Mujeres;2007;22
Salvamento y Socorrismo;Valores absolutos;Mujeres;2006;9
Salvamento y Socorrismo;Valores absolutos;Mujeres;2005;7
Salvamento y Socorrismo;Porcentaje;TOTAL;2024;100,0
Salvamento y Socorrismo;Porcentaje;TOTAL;2023;100,0
Salvamento y Socorrismo;Porcentaje;TOTAL;2022;100,0
Salvamento y Socorrismo;Porcentaje;TOTAL;2021;100,0
Salvamento y Socorrismo;Porcentaje;TOTAL;2020;100,0
Salvamento y Socorrismo;Porcentaje;TOTAL;2019;100,0
Salvamento y Socorrismo;Porcentaje;TOTAL;2018;100,0
Salvamento y Socorrismo;Porcentaje;TOTAL;2017;100,0
Salvamento y Socorrismo;Porcentaje;TOTAL;2016;100,0
Salvamento y Socorrismo;Porcentaje;TOTAL;2015;100,0
Salvamento y Socorrismo;Porcentaje;TOTAL;2014;100,0
Salvamento y Socorrismo;Porcentaje;TOTAL;2013;100,0
Salvamento y Socorrismo;Porcentaje;TOTAL;2012;100,0
Salvamento y Socorrismo;Porcentaje;TOTAL;2011;100,0
Salvamento y Socorrismo;Porcentaje;TOTAL;2010;100,0
Salvamento y Socorrismo;Porcentaje;TOTAL;2009;100,0
Salvamento y Socorrismo;Porcentaje;TOTAL;2008;100,0
Salvamento y Socorrismo;Porcentaje;TOTAL;2007;100,0
Salvamento y Socorrismo;Porcentaje;TOTAL;2006;100,0
Salvamento y Socorrismo;Porcentaje;TOTAL;2005;100,0
Salvamento y Socorrismo;Porcentaje;Hombres;2024;50,7
Salvamento y Socorrismo;Porcentaje;Hombres;2023;52,5
Salvamento y Socorrismo;Porcentaje;Hombres;2022;52,8
Salvamento y Socorrismo;Porcentaje;Hombres;2021;52,2
Salvamento y Socorrismo;Porcentaje;Hombres;2020;55,9
Salvamento y Socorrismo;Porcentaje;Hombres;2019;55,9
Salvamento y Socorrismo;Porcentaje;Hombres;2018;54,5
Salvamento y Socorrismo;Porcentaje;Hombres;2017;55,9
Salvamento y Socorrismo;Porcentaje;Hombres;2016;56,7
Salvamento y Socorrismo;Porcentaje;Hombres;2015;52,7
Salvamento y Socorrismo;Porcentaje;Hombres;2014;52,0
Salvamento y Socorrismo;Porcentaje;Hombres;2013;53,2
Salvamento y Socorrismo;Porcentaje;Hombres;2012;54,9
Salvamento y Socorrismo;Porcentaje;Hombres;2011;55,3
Salvamento y Socorrismo;Porcentaje;Hombres;2010;54,1
Salvamento y Socorrismo;Porcentaje;Hombres;2009;52,5
Salvamento y Socorrismo;Porcentaje;Hombres;2008;53,5
Salvamento y Socorrismo;Porcentaje;Hombres;2007;51,1
Salvamento y Socorrismo;Porcentaje;Hombres;2006;50,0
Salvamento y Socorrismo;Porcentaje;Hombres;2005;36,4
Salvamento y Socorrismo;Porcentaje;Mujeres;2024;49,3
Salvamento y Socorrismo;Porcentaje;Mujeres;2023;47,5
Salvamento y Socorrismo;Porcentaje;Mujeres;2022;47,2
Salvamento y Socorrismo;Porcentaje;Mujeres;2021;47,8
Salvamento y Socorrismo;Porcentaje;Mujeres;2020;44,1
Salvamento y Socorrismo;Porcentaje;Mujeres;2019;44,1
Salvamento y Socorrismo;Porcentaje;Mujeres;2018;45,5
Salvamento y Socorrismo;Porcentaje;Mujeres;2017;44,1
Salvamento y Socorrismo;Porcentaje;Mujeres;2016;43,3
Salvamento y Socorrismo;Porcentaje;Mujeres;2015;47,3
Salvamento y Socorrismo;Porcentaje;Mujeres;2014;48,0
Salvamento y Socorrismo;Porcentaje;Mujeres;2013;46,8
Salvamento y Socorrismo;Porcentaje;Mujeres;2012;45,1
Salvamento y Socorrismo;Porcentaje;Mujeres;2011;44,7
Salvamento y Socorrismo;Porcentaje;Mujeres;2010;45,9
Salvamento y Socorrismo;Porcentaje;Mujeres;2009;47,5
Salvamento y Socorrismo;Porcentaje;Mujeres;2008;46,5
Salvamento y Socorrismo;Porcentaje;Mujeres;2007;48,9
Salvamento y Socorrismo;Porcentaje;Mujeres;2006;50,0
Salvamento y Socorrismo;Porcentaje;Mujeres;2005;63,6
Squash;Valores absolutos;TOTAL;2024;8
Squash;Valores absolutos;TOTAL;2023;8
Squash;Valores absolutos;TOTAL;2022;12
Squash;Valores absolutos;TOTAL;2021;12
Squash;Valores absolutos;TOTAL;2020;13
Squash;Valores absolutos;TOTAL;2019;13
Squash;Valores absolutos;TOTAL;2018;10
Squash;Valores absolutos;TOTAL;2017;9
Squash;Valores absolutos;TOTAL;2016;6
Squash;Valores absolutos;TOTAL;2015;6
