Federación;Comunidad autónoma;periodo;Total
Gimnasia;Melilla;2016;232
Gimnasia;Melilla;2015;213
Gimnasia;Melilla;2014;201
Gimnasia;Melilla;2013;202
Gimnasia;Melilla;2012;160
Gimnasia;Melilla;2011;35
Gimnasia;Melilla;2010;167
Gimnasia;Melilla;2009;162
Gimnasia;Melilla;2008;14
Gimnasia;Melilla;2007;16
Gimnasia;Melilla;2006;25
Gimnasia;Melilla;2005;19
Gimnasia;Sin territorializar;2024;34
Gimnasia;Sin territorializar;2023;35
Gimnasia;Sin territorializar;2022;0
Gimnasia;Sin territorializar;2021;0
Gimnasia;Sin territorializar;2020;0
Gimnasia;Sin territorializar;2019;0
Gimnasia;Sin territorializar;2018;0
Gimnasia;Sin territorializar;2017;0
Gimnasia;Sin territorializar;2016;0
Gimnasia;Sin territorializar;2015;0
Gimnasia;Sin territorializar;2014;0
Gimnasia;Sin territorializar;2013;0
Gimnasia;Sin territorializar;2012;0
Gimnasia;Sin territorializar;2011;0
Gimnasia;Sin territorializar;2010;0
Gimnasia;Sin territorializar;2009;0
Gimnasia;Sin territorializar;2008;0
Gimnasia;Sin territorializar;2007;0
Gimnasia;Sin territorializar;2006;0
Gimnasia;Sin territorializar;2005;0
Golf;TOTAL;2024;305.603
Golf;TOTAL;2023;297.015
Golf;TOTAL;2022;293.378
Golf;TOTAL;2021;284.776
Golf;TOTAL;2020;271.609
Golf;TOTAL;2019;269.743
Golf;TOTAL;2018;270.996
Golf;TOTAL;2017;270.463
Golf;TOTAL;2016;271.865
Golf;TOTAL;2015;276.150
Golf;TOTAL;2014;283.849
Golf;TOTAL;2013;294.884
Golf;TOTAL;2012;313.828
Golf;TOTAL;2011;325.192
Golf;TOTAL;2010;333.237
Golf;TOTAL;2009;337.112
Golf;TOTAL;2008;331.978
Golf;TOTAL;2007;316.038
Golf;TOTAL;2006;278.430
Golf;TOTAL;2005;279.660
Golf;Andalucía;2024;51.902
Golf;Andalucía;2023;50.640
Golf;Andalucía;2022;49.740
Golf;Andalucía;2021;48.207
Golf;Andalucía;2020;45.604
Golf;Andalucía;2019;43.974
Golf;Andalucía;2018;43.800
Golf;Andalucía;2017;43.515
Golf;Andalucía;2016;43.653
Golf;Andalucía;2015;43.853
Golf;Andalucía;2014;45.075
Golf;Andalucía;2013;46.497
Golf;Andalucía;2012;48.996
Golf;Andalucía;2011;50.395
Golf;Andalucía;2010;51.324
Golf;Andalucía;2009;51.788
Golf;Andalucía;2008;50.729
Golf;Andalucía;2007;47.904
Golf;Andalucía;2006;42.262
Golf;Andalucía;2005;42.492
Golf;Aragón;2024;6.738
Golf;Aragón;2023;6.507
Golf;Aragón;2022;6.608
Golf;Aragón;2021;6.441
Golf;Aragón;2020;6.160
Golf;Aragón;2019;6.273
Golf;Aragón;2018;6.169
Golf;Aragón;2017;6.038
Golf;Aragón;2016;6.022
Golf;Aragón;2015;5.997
Golf;Aragón;2014;6.094
Golf;Aragón;2013;6.259
Golf;Aragón;2012;6.438
Golf;Aragón;2011;6.582
Golf;Aragón;2010;6.635
Golf;Aragón;2009;6.370
Golf;Aragón;2008;5.699
Golf;Aragón;2007;5.162
Golf;Aragón;2006;4.237
Golf;Aragón;2005;4.268
Golf;Asturias, Principado de;2024;8.024
Golf;Asturias, Principado de;2023;7.931
Golf;Asturias, Principado de;2022;7.970
Golf;Asturias, Principado de;2021;7.946
Golf;Asturias, Principado de;2020;7.794
Golf;Asturias, Principado de;2019;7.863
Golf;Asturias, Principado de;2018;8.096
Golf;Asturias, Principado de;2017;8.231
Golf;Asturias, Principado de;2016;8.459
Golf;Asturias, Principado de;2015;8.761
Golf;Asturias, Principado de;2014;9.176
Golf;Asturias, Principado de;2013;9.640
Golf;Asturias, Principado de;2012;10.312
Golf;Asturias, Principado de;2011;10.578
Golf;Asturias, Principado de;2010;10.537
Golf;Asturias, Principado de;2009;10.444
Golf;Asturias, Principado de;2008;10.107
Golf;Asturias, Principado de;2007;9.491
Golf;Asturias, Principado de;2006;8.044
Golf;Asturias, Principado de;2005;8.083
Golf;Balears, Illes;2024;8.674
Golf;Balears, Illes;2023;8.193
Golf;Balears, Illes;2022;8.182
Golf;Balears, Illes;2021;7.902
Golf;Balears, Illes;2020;7.374
Golf;Balears, Illes;2019;7.275
Golf;Balears, Illes;2018;7.322
Golf;Balears, Illes;2017;7.202
Golf;Balears, Illes;2016;6.865
Golf;Balears, Illes;2015;6.852
Golf;Balears, Illes;2014;6.924
Golf;Balears, Illes;2013;6.920
Golf;Balears, Illes;2012;7.273
Golf;Balears, Illes;2011;7.512
Golf;Balears, Illes;2010;7.855
Golf;Balears, Illes;2009;8.084
Golf;Balears, Illes;2008;8.224
Golf;Balears, Illes;2007;8.081
Golf;Balears, Illes;2006;7.546
Golf;Balears, Illes;2005;7.597
Golf;Canarias;2024;8.298
Golf;Canarias;2023;8.161
Golf;Canarias;2022;8.293
Golf;Canarias;2021;8.170
Golf;Canarias;2020;7.757
Golf;Canarias;2019;7.705
Golf;Canarias;2018;7.598
Golf;Canarias;2017;7.451
Golf;Canarias;2016;7.570
Golf;Canarias;2015;7.803
Golf;Canarias;2014;7.966
Golf;Canarias;2013;8.220
Golf;Canarias;2012;8.693
Golf;Canarias;2011;8.924
Golf;Canarias;2010;9.254
Golf;Canarias;2009;9.312
Golf;Canarias;2008;9.082
Golf;Canarias;2007;8.505
Golf;Canarias;2006;6.812
Golf;Canarias;2005;6.854
Golf;Cantabria;2024;7.756
Golf;Cantabria;2023;7.587
Golf;Cantabria;2022;7.390
Golf;Cantabria;2021;7.471
Golf;Cantabria;2020;7.309
Golf;Cantabria;2019;7.354
Golf;Cantabria;2018;7.422
Golf;Cantabria;2017;7.518
Golf;Cantabria;2016;7.555
Golf;Cantabria;2015;7.678
Golf;Cantabria;2014;7.914
Golf;Cantabria;2013;8.271
Golf;Cantabria;2012;8.871
Golf;Cantabria;2011;9.239
Golf;Cantabria;2010;9.442
Golf;Cantabria;2009;9.542
Golf;Cantabria;2008;9.409
Golf;Cantabria;2007;8.991
Golf;Cantabria;2006;8.051
Golf;Cantabria;2005;8.074
Golf;Castilla y León;2024;14.485
Golf;Castilla y León;2023;14.343
Golf;Castilla y León;2022;14.238
Golf;Castilla y León;2021;13.696
Golf;Castilla y León;2020;12.973
Golf;Castilla y León;2019;12.954
Golf;Castilla y León;2018;13.225
Golf;Castilla y León;2017;13.561
Golf;Castilla y León;2016;13.955
Golf;Castilla y León;2015;14.417
Golf;Castilla y León;2014;15.119
Golf;Castilla y León;2013;15.909
Golf;Castilla y León;2012;17.115
Golf;Castilla y León;2011;17.839
Golf;Castilla y León;2010;18.355
Golf;Castilla y León;2009;18.522
Golf;Castilla y León;2008;18.175
Golf;Castilla y León;2007;17.013
Golf;Castilla y León;2006;14.591
Golf;Castilla y León;2005;14.605
Golf;Castilla-La Mancha;2024;5.564
Golf;Castilla-La Mancha;2023;5.527
Golf;Castilla-La Mancha;2022;5.632
Golf;Castilla-La Mancha;2021;5.516
Golf;Castilla-La Mancha;2020;5.295
Golf;Castilla-La Mancha;2019;5.324
Golf;Castilla-La Mancha;2018;5.173
Golf;Castilla-La Mancha;2017;5.291
Golf;Castilla-La Mancha;2016;5.468
Golf;Castilla-La Mancha;2015;5.693
Golf;Castilla-La Mancha;2014;5.932
Golf;Castilla-La Mancha;2013;6.177
Golf;Castilla-La Mancha;2012;6.762
Golf;Castilla-La Mancha;2011;7.015
Golf;Castilla-La Mancha;2010;7.068
Golf;Castilla-La Mancha;2009;7.100
Golf;Castilla-La Mancha;2008;7.102
Golf;Castilla-La Mancha;2007;6.694
Golf;Castilla-La Mancha;2006;5.432
Golf;Castilla-La Mancha;2005;5.443
Golf;Cataluña;2024;29.702
Golf;Cataluña;2023;29.019
Golf;Cataluña;2022;28.903
Golf;Cataluña;2021;28.396
Golf;Cataluña;2020;27.717
Golf;Cataluña;2019;27.926
Golf;Cataluña;2018;28.696
Golf;Cataluña;2017;29.044
Golf;Cataluña;2016;29.528
Golf;Cataluña;2015;30.647
Golf;Cataluña;2014;32.044
Golf;Cataluña;2013;34.232
Golf;Cataluña;2012;37.896
Golf;Cataluña;2011;40.804
Golf;Cataluña;2010;43.490
Golf;Cataluña;2009;46.111
Golf;Cataluña;2008;47.647
Golf;Cataluña;2007;47.403
Golf;Cataluña;2006;46.489
Golf;Cataluña;2005;46.717
Golf;Comunitat Valenciana;2024;22.405
Golf;Comunitat Valenciana;2023;21.054
Golf;Comunitat Valenciana;2022;20.603
Golf;Comunitat Valenciana;2021;19.791
Golf;Comunitat Valenciana;2020;19.058
Golf;Comunitat Valenciana;2019;19.095
Golf;Comunitat Valenciana;2018;19.295
Golf;Comunitat Valenciana;2017;19.265
Golf;Comunitat Valenciana;2016;19.359
Golf;Comunitat Valenciana;2015;19.353
Golf;Comunitat Valenciana;2014;19.648
Golf;Comunitat Valenciana;2013;20.346
Golf;Comunitat Valenciana;2012;21.710
Golf;Comunitat Valenciana;2011;22.249
Golf;Comunitat Valenciana;2010;22.891
Golf;Comunitat Valenciana;2009;23.257
Golf;Comunitat Valenciana;2008;22.790
Golf;Comunitat Valenciana;2007;21.722
Golf;Comunitat Valenciana;2006;18.933
Golf;Comunitat Valenciana;2005;19.060
Golf;Extremadura;2024;2.743
Golf;Extremadura;2023;2.652
Golf;Extremadura;2022;2.573
Golf;Extremadura;2021;2.500
Golf;Extremadura;2020;2.331
Golf;Extremadura;2019;2.367
Golf;Extremadura;2018;2.391
Golf;Extremadura;2017;2.301
Golf;Extremadura;2016;2.348
Golf;Extremadura;2015;2.343
Golf;Extremadura;2014;2.428
Golf;Extremadura;2013;2.452
Golf;Extremadura;2012;2.554
Golf;Extremadura;2011;2.605
Golf;Extremadura;2010;2.663
Golf;Extremadura;2009;2.742
Golf;Extremadura;2008;2.727
Golf;Extremadura;2007;2.590
Golf;Extremadura;2006;2.316
Golf;Extremadura;2005;2.353
Golf;Galicia;2024;12.633
Golf;Galicia;2023;12.129
Golf;Galicia;2022;11.961
Golf;Galicia;2021;11.455
Golf;Galicia;2020;10.839
Golf;Galicia;2019;10.452
Golf;Galicia;2018;10.490
Golf;Galicia;2017;10.524
Golf;Galicia;2016;10.469
Golf;Galicia;2015;10.587
Golf;Galicia;2014;10.776
Golf;Galicia;2013;11.196
Golf;Galicia;2012;11.966
Golf;Galicia;2011;12.424
Golf;Galicia;2010;12.671
Golf;Galicia;2009;12.714
Golf;Galicia;2008;12.275
Golf;Galicia;2007;11.394
Golf;Galicia;2006;10.227
Golf;Galicia;2005;10.256
Golf;Madrid, Comunidad de;2024;94.999
Golf;Madrid, Comunidad de;2023;92.321
Golf;Madrid, Comunidad de;2022;90.330
Golf;Madrid, Comunidad de;2021;87.685
Golf;Madrid, Comunidad de;2020;82.960
Golf;Madrid, Comunidad de;2019;82.627
Golf;Madrid, Comunidad de;2018;82.530
Golf;Madrid, Comunidad de;2017;81.787
Golf;Madrid, Comunidad de;2016;81.836
Golf;Madrid, Comunidad de;2015;82.780
Golf;Madrid, Comunidad de;2014;84.842
Golf;Madrid, Comunidad de;2013;87.872
Golf;Madrid, Comunidad de;2012;92.792
Golf;Madrid, Comunidad de;2011;95.216
Golf;Madrid, Comunidad de;2010;96.784
Golf;Madrid, Comunidad de;2009;96.957
Golf;Madrid, Comunidad de;2008;94.104
Golf;Madrid, Comunidad de;2007;88.899
Golf;Madrid, Comunidad de;2006;76.646
Golf;Madrid, Comunidad de;2005;76.893
Golf;Murcia, Región de;2024;7.813
Golf;Murcia, Región de;2023;7.253
Golf;Murcia, Región de;2022;7.146
Golf;Murcia, Región de;2021;6.293
Golf;Murcia, Región de;2020;5.909
Golf;Murcia, Región de;2019;5.875
Golf;Murcia, Región de;2018;5.798
Golf;Murcia, Región de;2017;5.526
Golf;Murcia, Región de;2016;5.437
Golf;Murcia, Región de;2015;5.370
Golf;Murcia, Región de;2014;5.429
Golf;Murcia, Región de;2013;5.607
Golf;Murcia, Región de;2012;6.066
Golf;Murcia, Región de;2011;6.645
Golf;Murcia, Región de;2010;6.871
Golf;Murcia, Región de;2009;6.885
Golf;Murcia, Región de;2008;6.648
Golf;Murcia, Región de;2007;6.227
Golf;Murcia, Región de;2006;4.789
Golf;Murcia, Región de;2005;4.796
Golf;Navarra, Comunidad Foral de;2024;3.364
Golf;Navarra, Comunidad Foral de;2023;3.335
Golf;Navarra, Comunidad Foral de;2022;3.302
Golf;Navarra, Comunidad Foral de;2021;3.272
Golf;Navarra, Comunidad Foral de;2020;3.177
Golf;Navarra, Comunidad Foral de;2019;3.221
Golf;Navarra, Comunidad Foral de;2018;3.294
Golf;Navarra, Comunidad Foral de;2017;3.290
Golf;Navarra, Comunidad Foral de;2016;3.317
Golf;Navarra, Comunidad Foral de;2015;3.329
Golf;Navarra, Comunidad Foral de;2014;3.439
Golf;Navarra, Comunidad Foral de;2013;3.559
Golf;Navarra, Comunidad Foral de;2012;3.761
Golf;Navarra, Comunidad Foral de;2011;3.937
Golf;Navarra, Comunidad Foral de;2010;4.021
Golf;Navarra, Comunidad Foral de;2009;3.954
Golf;Navarra, Comunidad Foral de;2008;3.962
Golf;Navarra, Comunidad Foral de;2007;3.843
Golf;Navarra, Comunidad Foral de;2006;3.624
Golf;Navarra, Comunidad Foral de;2005;3.635
Golf;País Vasco;2024;18.233
Golf;País Vasco;2023;18.081
Golf;País Vasco;2022;18.163
Golf;País Vasco;2021;17.623
Golf;País Vasco;2020;17.015
Golf;País Vasco;2019;17.109
Golf;País Vasco;2018;17.328
Golf;País Vasco;2017;17.543
Golf;País Vasco;2016;17.610
Golf;País Vasco;2015;18.168
Golf;País Vasco;2014;18.463
Golf;País Vasco;2013;19.110
Golf;País Vasco;2012;19.842
Golf;País Vasco;2011;20.371
Golf;País Vasco;2010;20.475
Golf;País Vasco;2009;20.391
Golf;País Vasco;2008;20.428
Golf;País Vasco;2007;19.406
Golf;País Vasco;2006;16.331
Golf;País Vasco;2005;16.449
Golf;Rioja, La;2024;2.052
Golf;Rioja, La;2023;2.047
Golf;Rioja, La;2022;2.094
Golf;Rioja, La;2021;2.148
Golf;Rioja, La;2020;2.056
Golf;Rioja, La;2019;2.051
Golf;Rioja, La;2018;2.061
Golf;Rioja, La;2017;2.063
Golf;Rioja, La;2016;2.091
Golf;Rioja, La;2015;2.171
Golf;Rioja, La;2014;2.205
Golf;Rioja, La;2013;2.315
Golf;Rioja, La;2012;2.458
Golf;Rioja, La;2011;2.542
Golf;Rioja, La;2010;2.591
Golf;Rioja, La;2009;2.632
Golf;Rioja, La;2008;2.566
Golf;Rioja, La;2007;2.419
Golf;Rioja, La;2006;1.833
Golf;Rioja, La;2005;1.818
Golf;Ceuta;2024;31
Golf;Ceuta;2023;32
Golf;Ceuta;2022;33
Golf;Ceuta;2021;34
Golf;Ceuta;2020;36
Golf;Ceuta;2019;36
Golf;Ceuta;2018;40
Golf;Ceuta;2017;44
Golf;Ceuta;2016;50
Golf;Ceuta;2015;57
Golf;Ceuta;2014;59
Golf;Ceuta;2013;64
Golf;Ceuta;2012;65
Golf;Ceuta;2011;70
Golf;Ceuta;2010;69
Golf;Ceuta;2009;65
Golf;Ceuta;2008;67
Golf;Ceuta;2007;69
Golf;Ceuta;2006;80
Golf;Ceuta;2005;80
Golf;Melilla;2024;187
Golf;Melilla;2023;203
Golf;Melilla;2022;217
Golf;Melilla;2021;230
Golf;Melilla;2020;245
Golf;Melilla;2019;262
Golf;Melilla;2018;268
Golf;Melilla;2017;269
Golf;Melilla;2016;273
Golf;Melilla;2015;291
Golf;Melilla;2014;316
Golf;Melilla;2013;238
Golf;Melilla;2012;258
Golf;Melilla;2011;245
Golf;Melilla;2010;241
Golf;Melilla;2009;242
Golf;Melilla;2008;237
Golf;Melilla;2007;225
Golf;Melilla;2006;187
Golf;Melilla;2005;187
Golf;Sin territorializar;2024;0
Golf;Sin territorializar;2023;0
Golf;Sin territorializar;2022;0
Golf;Sin territorializar;2021;0
Golf;Sin territorializar;2020;0
Golf;Sin territorializar;2019;0
Golf;Sin territorializar;2018;0
Golf;Sin territorializar;2017;0
Golf;Sin territorializar;2016;0
Golf;Sin territorializar;2015;0
Golf;Sin territorializar;2014;0
Golf;Sin territorializar;2013;0
Golf;Sin territorializar;2012;0
Golf;Sin territorializar;2011;0
Golf;Sin territorializar;2010;0
Golf;Sin territorializar;2009;0
Golf;Sin territorializar;2008;0
Golf;Sin territorializar;2007;0
Golf;Sin territorializar;2006;0
Golf;Sin territorializar;2005;0
Halterofilia;TOTAL;2024;4.179
Halterofilia;TOTAL;2023;3.955
Halterofilia;TOTAL;2022;3.866
Halterofilia;TOTAL;2021;6.556
Halterofilia;TOTAL;2020;2.899
Halterofilia;TOTAL;2019;3.327
Halterofilia;TOTAL;2018;2.956
Halterofilia;TOTAL;2017;2.571
Halterofilia;TOTAL;2016;2.834
Halterofilia;TOTAL;2015;2.295
Halterofilia;TOTAL;2014;2.251
Halterofilia;TOTAL;2013;2.245
Halterofilia;TOTAL;2012;1.967
Halterofilia;TOTAL;2011;2.497
Halterofilia;TOTAL;2010;2.386
Halterofilia;TOTAL;2009;2.183
Halterofilia;TOTAL;2008;2.179
Halterofilia;TOTAL;2007;2.168
Halterofilia;TOTAL;2006;2.238
Halterofilia;TOTAL;2005;2.121
Halterofilia;Andalucía;2024;467
Halterofilia;Andalucía;2023;509
Halterofilia;Andalucía;2022;504
Halterofilia;Andalucía;2021;2.327
Halterofilia;Andalucía;2020;576
Halterofilia;Andalucía;2019;320
Halterofilia;Andalucía;2018;264
Halterofilia;Andalucía;2017;219
Halterofilia;Andalucía;2016;253
Halterofilia;Andalucía;2015;244
Halterofilia;Andalucía;2014;145
Halterofilia;Andalucía;2013;84
Halterofilia;Andalucía;2012;76
Halterofilia;Andalucía;2011;320
Halterofilia;Andalucía;2010;298
Halterofilia;Andalucía;2009;229
Halterofilia;Andalucía;2008;455
Halterofilia;Andalucía;2007;252
Halterofilia;Andalucía;2006;312
Halterofilia;Andalucía;2005;300
Halterofilia;Aragón;2024;69
Halterofilia;Aragón;2023;59
Halterofilia;Aragón;2022;94
Halterofilia;Aragón;2021;177
Halterofilia;Aragón;2020;122
Halterofilia;Aragón;2019;54
Halterofilia;Aragón;2018;66
Halterofilia;Aragón;2017;67
Halterofilia;Aragón;2016;61
Halterofilia;Aragón;2015;44
Halterofilia;Aragón;2014;61
Halterofilia;Aragón;2013;58
Halterofilia;Aragón;2012;40
Halterofilia;Aragón;2011;44
Halterofilia;Aragón;2010;47
Halterofilia;Aragón;2009;53
Halterofilia;Aragón;2008;49
Halterofilia;Aragón;2007;64
Halterofilia;Aragón;2006;86
Halterofilia;Aragón;2005;84
Halterofilia;Asturias, Principado de;2024;186
Halterofilia;Asturias, Principado de;2023;189
Halterofilia;Asturias, Principado de;2022;168
Halterofilia;Asturias, Principado de;2021;230
Halterofilia;Asturias, Principado de;2020;129
Halterofilia;Asturias, Principado de;2019;192
Halterofilia;Asturias, Principado de;2018;198
Halterofilia;Asturias, Principado de;2017;193
Halterofilia;Asturias, Principado de;2016;144
Halterofilia;Asturias, Principado de;2015;127
Halterofilia;Asturias, Principado de;2014;111
Halterofilia;Asturias, Principado de;2013;118
Halterofilia;Asturias, Principado de;2012;104
Halterofilia;Asturias, Principado de;2011;96
Halterofilia;Asturias, Principado de;2010;106
Halterofilia;Asturias, Principado de;2009;108
Halterofilia;Asturias, Principado de;2008;102
Halterofilia;Asturias, Principado de;2007;220
Halterofilia;Asturias, Principado de;2006;164
Halterofilia;Asturias, Principado de;2005;158
Halterofilia;Balears, Illes;2024;87
Halterofilia;Balears, Illes;2023;100
Halterofilia;Balears, Illes;2022;100
Halterofilia;Balears, Illes;2021;199
Halterofilia;Balears, Illes;2020;78
Halterofilia;Balears, Illes;2019;72
Halterofilia;Balears, Illes;2018;23
Halterofilia;Balears, Illes;2017;16
Halterofilia;Balears, Illes;2016;23
Halterofilia;Balears, Illes;2015;0
Halterofilia;Balears, Illes;2014;0
Halterofilia;Balears, Illes;2013;0
Halterofilia;Balears, Illes;2012;0
Halterofilia;Balears, Illes;2011;1
Halterofilia;Balears, Illes;2010;2
Halterofilia;Balears, Illes;2009;6
Halterofilia;Balears, Illes;2008;0
Halterofilia;Balears, Illes;2007;0
Halterofilia;Balears, Illes;2006;0
Halterofilia;Balears, Illes;2005;0
Halterofilia;Canarias;2024;212
Halterofilia;Canarias;2023;177
Halterofilia;Canarias;2022;185
Halterofilia;Canarias;2021;174
Halterofilia;Canarias;2020;72
Halterofilia;Canarias;2019;183
Halterofilia;Canarias;2018;323
Halterofilia;Canarias;2017;315
Halterofilia;Canarias;2016;297
Halterofilia;Canarias;2015;120
Halterofilia;Canarias;2014;297
Halterofilia;Canarias;2013;270
Halterofilia;Canarias;2012;204
Halterofilia;Canarias;2011;224
Halterofilia;Canarias;2010;245
Halterofilia;Canarias;2009;291
Halterofilia;Canarias;2008;70
Halterofilia;Canarias;2007;223
Halterofilia;Canarias;2006;115
Halterofilia;Canarias;2005;105
Halterofilia;Cantabria;2024;0
Halterofilia;Cantabria;2023;21
Halterofilia;Cantabria;2022;21
Halterofilia;Cantabria;2021;74
Halterofilia;Cantabria;2020;46
Halterofilia;Cantabria;2019;54
Halterofilia;Cantabria;2018;50
Halterofilia;Cantabria;2017;31
Halterofilia;Cantabria;2016;78
Halterofilia;Cantabria;2015;65
Halterofilia;Cantabria;2014;46
Halterofilia;Cantabria;2013;15
Halterofilia;Cantabria;2012;30
Halterofilia;Cantabria;2011;31
Halterofilia;Cantabria;2010;34
Halterofilia;Cantabria;2009;45
Halterofilia;Cantabria;2008;51
Halterofilia;Cantabria;2007;43
Halterofilia;Cantabria;2006;37
Halterofilia;Cantabria;2005;39
Halterofilia;Castilla y León;2024;119
Halterofilia;Castilla y León;2023;129
Halterofilia;Castilla y León;2022;116
Halterofilia;Castilla y León;2021;86
Halterofilia;Castilla y León;2020;76
Halterofilia;Castilla y León;2019;95
Halterofilia;Castilla y León;2018;92
Halterofilia;Castilla y León;2017;154
Halterofilia;Castilla y León;2016;90
Halterofilia;Castilla y León;2015;80
Halterofilia;Castilla y León;2014;113
Halterofilia;Castilla y León;2013;115
Halterofilia;Castilla y León;2012;61
Halterofilia;Castilla y León;2011;123
Halterofilia;Castilla y León;2010;115
Halterofilia;Castilla y León;2009;130
Halterofilia;Castilla y León;2008;201
Halterofilia;Castilla y León;2007;208
Halterofilia;Castilla y León;2006;224
Halterofilia;Castilla y León;2005;197
Halterofilia;Castilla-La Mancha;2024;42
Halterofilia;Castilla-La Mancha;2023;27
Halterofilia;Castilla-La Mancha;2022;43
Halterofilia;Castilla-La Mancha;2021;113
Halterofilia;Castilla-La Mancha;2020;48
Halterofilia;Castilla-La Mancha;2019;67
Halterofilia;Castilla-La Mancha;2018;20
Halterofilia;Castilla-La Mancha;2017;0
Halterofilia;Castilla-La Mancha;2016;0
Halterofilia;Castilla-La Mancha;2015;0
Halterofilia;Castilla-La Mancha;2014;0
Halterofilia;Castilla-La Mancha;2013;0
Halterofilia;Castilla-La Mancha;2012;0
Halterofilia;Castilla-La Mancha;2011;11
Halterofilia;Castilla-La Mancha;2010;9
Halterofilia;Castilla-La Mancha;2009;1
Halterofilia;Castilla-La Mancha;2008;10
Halterofilia;Castilla-La Mancha;2007;0
Halterofilia;Castilla-La Mancha;2006;0
Halterofilia;Castilla-La Mancha;2005;0
Halterofilia;Cataluña;2024;214
Halterofilia;Cataluña;2023;178
Halterofilia;Cataluña;2022;274
Halterofilia;Cataluña;2021;317
Halterofilia;Cataluña;2020;180
Halterofilia;Cataluña;2019;137
Halterofilia;Cataluña;2018;193
Halterofilia;Cataluña;2017;178
Halterofilia;Cataluña;2016;159
Halterofilia;Cataluña;2015;212
Halterofilia;Cataluña;2014;173
Halterofilia;Cataluña;2013;242
Halterofilia;Cataluña;2012;197
Halterofilia;Cataluña;2011;314
Halterofilia;Cataluña;2010;323
Halterofilia;Cataluña;2009;355
Halterofilia;Cataluña;2008;291
Halterofilia;Cataluña;2007;206
Halterofilia;Cataluña;2006;281
Halterofilia;Cataluña;2005;272
Halterofilia;Comunitat Valenciana;2024;654
Halterofilia;Comunitat Valenciana;2023;476
Halterofilia;Comunitat Valenciana;2022;467
Halterofilia;Comunitat Valenciana;2021;634
Halterofilia;Comunitat Valenciana;2020;321
Halterofilia;Comunitat Valenciana;2019;481
Halterofilia;Comunitat Valenciana;2018;453
Halterofilia;Comunitat Valenciana;2017;399
Halterofilia;Comunitat Valenciana;2016;382
Halterofilia;Comunitat Valenciana;2015;341
Halterofilia;Comunitat Valenciana;2014;384
Halterofilia;Comunitat Valenciana;2013;439
Halterofilia;Comunitat Valenciana;2012;271
Halterofilia;Comunitat Valenciana;2011;264
Halterofilia;Comunitat Valenciana;2010;443
Halterofilia;Comunitat Valenciana;2009;308
Halterofilia;Comunitat Valenciana;2008;284
Halterofilia;Comunitat Valenciana;2007;317
Halterofilia;Comunitat Valenciana;2006;275
Halterofilia;Comunitat Valenciana;2005;232
Halterofilia;Extremadura;2024;22
Halterofilia;Extremadura;2023;32
Halterofilia;Extremadura;2022;30
Halterofilia;Extremadura;2021;28
Halterofilia;Extremadura;2020;17
Halterofilia;Extremadura;2019;22
Halterofilia;Extremadura;2018;16
Halterofilia;Extremadura;2017;13
Halterofilia;Extremadura;2016;0
Halterofilia;Extremadura;2015;0
Halterofilia;Extremadura;2014;0
Halterofilia;Extremadura;2013;0
Halterofilia;Extremadura;2012;0
Halterofilia;Extremadura;2011;0
Halterofilia;Extremadura;2010;0
Halterofilia;Extremadura;2009;2
Halterofilia;Extremadura;2008;0
Halterofilia;Extremadura;2007;0
Halterofilia;Extremadura;2006;0
Halterofilia;Extremadura;2005;0
Halterofilia;Galicia;2024;405
Halterofilia;Galicia;2023;424
Halterofilia;Galicia;2022;366
Halterofilia;Galicia;2021;690
Halterofilia;Galicia;2020;414
Halterofilia;Galicia;2019;484
Halterofilia;Galicia;2018;402
Halterofilia;Galicia;2017;300
Halterofilia;Galicia;2016;476
Halterofilia;Galicia;2015;445
Halterofilia;Galicia;2014;390
Halterofilia;Galicia;2013;365
Halterofilia;Galicia;2012;381
Halterofilia;Galicia;2011;331
Halterofilia;Galicia;2010;194
Halterofilia;Galicia;2009;159
Halterofilia;Galicia;2008;169
Halterofilia;Galicia;2007;197
Halterofilia;Galicia;2006;288
Halterofilia;Galicia;2005;280
