Federación;Comunidad autónoma;periodo;Total
Actividades Subacuáticas;Murcia, Región de;2019;94
Actividades Subacuáticas;Murcia, Región de;2018;86
Actividades Subacuáticas;Murcia, Región de;2017;86
Actividades Subacuáticas;Murcia, Región de;2016;81
Actividades Subacuáticas;Murcia, Región de;2015;75
Actividades Subacuáticas;Murcia, Región de;2014;75
Actividades Subacuáticas;Murcia, Región de;2013;75
Actividades Subacuáticas;Murcia, Región de;2012;66
Actividades Subacuáticas;Murcia, Región de;2011;91
Actividades Subacuáticas;Murcia, Región de;2010;91
Actividades Subacuáticas;Murcia, Región de;2009;91
Actividades Subacuáticas;Murcia, Región de;2008;91
Actividades Subacuáticas;Murcia, Región de;2007;91
Actividades Subacuáticas;Navarra, Comunidad Foral de;2024;14
Actividades Subacuáticas;Navarra, Comunidad Foral de;2023;16
Actividades Subacuáticas;Navarra, Comunidad Foral de;2022;15
Actividades Subacuáticas;Navarra, Comunidad Foral de;2021;14
Actividades Subacuáticas;Navarra, Comunidad Foral de;2020;14
Actividades Subacuáticas;Navarra, Comunidad Foral de;2019;14
Actividades Subacuáticas;Navarra, Comunidad Foral de;2018;14
Actividades Subacuáticas;Navarra, Comunidad Foral de;2017;14
Actividades Subacuáticas;Navarra, Comunidad Foral de;2016;11
Actividades Subacuáticas;Navarra, Comunidad Foral de;2015;10
Actividades Subacuáticas;Navarra, Comunidad Foral de;2014;10
Actividades Subacuáticas;Navarra, Comunidad Foral de;2013;10
Actividades Subacuáticas;Navarra, Comunidad Foral de;2012;10
Actividades Subacuáticas;Navarra, Comunidad Foral de;2011;10
Actividades Subacuáticas;Navarra, Comunidad Foral de;2010;10
Actividades Subacuáticas;Navarra, Comunidad Foral de;2009;10
Actividades Subacuáticas;Navarra, Comunidad Foral de;2008;10
Actividades Subacuáticas;Navarra, Comunidad Foral de;2007;19
Actividades Subacuáticas;País Vasco;2024;46
Actividades Subacuáticas;País Vasco;2023;45
Actividades Subacuáticas;País Vasco;2022;42
Actividades Subacuáticas;País Vasco;2021;92
Actividades Subacuáticas;País Vasco;2020;90
Actividades Subacuáticas;País Vasco;2019;90
Actividades Subacuáticas;País Vasco;2018;88
Actividades Subacuáticas;País Vasco;2017;88
Actividades Subacuáticas;País Vasco;2016;87
Actividades Subacuáticas;País Vasco;2015;50
Actividades Subacuáticas;País Vasco;2014;56
Actividades Subacuáticas;País Vasco;2013;51
Actividades Subacuáticas;País Vasco;2012;81
Actividades Subacuáticas;País Vasco;2011;69
Actividades Subacuáticas;País Vasco;2010;69
Actividades Subacuáticas;País Vasco;2009;69
Actividades Subacuáticas;País Vasco;2008;69
Actividades Subacuáticas;País Vasco;2007;69
Actividades Subacuáticas;Rioja, La;2024;4
Actividades Subacuáticas;Rioja, La;2023;4
Actividades Subacuáticas;Rioja, La;2022;3
Actividades Subacuáticas;Rioja, La;2021;4
Actividades Subacuáticas;Rioja, La;2020;4
Actividades Subacuáticas;Rioja, La;2019;4
Actividades Subacuáticas;Rioja, La;2018;2
Actividades Subacuáticas;Rioja, La;2017;2
Actividades Subacuáticas;Rioja, La;2016;3
Actividades Subacuáticas;Rioja, La;2015;3
Actividades Subacuáticas;Rioja, La;2014;3
Actividades Subacuáticas;Rioja, La;2013;3
Actividades Subacuáticas;Rioja, La;2012;3
Actividades Subacuáticas;Rioja, La;2011;3
Actividades Subacuáticas;Rioja, La;2010;3
Actividades Subacuáticas;Rioja, La;2009;3
Actividades Subacuáticas;Rioja, La;2008;3
Actividades Subacuáticas;Rioja, La;2007;4
Actividades Subacuáticas;Ceuta;2024;7
Actividades Subacuáticas;Ceuta;2023;7
Actividades Subacuáticas;Ceuta;2022;7
Actividades Subacuáticas;Ceuta;2021;7
Actividades Subacuáticas;Ceuta;2020;7
Actividades Subacuáticas;Ceuta;2019;7
Actividades Subacuáticas;Ceuta;2018;6
Actividades Subacuáticas;Ceuta;2017;6
Actividades Subacuáticas;Ceuta;2016;11
Actividades Subacuáticas;Ceuta;2015;11
Actividades Subacuáticas;Ceuta;2014;11
Actividades Subacuáticas;Ceuta;2013;11
Actividades Subacuáticas;Ceuta;2012;9
Actividades Subacuáticas;Ceuta;2011;11
Actividades Subacuáticas;Ceuta;2010;11
Actividades Subacuáticas;Ceuta;2009;11
Actividades Subacuáticas;Ceuta;2008;11
Actividades Subacuáticas;Ceuta;2007;12
Actividades Subacuáticas;Melilla;2024;5
Actividades Subacuáticas;Melilla;2023;4
Actividades Subacuáticas;Melilla;2022;4
Actividades Subacuáticas;Melilla;2021;3
Actividades Subacuáticas;Melilla;2020;3
Actividades Subacuáticas;Melilla;2019;3
Actividades Subacuáticas;Melilla;2018;3
Actividades Subacuáticas;Melilla;2017;3
Actividades Subacuáticas;Melilla;2016;3
Actividades Subacuáticas;Melilla;2015;3
Actividades Subacuáticas;Melilla;2014;3
Actividades Subacuáticas;Melilla;2013;3
Actividades Subacuáticas;Melilla;2012;3
Actividades Subacuáticas;Melilla;2011;1
Actividades Subacuáticas;Melilla;2010;1
Actividades Subacuáticas;Melilla;2009;1
Actividades Subacuáticas;Melilla;2008;1
Actividades Subacuáticas;Melilla;2007;2
Actividades Subacuáticas;Sin territorializar;2024;0
Actividades Subacuáticas;Sin territorializar;2023;0
Actividades Subacuáticas;Sin territorializar;2022;0
Actividades Subacuáticas;Sin territorializar;2021;0
Actividades Subacuáticas;Sin territorializar;2020;0
Actividades Subacuáticas;Sin territorializar;2019;0
Actividades Subacuáticas;Sin territorializar;2018;0
Actividades Subacuáticas;Sin territorializar;2017;0
Actividades Subacuáticas;Sin territorializar;2016;0
Actividades Subacuáticas;Sin territorializar;2015;0
Actividades Subacuáticas;Sin territorializar;2014;0
Actividades Subacuáticas;Sin territorializar;2013;0
Actividades Subacuáticas;Sin territorializar;2012;0
Actividades Subacuáticas;Sin territorializar;2011;0
Actividades Subacuáticas;Sin territorializar;2010;0
Actividades Subacuáticas;Sin territorializar;2009;0
Actividades Subacuáticas;Sin territorializar;2008;0
Actividades Subacuáticas;Sin territorializar;2007;0
Aeronáutica;TOTAL;2024;622
Aeronáutica;TOTAL;2023;615
Aeronáutica;TOTAL;2022;608
Aeronáutica;TOTAL;2021;580
Aeronáutica;TOTAL;2020;553
Aeronáutica;TOTAL;2019;513
Aeronáutica;TOTAL;2018;512
Aeronáutica;TOTAL;2017;511
Aeronáutica;TOTAL;2016;511
Aeronáutica;TOTAL;2015;511
Aeronáutica;TOTAL;2014;490
Aeronáutica;TOTAL;2013;474
Aeronáutica;TOTAL;2012;480
Aeronáutica;TOTAL;2011;465
Aeronáutica;TOTAL;2010;404
Aeronáutica;TOTAL;2009;396
Aeronáutica;TOTAL;2008;390
Aeronáutica;TOTAL;2007;372
Aeronáutica;Andalucía;2024;81
Aeronáutica;Andalucía;2023;81
Aeronáutica;Andalucía;2022;80
Aeronáutica;Andalucía;2021;77
Aeronáutica;Andalucía;2020;76
Aeronáutica;Andalucía;2019;68
Aeronáutica;Andalucía;2018;68
Aeronáutica;Andalucía;2017;68
Aeronáutica;Andalucía;2016;68
Aeronáutica;Andalucía;2015;68
Aeronáutica;Andalucía;2014;67
Aeronáutica;Andalucía;2013;65
Aeronáutica;Andalucía;2012;62
Aeronáutica;Andalucía;2011;62
Aeronáutica;Andalucía;2010;49
Aeronáutica;Andalucía;2009;46
Aeronáutica;Andalucía;2008;43
Aeronáutica;Andalucía;2007;39
Aeronáutica;Aragón;2024;20
Aeronáutica;Aragón;2023;20
Aeronáutica;Aragón;2022;20
Aeronáutica;Aragón;2021;18
Aeronáutica;Aragón;2020;17
Aeronáutica;Aragón;2019;17
Aeronáutica;Aragón;2018;16
Aeronáutica;Aragón;2017;16
Aeronáutica;Aragón;2016;16
Aeronáutica;Aragón;2015;16
Aeronáutica;Aragón;2014;16
Aeronáutica;Aragón;2013;16
Aeronáutica;Aragón;2012;15
Aeronáutica;Aragón;2011;14
Aeronáutica;Aragón;2010;13
Aeronáutica;Aragón;2009;13
Aeronáutica;Aragón;2008;13
Aeronáutica;Aragón;2007;13
Aeronáutica;Asturias, Principado de;2024;11
Aeronáutica;Asturias, Principado de;2023;11
Aeronáutica;Asturias, Principado de;2022;11
Aeronáutica;Asturias, Principado de;2021;11
Aeronáutica;Asturias, Principado de;2020;10
Aeronáutica;Asturias, Principado de;2019;10
Aeronáutica;Asturias, Principado de;2018;10
Aeronáutica;Asturias, Principado de;2017;10
Aeronáutica;Asturias, Principado de;2016;10
Aeronáutica;Asturias, Principado de;2015;10
Aeronáutica;Asturias, Principado de;2014;8
Aeronáutica;Asturias, Principado de;2013;8
Aeronáutica;Asturias, Principado de;2012;8
Aeronáutica;Asturias, Principado de;2011;8
Aeronáutica;Asturias, Principado de;2010;8
Aeronáutica;Asturias, Principado de;2009;8
Aeronáutica;Asturias, Principado de;2008;8
Aeronáutica;Asturias, Principado de;2007;8
Aeronáutica;Balears, Illes;2024;15
Aeronáutica;Balears, Illes;2023;15
Aeronáutica;Balears, Illes;2022;15
Aeronáutica;Balears, Illes;2021;15
Aeronáutica;Balears, Illes;2020;14
Aeronáutica;Balears, Illes;2019;14
Aeronáutica;Balears, Illes;2018;14
Aeronáutica;Balears, Illes;2017;14
Aeronáutica;Balears, Illes;2016;14
Aeronáutica;Balears, Illes;2015;14
Aeronáutica;Balears, Illes;2014;14
Aeronáutica;Balears, Illes;2013;14
Aeronáutica;Balears, Illes;2012;15
Aeronáutica;Balears, Illes;2011;15
Aeronáutica;Balears, Illes;2010;14
Aeronáutica;Balears, Illes;2009;14
Aeronáutica;Balears, Illes;2008;14
Aeronáutica;Balears, Illes;2007;14
Aeronáutica;Canarias;2024;45
Aeronáutica;Canarias;2023;45
Aeronáutica;Canarias;2022;44
Aeronáutica;Canarias;2021;44
Aeronáutica;Canarias;2020;41
Aeronáutica;Canarias;2019;41
Aeronáutica;Canarias;2018;41
Aeronáutica;Canarias;2017;40
Aeronáutica;Canarias;2016;40
Aeronáutica;Canarias;2015;40
Aeronáutica;Canarias;2014;38
Aeronáutica;Canarias;2013;35
Aeronáutica;Canarias;2012;35
Aeronáutica;Canarias;2011;32
Aeronáutica;Canarias;2010;29
Aeronáutica;Canarias;2009;29
Aeronáutica;Canarias;2008;29
Aeronáutica;Canarias;2007;29
Aeronáutica;Cantabria;2024;7
Aeronáutica;Cantabria;2023;7
Aeronáutica;Cantabria;2022;6
Aeronáutica;Cantabria;2021;6
Aeronáutica;Cantabria;2020;6
Aeronáutica;Cantabria;2019;7
Aeronáutica;Cantabria;2018;7
Aeronáutica;Cantabria;2017;7
Aeronáutica;Cantabria;2016;7
Aeronáutica;Cantabria;2015;7
Aeronáutica;Cantabria;2014;7
Aeronáutica;Cantabria;2013;7
Aeronáutica;Cantabria;2012;7
Aeronáutica;Cantabria;2011;7
Aeronáutica;Cantabria;2010;7
Aeronáutica;Cantabria;2009;7
Aeronáutica;Cantabria;2008;7
Aeronáutica;Cantabria;2007;7
Aeronáutica;Castilla y León;2024;39
Aeronáutica;Castilla y León;2023;39
Aeronáutica;Castilla y León;2022;40
Aeronáutica;Castilla y León;2021;39
Aeronáutica;Castilla y León;2020;36
Aeronáutica;Castilla y León;2019;36
Aeronáutica;Castilla y León;2018;36
Aeronáutica;Castilla y León;2017;36
Aeronáutica;Castilla y León;2016;36
Aeronáutica;Castilla y León;2015;36
Aeronáutica;Castilla y León;2014;35
Aeronáutica;Castilla y León;2013;32
Aeronáutica;Castilla y León;2012;32
Aeronáutica;Castilla y León;2011;32
Aeronáutica;Castilla y León;2010;30
Aeronáutica;Castilla y León;2009;30
Aeronáutica;Castilla y León;2008;30
Aeronáutica;Castilla y León;2007;29
Aeronáutica;Castilla-La Mancha;2024;40
Aeronáutica;Castilla-La Mancha;2023;44
Aeronáutica;Castilla-La Mancha;2022;38
Aeronáutica;Castilla-La Mancha;2021;31
Aeronáutica;Castilla-La Mancha;2020;27
Aeronáutica;Castilla-La Mancha;2019;29
Aeronáutica;Castilla-La Mancha;2018;29
Aeronáutica;Castilla-La Mancha;2017;29
Aeronáutica;Castilla-La Mancha;2016;29
Aeronáutica;Castilla-La Mancha;2015;29
Aeronáutica;Castilla-La Mancha;2014;26
Aeronáutica;Castilla-La Mancha;2013;26
Aeronáutica;Castilla-La Mancha;2012;27
Aeronáutica;Castilla-La Mancha;2011;26
Aeronáutica;Castilla-La Mancha;2010;22
Aeronáutica;Castilla-La Mancha;2009;20
Aeronáutica;Castilla-La Mancha;2008;20
Aeronáutica;Castilla-La Mancha;2007;19
Aeronáutica;Cataluña;2024;77
Aeronáutica;Cataluña;2023;76
Aeronáutica;Cataluña;2022;75
Aeronáutica;Cataluña;2021;74
Aeronáutica;Cataluña;2020;74
Aeronáutica;Cataluña;2019;72
Aeronáutica;Cataluña;2018;72
Aeronáutica;Cataluña;2017;72
Aeronáutica;Cataluña;2016;72
Aeronáutica;Cataluña;2015;72
Aeronáutica;Cataluña;2014;72
Aeronáutica;Cataluña;2013;71
Aeronáutica;Cataluña;2012;71
Aeronáutica;Cataluña;2011;70
Aeronáutica;Cataluña;2010;62
Aeronáutica;Cataluña;2009;62
Aeronáutica;Cataluña;2008;62
Aeronáutica;Cataluña;2007;62
Aeronáutica;Comunitat Valenciana;2024;86
Aeronáutica;Comunitat Valenciana;2023;85
Aeronáutica;Comunitat Valenciana;2022;84
Aeronáutica;Comunitat Valenciana;2021;81
Aeronáutica;Comunitat Valenciana;2020;80
Aeronáutica;Comunitat Valenciana;2019;48
Aeronáutica;Comunitat Valenciana;2018;48
Aeronáutica;Comunitat Valenciana;2017;48
Aeronáutica;Comunitat Valenciana;2016;48
Aeronáutica;Comunitat Valenciana;2015;48
Aeronáutica;Comunitat Valenciana;2014;48
Aeronáutica;Comunitat Valenciana;2013;43
Aeronáutica;Comunitat Valenciana;2012;44
Aeronáutica;Comunitat Valenciana;2011;44
Aeronáutica;Comunitat Valenciana;2010;38
Aeronáutica;Comunitat Valenciana;2009;38
Aeronáutica;Comunitat Valenciana;2008;38
Aeronáutica;Comunitat Valenciana;2007;35
Aeronáutica;Extremadura;2024;24
Aeronáutica;Extremadura;2023;24
Aeronáutica;Extremadura;2022;24
Aeronáutica;Extremadura;2021;23
Aeronáutica;Extremadura;2020;23
Aeronáutica;Extremadura;2019;23
Aeronáutica;Extremadura;2018;23
Aeronáutica;Extremadura;2017;23
Aeronáutica;Extremadura;2016;23
Aeronáutica;Extremadura;2015;23
Aeronáutica;Extremadura;2014;23
Aeronáutica;Extremadura;2013;23
Aeronáutica;Extremadura;2012;24
Aeronáutica;Extremadura;2011;24
Aeronáutica;Extremadura;2010;21
Aeronáutica;Extremadura;2009;21
Aeronáutica;Extremadura;2008;21
Aeronáutica;Extremadura;2007;20
Aeronáutica;Galicia;2024;28
Aeronáutica;Galicia;2023;25
Aeronáutica;Galicia;2022;20
Aeronáutica;Galicia;2021;25
Aeronáutica;Galicia;2020;23
Aeronáutica;Galicia;2019;23
Aeronáutica;Galicia;2018;23
Aeronáutica;Galicia;2017;23
Aeronáutica;Galicia;2016;23
Aeronáutica;Galicia;2015;23
Aeronáutica;Galicia;2014;23
Aeronáutica;Galicia;2013;23
Aeronáutica;Galicia;2012;23
Aeronáutica;Galicia;2011;22
Aeronáutica;Galicia;2010;16
Aeronáutica;Galicia;2009;16
Aeronáutica;Galicia;2008;16
Aeronáutica;Galicia;2007;13
Aeronáutica;Madrid, Comunidad de;2024;77
Aeronáutica;Madrid, Comunidad de;2023;72
Aeronáutica;Madrid, Comunidad de;2022;82
Aeronáutica;Madrid, Comunidad de;2021;72
Aeronáutica;Madrid, Comunidad de;2020;66
Aeronáutica;Madrid, Comunidad de;2019;66
Aeronáutica;Madrid, Comunidad de;2018;66
Aeronáutica;Madrid, Comunidad de;2017;66
Aeronáutica;Madrid, Comunidad de;2016;66
Aeronáutica;Madrid, Comunidad de;2015;66
Aeronáutica;Madrid, Comunidad de;2014;58
Aeronáutica;Madrid, Comunidad de;2013;57
Aeronáutica;Madrid, Comunidad de;2012;62
Aeronáutica;Madrid, Comunidad de;2011;57
Aeronáutica;Madrid, Comunidad de;2010;48
Aeronáutica;Madrid, Comunidad de;2009;45
Aeronáutica;Madrid, Comunidad de;2008;42
Aeronáutica;Madrid, Comunidad de;2007;40
Aeronáutica;Murcia, Región de;2024;17
Aeronáutica;Murcia, Región de;2023;16
Aeronáutica;Murcia, Región de;2022;15
Aeronáutica;Murcia, Región de;2021;14
Aeronáutica;Murcia, Región de;2020;13
Aeronáutica;Murcia, Región de;2019;12
Aeronáutica;Murcia, Región de;2018;12
Aeronáutica;Murcia, Región de;2017;12
Aeronáutica;Murcia, Región de;2016;12
Aeronáutica;Murcia, Región de;2015;12
Aeronáutica;Murcia, Región de;2014;10
Aeronáutica;Murcia, Región de;2013;9
Aeronáutica;Murcia, Región de;2012;9
Aeronáutica;Murcia, Región de;2011;7
Aeronáutica;Murcia, Región de;2010;7
Aeronáutica;Murcia, Región de;2009;7
Aeronáutica;Murcia, Región de;2008;7
Aeronáutica;Murcia, Región de;2007;6
Aeronáutica;Navarra, Comunidad Foral de;2024;13
Aeronáutica;Navarra, Comunidad Foral de;2023;13
Aeronáutica;Navarra, Comunidad Foral de;2022;13
Aeronáutica;Navarra, Comunidad Foral de;2021;12
Aeronáutica;Navarra, Comunidad Foral de;2020;12
Aeronáutica;Navarra, Comunidad Foral de;2019;12
Aeronáutica;Navarra, Comunidad Foral de;2018;12
Aeronáutica;Navarra, Comunidad Foral de;2017;12
Aeronáutica;Navarra, Comunidad Foral de;2016;12
Aeronáutica;Navarra, Comunidad Foral de;2015;12
Aeronáutica;Navarra, Comunidad Foral de;2014;11
Aeronáutica;Navarra, Comunidad Foral de;2013;11
Aeronáutica;Navarra, Comunidad Foral de;2012;11
Aeronáutica;Navarra, Comunidad Foral de;2011;11
Aeronáutica;Navarra, Comunidad Foral de;2010;11
Aeronáutica;Navarra, Comunidad Foral de;2009;11
Aeronáutica;Navarra, Comunidad Foral de;2008;11
Aeronáutica;Navarra, Comunidad Foral de;2007;11
Aeronáutica;País Vasco;2024;29
Aeronáutica;País Vasco;2023;29
Aeronáutica;País Vasco;2022;28
Aeronáutica;País Vasco;2021;26
Aeronáutica;País Vasco;2020;25
Aeronáutica;País Vasco;2019;23
Aeronáutica;País Vasco;2018;23
Aeronáutica;País Vasco;2017;23
Aeronáutica;País Vasco;2016;23
Aeronáutica;País Vasco;2015;23
Aeronáutica;País Vasco;2014;23
Aeronáutica;País Vasco;2013;23
Aeronáutica;País Vasco;2012;24
Aeronáutica;País Vasco;2011;24
Aeronáutica;País Vasco;2010;19
Aeronáutica;País Vasco;2009;19
Aeronáutica;País Vasco;2008;19
Aeronáutica;País Vasco;2007;18
Aeronáutica;Rioja, La;2024;10
Aeronáutica;Rioja, La;2023;10
Aeronáutica;Rioja, La;2022;10
Aeronáutica;Rioja, La;2021;9
Aeronáutica;Rioja, La;2020;9
Aeronáutica;Rioja, La;2019;9
Aeronáutica;Rioja, La;2018;9
Aeronáutica;Rioja, La;2017;9
Aeronáutica;Rioja, La;2016;9
Aeronáutica;Rioja, La;2015;9
Aeronáutica;Rioja, La;2014;8
Aeronáutica;Rioja, La;2013;8
Aeronáutica;Rioja, La;2012;8
Aeronáutica;Rioja, La;2011;7
Aeronáutica;Rioja, La;2010;7
Aeronáutica;Rioja, La;2009;7
Aeronáutica;Rioja, La;2008;7
Aeronáutica;Rioja, La;2007;7
Aeronáutica;Ceuta;2024;1
Aeronáutica;Ceuta;2023;1
Aeronáutica;Ceuta;2022;1
Aeronáutica;Ceuta;2021;1
Aeronáutica;Ceuta;2020;1
Aeronáutica;Ceuta;2019;1
Aeronáutica;Ceuta;2018;1
Aeronáutica;Ceuta;2017;1
Aeronáutica;Ceuta;2016;1
Aeronáutica;Ceuta;2015;1
Aeronáutica;Ceuta;2014;1
Aeronáutica;Ceuta;2013;3
Aeronáutica;Ceuta;2012;1
Aeronáutica;Ceuta;2011;1
Aeronáutica;Ceuta;2010;1
Aeronáutica;Ceuta;2009;1
Aeronáutica;Ceuta;2008;1
Aeronáutica;Ceuta;2007;0
Aeronáutica;Melilla;2024;2
Aeronáutica;Melilla;2023;2
Aeronáutica;Melilla;2022;2
Aeronáutica;Melilla;2021;2
Aeronáutica;Melilla;2020;0
Aeronáutica;Melilla;2019;2
Aeronáutica;Melilla;2018;2
Aeronáutica;Melilla;2017;2
Aeronáutica;Melilla;2016;2
Aeronáutica;Melilla;2015;2
Aeronáutica;Melilla;2014;2
Aeronáutica;Melilla;2013;0
Aeronáutica;Melilla;2012;2
Aeronáutica;Melilla;2011;2
Aeronáutica;Melilla;2010;2
Aeronáutica;Melilla;2009;2
Aeronáutica;Melilla;2008;2
Aeronáutica;Melilla;2007;2
Aeronáutica;Sin territorializar;2024;0
Aeronáutica;Sin territorializar;2023;0
Aeronáutica;Sin territorializar;2022;0
Aeronáutica;Sin territorializar;2021;0
Aeronáutica;Sin territorializar;2020;0
Aeronáutica;Sin territorializar;2019;0
Aeronáutica;Sin territorializar;2018;0
Aeronáutica;Sin territorializar;2017;0
Aeronáutica;Sin territorializar;2016;0
Aeronáutica;Sin territorializar;2015;0
Aeronáutica;Sin territorializar;2014;0
Aeronáutica;Sin territorializar;2013;0
Aeronáutica;Sin territorializar;2012;0
Aeronáutica;Sin territorializar;2011;0
Aeronáutica;Sin territorializar;2010;0
Aeronáutica;Sin territorializar;2009;0
Aeronáutica;Sin territorializar;2008;0
Aeronáutica;Sin territorializar;2007;0
Ajedrez;TOTAL;2024;1.003
Ajedrez;TOTAL;2023;1.032
Ajedrez;TOTAL;2022;939
Ajedrez;TOTAL;2021;866
Ajedrez;TOTAL;2020;964
Ajedrez;TOTAL;2019;993
Ajedrez;TOTAL;2018;958
Ajedrez;TOTAL;2017;950
Ajedrez;TOTAL;2016;932
Ajedrez;TOTAL;2015;1.022
Ajedrez;TOTAL;2014;892
Ajedrez;TOTAL;2013;911
Ajedrez;TOTAL;2012;936
Ajedrez;TOTAL;2011;974
Ajedrez;TOTAL;2010;883
Ajedrez;TOTAL;2009;963
Ajedrez;TOTAL;2008;977
Ajedrez;TOTAL;2007;995
Ajedrez;Andalucía;2024;122
Ajedrez;Andalucía;2023;121
Ajedrez;Andalucía;2022;117
Ajedrez;Andalucía;2021;108
Ajedrez;Andalucía;2020;118
Ajedrez;Andalucía;2019;125
Ajedrez;Andalucía;2018;119
Ajedrez;Andalucía;2017;115
Ajedrez;Andalucía;2016;112
Ajedrez;Andalucía;2015;109
Ajedrez;Andalucía;2014;107
Ajedrez;Andalucía;2013;106
Ajedrez;Andalucía;2012;113
Ajedrez;Andalucía;2011;111
Ajedrez;Andalucía;2010;99
Ajedrez;Andalucía;2009;112
Ajedrez;Andalucía;2008;112
Ajedrez;Andalucía;2007;124
Ajedrez;Aragón;2024;41
Ajedrez;Aragón;2023;42
Ajedrez;Aragón;2022;43
Ajedrez;Aragón;2021;40
Ajedrez;Aragón;2020;47
Ajedrez;Aragón;2019;49
Ajedrez;Aragón;2018;46
Ajedrez;Aragón;2017;44
Ajedrez;Aragón;2016;44
Ajedrez;Aragón;2015;45
Ajedrez;Aragón;2014;17
Ajedrez;Aragón;2013;44
Ajedrez;Aragón;2012;41
Ajedrez;Aragón;2011;47
Ajedrez;Aragón;2010;8
Ajedrez;Aragón;2009;42
Ajedrez;Aragón;2008;42
Ajedrez;Aragón;2007;40
Ajedrez;Asturias, Principado de;2024;27
Ajedrez;Asturias, Principado de;2023;25
Ajedrez;Asturias, Principado de;2022;25
Ajedrez;Asturias, Principado de;2021;24
Ajedrez;Asturias, Principado de;2020;25
Ajedrez;Asturias, Principado de;2019;23
Ajedrez;Asturias, Principado de;2018;23
Ajedrez;Asturias, Principado de;2017;23
Ajedrez;Asturias, Principado de;2016;23
Ajedrez;Asturias, Principado de;2015;23
Ajedrez;Asturias, Principado de;2014;24
Ajedrez;Asturias, Principado de;2013;24
Ajedrez;Asturias, Principado de;2012;25
Ajedrez;Asturias, Principado de;2011;28
Ajedrez;Asturias, Principado de;2010;28
Ajedrez;Asturias, Principado de;2009;30
Ajedrez;Asturias, Principado de;2008;29
Ajedrez;Asturias, Principado de;2007;29
