Indicador;Comunidad autónoma;periodo;Total
En % del total de empresas;Madrid, Comunidad de;2022;1,1
En % del total de empresas;Madrid, Comunidad de;2021;1,1
En % del total de empresas;Madrid, Comunidad de;2020;1,1
En % del total de empresas;Madrid, Comunidad de;2019;1,1
En % del total de empresas;Madrid, Comunidad de;2018;1,0
En % del total de empresas;Madrid, Comunidad de;2017;1,0
En % del total de empresas;Madrid, Comunidad de;2016;1,0
En % del total de empresas;Madrid, Comunidad de;2015;0,9
En % del total de empresas;Madrid, Comunidad de;2014;0,9
En % del total de empresas;Madrid, Comunidad de;2013;0,8
En % del total de empresas;Madrid, Comunidad de;2012;0,8
En % del total de empresas;Madrid, Comunidad de;2011;0,7
En % del total de empresas;Madrid, Comunidad de;2010;0,7
En % del total de empresas;Madrid, Comunidad de;2009;0,6
En % del total de empresas;Madrid, Comunidad de;2008;0,6
En % del total de empresas;Murcia, Región de;2024;1,4
En % del total de empresas;Murcia, Región de;2023;1,3
En % del total de empresas;Murcia, Región de;2022;1,3
En % del total de empresas;Murcia, Región de;2021;1,2
En % del total de empresas;Murcia, Región de;2020;1,2
En % del total de empresas;Murcia, Región de;2019;1,2
En % del total de empresas;Murcia, Región de;2018;1,0
En % del total de empresas;Murcia, Región de;2017;1,0
En % del total de empresas;Murcia, Región de;2016;1,0
En % del total de empresas;Murcia, Región de;2015;1,0
En % del total de empresas;Murcia, Región de;2014;0,9
En % del total de empresas;Murcia, Región de;2013;0,8
En % del total de empresas;Murcia, Región de;2012;0,8
En % del total de empresas;Murcia, Región de;2011;0,7
En % del total de empresas;Murcia, Región de;2010;0,7
En % del total de empresas;Murcia, Región de;2009;0,7
En % del total de empresas;Murcia, Región de;2008;0,6
En % del total de empresas;Navarra, Comunidad Foral de;2024;1,7
En % del total de empresas;Navarra, Comunidad Foral de;2023;1,6
En % del total de empresas;Navarra, Comunidad Foral de;2022;1,5
En % del total de empresas;Navarra, Comunidad Foral de;2021;1,5
